particular,A002,A003,A004,A006,A007,A008,A009,A010,A014,A017,A018,A019,A021,A029,A117,A118,A119,A121,A122,A123,A124,A126,A127,Total
          Philippine Science High School,"5,623","6,488","3,598",330,"12,366","2,333",0,0,"20,224","93,557","1,144",0,"4,692","30,863","3,372",574,"1,192",0,648,100,53,0,0,"187,157"
          Philippine Textile Research Institute,368,399,"1,642",29,"3,262",10,2,0,"5,014",249,110,0,511,"3,435",24,34,131,0,106,0,0,0,0,"15,326"
          Science Education Institute,376,551,460,0,"2,615",3,0,"3,150","2,600","480,218",110,0,350,"2,148",0,53,0,0,105,0,0,0,0,"492,739"
          Science and Technology Information Institute,780,"2,288","1,605",130,"3,662",215,0,0,"2,618",377,255,0,200,"3,764","1,185",350,507,0,"1,020",0,0,0,0,"18,956"
          Technology Application and Promotion Institute,475,425,"1,300",200,650,0,0,"27,000","1,252",200,260,0,150,"1,995",300,25,200,0,20,0,100,0,0,"34,552"
          Philippine Council for Advanced Science and,,,,,,,,,,,,,,,,,,,,,,,,
                Technology Research and Development,300,150,340,0,350,0,0,"75,747","1,500",100,110,0,100,700,50,50,200,0,50,0,0,0,0,"79,747"
          Philippine Council for Industry and Energy,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,"1,101",477,671,0,"1,470",241,0,"20,000","1,785",350,225,0,360,"1,706",340,50,515,0,50,0,0,0,0,"29,341"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Social Welfare and Development,"322,126","96,825","87,108","1,024","337,409","15,533",0,"24,790,783","68,707","5,021,921","6,446",0,"9,004","2,045,076","91,245","249,538","3,966",22,"1,750",0,35,6,0,"33,148,524"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"311,760","90,925","85,557","1,024","330,343","10,502",0,"24,790,733","64,560","5,014,014","5,060",0,"8,434","2,031,049","88,912","249,263","1,225",22,"1,631",0,35,6,0,"33,085,055"
          Council for the Welfare of Children,"1,693",633,701,0,"1,059",86,0,0,865,"1,011",272,0,250,"2,833",627,25,"1,595",0,22,0,0,0,0,"11,672"
          Inter-Country Adoption Board,"2,615","2,520",350,0,"1,900",325,0,50,"1,102","2,000",110,0,220,"6,358",200,0,350,0,10,0,0,0,0,"18,110"
          National Youth Commission,"6,058","2,747",500,0,"4,107","4,620",0,0,"2,180","4,896","1,004",0,100,"4,836","1,506",250,796,0,87,0,0,0,0,"33,687"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Tourism,"198,564","55,007","21,369","25,127","78,474","119,599","3,674","8,337","45,955","15,449","4,318",0,"3,358","251,677","44,773","169,719","90,549",214,"2,728",0,"1,191",0,0,"1,140,082"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"198,066","53,794","18,134","25,127","72,266","119,177","3,674","8,337","25,701","15,249","4,088",0,"2,539","219,167","44,663","169,500","90,199",214,"2,661",0,"1,191",0,0,"1,073,747"
          Intramuros Administration,300,623,700,0,"1,200",300,0,0,700,200,150,0,600,"7,658",50,200,150,0,50,0,0,0,0,"12,881"
          National Parks Development Committee,198,590,"2,535",0,"5,008",122,0,0,"19,554",0,80,0,219,"24,852",60,19,200,0,17,0,0,0,0,"53,454"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Trade and Industry,"173,633","84,786","38,626","1,825","102,715","298,666",48,0,"89,847","42,225","11,482",0,"8,042","296,841","27,906","20,535","36,703",0,"9,548",0,8,0,0,"1,243,436"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"157,639","74,992","32,244","1,216","87,389","251,443",48,0,"68,698","38,116","8,236",0,"5,895","240,991","23,301","17,249","31,808",0,"5,295",0,5,0,0,"1,044,565"
          Board of Investments,"14,220","6,341","2,182",502,"9,361","27,000",0,0,"8,280","3,100","2,366",0,712,"36,945","4,000","3,000","4,063",0,927,0,0,0,0,"122,999"
          Construction Industry Authority of the Philippines,459,655,179,0,"1,429","9,908",0,0,"1,464",158,550,0,84,"2,137",50,156,492,0,94,0,0,0,0,"17,815"
          Construction Manpower Development Foundation,0,295,"1,278",0,822,"1,400",0,0,"1,235",0,110,0,795,"3,994",0,0,0,0,0,0,0,0,0,"9,929"
          Philippine Trade Training Center,315,850,"1,540",7,914,45,0,0,"7,128",100,110,0,356,"6,011",55,130,100,0,37,0,3,0,0,"17,701"
          Product Development and Design Center of the Philippines,"1,000","1,653","1,203",100,"2,800","8,870",0,0,"3,042",751,110,0,200,"6,763",500,0,240,0,"3,195",0,0,0,0,"30,427"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Transportation and Communications,"109,761","68,470","331,206","6,473","829,477","7,376,543",0,50,"542,052","56,648","8,367","18,600","145,491","1,450,139","67,102","9,212","34,081",0,"2,894",0,"5,971","1,250",60,"11,063,847"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"78,975","53,844","301,440","5,004","789,064","7,324,366",0,0,"520,412","49,856","6,361","3,300","143,462","1,433,291","3,859","6,761","29,365",0,"1,786",0,"5,793","1,250",0,"10,758,189"
          Civil Aeronautics Board,"3,600","1,950",400,0,"1,000",0,0,0,"2,500",60,110,300,200,"2,200",0,500,"2,000",0,100,0,0,0,0,"14,920"
          Maritime Industry Authority,"18,110","10,098","3,920",848,"15,689","39,705",0,50,"15,099","3,500","1,050",0,"1,306","10,060","61,106","1,204","1,979",0,787,0,120,0,0,"184,631"
          Office of Transportation Cooperatives,570,116,50,0,200,"2,033",0,0,371,112,110,0,25,300,0,0,79,0,40,0,0,0,0,"4,006"
          Office for Transportation Security,"8,486","2,362","25,369",621,"23,364","7,271",0,0,"3,175","3,105",676,"15,000",468,"4,131","2,137",747,658,0,181,0,58,0,60,"97,869"
          Toll Regulatory Board,20,100,27,0,160,"3,168",0,0,495,15,60,0,30,157,0,0,0,0,0,0,0,0,0,"4,232"
,,,,,,,,,,,,,,,,,,,,,,,,
     National Economic and Development Authority,"237,944","35,822","17,675","15,320","93,265","140,025",82,25,"74,272","51,845","8,248",0,"9,605","217,091","32,567","1,829","33,007",5,"1,606",0,516,0,0,"970,749"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Director-General,"29,740","17,579","12,714",482,"36,991","7,565",0,0,"25,039","19,722","4,306",0,"4,081","113,545","10,850",399,"31,386",0,"1,228",0,451,0,0,"316,078"
          National Statistical Coordination Board,"2,062","2,229",459,110,"3,155","13,598",82,0,"5,925","1,340","1,400",0,281,"2,645","1,771",40,721,0,132,0,0,0,0,"35,950"
          National Statistics Office,"200,088","14,569","4,183","14,706","50,665","109,164",0,0,"40,977","29,633","1,882",0,"5,086","97,154","18,158",415,0,0,75,0,50,0,0,"586,805"
          Philippine National Volunteer Service,,,,,,,,,,,,,,,,,,,,,,,,
                Coordinating Agency,430,284,80,0,460,60,0,0,912,310,110,0,47,"2,530",150,0,820,0,15,0,0,0,0,"6,208"
          Statistical Research and Training Center,554,251,64,22,384,"2,568",0,15,761,330,110,0,60,"1,217",0,0,5,5,62,0,5,0,0,"6,413"
          Tariff Commission,"5,070",910,175,0,"1,610","7,070",0,10,658,510,440,0,50,0,"1,638",975,75,0,94,0,10,0,0,"19,295"
,,,,,,,,,,,,,,,,,,,,,,,,
     Presidential Communications Operations Office,"37,880","37,601","23,075","5,774","64,717","23,501",0,52,"54,152","2,422","2,355",0,"5,060","108,314","1,413","7,895","13,211",0,"3,367",0,762,0,0,"391,551"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Presidential Communications Operations Office (Proper),"9,523","8,348","4,036",158,"12,594","2,446",0,0,"6,118",863,"1,379",0,742,"22,752",0,63,"7,001",0,"1,066",0,0,0,0,"77,089"
          Bureau of Broadcast Services,"5,687","5,796","4,722",699,"13,733","6,134",0,52,"22,903",640,110,0,"1,054","35,384",99,100,"1,765",0,692,0,756,0,0,"100,326"
          Bureau of Communications Services,451,"1,343",550,50,"2,098","3,791",0,0,"1,507",270,110,0,148,"1,613",314,0,0,0,200,0,0,0,0,"12,445"
          National Printing Office,182,"1,374",864,"2,700","1,470",0,0,0,"4,864",50,110,0,610,"3,770",0,100,0,0,6,0,0,0,0,"16,100"
          News and Information Bureau,"3,540","4,374",847,100,"7,760","2,007",0,0,"3,734",98,110,0,50,"1,651",15,1,0,0,600,0,6,0,0,"24,893"
          Philippine Information Agency,"5,950","11,821","8,918","2,067","16,162","7,621",0,0,"14,192",436,426,0,"1,363","37,104",759,"7,596","4,445",0,677,0,0,0,0,"119,537"
          Presidential Broadcast Staff (RTVM),"12,547","4,545","3,138",0,"10,900","1,502",0,0,834,65,110,0,"1,093","6,040",226,35,0,0,126,0,0,0,0,"41,161"
,,,,,,,,,,,,,,,,,,,,,,,,
     Other Executive Offices,"216,084","108,381","92,589","11,935","280,614","187,649",0,"1,463,166","176,877","143,030","28,843","88,144","16,638","437,508","31,471","23,106","54,733",35,"18,516","11,000","4,737",50,"39,833","3,434,939"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Anti-Money Laundering Council,"1,395",684,"3,221",0,333,630,0,0,"1,486",180,0,0,90,540,0,112,360,0,29,0,630,0,0,"9,690"
          Commission on Filipinos Overseas,"1,350","5,252",300,0,"1,829","6,800",0,0,"2,800",230,402,0,150,"5,671","1,140",40,160,0,145,0,0,0,0,"26,269"
          Commission on Higher Education,"23,833","15,495","4,571",186,"16,043","9,293",0,"1,212,791","26,936","77,863","3,738",0,"1,771","52,588","1,415","1,748","15,661",0,971,0,122,0,0,"1,465,025"
          Commission on the Filipino Language,"1,520",420,310,0,"1,000",228,0,0,"1,100",150,460,0,50,"4,530","1,000",250,209,0,40,0,0,0,0,"11,267"
          Dangerous Drugs Board,"4,150","2,000","1,000",200,"13,000","1,352",0,"77,000","2,600","18,181",700,0,140,"1,000","3,500","1,800","2,900",0,14,0,22,0,0,"129,559"
          Energy Regulatory Commission,"5,671","3,800","1,901",0,"18,103","17,150",0,0,"5,178","1,784","1,708",0,462,"8,377",176,"3,066",0,0,450,0,0,0,0,"67,826"
          Film Development Council of the Philippines,"4,083",700,180,380,705,"2,402",0,"15,320",600,300,0,0,0,"3,382",0,"1,670",867,0,0,0,300,0,"39,433","70,322"
          Games and Amusements Board,"5,389","1,939","1,430",0,"1,860","1,386",0,0,"1,910",208,122,0,430,"2,068",350,25,348,0,107,0,2,0,0,"17,574"
          Housing and Land Use Regulatory Board,"7,898","4,675","2,780",516,"6,127","8,910",0,100,"5,439",708,392,0,"1,759","9,433","1,035",540,"1,226",0,282,0,0,0,0,"51,820"
          Housing and Urban Development Coordinating Council,"3,250","4,710","5,343",339,"4,694","13,465",0,0,"5,283","4,050","1,676",0,619,"8,412",770,650,"1,470",0,785,"10,000","1,300",0,400,"67,216"
          Mindanao Development Authority,"7,512","2,580","1,623",0,"5,803","3,880",0,0,"1,102",32,611,0,378,347,127,71,"2,771",33,132,0,996,0,0,"27,998"
          Movie and Television Review and,,,,,,,,,,,,,,,,,,,,,,,,
                Classification Board,"9,797",528,754,0,898,0,0,0,"1,976",204,232,0,143,"2,652",132,100,521,0,75,0,0,0,0,"18,012"
          National Anti-Poverty Commission,"11,131","1,891",687,60,"3,165",0,0,0,"1,535",367,710,0,78,"17,464",12,357,"6,736",0,189,0,0,0,0,"44,382"
          Climate Change Commission,"4,771",669,0,435,"1,484","1,403",0,415,124,718,592,0,216,743,"1,402","1,310","1,617",0,616,0,96,0,0,"16,611"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,,,,,,,,,,,,
                     Arts (Proper),"24,201","6,084",867,51,"10,250","1,455",0,"150,316","6,150","2,200",220,0,"1,380","32,390","1,230",950,"3,400",2,300,0,150,0,0,"241,596"
               National Historical Commission of the,,,,,,,,,,,,,,,,,,,,,,,,
                     Philippines (National Historical Institute),"3,331","1,116","2,635",9,"7,468",552,0,0,"5,292",510,110,0,192,"14,065","2,444","1,555","2,104",0,741,"1,000",173,0,0,"43,297"
               The National Library of the Philippines,,,,,,,,,,,,,,,,,,,,,,,,
                     (The National Library),"1,509","3,188","1,896",0,"5,070",0,0,0,"9,000",940,110,0,"1,320","11,475",750,0,0,0,"6,502",0,192,0,0,"41,952"
               National Archives of the Philippines,,,,,,,,,,,,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,,,,,,,,,,,,
                     Archives Office),"1,270",546,"1,075",100,"4,000","9,815",0,0,"4,263",332,110,0,589,"15,159",300,80,60,0,70,0,100,0,0,"37,869"
          National Council on Disability Affairs,"1,143",883,"1,000",0,"1,038",0,0,244,760,518,394,0,87,"3,166",385,0,0,0,50,0,0,0,0,"9,668"
          National Intelligence Coordinating Agency,"18,162","9,149","7,846",396,"19,267","4,563",0,10,"18,000","3,000","3,408","43,544","1,673","2,940",40,0,"4,500",0,786,0,0,0,0,"137,284"
          National Security Council,"4,000","3,152","1,550",0,"4,278",312,0,0,"3,670",400,"1,602","1,000",350,"4,655",0,0,"3,955",0,"1,280",0,0,0,0,"30,204"
          National Commission on Muslim Filipinos,,,,,,,,,,,,,,,,,,,,,,,,
                (Office on Muslim Affairs),"20,121","3,648","1,115",100,"6,929","16,530",0,"5,220","5,704","2,370","3,670",0,123,"10,084","1,360",790,"2,458",0,331,0,0,0,0,"80,553"
          Optical Media Board,"4,204",398,609,0,"1,360","5,571",0,0,"1,024",200,216,0,368,"1,394",25,50,0,0,50,0,0,0,0,"15,469"
          Philippine Commission on Women (National,,,,,,,,,,,,,,,,,,,,,,,,
                Commission on the Role of Filipino Women),"6,889","1,768",397,0,"8,313","1,039",0,0,"2,510",429,110,0,380,"58,990","2,828",150,0,0,40,0,0,0,0,"83,843"
          Philippine Drug Enforcement Agency,"4,968","3,541","12,256",0,"70,576","39,000",0,0,"10,964","10,000",281,"43,600",326,"29,000","11,030",0,0,0,0,0,0,0,0,"235,542"
          Philippine Racing Commission,"1,240","1,015","2,418",0,"1,440",960,0,0,"1,055",770,210,0,220,"71,055",0,0,0,0,46,0,0,0,0,"80,429"
          Philippine Sports Commission,"14,200","8,030","21,000","9,000","36,235","3,500",0,"1,700","14,050","11,000",500,0,0,"28,705",0,"5,635",0,0,"3,500",0,0,0,0,"157,055"
          Presidential Commission for the Urban Poor,"2,029","1,331",499,0,"1,525","4,032",0,0,"1,272","1,798",401,0,171,"3,722",0,18,0,0,60,0,0,0,0,"16,858"
          Presidential Legislative Liaison Office,840,834,450,0,"1,754",178,0,50,0,270,832,0,220,"1,480",0,0,"1,968",0,112,0,0,50,0,"9,038"
          Presidential Management Staff,"15,057","10,890","9,107",0,"19,121","22,824",0,0,"13,349",0,"2,734",0,0,"18,727",20,45,"1,017",0,409,0,0,0,0,"113,300"
          Securities and Exchange Commission,"1,170","7,465","3,769",163,"6,946","10,419",0,0,"21,745","3,318","2,592",0,"2,953","13,294",0,"2,094",425,0,404,0,654,0,0,"77,411"
,,,,,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,"70,346","29,239","275,583","12,201","465,059","22,700",135,"703,532","43,557","226,844","11,007",0,"1,412","337,191","4,393","14,299","2,519",0,"1,071","1,147",428,0,120,"2,222,783"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Autonomous Regional Government in Muslim Mindanao,"70,346","29,239","275,583","12,201","465,059","22,700",135,"703,532","43,557","226,844","11,007",0,"1,412","337,191","4,393","14,299","2,519",0,"1,071","1,147",428,0,120,"2,222,783"
,,,,,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,15,44,40,0,372,0,0,0,0,15,0,0,0,0,0,0,0,0,14,0,0,0,0,500
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Legislative-Executive Development Advisory Council,15,44,40,0,372,0,0,0,0,15,0,0,0,0,0,0,0,0,14,0,0,0,0,500
,,,,,,,,,,,,,,,,,,,,,,,,
     The Judiciary,"167,847","167,320","669,667","5,307","677,952","217,608",0,"59,972","387,917","106,941","222,584","2,000","75,233","687,761",925,"10,815","20,637",0,"19,728",0,151,154,0,"3,500,519"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,,,,,,
                Lower Courts,"139,267","140,805","624,382","3,175","573,312","196,539",0,"59,972","277,817","80,477","204,898","2,000","65,569","633,228",0,"8,000","19,500",0,0,0,0,0,0,"3,028,941"
               Presidential Electoral Tribunal,0,508,60,21,180,559,0,0,222,0,260,0,25,"10,471",0,0,0,0,0,0,0,0,0,"12,306"
          Sandiganbayan,"7,361","2,934","23,595",103,"12,638","1,028",0,0,"36,000","16,077","3,232",0,"2,135","5,740",103,206,0,0,309,0,0,154,0,"111,615"
          Court of Appeals,"16,680","19,770","20,193",733,"83,961","17,050",0,0,"66,245","10,071","12,420",0,"5,120","28,444",769,"1,661",0,0,"19,221",0,58,0,0,"302,396"
          Court of Tax Appeals,"4,539","3,303","1,437","1,275","7,861","2,432",0,0,"7,633",316,"1,774",0,"2,384","9,878",53,948,"1,137",0,198,0,93,0,0,"45,261"
,,,,,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,"12,315","15,170","6,182","2,544","27,610","3,321",0,"10,000","9,277","4,078","5,275",0,"2,067","21,473",662,747,"5,141",0,236,0,81,0,"2,000","128,179"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Civil Service Commission,"10,098","13,354","5,662","2,544","26,216","3,321",0,"10,000","7,954","1,656","4,965",0,"1,798","9,431",281,204,"3,581",0,235,0,81,0,"2,000","103,381"
               Career Executive Service Board,"2,217","1,816",520,0,"1,394",0,0,0,"1,323","2,422",310,0,269,"12,042",381,543,"1,560",0,1,0,0,0,0,"24,798"
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,"61,939","13,217","4,728",201,"31,343",38,22,0,"21,789","13,314","6,653",0,"3,109","23,175",269,309,793,0,390,0,0,0,0,"181,289"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,"25,841","8,489","7,048","45,045","167,561","154,139",0,"1,000","39,421","24,638","4,466",0,"2,910","221,447",60,"6,236",0,0,"1,030",0,0,0,0,"709,331"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,"15,415","15,483","6,394","2,313","21,366","13,953",0,0,"23,002","8,836","14,505","3,000","2,087","43,847","6,570","9,047",457,0,"2,006",0,72,0,0,"188,353"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,"10,925","4,940","2,085",255,"7,279","10,425",5,"2,000","5,395","5,959","1,612",0,612,"5,859",940,95,691,0,275,0,0,0,0,"59,352"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
SPECIAL PURPOSE FUNDS,300,708,"1,033,284",0,"2,242","2,400","357,090,000","316,628,676","2,637",308,98,0,"15,000,460","1,340,465",365,300,572,0,88,0,"3,174,820",0,0,"694,277,723"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,0,0,0,0,0,0,0,"7,276,811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,276,811"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Department of Agriculture,0,0,0,0,0,0,0,"883,759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"883,759"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               National Dairy Authority,0,0,0,0,0,0,0,"51,619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51,619"
               National Tobacco Administration,0,0,0,0,0,0,0,"77,454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"77,454"
               Philippine Coconut Authority,0,0,0,0,0,0,0,"549,915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"549,915"
               Philippine Crop Insurance Corporation,0,0,0,0,0,0,0,"113,771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"113,771"
               Philippine Rice Research Institute,0,0,0,0,0,0,0,"91,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"91,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Health,0,0,0,0,0,0,0,"797,360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"797,360"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Lung Center of the Philippines,0,0,0,0,0,0,0,"157,560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"157,560"
               National Kidney and Transplant Institute,0,0,0,0,0,0,0,"162,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"162,800"
               Philippine Children`s Medical Center,0,0,0,0,0,0,0,"318,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"318,000"
               Philippine Heart Center,0,0,0,0,0,0,0,"122,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"122,000"
               Philippine Institute of Traditional and,,,,,,,,,,,,,,,,,,,,,,,,
                     Alternative Health Care,0,0,0,0,0,0,0,"37,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Tourism,0,0,0,0,0,0,0,"65,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,000"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Tourism Promotions Board,0,0,0,0,0,0,0,"65,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Trade and Industry,0,0,0,0,0,0,0,"132,686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"132,686"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Aurora Pacific Economic and Freeport,,,,,,,,,,,,,,,,,,,,,,,,
                     Zone (formerly ASEZA),0,0,0,0,0,0,0,"45,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,000"
               Center for International Trade,,,,,,,,,,,,,,,,,,,,,,,,
                     Expositions and Missions,0,0,0,0,0,0,0,"79,686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"79,686"
               Cottage Industry Technology Center,0,0,0,0,0,0,0,"8,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Transportation and Communications,0,0,0,0,0,0,0,"131,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"131,000"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine National Railways,0,0,0,0,0,0,0,"131,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"131,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          National Economic and Development Authority,0,0,0,0,0,0,0,"25,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,300"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Institute for Development Studies,0,0,0,0,0,0,0,"25,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,300"
,,,,,,,,,,,,,,,,,,,,,,,,
          Other Executive Offices,0,0,0,0,0,0,0,"5,228,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,228,100"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Cultural Center of the Philippines,0,0,0,0,0,0,0,"200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"200,000"
               Development Academy of the Philippines,0,0,0,0,0,0,0,"45,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,000"
               National Home Mortgage Finance Corporation,0,0,0,0,0,0,0,"500,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"500,000"
               National Housing Authority,0,0,0,0,0,0,0,"4,375,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,375,000"
               Southern Philippines Development Authority,0,0,0,0,0,0,0,"59,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,000"
               Zamboanga City Special Economic Zone Authority,0,0,0,0,0,0,0,"49,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"49,100"
,,,,,,,,,,,,,,,,,,,,,,,,
          Budgetary Support to Government Corporations,,,,,,,,,,,,,,,,,,,,,,,,
                - Others,0,0,0,0,0,0,0,"13,606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,606"
