Human Resource Development (Competecy Developement Program),JICA,PEZA,,0.08,,0.08,02-Nov-09,31-Mar-11,Governance and Institutions Development,NCR,NCR,TCP,TCP (In-Country Training),,,,,
Initial Investigation,JICA,DILG/PNP,,0.16,,0.16,14-Mar-10,13-Mar-12,Governance and Institutions Development,NCR,NCR,TCP,TCP (Training),,,,,
Philippine Coast Guard Education and Human Resource Management System Development Project,JICA,PCG,,2.71,,2.71,07-Jan-08,06-Jan-13,Governance and Institutions Development,NCR,NCR,TCP,TCP,,,,,
Police Administration,JICA,PNP,,0.15,,0.15,01-Jun-08,30-Mar-12,Governance and Institutions Development,NCR,NCR,TCP,TCP (Training),,,,,
Project for PNP's Capablity Enhancement for Firearms Control in the Philippines,JICA,PNP,,0.96,,0.96,06-Oct-08,31-Mar-11,Governance and Institutions Development,NCR,NCR,TCP,TCP (Training),,,,,
Project on Enhancing the Capacity for Collection and Application of Fingerprints,JICA,PNP,,0.41,,0.41,14-Jul-10,13-Jul-13,Governance and Institutions Development,NCR,NCR,TCP,TCP (Training),,,,,
Investment Advisor,JICA,DTI/BOI,,0.43,,0.43,11-Mar-10,11-Mar-12,"Industry, Trade and Tourism",NCR,NCR,TCP,TCP (Individual Expert),,,,,
Project on Capability Building for a Comprehensive National Competition Policy,JICA,DTI-BTRCP,,0.10,,0.10,01-Mar-10,31-Mar-13,"Industry, Trade and Tourism",NCR,NCR,TCP,TCP,,,,,
Study on the Supply Chain of the Philippine Electronics Industry,JICA,DTI-BOI,,0.43,,0.43,21-Mar-10,11-Jan-11,"Industry, Trade and Tourism",NCR,NCR,TCP,TCP (Training),,,,,
Capacity Development Project for Improvement of Safety and Efficiency for Air Navigation System,JICA,CAAP,,1.39,,1.39,25-Feb-09,24-Feb-14,Infrastructure,NCR,NCR,TCP,TCP (Training),,,,,
Integrated Transport Implementation and Management,JICA,DOTC,,0.11,,0.11,05-Mar-10,04-Mar-12,Infrastructure,NCR,NCR,TCP,TCP (Individual Expert),,,,,
Integrated Transport Policy,JICA,DOTC,0.30,0.30,0.30,0.30,15-Mar-07,14-Mar-10,Infrastructure,NCR,NCR,TCP,TCP,,,,,
Public Health Program Coordinator,JICA,DOH,,0.46,,0.46,02-May-10,01-May-12,Social Reform and Community Development,NCR,NCR,TCP,TCP (Training),,,,,
Public Social Reform and Community Development Program Coordinator,JICA,DOH,0.18,0.18,0.18,0.18,02-May-10,01-May-12,Social Reform and Community Development,NCR,NCR,TCP,TCP,,,,,
Training on Water Supply Operation and Management for Metro Cebu Water District,JICA,Metro Cebu Water District,,0.06,,0.06,18-Jul-11,28-Jul-11,Infrastructure,VII,VII,TCP,TCP (In-Country Training),,,,,
Strengthening Maternal and Child Health Services in Eastern Visayas,JICA,DOH,,1.86,,1.86,15-Jul-10,14-Jul-14,Social Reform and Community Development,VIII,VIII,TCP,TCP (Training),,,,,
Counterpart Training on the Disaster Prevention and Reconstruction Project for Camiguin Island in the Republic of the Philippines,JICA,DPWH,,0.00,,0.00,19-Apr-11,10-Jun-11,Governance and Institutions Development,X,X,TCP,TCP (Training),,,,,
Project for Flood Disaster Mitigation in Camiguin Island,JICA,DPWH,0.40,0.40,0.40,0.40,18-Jun-09,,Infrastructure,X,X,TCP,TCP,,,,,
The Project for Enhancement of Local Governance and Community Empowerment in Micro-Watersheds in Misamis Oriental,JICA,LGU: Misamis Oriental/ Balay Mindanao(NGO),,2.75,,2.75,16-Jan-08,15-Jan-11,Social Reform and Community Development,X,X,TCP,TCP,,,,,
KfW,,,,,,,,,,,,,,,,,,
Study and Expert Fund III,KfW,with GOP as one of the beneficiaries,2.56,2.73,1.86,2.59,05-Jun-98,31-Dec-11,Governance and Institutions Development,Multi-regional,Specific regions not identified,TA,TA,,,,,
Essential Drug Supply through Social Franchising ‘Health Plus’ ,KfW,DOH/NPF,3.07,4.28,0.27,0.37,01-Jan-05,31-Dec-10,Social Reform and Community Development,Multi-regional,Specific regions not identified,TCP,TCP,,,,,
Community-based Forest Management Visayas,KfW,DENR,3.00,4.18,0.55,0.77,01-Jan-09,31-Dec-15,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,Nationwide,TCP,TCP,,,,,
KOICA,,,,,,,,,,,,,,,,,,
Improving Disease Prevention and Control in Cavite through the Construction of a Public Health Collaboration Center,KOICA,Provincial Government of Cavite,3.00,3.00,0.84,0.84,01-Jan-10,31-Dec-12,Social Reform and Community Development,IVA,IVA,Capital Grant,Capital Grant (Project Aid) For revalidation,,,,,
Adapting Climate Change Impacts through the Construction of Water Impounding Facilities [and Grains Processing Complex in the Philippines],KOICA,DA-NIA,21.76,21.76,14.50,14.50,01-Jan-11,31-Dec-15,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,"IX, X",Capital Grant,Capital Grant (Project Aid) For revalidation,,,,,
The Establishment of Modern Integrated Rice Processing Complexes (RPCs) in the Four Provinces in the Philippines,KOICA,"DA and Provincial LGUs of Pangasinan, Bohol, Iloilo and Davao del Sur",13.00,13.00,8.15,8.15,01-Jan-09,31-Dec-12,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,"I,VI,VII,XI",Capital Grant,Capital Grant (Project Aid) For revalidation,,,,,
Establishment of Early Warning and Response System for Disaster Mitigation in Metro Manila,KOICA,PAGASA,3.00,3.00,2.47,2.47,01-Jan-10,31-Dec-12,Infrastructure,NCR,NCR,Capital Grant,Capital Grant (Project Aid) For revalidation,,,,,
Disaster Assistance to the victims of Tropical Storm Sendong,KOICA,DSWD,0.50,0.50,0.50,0.50,01-Jan-11,31-Dec-11,Social Reform and Community Development,X,X,Emergency / Relief,Emergency/ Relief,,,,,
Enhancing Philippine Livestock Industry Performance Through an Institutionalized Genetic Improvement System (Enhancing Livestock Sector Performance in the Philippines),KOICA,DA-PCC,3.00,3.00,1.19,1.19,01-Jan-10,31-Dec-12,"Agriculture, Agrarian Reform and Natural Resources",III,III,Mixed,Mixed (Project Aid) For revalidation,,,,,
Development of the Lung Center of the Philippines as the National Referral Center for Multidrug Resistant Tuberculosis,KOICA,Lung Center of the Philippines,2.90,2.90,2.25,2.25,01-Jan-08,31-Dec-12,Social Reform and Community Development,NCR,NCR,Mixed,Mixed (Project Aid) For revalidation,,,,,
Integrated Sustainable Wood Pellet Manufacturing and Industrial Tree Plantation Development in the Philippines,KOICA,DENR-FMB,3.40,3.40,0.93,0.93,01-Jan-10,31-Dec-12,"Agriculture, Agrarian Reform and Natural Resources",XIII,XIII,Mixed,"Mixed 
For revalidation",,,,,
Feasibility Study on the C-6 Expressway Project,KOICA,DPWH,1.30,1.30,1.13,1.13,01-Jan-10,31-Dec-11,Infrastructure,NCR,NCR,TA,TA (Development Study) For revalidation,,,,,
Feasibility Study for the New Passenger Terminal and Master Plan of the Mactan-Cebu International Airport,KOICA,DOTC-MCIAA,1.10,1.10,1.02,1.02,01-Jan-10,31-Dec-11,Infrastructure,VII,VII,TA,TA (Development Study) For revalidation,,,,,
Dispatch of Korea Overseas Volunteers,KOICA,Various agencies,4.05,4.05,4.05,4.05,01-Jan-11,31-Dec-11,Social Reform and Community Development,Multi-regional,Specific regions not identified,TCP,TCP,,,,,
Training Program,KOICA,Various agencies,0.71,0.71,0.71,0.71,01-Jan-11,31-Dec-11,Social Reform and Community Development,Multi-regional,Specific regions not identified,TCP,TCP,,,,,
Establishment of HRD Center in the Philippines,KOICA,DND and TESDA,7.50,7.50,3.05,3.05,01-Jan-10,31-Dec-14,Social Reform and Community Development,NCR,NCR,TCP,TCP (Project Aid) For revalidation,,,,,
MCC,,,,,,,,,,,,,,,,,,
Secondary National Roads Development Project,MCC,DPWH,214.40,214.40,4.98,4.98,25-May-10,25-May-16,Infrastructure,Nationwide,Nationwide,Capital Grant,Capital Grant,,,,,
M&E,MCC,MCC,45.20,45.20,1.10,1.10,25-May-10,25-May-16,Governance and Institutions Development,Multi-regional,Specific regions not identified,Others,Others,,,,,
Kalahi-CIDSS,MCC,DSWD,120.00,120.00,4.13,4.13,25-May-10,25-May-16,Social Reform and Community Development,Multi-regional,"CAR, IV-A&B, V to XIII",TA,TA,,,,,
Revenue Administration Reform Project,MCC,BIR,54.30,54.30,2.43,2.43,25-May-10,25-May-16,Governance and Institutions Development,Nationwide,Nationwide,TCP,TCP,,,,,
New Zealand,,,,,,,,,,,,,,,,,,
Integrating disaster risk reduction and climate change adaptation,New Zealand,Others/ Multiagency,1.10,1.10,1.10,1.10,01-Apr-11,31-Mar-12,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
Restoring agricultural livelihoods in conflict-affected areas,New Zealand,Others/ Multiagency,1.35,1.35,1.35,1.35,01-Apr-11,31-Mar-12,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
Dairy Industry Strategic Review and Design,New Zealand,Others/ Multiagency,0.35,0.35,0.15,0.15,01-Jul-10,31-Dec-11,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,Specific regions not identified,Others,Others,,,,,
Humanitarian Assistance: Typhoon Washii,New Zealand,Others/ Multiagency,1.00,1.00,1.00,1.00,11-Dec-11,,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
Head of Mission Fund ,New Zealand,Others/ Multiagency,0.05,0.05,0.05,0.05,01-Jul-11,15-Jun-12,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Others,,,,,
Enhancing Natural Resources Management through Enterprise Development in the Philippines,New Zealand,Others/ Multiagency,0.38,0.38,0.38,0.38,01-Apr-09,30-Sep-11,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Others,,,,,
Self Reliance and Empowerment for the deaf in Bohol and Leyte,New Zealand,Others/ Multiagency,0.21,0.21,0.00,0.00,,,Social Reform and Community Development,Multi-regional,"VII, VIII",Others,Unspecified,,,,,
Camiguin Coastal Resource Management Programme/DENR Region 10 & Camiguin Province Local Government,New Zealand,DENR,0.79,0.79,0.00,0.00,,,"Agriculture, Agrarian Reform and Natural Resources",X,X,Others,Others,,,,,
New Zealand ASEAN Scholars awards,New Zealand,Others/ Multiagency,1.20,1.20,1.20,1.20,01-Jul-11,30-Jun-12,Governance and Institutions Development,Multi-regional,Specific regions not identified,TCP,TCP,,,,,
NoRAD,,,,,,,,,,,,,,,,,,
Improvement of the Flood Forecasting and Warning System for Magat Dam and Downstream Communities,NoRAD,DOST-PAGASA,10.70,1.90,0.00,,,,Infrastructure,II,II,Mixed,Mixed,,,,,
Spain,,,,,,,,,,,,,,,,,,
Rehabilitation of the Emergency School Shelter in Ligao,Spain,Provincial Government of Albay,0.49,0.65,0.49,0.65,31-Dec-10,01-Jan-12,Social Reform and Community Development,Multi-regional,Specific regions not identified,Emergency / Relief,Emergency/ Relief,,,,,
Rural-Based Flood Preparedness Project (BALANGAY ng BARANGAY. NOAH'S ARK),Spain,Provincial Government of Albay,0.23,0.32,0.23,0.32,01-Mar-11,30-Jun-11,Social Reform and Community Development,V,V,Emergency / Relief,Emergency/ Relief,,,,,
Additional funding for the Rehabilitation of the Emergency School Shelter in Guinobatan,Spain,Provincial Government of Albay,0.04,0.05,0.04,0.05,01-Feb-10,31-Aug-11,Social Reform and Community Development,V,V,Emergency / Relief,Emergency/ Relief,,,,,
Additional funding for APSEMO Project,Spain,Provincial Government of Albay,0.02,0.03,0.02,0.03,01-Jan-10,31-Jul-11,Social Reform and Community Development,V,V,Emergency / Relief,Emergency/ Relief,,,,,
Additional funding for the Rehabilitation of the Emergency School Shelter in Camalig,Spain,Provincial Government of Albay,0.06,0.09,0.06,0.09,01-Jan-10,31-Jul-11,Social Reform and Community Development,V,V,Emergency / Relief,Emergency/ Relief,,,,,
"Improved Occupational Training through the Creation of a School Workshop in the Intramuros Area, Manila, Philippines, Phase 3",Spain,NCCA,0.00,0.00,0.00,0.00,01-Sep-10,30-Sep-11,Social Reform and Community Development,NCR,NCR,Mixed,Mixed,,,,,
"Strengthening of the Response Capacity of Local Governments Affected by Typhoon Parma in Areas of Central Luzon, Phase II",Spain,DILG/LGA,1.50,2.09,1.50,2.09,01-Mar-11,30-Sep-11,Governance and Institutions Development,III,III,Others,Unspecified,,,,,
Strengthening of the Response Capacity of Local Governments Affected by Typhoon Parma in Areas of Central Luzon,Spain,DILG/LGA,2.00,2.66,2.00,2.66,31-Mar-10,30-Sep-12,Social Reform and Community Development,III,III,Others,Unspecified,,,,,
Regional Fisheries Livelihood Programme for South and Southeas Asia (RFLP),Spain,FAO/BFAR,1.83,2.55,1.83,2.55,01-Jan-09,31-Dec-13,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
Mainstreaming Peace and Development in Local Governance in the Philippines,Spain,OPAPP,1.50,2.09,1.50,2.09,01-Dec-11,30-Sep-15,Governance and Institutions Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
"Strengthening  Local Governments in the Philippines, Phase 3",Spain,LGA,1.60,2.12,1.60,2.12,01-Nov-10,28-Feb-12,Governance and Institutions Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
"Project for flood preparedness (BALANGAY ng BARANGAY, NOAH'S ARK)",Spain,Province of Albay,0.23,0.30,0.00,0.00,01-Jul-10,31-Jul-11,Infrastructure,Multi-regional,Specific regions not identified,Others,Others,,,,,
"Health Sector Reform Agenda/Sector Development Approach in Health, phase 4 (budget support)",Spain,DoH-DBM-LGU,2.50,3.48,2.50,3.48,01-Dec-11,31-Dec-13,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
PODER 7,Spain,DSWD,0.70,0.97,0.70,0.97,01-Dec-11,31-Dec-13,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
"Escuela Taller, Phase 4",Spain,NCCA,0.40,0.56,0.40,0.56,01-Dec-11,31-Dec-12,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
"Health Sector Reform Agenda/Sector Development Approach in Health, phase 3 (budget support)",Spain,DoH-DBM-LGU,3.00,4.18,3.00,4.18,01-Mar-11,31-Mar-13,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
"Escuela Taller, Phase 3",Spain,NCCA,0.50,0.66,0.50,0.66,01-Sep-10,31-Dec-11,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
"Poder 6 - Improving Access to Basic Community Services in Regions 3,5 and 13 in the Philippines",Spain,DSWD,2.00,2.66,2.00,2.66,01-Jun-10,31-Dec-11,Social Reform and Community Development,Multi-regional,"III, V, XIII",Others,Others,,,,,
"Health Sector Reform Agenda/Sector Development Approach in Health, phase 2 (budget support)",Spain,DoH-DBM-LGU,3.00,3.98,3.00,3.98,01-Jan-10,31-Jan-13,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
Poder 5 - Improving Access to Health and Basic Education Services to the Communities,Spain,DSWD,1.50,1.07,1.07,1.07,01-Nov-09,01-Jan-11,Social Reform and Community Development,Multi-regional,"V, XIII",Others,Others,,,,,
"Health Sector Reform Agenda/Sector Development Approach in Health, phase 1 (budget support)",Spain,DoH-DBM-LGU,3.00,4.18,3.00,4.18,01-May-09,31-Aug-11,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
Institutional Strengthening of the Commission on Human Rights in the Philippines,Spain,CHR,2.75,3.83,2.75,3.83,01-Dec-11,31-Dec-14,Governance and Institutions Development,Nationwide,Nationwide,Others,Unspecified,,,,,
Institutional Strengthening of Local and National Governance and Economic Empowerment and Human Rights with a Gender Perspective: Implementation of Magna Carta for Women,Spain,PCW,1.50,2.09,1.50,2.09,01-Dec-11,30-Sep-15,Social Reform and Community Development,Nationwide,Nationwide,Others,Unspecified,,,,,
Additional funding for the Rehabilitation and Strengthening of the Albay Public Safety and Emergency Management Office,Spain,Provincial Government of Albay,0.02,0.03,0.01,0.01,01-Feb-10,01-Feb-11,Governance and Institutions Development,V,V,Others,Others,,,,,
"Rehabilitation of the Emergency School Shelters in Pambuhan, Garchitorena, Camarines Sur",Spain,Municipality of Garchitorena,0.86,1.14,0.41,0.41,01-Jan-10,01-Jan-11,Infrastructure,V,V,Others,Others,,,,,
Aggregated Strengthening of the Albay Health Emergency Management Program Phase 2,Spain,Provincial Government of Albay,0.42,0.56,0.30,0.30,01-Jan-10,01-Jan-11,Social Reform and Community Development,V,V,Others,Others,,,,,
"Comprehensive Pilot Intervention Plan Against Gender Violence in CARAGA, Phase 3",Spain,DSWD,0.30,0.40,0.30,0.40,01-Dec-10,9/31/2011,Social Reform and Community Development,XIII,XIII,Others,Others,,,,,
UN Women,,,,,,,,,,,,,,,,,,
Formulation of the Women's Empowerment and Development Towards Gender Equality (WEDGE) Plan,UN Women,PCW,0.05,0.05,0.03,0.03,15-Dec-11,30-Jun-12,Social Reform and Community Development,Nationwide,Nationwide,Others,Unspecified,,,,,
IP Women Consultative Dialogue,UN Women,PCW,0.02,0.02,0.02,0.02,27-Oct-11,28-Oct-12,Social Reform and Community Development,Nationwide,Nationwide,Others,Unspecified,,,,,
UNAIDS,,,,,,,,,,,,,,,,,,
UNAIDS Support to AMTP4,UNAIDS,PNAC (DOH) ,0.05,0.05,0.05,0.05,01-Jan-11,31-Dec-11,Social Reform and Community Development,Multi-regional,Specific regions not identified,TA,TA,,,,,
UNDP,,,,,,,,,,,,,,,,,,
PIMS 2904 BD FSP: PPG Biodiversity,UNDP,PAWB,4.50,4.50,0.00,0.00,01-Jan-10,31-Dec-16,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,Specific regions not identified,Mixed,TA/TCP,,,,,
Expanding & Diversifying National System of Phil PAs,UNDP,PAWB,3.50,3.50,0.22,0.22,01-Jan-09,31-Dec-12,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,"II, III, IVA, IVB, VII, VIII, XIII, ARMM",Mixed,TA/TCP,,,,,
PIMS 3627 Strengthening Coordination for Effective Environmental Management (STREEM),UNDP,DENR,0.48,0.48,0.11,0.11,01-Jan-09,31-Dec-12,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,Specific regions not identified,Mixed,TA/TCP,,,,,
PIMS 2596 Reducing Health Car Waste,UNDP,DOH,0.83,0.83,0.08,0.08,01-Jan-08,31-Dec-11,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,"NCR, III",Mixed,TA/TCP,,,,,
Philippine Efficient Lighting Market Transformation Project,UNDP,DOE,3.13,3.13,3.06,3.06,01-Jan-07,31-Dec-11,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,"CAR, NCR, III, VII, X, XI",Mixed,TA/TCP,Completed,,,,
Hazard Mapping and Assessment for Community-Based Disaster Risk Management (READY II) Multi Hazard Mapping,UNDP,Office of Civil Defense,2.53,2.53,2.46,2.46,01-Jan-06,31-Dec-11,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,"CAR, I-IX,  XIII ",Mixed,TA/TCP,,,,,
Enhancing GMMA,UNDP,with GOP as one of the beneficiaries,0.19,0.19,0.00,0.00,01-Jan-11,31-Dec-12,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,Specific regions not identified,Mixed,TA/TCP,,,,,
"Knowledge, Communication, and Advocacy on HIV and AIDS",UNDP,PNAC,0.24,0.24,0.11,0.11,01-Jan-09,31-Dec-11,Social Reform and Community Development,Multi-regional,"NCR, VII",Mixed,TA/TCP,,,,,
STRIDe Mindanao,UNDP,MINDA,3.67,3.67,3.63,3.63,01-Jan-08,31-Dec-11,Social Reform and Community Development,Multi-regional,Mindanao-wide,Mixed,TA/TCP,,,,,
ACT for Peace,UNDP,MINDA,20.61,20.61,20.39,20.39,01-Jan-05,31-Dec-11,Social Reform and Community Development,Multi-regional,Mindanao-wide,Mixed,TA/TCP,,,,,
Integrating DRR and CCA in Local Development Planning and Decision Making Processes,UNDP,NEDA,2.02,2.02,0.26,0.26,01-Jan-09,31-Dec-12,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,Nationwide,Mixed,TA/TCP,,,,,
The Philippines: Enabling Activities for the Preparation of the National Communication on Climate Change to the UNFCC (SNC),UNDP,EMB-DENR,0.42,0.42,0.35,0.35,01-Jan-07,31-Dec-11,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,Nationwide,Mixed,TA/TCP,,,,,
Capacity Building to Remove Barriers for Renewable Energy Development (CBRED),UNDP,DOE,6.43,6.43,6.00,6.00,01-Jan-02,31-Dec-11,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,Nationwide,Mixed,TA/TCP,,,,,
Indigenous Peoples,UNDP,NCIP,0.19,0.19,0.16,0.16,01-Jan-10,31-Dec-11,Governance and Institutions Development,Nationwide,Nationwide,Mixed,TA/TCP,,,,,
Electronic Connection to Access and Network Information Knowledge for Governance Effectiveness and Sustainability (ExCHANGES),UNDP,ASPAP,0.14,0.14,0.14,0.14,01-Jan-09,31-Dec-11,Governance and Institutions Development,Nationwide,Nationwide,Mixed,TA/TCP,,,,,
Promoting Procurement Transparency and Efficiency to achieve MDGs (PROTECT MDGs),UNDP,League of Cities,0.15,0.15,0.15,0.15,01-Jan-09,31-Dec-11,Governance and Institutions Development,Nationwide,Nationwide,Mixed,TA/TCP,,,,,
Leadership for Effective and Sustained Responses to HIV and AIDS,UNDP,DILG,0.47,0.47,0.38,0.38,01-Jan-09,31-Dec-11,Social Reform and Community Development,Nationwide,Nationwide,Mixed,TA/TCP,,,,,
Strengthening Institutional Capacities and Partnerships on HIV and Migration,UNDP,DOLE,0.17,0.17,0.10,0.10,01-Jan-09,31-Dec-11,Social Reform and Community Development,Nationwide,Nationwide,Mixed,TA/TCP,,,,,
IP-EIPSDADS,UNDP,NCIP,0.97,0.97,0.93,0.93,01-Jan-05,31-Dec-10,Social Reform and Community Development,Nationwide,Nationwide,Mixed,TA/TCP,,,,,
Conflict Prevention and Peace,UNDP,OPAPP,3.08,3.08,2.42,2.42,01-Jan-05,31-Dec-11,Social Reform and Community Development,Nationwide,Nationwide,Mixed,TA/TCP,,,,,
ENR CORE (1and2) Programme,UNDP,DENR,2.36,2.36,2.36,2.36,01-Jan-05,31-Dec-11,"Agriculture, Agrarian Reform and Natural Resources",NCR,NCR,Mixed,TA/TCP,,,,,
DemGov: Strengthening HR Infra,UNDP,CHR,1.67,1.67,1.20,1.20,01-Jan-05,31-Dec-11,Governance and Institutions Development,NCR,NCR,Mixed,TA/TCP,,,,,
Building Integrity in the System of Governance,UNDP,CSC,0.74,0.74,0.55,0.55,01-Jan-05,31-Dec-11,Governance and Institutions Development,NCR,NCR,Mixed,TA/TCP,,,,,
Enhancing Capacity for the Eff (ODA Project),UNDP,NEDA - Public Investment Staff,1.06,1.06,0.95,0.95,01-Jan-05,31-Dec-11,Governance and Institutions Development,NCR,NCR,Mixed,TA/TCP,,,,,
Enhancing Access to the Pillars of Justice,UNDP,SC,0.92,0.92,0.41,0.41,01-Jan-05,31-Dec-11,Governance and Institutions Development,NCR,NCR,Mixed,TA/TCP,,,,,
Mitigating the Economic and Psychosocial Impacts of HIV and AIDS,UNDP,DSWD,0.20,0.20,0.09,0.09,01-Jan-09,31-Dec-11,Social Reform and Community Development,NCR,NCR,Mixed,TA/TCP,,,,,
Pro-Poor Policy Reform,UNDP,NEDA - Social Development Staff,1.14,1.14,0.80,0.80,01-Jan-05,31-Dec-11,Social Reform and Community Development,NCR,NCR,Mixed,TA/TCP,,,,,
Building Community Resilience,UNDP,with GOP as one of the beneficiaries,0.23,0.23,0.15,0.15,01-Jan-11,31-Dec-12,Social Reform and Community Development,NCR,NCR,Mixed,TA/TCP,,,,,
DSWD Recovery Proj for Typhoon,UNDP,DSWD,2.12,2.12,1.81,1.81,01-Jan-09,31-Dec-11,Social Reform and Community Development,V,V,Mixed,TA/TCP/ Emergency/Relief,,,,,
Samar Island Biodiversity Project,UNDP,PAWB,7.96,7.96,3.56,3.56,01-Jan-02,31-Dec-11,"Agriculture, Agrarian Reform and Natural Resources",VIII,VIII,Mixed,TA/TCP,,,,,
SAPAT: Developing Model to Expand National Food Base,UNDP,NAPC,0.10,0.10,0.10,0.10,01-Jan-09,31-Dec-10,Social Reform and Community Development,Multi-regional,"CAR, III",Others,Others,,,,,
Poverty Monitoring and Mapping,UNDP,NEDA - Social Development Staff,2.53,2.53,2.23,2.23,01-Jan-05,31-Dec-11,Social Reform and Community Development,Nationwide,Nationwide,Others,Others,,,,,
Knowledge Management,UNDP,NEDA - Public Investment Staff,0.16,0.16,0.15,0.15,01-Jan-07,31-Dec-10,Governance and Institutions Development,NCR,NCR,Others,Others,,,,,
UN & UNDP Response to Tropical Storm Ketsana,UNDP,UNDP,0.10,0.10,0.09,0.09,01-Jan-09,31-Dec-10,Social Reform and Community Development,NCR,NCR,Others,Others,,,,,
MDG-F 1656 DENR Outcome,UNDP,DENR,0.56,0.56,0.43,0.43,01-Jan-09,31-Dec-11,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,Nationwide,TCP,TCP,,,,,
MDG-F NEDA 1656,UNDP,NEDA,1.55,1.55,0.71,0.71,01-Jan-09,31-Dec-11,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,Nationwide,TCP,TCP,,,,,
MDG-F CC Adaptation Demo in Albay,UNDP,Province of Albay,0.26,0.26,0.13,0.13,01-Jan-09,31-Dec-11,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,Nationwide,TCP,TCP,,,,,
MDGF 1919 DILG PMO,UNDP,DILG,1.30,1.30,1.16,1.16,01-Jan-09,31-Dec-12,Governance and Institutions Development,Nationwide,Nationwide,TCP,TCP,,,,,
MDG-F NEDA 1919,UNDP,NEDA,0.29,0.29,0.18,0.18,01-Jan-05,31-Dec-12,Governance and Institutions Development,Nationwide,Nationwide,TCP,TCP,,,,,
UNFPA,,,,,,,,,,,,,,,,,,
Joint Programme on Maternal and Newborn Health (R210),UNFPA,"Friendly Care, LGUs: Ifugao, Eastern Samar, Lanao del Sur",1.13,1.13,0.92,0.92,01-Jan-09,31-Dec-11,Social Reform and Community Development,Multi-regional,"NCR, CAR, Region VIII and Region XII",Mixed,Mixed,,,,,
Integrating with ICPD POA (P201),UNFPA,"LGUs: Ifugao, Mt. Province, Masbate, Bohol, Eastern Samar, Lanao del Sur, Maguindanao, Sultan Kudarat, Sulu, Tawitawi",0.24,0.24,0.22,0.22,01-Jan-05,31-Dec-11,Social Reform and Community Development,Multi-regional,"CAR, Regions III< IV, VII, VIII, XII, and ARMM",Mixed,Mixed,,,,,
Comprehensive RH (R201),UNFPA,"LGU: Ifugao, Mt. Province, Masbate, Bohol, Eastern Samar, Lanao del Sur, Maguindanao, Sultan Kudarat, Sulu, Tawitawi, DOH ARMM, Surigao City, Sungcod",0.81,0.81,0.79,0.79,01-Jan-05,31-Dec-11,Social Reform and Community Development,Multi-regional,"CAR, Regions, III, V, VII, VIII, XII, XIII, ARMM",Mixed,Mixed,,,,,
G101  GBV (Gender Based Violence) Prevention Policies   ,UNFPA,"LGU:  PCW,DSWD, Likhaan, NISA, LGUs: Ifugao, Mt. Province, Masbate, Bohol, Eastern Samar, Lanao del Sur, Maguindanao, Sultan Kudarat, Sulu, Tawitawi",2.64,2.64,2.44,2.44,01-Jan-05,31-Dec-11,Social Reform and Community Development,Multi-regional,"NCR, CAR, Regions  III, IV, VII, VIII, XII, and ARMM",Mixed,Mixed,,,,,
Research and Training on POPDEV (P203),UNFPA,"POPCOM,  Olongapo City",0.10,0.10,0.10,0.10,01-Jan-05,31-Dec-11,Social Reform and Community Development,Multi-regional,"NCR, Region  III",Mixed,Mixed,,,,,
