particular,A002,A003,A004,A006,A007,A008,A009,A010,A014,A017,A018,A019,A021,A029,A117,A118,A119,A121,A122,A123,A124,A126,A127,Total
          Philippine Institute of Volcanology and Seismology,"4,632","9,154","8,106",500,"8,775",300,0,0,"9,780",290,110,0,"4,588","4,680",150,188,100,0,300,0,50,0,0,"51,703"
          Philippine Nuclear Research Institute,750,"3,109","4,880",220,"8,752",100,0,200,"8,150",100,38,0,"1,090","5,806",130,30,50,0,110,0,378,0,140,"34,033"
          Philippine Science High School,"6,704","8,604","7,751",380,"23,738",293,0,0,"23,473","99,272",956,0,"4,866","30,870","4,945",958,"1,066",0,919,100,81,0,0,"214,976"
          Philippine Textile Research Institute,504,509,"1,485",46,"2,237",27,0,0,"4,609",229,110,0,"1,233","2,729",83,152,541,0,115,0,0,0,0,"14,609"
          Science Education Institute,357,493,438,0,"2,491",2,0,"3,000","2,418","391,108",160,0,330,"2,046",0,50,0,0,100,0,0,0,0,"402,993"
          Science and Technology Information Institute,780,"2,003","1,605",130,"3,476",215,0,0,"2,379",377,255,0,200,"3,764","1,101",250,507,0,"1,020",0,0,0,0,"18,062"
          Technology Application and Promotion Institute,385,262,594,100,560,0,0,"25,530","1,205",135,110,0,100,"1,699",100,1,0,0,20,0,0,0,0,"30,801"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Social Welfare and Development,"157,262","112,859","62,911","8,981","231,009","2,101",0,"11,522,542","121,380","486,717","5,063",0,"7,397","929,951","23,830","10,131","2,108","2,422","1,138",0,35,0,0,"13,687,837"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"153,169","109,909","61,860","8,981","228,050","1,664",0,"11,522,492","119,615","485,191","4,681",0,"7,007","918,649","22,993","9,906","1,533","2,422","1,106",0,35,0,0,"13,659,263"
          Council for the Welfare of Children,"1,693",633,701,0,"1,059",86,0,0,865,326,272,0,250,"5,057",627,25,75,0,22,0,0,0,0,"11,691"
          Inter-Country Adoption Board,"2,400","2,317",350,0,"1,900",351,0,50,900,"1,200",110,0,140,"6,245",210,200,500,0,10,0,0,0,0,"16,883"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Tourism,"167,267","51,658","36,334","23,840","77,102","115,886",571,"42,412","41,478","12,448","4,188",0,"3,217","272,202","44,598","180,814","78,001",45,"2,298",0,"1,647",0,0,"1,156,006"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"166,269","50,438","15,932","23,840","70,114","115,464",571,"42,412","25,024","11,348","3,958",0,"2,298","239,739","44,298","180,095","77,651",45,"2,201",0,"1,647",0,0,"1,073,344"
          Intramuros Administration,800,630,"1,750",0,"1,980",300,0,0,900,"1,100",150,0,700,"7,611",240,700,150,0,80,0,0,0,0,"17,091"
          National Parks Development Committee,198,590,"18,652",0,"5,008",122,0,0,"15,554",0,80,0,219,"24,852",60,19,200,0,17,0,0,0,0,"65,571"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Trade and Industry,"196,507","100,096","36,101","2,917","111,663","319,247",173,"4,715","87,732","76,146","9,324",0,"8,652","286,783","38,701","22,909","40,707",0,"10,443",0,8,0,0,"1,352,824"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"180,044","90,605","29,179","2,308","97,909","268,770",173,"4,715","67,470","72,169","6,160",0,"6,316","231,803","33,443","19,623","35,752",0,"6,184",0,5,0,0,"1,152,628"
          Board of Investments,"14,350","6,341","1,858",502,"7,513","30,254",0,0,"8,280","2,100","2,284",0,582,"36,945","4,000","3,000","4,063",0,927,0,0,0,0,"122,999"
          Construction Industry Authority of the Philippines,459,655,219,0,"1,429","9,908",0,0,"1,464",158,550,0,84,"2,207",50,156,492,0,94,0,0,0,0,"17,925"
          Construction Manpower Development Foundation,339,295,"1,278",0,"1,098","1,400",0,0,"1,235",150,110,0,795,"3,994",50,0,60,0,6,0,0,0,0,"10,810"
          Philippine Trade Training Center,315,900,"1,792",7,914,45,0,0,"7,072",69,110,0,675,"5,299",55,130,100,0,37,0,3,0,0,"17,523"
          Product Development and Design Center of the Philippines,"1,000","1,300","1,775",100,"2,800","8,870",0,0,"2,211","1,500",110,0,200,"6,535","1,103",0,240,0,"3,195",0,0,0,0,"30,939"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Transportation and Communications,"94,470","64,001","281,246","5,744","674,483","5,134,835",0,50,"475,483","44,062","9,045","18,400","142,092","1,269,101","54,021","9,863","32,679",0,"2,890",0,"6,058","1,250",60,"8,319,833"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"68,589","48,996","250,761","4,216","632,864","5,083,696",0,0,"455,872","38,426","7,061","3,100","139,936","1,252,503","2,432","6,826","28,230",0,"1,659",0,"5,888","1,250",0,"8,032,305"
          Civil Aeronautics Board,"3,600","1,950",846,0,"1,000",0,0,0,"2,500",60,110,300,200,"2,169",0,500,"2,000",0,100,0,0,0,0,"15,335"
          Maritime Industry Authority,"14,159","10,599","4,120",925,"17,550","39,766",0,50,"13,151","2,419","1,102",0,"1,444","10,140","49,459","1,814","1,755",0,927,0,120,0,0,"169,500"
          Office of Transportation Cooperatives,341,116,150,0,200,"1,600",0,0,371,112,110,0,25,300,0,0,79,0,40,0,0,0,0,"3,444"
          Office for Transportation Security,"7,761","2,240","25,342",603,"22,709","6,894",0,0,"3,094","3,030",602,"15,000",457,"3,832","2,130",723,615,0,164,0,50,0,60,"95,306"
          Toll Regulatory Board,20,100,27,0,160,"2,879",0,0,495,15,60,0,30,157,0,0,0,0,0,0,0,0,0,"3,943"
,,,,,,,,,,,,,,,,,,,,,,,,
     National Economic and Development Authority,"253,363","36,984","17,020","10,269","152,150","160,006",36,25,"74,759","230,932","8,149",0,"9,081","1,908,653","22,567","6,967","24,989",5,"1,523",0,565,0,0,"2,918,043"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Director-General,"27,577","22,627","12,262",449,"34,701","7,726",0,0,"25,475","13,111","4,290",0,"3,968","97,485","7,519",403,"23,526",0,"1,116",0,510,0,0,"282,745"
          National Statistical Coordination Board,"2,322","2,516",781,105,"3,597","15,113",36,0,"5,520","3,624","1,317",0,262,"2,725","2,067",22,683,0,157,0,0,0,0,"40,847"
          National Statistics Office,"217,410","10,388","3,658","9,693","111,398","127,587",0,0,"41,800","213,047","1,882",0,"4,694","1,803,891","11,223","5,567",0,0,75,0,40,0,0,"2,562,353"
          Philippine National Volunteer Service,,,,,,,,,,,,,,,,,,,,,,,,
                Coordinating Agency,430,292,80,0,460,60,0,0,545,310,110,0,47,"1,775",120,0,700,0,19,0,0,0,0,"4,948"
          Statistical Research and Training Center,554,251,64,22,384,"2,450",0,15,761,330,110,0,60,"2,777",0,0,5,5,62,0,5,0,0,"7,855"
          Tariff Commission,"5,070",910,175,0,"1,610","7,070",0,10,658,510,440,0,50,0,"1,638",975,75,0,94,0,10,0,0,"19,295"
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Press Secretary,"46,684","54,022","18,254","6,052","75,897","25,225",0,0,"75,961","2,662","2,508",0,"5,287","203,575","1,438",366,"14,394",0,"3,852",0,996,0,0,"537,173"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Press Secretary (Proper),"10,581","9,076","4,485",175,"13,893","2,718",0,0,"6,695",959,"1,532",0,825,"25,279",0,70,"7,779",0,"1,184",0,0,0,0,"85,251"
          Bureau of Broadcast Services,"6,306","15,565","4,112",960,"15,513","7,429",0,0,"31,660",784,110,0,"1,578","73,347",140,160,"2,170",0,"1,068",0,990,0,0,"161,892"
          Bureau of Communications Services,622,"1,522",550,50,"3,588","4,196",0,0,"1,642",270,110,0,148,"1,680",314,0,0,0,200,0,0,0,0,"14,892"
          National Printing Office,182,"1,374",864,"2,700","1,465",0,0,0,"15,038",50,110,0,465,"4,383",0,100,0,0,6,0,0,0,0,"26,737"
          News and Information Bureau,"4,540","4,374",847,100,"10,196","2,007",0,0,"4,000",98,110,0,50,"6,000",15,1,0,0,600,0,6,0,0,"32,944"
          Philippine Information Agency,"7,333","17,641","4,914","2,067","20,342","7,631",0,0,"16,092",436,426,0,"1,413","86,846",759,0,"4,445",0,677,0,0,0,0,"171,022"
          Presidential Broadcast Staff (RTVM),"17,120","4,470","2,482",0,"10,900","1,244",0,0,834,65,110,0,808,"6,040",210,35,0,0,117,0,0,0,0,"44,435"
,,,,,,,,,,,,,,,,,,,,,,,,
     Other Executive Offices,"198,224","101,041","91,834","2,974","283,676","191,466",0,"1,418,239","196,092","257,576","26,417","86,344","19,508","380,447","33,467","19,092","60,334",2,"14,990","1,000","3,379",50,400,"3,386,552"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Anti-Money Laundering Council,"1,530",730,"2,648",0,806,620,0,0,0,500,0,0,288,554,0,80,858,0,22,0,699,0,0,"9,335"
          Commission on Filipinos Overseas,"1,800","2,200",300,0,"2,000","6,800",0,0,"2,800",250,550,0,150,"4,455","1,500",50,0,0,145,0,0,0,0,"23,000"
          Commission on Higher Education,"24,085","12,133","2,348",243,"12,367","8,793",0,"1,182,260","26,759","162,196","3,608",0,772,"55,814","2,097","1,934","22,044",0,498,0,121,0,0,"1,518,072"
          Commission on the Filipino Language,"1,300",500,320,50,"1,300",228,0,0,"1,000",150,460,0,50,"3,500","1,000",250,183,0,40,0,0,0,0,"10,331"
          Dangerous Drugs Board,"4,100","2,051","1,100",222,"15,518","1,857",0,"77,000","2,452","32,810",454,0,135,"1,000","4,916","2,949","2,922",0,12,0,20,0,0,"149,518"
          Energy Regulatory Commission,"5,671","3,800","1,901",0,"19,914","17,150",0,0,"5,178","1,784","1,708",0,462,"8,377",176,"3,066",0,0,450,0,0,0,0,"69,637"
          Film Development Council of the Philippines,"4,398",700,180,380,705,"2,402",0,"15,320",500,"1,470",496,0,0,"1,671",130,"1,670",867,0,0,0,0,0,0,"30,889"
          Games and Amusements Board,"5,418","2,373","1,504",0,"1,800","1,254",0,0,"1,999",208,122,0,539,"2,030",355,25,350,0,112,0,2,0,0,"18,091"
          Housing and Land Use Regulatory Board,"7,198","4,725","2,772",516,"9,101","9,117",0,100,"5,439",708,392,0,"1,739","11,192","1,435",540,"1,526",0,277,0,0,0,0,"56,777"
          Housing and Urban Development Coordinating Council,"3,000","4,475","4,460",211,"4,371","12,576",0,0,"4,283","4,382","1,676",0,609,"17,734",855,852,"1,525",0,710,0,"1,280",0,400,"63,399"
          Movie and Television Review and,,,,,,,,,,,,,,,,,,,,,,,,
                Classification Board,"9,797",508,975,0,"1,116",0,0,0,"1,976",339,232,0,138,"2,652",258,209,501,0,75,0,0,0,0,"18,776"
          National Anti-Poverty Commission,"18,216","3,060",500,187,"4,300",40,0,0,"1,500","1,500",860,0,75,"9,431",200,500,"6,728",0,250,0,0,0,0,"47,347"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,,,,,,,,,,,,
                     Arts (Proper),"22,381","5,534",797,51,"10,550","1,285",0,"136,495","6,490","1,550",220,0,"1,380","34,798","2,130",950,"4,300",2,300,0,150,0,0,"229,363"
               National Historical Institute,"3,331","1,116","2,635",9,"8,318",552,0,0,"5,292",510,110,0,192,"14,171","3,444","2,327","3,104",0,741,"1,000",173,0,0,"47,025"
               The National Library,"1,231","2,830","2,976",0,"4,300",0,0,0,"6,820",510,110,0,"1,320","7,375",0,0,0,0,"7,500",0,200,0,0,"35,172"
               National Archives of the Philippines,,,,,,,,,,,,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,,,,,,,,,,,,
                     Archives Office),530,468,830,80,"2,466","9,423",0,0,"3,667",66,110,0,593,"6,815",300,70,50,0,50,0,80,0,0,"25,598"
          Philippine Commission on Women (National,,,,,,,,,,,,,,,,,,,,,,,,
                Commission on the Role of Filipino Women),"1,530","1,157",337,0,"4,836",430,0,0,"2,510",210,98,0,300,"3,319",744,150,0,0,40,0,0,0,0,"15,661"
          National Council on Disability Affairs,"1,788",883,"1,000",0,"1,038",0,0,244,760,518,394,0,87,"4,166",385,0,0,0,50,0,0,0,0,"11,313"
          National Intelligence Coordinating Agency,"18,162","12,599","6,846",720,"20,043","8,053",0,10,"21,318","4,300","3,408","43,544","1,673","5,036",40,0,"4,000",0,786,0,0,0,0,"150,538"
          National Security Council,"4,000","3,152","1,550",0,"7,634",312,0,0,"2,745",400,"1,590","1,000",350,"4,655",0,0,"3,955",0,"1,280",0,0,0,0,"32,623"
          National Water Resources Board,"1,466","1,452",480,30,"1,124",300,0,0,"1,678",35,110,0,317,"1,817",120,100,190,0,45,0,0,0,0,"9,264"
          National Youth Commission,"5,869","2,914","1,118",0,"4,200","4,485",0,0,"1,830","4,896","1,004",0,230,"4,021","1,506",350,"1,622",0,100,0,0,0,0,"34,145"
          Office on Muslim Affairs,"9,944","4,000","1,045",100,"6,539","15,639",0,"6,760","4,896","1,850","2,402",0,163,"5,191","1,235",875,"1,867",0,375,0,0,0,0,"62,881"
          Optical Media Board,"1,615",398,340,0,"1,360","5,546",0,0,"1,024",200,122,0,268,"1,936",24,50,0,0,0,0,0,0,0,"12,883"
          Philippine Drug Enforcement Agency,"4,968","2,670","18,693",0,"65,225","43,451",0,0,"9,377","20,710",269,"41,800",313,"33,174","10,575",0,0,0,0,0,0,0,0,"251,225"
          Philippine Racing Commission,"2,604","1,015","2,418",0,"1,420",960,0,0,"1,055",770,210,0,220,"66,546",20,0,0,0,46,0,0,0,0,"77,284"
          Philippine Sports Commission,"10,200","3,145","18,000",12,"35,239","1,800",0,0,"39,273","9,500",650,0,0,"23,888",0,70,0,0,233,0,0,0,0,"142,010"
          Presidential Commission for the Urban Poor,"3,260","1,418",767,0,"3,236","3,614",0,0,"1,176","2,259",486,0,205,"3,630",0,0,0,0,57,0,0,0,0,"20,108"
          Presidential Legislative Liaison Office,932,920,500,0,"1,959",200,0,50,0,300,454,0,235,"2,923",0,0,"2,187",0,112,0,0,50,0,"10,822"
          Presidential Management Staff,"16,730","11,000","10,119",0,"21,018","25,360",0,0,"13,459",0,"1,858",0,0,"20,808",22,50,"1,130",0,454,0,0,0,0,"122,008"
          Securities and Exchange Commission,"1,170","7,115","2,375",163,"9,873","9,219",0,0,"18,836","2,695","2,254",0,"6,705","17,768",0,"1,975",425,0,230,0,654,0,0,"81,457"
,,,,,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,"46,774","24,062","249,725","11,605","347,515","21,641",135,"808,729","38,556","62,471","10,028",0,"1,278","163,684","1,943","1,989","2,807",0,971,"1,147",428,0,120,"1,795,608"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Autonomous Regional Government in Muslim Mindanao,"46,774","24,062","249,725","11,605","347,515","21,641",135,"808,729","38,556","62,471","10,028",0,"1,278","163,684","1,943","1,989","2,807",0,971,"1,147",428,0,120,"1,795,608"
,,,,,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,15,44,40,0,372,0,0,0,0,15,0,0,0,0,0,0,0,0,14,0,0,0,0,500
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Legislative-Executive Development Advisory Council,15,44,40,0,372,0,0,0,0,15,0,0,0,0,0,0,0,0,14,0,0,0,0,500
,,,,,,,,,,,,,,,,,,,,,,,,
     The Judiciary,"160,523","162,733","667,515","5,040","666,404","215,731",0,"59,972","356,031","104,560","222,584","2,000","72,909","678,584",900,"10,385","20,221",0,"17,825",0,75,154,0,"3,424,146"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,,,,,,
                Lower Courts,"139,267","140,805","624,382","3,175","573,312","196,539",0,"59,972","277,817","80,477","204,898","2,000","65,569","633,228",0,"8,000","19,500",0,0,0,0,0,0,"3,028,941"
               Presidential Electoral Tribunal,0,508,60,21,180,559,0,0,222,0,260,0,25,"10,471",0,0,0,0,0,0,0,0,0,"12,306"
          Sandiganbayan,"7,361","2,934","23,595",103,"12,638","1,028",0,0,"21,000","16,077","3,232",0,"2,135","5,740",103,206,0,0,309,0,0,154,0,"96,615"
          Court of Appeals,"13,720","17,147","18,537",637,"76,329","15,500",0,0,"52,996","7,796","12,420",0,"4,654","25,858",751,"1,358",0,0,"17,474",0,48,0,0,"265,225"
          Court of Tax Appeals,175,"1,339",941,"1,104","3,945","2,105",0,0,"3,996",210,"1,774",0,526,"3,287",46,821,721,0,42,0,27,0,0,"21,059"
,,,,,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,"13,888","11,140","3,660",688,"52,556","1,523",0,0,"23,581","4,593","4,604",0,"1,246","25,647",899,395,"3,946",0,132,0,80,0,"2,081","150,659"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Civil Service Commission,"12,117","10,116","3,303",662,"50,800","1,523",0,0,"21,841","2,393","4,294",0,980,"16,534",240,212,"2,766",0,83,0,80,0,"2,081","130,025"
               Career Executive Service Board,"1,771","1,024",357,26,"1,756",0,0,0,"1,740","2,200",310,0,266,"9,113",659,183,"1,180",0,49,0,0,0,0,"20,634"
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,"63,426","13,217","4,728",196,"34,834",38,22,0,"21,789","18,430","9,626",0,"3,109","23,175",269,309,793,0,390,0,0,0,0,"194,351"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,"203,017","44,681","6,132","1,597,159","2,000,184","42,211",0,"1,000","37,703","42,165","4,466",0,"2,884","1,248,972",60,"1,236",0,0,"1,030",0,0,0,0,"5,232,900"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,"17,415","18,483","9,394","2,313","21,366","17,953",0,0,"23,033","9,836","16,485","3,000","2,087","33,847","6,570","10,047",959,0,"2,006",0,72,0,0,"194,866"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,"10,907","4,955","2,085",260,"7,339","8,270",5,"2,000","5,295","6,189","1,612",0,612,"5,919",590,95,691,0,225,0,400,0,0,"57,449"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
SPECIAL PURPOSE FUNDS,"4,600","2,157","68,708",783,"10,865",300,"340,812,000","306,754,016","2,516",308,98,0,"38,142,270","1,278,691",365,81,572,0,"43,808",0,0,0,0,"687,122,138"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,0,0,0,0,0,0,0,"14,167,887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,167,887"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Department of Agriculture,0,0,0,0,0,0,0,"9,248,971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,248,971"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               National Dairy Authority,0,0,0,0,0,0,0,"52,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,200"
               National Food Authority,0,0,0,0,0,0,0,"8,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,000,000"
               National Tobacco Administration,0,0,0,0,0,0,0,"70,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,000"
               Philippine Coconut Authority,0,0,0,0,0,0,0,"595,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"595,000"
               Philippine Crop Insurance Corporation,0,0,0,0,0,0,0,"113,771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"113,771"
               Philippine Rice Research Institute,0,0,0,0,0,0,0,"418,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"418,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Health,0,0,0,0,0,0,0,"804,560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"804,560"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Lung Center of the Philippines,0,0,0,0,0,0,0,"157,560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"157,560"
               National Kidney and Transplant Institute,0,0,0,0,0,0,0,"185,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"185,000"
               Philippine Children`s Medical Center,0,0,0,0,0,0,0,"237,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"237,000"
               Philippine Heart Center,0,0,0,0,0,0,0,"185,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"185,000"
               Philippine Institute of Traditional and,,,,,,,,,,,,,,,,,,,,,,,,
                     Alternative Health Care,0,0,0,0,0,0,0,"40,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Tourism,0,0,0,0,0,0,0,"65,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,000"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Convention and Visitors Corporation,0,0,0,0,0,0,0,"65,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Trade and Industry,0,0,0,0,0,0,0,"128,746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"128,746"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Aurora Special Economic Zone Authority,0,0,0,0,0,0,0,"45,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,000"
               Center for International Trade,,,,,,,,,,,,,,,,,,,,,,,,
                     Expositions and Missions,0,0,0,0,0,0,0,"73,746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73,746"
               Cottage Industry Technology Center,0,0,0,0,0,0,0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Transportation and Communications,0,0,0,0,0,0,0,"35,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"35,000"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine National Railways,0,0,0,0,0,0,0,"35,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"35,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          National Economic and Development Authority,0,0,0,0,0,0,0,"17,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,000"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Institute for Development Studies,0,0,0,0,0,0,0,"17,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Other Executive Offices,0,0,0,0,0,0,0,"3,855,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,855,000"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Cultural Center of the Philippines,0,0,0,0,0,0,0,"105,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"105,000"
               Development Academy of the Philippines,0,0,0,0,0,0,0,"20,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,000"
               National Home Mortgage Finance Corporation,0,0,0,0,0,0,0,"500,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"500,000"
               National Housing Authority,0,0,0,0,0,0,0,"3,170,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,170,000"
               Southern Philippines Development Authority,0,0,0,0,0,0,0,"30,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,000"
               Zamboanga City Special Economic Zone Authority,0,0,0,0,0,0,0,"30,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Budgetary Support to Government Corporations,,,,,,,,,,,,,,,,,,,,,,,,
                - Others,0,0,0,0,0,0,0,"13,610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,610"
,,,,,,,,,,,,,,,,,,,,,,,,
     Allocation to Local Government Units,"4,600","2,157","18,708",783,"10,865",300,0,"285,813,414","2,516",308,98,0,270,"138,691",365,81,572,0,58,0,0,0,0,"285,993,786"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
