particular,A002,A003,A004,A006,A007,A008,A009,A010,A014,A017,A018,A019,A021,A029,A117,A118,A119,A121,A122,A123,A124,A126,A127,Total
          Science and Technology Information Institute,93,759,"1,279",0,"1,396",30,0,"6,659","1,946",57,183,0,140,"5,875",651,0,333,0,40,0,0,0,0,"19,441"
          Technology Application and Promotion Institute,517,391,837,231,470,221,0,"56,696","1,130",177,92,0,119,"2,039",36,6,23,0,1,0,20,0,0,"63,006"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Social Welfare and Development,"114,442","28,647","51,775","8,385","179,056","2,969",0,"8,872,414","52,223","85,455","4,769",0,"8,532","656,802","6,455","1,906",683,0,"1,311",0,0,0,0,"10,075,824"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"103,747","26,020","50,740","8,385","169,416","2,421",0,"8,594,571","50,659","84,582","4,414",0,"8,030","595,502","5,169","1,882",34,0,"1,289",0,0,0,0,"9,706,861"
          Council for the Welfare of Children,"8,073",690,781,0,"4,629",413,0,"277,811",866,327,298,0,297,"54,177","1,176",24,0,0,22,0,0,0,0,"349,584"
          Inter-Country Adoption Board,"2,622","1,937",254,0,"5,011",135,0,32,698,546,57,0,205,"7,123",110,0,649,0,0,0,0,0,0,"19,379"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Tourism,"165,475","33,987","9,936","17,644","68,977","88,534",0,"49,033","35,544","7,888","2,979",0,"3,444","343,427","45,895","274,165","105,831",495,"1,148",0,225,0,0,"1,254,627"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"165,137","32,887","7,568","17,644","61,498","88,199",0,"49,033","19,294","7,616","2,833",0,"2,855","309,603","45,829","273,990","105,354",495,"1,125",0,225,0,0,"1,191,185"
          Intramuros Administration,170,471,426,0,"1,865",173,0,0,738,272,66,0,421,"11,258",17,114,270,0,0,0,0,0,0,"16,261"
          National Parks Development Committee,168,629,"1,942",0,"5,614",162,0,0,"15,512",0,80,0,168,"22,566",49,61,207,0,23,0,0,0,0,"47,181"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Trade and Industry,"131,262","71,243","35,846","2,359","107,542","278,964","3,836","48,902","65,991","99,706","59,901",0,"6,946","446,689","38,442","86,976","52,013",64,"12,706",0,809,0,0,"1,550,197"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"125,030","64,006","27,192","2,215","90,352","240,667",307,"48,902","47,920","96,925","57,515",0,"5,065","384,013","37,205","85,564","47,700",64,"8,939",0,809,0,0,"1,370,390"
          Board of Investments,"5,801","4,794","5,828",0,"10,489","23,609",0,0,"7,667","2,005","1,770",0,231,"44,746",664,"1,034","3,891",0,795,0,0,0,0,"113,324"
          Construction Industry Authority of the Philippines,162,640,32,0,"1,884","5,702",0,0,"1,464",99,231,0,54,"5,044",22,156,71,0,32,0,0,0,0,"15,593"
          Construction Manpower Development Foundation,68,218,284,139,"1,121",965,0,0,"1,123",171,91,0,771,"3,644",34,0,256,0,5,0,0,0,0,"8,890"
          Philippine Trade Training Center,136,678,"1,827",4,914,65,0,0,"5,894",219,194,0,728,"4,422",55,222,95,0,32,0,0,0,0,"15,485"
          Product Development and Design Center of the Philippines,65,907,683,1,"2,782","7,956","3,529",0,"1,923",287,100,0,97,"4,820",462,0,0,0,"2,903",0,0,0,0,"26,515"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Transportation and Communications,"108,448","60,818","494,944","7,342","812,793","1,633,999",0,286,"648,885","102,072","15,935","3,400","2,767,722","1,719,848","58,220","8,302","39,884",0,"1,604",30,"5,125","4,198",35,"8,493,890"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"89,431","52,260","488,216","6,378","728,182","1,597,786",0,35,"625,429","96,493","6,932","3,100","2,766,524","1,702,102","8,058","6,976","34,452",0,"1,226",30,"5,105","4,198",35,"8,222,948"
          Civil Aeronautics Board,"3,574","2,580",300,0,700,0,0,0,"2,740",60,98,300,75,"2,119",0,218,"1,087",0,101,0,0,0,0,"13,952"
          Maritime Industry Authority,"10,397","4,338","3,303",429,"12,124","27,301",0,251,"17,156","4,129","5,463",0,962,"9,741","45,279",449,"3,538",0,170,0,20,0,0,"145,050"
          Office of Transportation Cooperatives,341,116,88,0,410,"1,400",0,0,371,28,110,0,21,273,0,0,79,0,7,0,0,0,0,"3,244"
          Office for Transportation Security,"4,703","1,377","3,032",535,"71,217","5,047",0,0,"2,732","1,362","3,290",0,110,"5,483","4,883",659,728,0,100,0,0,0,0,"105,258"
          Toll Regulatory Board,2,147,5,0,160,"2,465",0,0,457,0,42,0,30,130,0,0,0,0,0,0,0,0,0,"3,438"
,,,,,,,,,,,,,,,,,,,,,,,,
     National Economic and Development Authority,"129,601","26,371","19,411","7,168","83,931","138,074",23,10,"75,017","32,603","7,793",0,"5,975","308,178","13,881","1,060","24,776",0,"1,241",0,652,0,0,"875,765"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Director-General,"16,772","11,724","9,068",6,"27,976","7,236",0,0,"20,434","8,447","3,689",0,"2,047","121,060","3,439",455,"15,987",0,936,0,481,0,0,"249,757"
          National Statistical Coordination Board,"1,200","2,305",453,62,"2,919","13,321",23,0,"4,399","1,888","1,740",0,219,"2,912","1,006",0,360,0,105,0,0,0,0,"32,912"
          National Statistics Office,"109,267","11,430","9,426","7,091","51,528","107,132",0,0,"48,417","21,736","1,717",0,"3,571","180,379","8,497",32,"7,807",0,78,0,152,0,0,"568,260"
          Philippine National Volunteer Service,,,,,,,,,,,,,,,,,,,,,,,,
                Coordinating Agency,295,163,137,0,533,46,0,0,646,300,110,0,56,"1,605",124,0,547,0,24,0,0,0,0,"4,586"
          Statistical Research and Training Center,105,241,170,9,360,"2,215",0,0,630,192,97,0,32,"2,222",0,0,0,0,18,0,9,0,0,"6,300"
          Tariff Commission,"1,962",508,157,0,615,"8,124",0,10,491,40,440,0,50,0,815,573,75,0,80,0,10,0,0,"13,950"
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Press Secretary,"136,119","41,741","13,308","4,272","59,838","46,026",0,0,"54,672","1,556","1,856","10,000","3,467","129,394","2,837","79,803","27,010",0,"2,818",0,953,0,0,"615,670"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Press Secretary (Proper),"43,630","9,552","3,809",900,"12,410","14,696",0,0,"4,502",416,761,0,431,"59,699",0,"3,081","22,478",0,649,0,0,0,0,"177,014"
          Bureau of Broadcast Services,"3,923","8,708","3,299",805,"15,009","3,391",0,0,"25,267",264,110,0,905,"23,228",98,135,"1,632",0,"1,012",0,953,0,0,"88,739"
          Bureau of Communications Services,192,"1,101",349,40,"2,508","4,172",0,0,"1,314",176,110,0,36,"1,273",270,0,0,0,138,0,0,0,0,"11,679"
          National Printing Office,154,"1,127",502,"2,243","2,725",0,0,0,"8,415",14,97,0,"1,146","4,706",0,98,0,0,3,0,0,0,0,"21,230"
          News and Information Bureau,"6,102","3,180",528,58,"5,424","1,458",0,0,"2,689",406,98,0,79,"7,739",17,5,0,0,812,0,0,0,0,"28,595"
          Philippine Information Agency,"7,179","14,836","3,141",226,"13,513","3,296",0,0,"12,009",218,582,"10,000",698,"26,829","2,264","76,433","2,900",0,98,0,0,0,0,"174,222"
          Presidential Broadcast Staff (RTVM),"74,939","3,237","1,680",0,"8,249","19,013",0,0,476,62,98,0,172,"5,920",188,51,0,0,106,0,0,0,0,"114,191"
,,,,,,,,,,,,,,,,,,,,,,,,
     Other Executive Offices,"192,679","78,256","96,273","1,397","300,922","187,587",0,"2,218,947","183,160","73,596","46,409","512,444","13,028","448,294","21,386","11,764","78,169","1,145","5,643","4,621","2,409",30,"77,895","4,556,054"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Anti-Money Laundering Council,"1,530",730,"2,648",0,430,622,0,0,"1,339",468,340,0,280,10,0,80,682,0,22,0,636,0,0,"9,817"
          Commission on Filipinos Overseas,"2,153","2,030",320,0,"2,477","6,806",0,0,"2,808",609,630,0,136,"5,826","1,151",31,31,0,142,0,0,0,0,"25,150"
          Commission on Higher Education,"23,587","7,561","1,622",78,"15,740","15,169",0,"1,898,612","12,524","1,940","22,466",0,612,"62,918",996,818,"21,548",0,183,0,487,0,0,"2,086,861"
          Commission on the Filipino Language,815,446,124,0,"3,478","1,013",0,0,970,84,384,0,49,"2,757",242,0,155,0,24,0,0,0,0,"10,541"
          Dangerous Drugs Board,"4,000","1,590","1,225",42,"14,133","1,857",0,"77,133","2,300","32,810",730,0,135,"1,000","3,700","2,200","3,250",0,12,0,19,0,0,"146,136"
          Energy Regulatory Commission,"5,520","3,621","1,712",0,"19,386","16,000",0,0,"5,178","1,318","1,470",0,353,"8,377",25,"3,066",0,0,485,0,0,0,0,"66,511"
          Film Development Council of the Philippines,"2,629",526,"1,276",173,569,"1,882",0,"16,647",254,205,316,0,214,"3,243",174,"1,664",701,0,0,0,145,0,"77,895","108,513"
          Games and Amusements Board,"2,998","1,833","1,169",0,900,954,0,0,"1,774",766,103,0,350,"1,528",67,15,187,0,92,0,12,0,0,"12,748"
          Housing and Land Use Regulatory Board,"2,425","3,994","2,641",118,"5,390","8,468",0,36,"4,964",547,98,0,"1,156","18,245","1,229",316,"1,197",0,62,0,0,0,0,"50,886"
          Housing and Urban Development Coordinating Council,"1,961","2,761","11,167",94,"5,285","8,834",0,"2,040","2,471","2,104","1,036",0,266,"10,456",67,618,"1,135",0,70,"4,621",5,0,0,"54,991"
          Movie and Television Review and,,,,,,,,,,,,,,,,,,,,,,,,
                Classification Board,"7,377",523,216,0,889,"4,478",0,0,"1,695",112,217,0,44,"13,219",177,10,370,0,61,0,0,0,0,"29,388"
          National Anti-Poverty Commission,"12,433","2,001","1,286",301,"4,500",0,0,0,"1,625",561,812,0,58,"21,672",2,554,"7,649",0,72,0,0,0,0,"53,526"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,,,,,,,,,,,,
                     Arts (Proper),"26,720","3,338",684,5,"9,943","1,356",0,"162,218","4,509","1,002",197,0,730,"33,388",509,267,"6,035",0,218,0,72,0,0,"251,191"
               National Historical Institute,"1,794",738,961,85,"4,258",370,0,0,"5,285",114,696,0,99,"29,581","1,440",232,181,0,347,0,55,0,0,"46,236"
               The National Library,700,"1,126","1,796",0,"2,488",0,0,0,"5,059",242,143,0,"1,180","11,470",16,0,0,0,578,0,207,0,0,"25,005"
               National Archives of the Philippines,,,,,,,,,,,,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,,,,,,,,,,,,
                     Archives Office),797,520,540,80,"3,031","9,343",0,0,"3,356",282,425,0,477,"13,055",205,35,15,0,34,0,115,0,0,"32,310"
          Philippine Commission on Women (National,,,,,,,,,,,,,,,,,,,,,,,,
                Commission on the Role of Filipino Women),"4,531","1,552",344,0,"3,861",886,0,0,"2,428",444,80,0,377,"21,299","1,229",213,0,0,52,0,0,0,0,"37,296"
          National Council on Disability Affairs,"1,215",836,395,0,"1,016","2,036",0,231,823,32,312,0,121,"3,484",319,0,0,0,47,0,0,0,0,"10,867"
          National Intelligence Coordinating Agency,"6,958","8,237","5,141",304,"18,265","6,234",0,16,"24,184","5,087","1,789","397,444","1,238","1,217",9,0,"7,843",0,801,0,0,0,0,"484,767"
          National Security Council,"17,072","2,776",854,0,"5,288",262,0,0,"1,722",156,"1,680","100,000",236,"4,259",0,0,"19,869",0,697,0,0,0,0,"154,871"
          National Water Resources Board,"1,912",843,594,14,"1,247",93,0,0,"1,698",249,112,0,237,"2,689",118,15,229,0,18,0,0,0,0,"10,068"
          National Youth Commission,"4,712","2,105",612,0,"4,223","4,508",0,0,"1,636","4,028",894,0,138,"9,314",769,395,"1,326",0,128,0,25,30,0,"34,843"
          Office on Muslim Affairs,"24,911","2,974","1,768",5,"7,766","13,660",0,"29,634","4,425","1,903","2,263",0,183,"10,298",435,92,"1,838",0,0,0,0,0,0,"102,155"
          Optical Media Board,960,354,493,0,"1,141","5,042",0,0,"1,048",116,121,0,259,"1,935",22,77,0,0,0,0,0,0,0,"11,568"
          Philippine Drug Enforcement Agency,"3,577","3,855","7,379",0,"86,456","39,512",0,0,"10,546","1,777",878,"15,000",99,"8,766","8,115",0,0,0,0,0,0,0,0,"185,960"
          Philippine Racing Commission,574,539,307,0,"1,486",841,0,0,683,120,359,0,143,"53,624",0,0,0,0,46,0,0,0,0,"58,722"
          Philippine Sports Commission,"16,817","4,267","16,992",18,"46,508","7,715",0,"1,910","47,537","12,931",608,0,186,"30,851",0,95,0,0,349,0,0,0,0,"186,784"
          Presidential Commission for the Urban Poor,"1,630","1,290",831,0,"1,902","3,255",0,"30,437","1,146","1,006",405,0,188,"3,309",0,0,0,0,53,0,0,0,0,"45,452"
          Presidential Legislative Liaison Office,274,916,236,0,"1,675",194,0,4,0,341,818,0,159,"2,459",0,0,"2,752",0,89,0,0,0,0,"9,917"
          Presidential Management Staff,"9,203","6,975","6,777",0,"15,062","15,873",0,0,"10,627",121,"3,037",0,"1,191","20,709",0,34,"1,158",0,454,0,20,0,0,"91,241"
          Securities and Exchange Commission,894,"7,399","24,163",80,"12,129","10,324",0,29,"18,546","2,121","2,990",0,"2,134","37,336",370,937,18,"1,145",507,0,611,0,0,"121,733"
,,,,,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,"45,617","21,920","240,695","10,473","345,964","21,432",121,"946,725","34,690","72,972","8,219",0,"1,166","564,065","2,073","1,811","2,396",0,"1,047",185,428,0,120,"2,322,119"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Autonomous Regional Government in Muslim Mindanao,"45,617","21,920","240,695","10,473","345,964","21,432",121,"946,725","34,690","72,972","8,219",0,"1,166","564,065","2,073","1,811","2,396",0,"1,047",185,428,0,120,"2,322,119"
,,,,,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,2,0,3,0,69,0,0,0,0,142,0,0,2,1,0,0,7,0,13,0,0,0,0,239
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Legislative-Executive Development Advisory Council,2,0,3,0,69,0,0,0,0,142,0,0,2,1,0,0,7,0,13,0,0,0,0,239
,,,,,,,,,,,,,,,,,,,,,,,,
     The Judiciary,"57,276","45,309","173,770","5,814","222,740","48,252",0,"62,076","277,640","57,248","191,542","1,127","30,177","628,552","2,915","5,700",678,0,"15,817",0,83,150,0,"1,826,866"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,,,,,,
                Lower Courts,"42,159","29,905","160,762","4,916","155,729","31,904",0,"62,076","215,489","51,599","166,915","1,127","23,830","597,402","2,075","4,730",0,0,"8,208",0,0,0,0,"1,558,826"
               Presidential Electoral Tribunal,0,0,62,0,17,0,0,0,"1,352",0,"2,676",0,15,"9,442",0,0,0,0,0,0,0,0,0,"13,564"
          Sandiganbayan,"3,533","2,266","4,659",100,"4,531",428,0,0,"14,289",7,"5,337",0,"1,604","4,804",100,100,0,0,300,0,0,150,0,"42,208"
          Court of Appeals,"11,431","11,584","7,410",342,"60,287","14,056",0,0,"43,114","5,347","15,113",0,"4,184","13,697",709,252,0,0,"7,191",0,38,0,0,"194,755"
          Court of Tax Appeals,153,"1,554",877,456,"2,176","1,864",0,0,"3,396",295,"1,501",0,544,"3,207",31,618,678,0,118,0,45,0,0,"17,513"
,,,,,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,"11,049","9,205","3,211",544,"59,064","1,741",0,0,"1,268","4,233","4,466",0,"1,319","21,358",838,673,"3,794",0,277,0,79,0,"2,000","125,119"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Civil Service Commission,"9,944","8,302","2,711",544,"58,037","1,741",0,0,0,"1,966","4,150",0,"1,026","13,108",231,204,"2,658",0,235,0,79,0,"2,000","106,936"
               Career Executive Service Board,"1,105",903,500,0,"1,027",0,0,0,"1,268","2,267",316,0,293,"8,250",607,469,"1,136",0,42,0,0,0,0,"18,183"
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,"73,637","18,948","14,121",0,"48,211","1,429",0,0,"42,654","31,611","6,034",0,"5,270","38,611",265,"1,768","10,750",0,"1,377",0,101,0,0,"294,787"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,"63,729","25,452","21,037","60,455","205,311","41,631",0,0,"37,291","25,339","3,342","15,000","4,020","383,679",0,"17,609","14,217",0,"1,399",0,0,0,0,"919,511"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,"15,268","8,946","4,567",0,"28,500","5,790",0,0,"23,446","2,281","6,618","13,000","2,614","54,669",379,114,"2,118",0,821,0,0,0,0,"169,131"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,"13,187","4,975","2,422",27,"7,942","8,581",366,"3,734","6,342","9,754","1,335",0,475,"6,423",320,162,952,0,332,0,126,0,0,"67,455"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
SPECIAL PURPOSE FUNDS,"6,051","2,504",856,"1,430","130,062","6,179","272,218,000","295,308,306","9,713","57,385",110,0,"1,954,473","107,984",802,223,956,0,63,0,0,0,0,"569,805,097"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,0,0,0,0,0,0,0,"67,940,630",0,0,0,0,"1,954,204",0,0,0,0,0,0,0,0,0,0,"69,894,834"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Department of Agrarian Reform,0,0,0,0,0,0,0,"4,166,938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,166,938"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Land Bank of the Philippines,0,0,0,0,0,0,0,"4,166,938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,166,938"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Agriculture,0,0,0,0,0,0,0,"44,023,674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,023,674"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               National Dairy Authority,0,0,0,0,0,0,0,"102,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"102,200"
               National Food Authority,0,0,0,0,0,0,0,"41,101,486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,101,486"
               National Irrigation Administration,0,0,0,0,0,0,0,"1,645,959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,645,959"
               National Tobacco Administration,0,0,0,0,0,0,0,"119,382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"119,382"
               Philippine Coconut Authority,0,0,0,0,0,0,0,"430,447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"430,447"
               Philippine Crop Insurance Corporation,0,0,0,0,0,0,0,"113,771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"113,771"
               Philippine Fisheries Development Authority,0,0,0,0,0,0,0,"25,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,000"
               Philippine Rice Research Institute,0,0,0,0,0,0,0,"265,689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"265,689"
               National Livelihood Development Corporation,0,0,0,0,0,0,0,"219,740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"219,740"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Energy,0,0,0,0,0,0,0,"953,331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"953,331"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               National Electrification Administration,0,0,0,0,0,0,0,"953,331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"953,331"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Environment and Natural Resources,0,0,0,0,0,0,0,"28,251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,251"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Laguna Lake Development Authority,0,0,0,0,0,0,0,"18,251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,251"
               Natural Resources Development Corporation,0,0,0,0,0,0,0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Health,0,0,0,0,0,0,0,"2,912,019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,912,019"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Lung Center of the Philippines,0,0,0,0,0,0,0,"191,230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"191,230"
               National Kidney and Transplant Institute,0,0,0,0,0,0,0,"498,996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"498,996"
               Philippine Children`s Medical Center,0,0,0,0,0,0,0,"272,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"272,600"
               Philippine Heart Center,0,0,0,0,0,0,0,"464,314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"464,314"
               Philippine Health Insurance Corporation,0,0,0,0,0,0,0,"1,454,879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,454,879"
               Philippine Institute of Traditional and,,,,,,,,,,,,,,,,,,,,,,,,
                     Alternative Health Care,0,0,0,0,0,0,0,"30,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of the Interior and Local Government,0,0,0,0,0,0,0,"80,912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"80,912"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine National Police Service,,,,,,,,,,,,,,,,,,,,,,,,
                     Stores System,0,0,0,0,0,0,0,"80,912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"80,912"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of National Defense,0,0,0,0,0,0,0,"372,286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"372,286"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               AFP Commissary and Exchange Service,0,0,0,0,0,0,0,"372,286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"372,286"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Tourism,0,0,0,0,0,0,0,"65,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,000"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Convention and Visitors Corporation,0,0,0,0,0,0,0,"65,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Trade and Industry,0,0,0,0,0,0,0,"898,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"898,600"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Aurora Special Economic Zone Authority,0,0,0,0,0,0,0,"9,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,800"
               Center for International Trade,,,,,,,,,,,,,,,,,,,,,,,,
                     Expositions and Missions,0,0,0,0,0,0,0,"60,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,000"
               Cottage Industry Technology Center,0,0,0,0,0,0,0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
               Technology Resource Center,0,0,0,0,0,0,0,"818,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"818,800"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Transportation and Communications,0,0,0,0,0,0,0,"1,763,560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,763,560"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Light Rail Transit Authority,0,0,0,0,0,0,0,"40,538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,538"
