region,province,municipality,division,school_id,school_name,school_type,year_1_male,year_1_female,year_2_male,year_2_female,year_3_male,year_3_female,year_4_male,year_4_female
VII (Central Visayas),Cebu,Consolacion,Cebu,302954,Cabangahan NHS,HS,47,36,38,25,34,26,21,25
VII (Central Visayas),Bohol,San Isidro,Bohol,312345,Cabanugan Integrated School,HS,12,22,14,12,13,11,0,0
VII (Central Visayas),Negros Oriental,Bindoy (Payabon),Negros Oriental,312917,Cabcaban CHS,HS,31,40,31,27,27,30,16,26
VII (Central Visayas),Bohol,Loon,Bohol,302820,Cabilao NHS,HS,49,45,41,37,40,36,32,29
VII (Central Visayas),Cebu,San Francisco,Cebu,302968,Cabonga-an NHS,HS,133,127,96,115,88,126,76,88
VII (Central Visayas),Negros Oriental,Bais City,Bais City,323001,Cabugan National High School,HS,20,19,33,27,14,31,13,26
VII (Central Visayas),Bohol,Buenavista,Bohol,302821,Cabul-an NHS,HS,60,50,29,43,38,35,30,25
VII (Central Visayas),Siquijor,Larena,Siquijor,313001,Cabulihan Integrated School,HS,24,19,0,0,0,0,0,0
VII (Central Visayas),Cebu,Barili,Cebu,303071,Cagay NHS,HS,47,49,37,46,43,29,28,42
VII (Central Visayas),Bohol,Ubay,Bohol,312351,Cagting High School,HS,49,47,49,39,34,34,32,36
VII (Central Visayas),Bohol,Jagna,Bohol,302823,Calabacita NHS,HS,24,22,24,16,16,16,21,13
VII (Central Visayas),Cebu,Argao,Cebu,303124,Calagasan NHS,HS,54,35,40,30,43,30,33,28
VII (Central Visayas),Cebu,San Remigio,Cebu,312442,Calambua Integrated School,HS,11,18,21,10,0,0,0,0
VII (Central Visayas),Cebu,Daanbantayan,Cebu,302961,Calape NHS,HS,125,97,110,86,92,71,95,83
VII (Central Visayas),Bohol,Calape,Bohol,302883,Calape NHS,HS,155,116,96,133,89,120,76,94
VII (Central Visayas),Bohol,Carmen,Bohol,312339,Calatrava Integrated School,HS,25,26,18,22,30,27,0,0
VII (Central Visayas),Cebu,Dalaguete,Cebu,312411,Caleriohan National HIgh School,HS,39,49,47,45,28,36,20,25
VII (Central Visayas),Cebu,Dalaguete,Cebu,302998,Caliongan NHS,HS,48,31,27,36,32,38,21,23
VII (Central Visayas),Bohol,Talibon,Bohol,302894,Calituban HS,HS,40,34,40,50,27,36,25,32
VII (Central Visayas),Cebu,Sogod,Cebu,302966,Calumboyan NHS,HS,73,71,72,55,42,52,38,60
VII (Central Visayas),Bohol,Ubay,Bohol,302825,Camambugan NHS,HS,160,139,119,107,102,110,81,97
VII (Central Visayas),Negros Oriental,Dumaguete City (Capital),Dumaguete City,303166,Camanjac NHS,HS,86,60,83,64,58,71,68,78
VII (Central Visayas),Bohol,Loboc,Bohol,302826,Camaya-an NHS,HS,77,97,75,64,54,50,61,48
VII (Central Visayas),Negros Oriental,Bais City,Bais City,323004,Cambagahan National HS,HS,34,30,25,33,13,26,12,29
VII (Central Visayas),Bohol,Sevilla,Bohol,302904,Cambagui-Calinginan National Norte HS,HS,27,30,29,17,28,16,22,18
VII (Central Visayas),Negros Oriental,San Jose,Negros Oriental,312927,Cambaloctot HS,HS,30,16,19,13,12,13,18,14
VII (Central Visayas),Negros Oriental,Siaton,Negros Oriental,312940,Cambonbon National High School,HS,27,23,28,28,15,18,13,15
VII (Central Visayas),Bohol,Garcia Hernandez,Bohol,312352,Cambuyo HS,HS,48,40,63,20,23,35,37,13
VII (Central Visayas),Cebu,San Francisco,Cebu,302967,Camotes NHS,HS,175,157,135,126,101,121,67,89
VII (Central Visayas),Cebu,Minglanilla,Cebu,302969,Camp 7 NHS,HS,52,42,45,49,35,47,37,24
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,303138,Camp Lapu-Lapu NHS (Day & Night),HS,325,241,277,241,263,231,240,248
VII (Central Visayas),Siquijor,Lazi,Siquijor,303293,Campalanas National High School,HS,72,74,81,64,55,46,69,58
VII (Central Visayas),Bohol,Pres. Carlos P. Garcia (Pitogo),Bohol,312353,Campamanog HS,HS,28,18,19,22,19,20,8,7
VII (Central Visayas),Negros Oriental,Mabinay,Negros Oriental,312924,Campanun-an PCHS,HS,14,23,11,13,11,18,12,17
VII (Central Visayas),Bohol,Jetafe,Bohol,302827,Campao Oriental NHS,HS,105,59,65,61,48,51,60,43
VII (Central Visayas),Cebu,Borbon,Cebu,303107,Campusong NHS,HS,30,19,17,14,24,13,14,11
VII (Central Visayas),Cebu,City of Carcar,Carcar City,302970,Can-asujan NHS,HS,57,59,46,56,44,45,27,36
VII (Central Visayas),Bohol,Corella,Bohol,312344,Canangcaan Integrated School,HS,14,18,16,7,14,9,0,0
VII (Central Visayas),Bohol,Anda,Bohol,302829,Candabong National High School,HS,73,61,54,54,50,38,53,39
VII (Central Visayas),Siquijor,Maria,Siquijor,303304,Candaping High School,HS,78,77,67,79,68,50,65,57
VII (Central Visayas),Bohol,Candijay,Bohol,302865,Candijay HS,HS,86,76,81,78,62,54,52,56
VII (Central Visayas),Negros Oriental,Siaton,Negros Oriental,312913,Candugay HS (Siaton NHS Annex),HS,41,52,31,51,22,41,17,34
VII (Central Visayas),Cebu,City of Talisay,Talisay City,322202,Candulawan NHS (Mohon Divino Amore - Candulawan Night HS),HS,53,48,39,46,36,31,26,24
VII (Central Visayas),Cebu,Mandaue City,Mandaue City,303195,Canduman NHS,HS,296,306,244,215,212,232,156,227
VII (Central Visayas),Cebu,Mandaue City,Mandaue City,312801,Canduman NHS - Tabok NHS,HS,109,114,99,88,86,64,72,80
VII (Central Visayas),Bohol,San Isidro,Bohol,312327,Candungao HS,HS,10,13,14,11,16,18,12,12
VII (Central Visayas),Siquijor,Siquijor (Capital),Siquijor,303296,Cang-alwang National High School,HS,38,30,32,31,33,30,40,31
VII (Central Visayas),Bohol,Buenavista,Bohol,302830,Cangawa NHS,HS,162,186,175,167,122,156,121,124
VII (Central Visayas),Negros Oriental,Mabinay,Negros Oriental,312923,Canggohob HS,HS,22,21,18,23,14,14,22,15
VII (Central Visayas),Bohol,Dimiao,Bohol,302832,Canhayupon NHS,HS,57,47,58,49,52,39,33,37
VII (Central Visayas),Bohol,Antequera,Bohol,312306,Canlaas High School,HS,25,29,28,17,23,11,16,23
VII (Central Visayas),Negros Oriental,Mabinay,Negros Oriental,312925,Cansal-ing Prov'l. Comm. HS,HS,27,25,14,22,12,19,15,23
VII (Central Visayas),Cebu,City of Talisay,Talisay City,302971,Cansojong NHS,HS,251,241,200,188,142,174,130,149
VII (Central Visayas),Cebu,Argao,Cebu,303125,Cansuje National High School - Usmad Ext.,HS,46,35,23,19,25,22,26,23
VII (Central Visayas),Cebu,Toledo City,Toledo City,303309,Cantabaco NHS,HS,69,75,69,62,69,62,49,64
VII (Central Visayas),Cebu,City of Naga,"City of Naga, Cebu",325302,Cantao-an National High School,HS,52,54,24,45,36,37,30,34
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,312511,Cantipla IS,HS,25,24,12,15,11,14,11,15
VII (Central Visayas),Bohol,Danao,Bohol,302842,Cantubod NHS,HS,51,55,50,53,46,48,41,33
VII (Central Visayas),Cebu,Carmen,Cebu,302975,Cantumog NHS,HS,112,100,91,83,99,107,88,89
VII (Central Visayas),Cebu,City of Carcar,Carcar City,302972,Carcar Central National High School (Pob. Night),HS,285,205,181,203,165,202,153,170
VII (Central Visayas),Cebu,Carmen,Cebu,312410,Carmen NHS - Night,HS,24,20,36,26,36,33,31,41
VII (Central Visayas),Cebu,Carmen,Cebu,302973,Carmen NHS-Day,HS,414,424,324,338,293,338,198,239
VII (Central Visayas),Cebu,Daanbantayan,Cebu,302976,Carnaza NHS,HS,34,37,24,25,34,18,23,14
VII (Central Visayas),Cebu,Dalaguete,Cebu,302977,Casay NHS,HS,81,79,84,88,74,70,49,67
VII (Central Visayas),Negros Oriental,Santa Catalina,Negros Oriental,303250,Casiano Z. Napigkit NHS (Manalongon NHS),HS,65,74,81,61,58,62,48,49
VII (Central Visayas),Cebu,Mandaue City,Mandaue City,312808,Casili Night High School,HS,47,30,30,19,35,34,34,22
VII (Central Visayas),Bohol,Talibon,Bohol,312342,Cataban Integrated School,HS,19,14,13,11,36,18,0,0
VII (Central Visayas),Bohol,Catigbian,Bohol,302833,Catigbian NHS,HS,64,69,90,59,59,65,53,54
VII (Central Visayas),Cebu,Catmon,Cebu,312447,Catmon Integrated School,HS,115,98,93,79,0,0,0,0
VII (Central Visayas),Cebu,Catmon,Cebu,302978,Catmon NHS,HS,63,77,72,40,64,57,60,70
VII (Central Visayas),Siquijor,San Juan,Siquijor,303305,Catulayan National High School,HS,44,64,59,47,46,49,31,34
VII (Central Visayas),Bohol,Guindulman,Bohol,302834,Catungawan NHS,HS,63,53,81,57,56,52,61,66
VII (Central Visayas),Cebu,Carmen,Cebu,312416,Caurasan NHS,HS,19,15,16,8,14,16,12,9
VII (Central Visayas),Cebu,Dalaguete,Cebu,302981,Cawayan NHS,HS,49,43,49,42,43,35,53,38
VII (Central Visayas),Bohol,Tubigon,Bohol,302835,Cawayanan NHS,HS,66,50,65,47,49,51,41,39
VII (Central Visayas),Negros Oriental,Santa Catalina,Negros Oriental,312929,Cawitan HS,HS,63,51,55,61,48,44,28,48
VII (Central Visayas),Bohol,Alicia,Bohol,312316,Cayacay HS,HS,22,33,26,29,31,22,14,23
VII (Central Visayas),Cebu,City of Bogo,Bogo City,302932,Cayang NHS,HS,57,33,49,32,34,31,29,28
VII (Central Visayas),Cebu,Oslob,Cebu,312426,Ca_ang NHS - Oslob NHS Ext.,HS,42,32,26,23,18,24,41,24
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,303141,Cebu City National Science HS,HS,68,107,49,94,63,100,62,108
VII (Central Visayas),Cebu,Catmon,Cebu,302979,Ceferino Sususco MNHS,HS,37,20,49,28,22,36,25,36
VII (Central Visayas),Cebu,Malabuyoc,Cebu,302982,Cerde_a NHS,HS,50,39,39,22,31,27,23,31
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,303153,City Central NHS (Night),HS,91,77,97,70,60,52,58,51
VII (Central Visayas),Cebu,City of Bogo,Bogo City,325001,City of Bogo Science and Arts Academy,HS,24,30,0,0,0,0,0,0
VII (Central Visayas),Bohol,Clarin,Bohol,302836,Clarin National School of Fisheries,HS,96,88,63,80,47,52,47,54
VII (Central Visayas),Bohol,Tagbilaran City (Capital),Tagbilaran City,312302,Cogon HS Evening Class,HS,139,71,110,93,89,127,84,101
VII (Central Visayas),Cebu,City of Naga,"City of Naga, Cebu",325304,Cogon National High School,HS,23,24,32,24,19,21,24,19
VII (Central Visayas),Cebu,Dumanjug,Cebu,302983,Cogon NHS,HS,68,65,70,67,74,61,69,62
VII (Central Visayas),Bohol,Candijay,Bohol,302866,Cogtong NHS,HS,57,45,38,36,46,33,38,42
VII (Central Visayas),Cebu,Argao,Cebu,302984,Colawin NHS,HS,122,75,73,78,75,74,63,74
VII (Central Visayas),Cebu,Tuburan,Cebu,302987,Colonia NHS,HS,86,69,75,72,65,63,40,52
VII (Central Visayas),Cebu,Compostela,Cebu,303063,Compostela Mational High School,HS,421,334,289,301,259,289,216,264
VII (Central Visayas),Cebu,Compostela,Cebu,312406,Compostela Science & Technology High School,HS,35,45,27,50,32,33,16,44
VII (Central Visayas),Bohol,Mabini,Bohol,302837,Concepcion NHS,HS,44,49,39,33,40,34,31,40
VII (Central Visayas),Bohol,Balilihan,Bohol,302838,Cong. Pablo Malasarte NHS,HS,81,72,63,56,61,67,41,50
VII (Central Visayas),Cebu,Consolacion,Cebu,302988,Consolacion NHS - Day Class,HS,252,294,333,403,299,339,251,332
VII (Central Visayas),Cebu,Consolacion,Cebu,302989,Consolacion NHS - Evening Class,HS,143,87,134,99,144,129,110,156
VII (Central Visayas),Cebu,San Francisco,Cebu,302994,Consuelo NHS,HS,71,76,61,65,42,52,40,44
VII (Central Visayas),Cebu,Cordoba,Cebu,302955,Cordova NHS,HS,182,154,138,154,125,116,69,110
VII (Central Visayas),Bohol,Corella,Bohol,302839,Corella NHS,HS,118,97,107,102,80,73,87,84
VII (Central Visayas),Bohol,Inabanga,Bohol,312326,Cuaming HS,HS,13,27,12,22,12,15,12,17
VII (Central Visayas),Cebu,Medellin,Cebu,303026,Curva NHS,HS,97,101,72,84,56,73,37,65
VII (Central Visayas),Cebu,Daanbantayan,Cebu,302995,Daanbantayan NHS,HS,289,257,203,194,161,201,141,172
VII (Central Visayas),Cebu,Tabogon,Cebu,312408,Daantabogon NHS,HS,23,14,32,14,19,24,15,18
VII (Central Visayas),Bohol,Inabanga,Bohol,312337,Dagnawan Integrated School,HS,36,23,28,18,9,18,0,0
VII (Central Visayas),Bohol,Dagohoy,Bohol,302840,Dagohoy NHS,HS,137,131,94,100,78,85,68,94
VII (Central Visayas),Negros Oriental,Mabinay,Negros Oriental,303246,Dahile PCHS,HS,54,56,49,40,22,33,23,30
VII (Central Visayas),Cebu,Dalaguete,Cebu,302997,Dalaguete NHS,HS,347,298,279,260,266,242,226,248
VII (Central Visayas),Bohol,Clarin,Bohol,312349,Danahaw Integrated School,HS,18,12,15,8,19,19,0,0
VII (Central Visayas),Bohol,Danao,Bohol,302841,Danao NHS,HS,118,121,91,116,83,115,77,101
VII (Central Visayas),Cebu,Pilar,Cebu,303032,Dapdap NHS,HS,18,19,16,17,13,14,6,18
VII (Central Visayas),Cebu,San Remigio,Cebu,303001,"Dapdap NHS, San Remigio",HS,44,35,35,40,51,46,49,45
VII (Central Visayas),Negros Oriental,Dauin,Negros Oriental,303225,Dauin National High School,HS,154,118,157,141,121,121,115,117
VII (Central Visayas),Negros Oriental,Dauin,Negros Oriental,312920,Dauin Science HS,HS,12,25,8,17,11,12,8,11
VII (Central Visayas),Bohol,Dauis,Bohol,312304,Dauis NHS,HS,43,38,56,35,39,37,40,33
VII (Central Visayas),Negros Oriental,City of Bayawan (Tulong),Bayawan City,303227,Dawis NHS,HS,62,84,64,82,44,66,49,58
VII (Central Visayas),Negros Oriental,Bindoy (Payabon),Negros Oriental,303229,Demetrio Alviola NHS - Nalundan Annex,HS,31,42,15,41,20,33,12,18
VII (Central Visayas),Negros Oriental,Bindoy (Payabon),Negros Oriental,303228,Demetrio L. Alviola NHS,HS,319,289,246,286,212,232,188,234
VII (Central Visayas),Siquijor,Lazi,Siquijor,303306,DepED-Lazi National Agricultural School,HS,110,92,95,102,82,91,45,66
VII (Central Visayas),Bohol,Dimiao,Bohol,302845,Dimiao NHS,HS,78,76,85,63,66,70,55,75
VII (Central Visayas),Negros Oriental,Bais City,Bais City,303214,Dodong Esca–o Memorial High School,HS,37,36,33,45,28,33,29,29
VII (Central Visayas),Cebu,Toledo City,Toledo City,303310,Don Andres Soriano NHS,HS,337,294,262,276,208,242,204,234
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,303142,Don Carlos Gothong Memorial NHS,HS,626,592,428,454,347,403,263,275
VII (Central Visayas),Cebu,City of Naga,"City of Naga, Cebu",303002,Don Emilio Canonigo Memorial NHS,HS,70,41,36,36,32,34,34,41
VII (Central Visayas),Negros Oriental,Santa Catalina,Negros Oriental,303263,Don Emilio Macias MNHS (San Francisco NHS),HS,94,76,81,85,75,63,63,82
VII (Central Visayas),Cebu,Tabogon,Cebu,303003,Don Esteban Nolasco Memorial NHS,HS,25,17,17,15,13,14,11,15
VII (Central Visayas),Cebu,Pilar,Cebu,303074,Don Filomeno Torres MNHS,HS,32,31,33,53,31,22,18,30
VII (Central Visayas),Cebu,Mandaue City,Mandaue City,303197,Don Gerardo Ll. Ouano MNHS,HS,323,235,265,230,242,238,161,174
VII (Central Visayas),Cebu,City of Bogo,Bogo City,302933,Don Potenciano Catarata MNHS,HS,32,29,38,33,36,28,32,31
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,303150,"Don Sergio Osme_a, Sr. Memorial HS (Day & Night)",HS,362,351,309,286,256,270,213,227
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,303133,Don Vicente Rama Mem. NHS (Basak NHS),HS,451,470,371,374,351,352,283,364
VII (Central Visayas),Cebu,Bantayan,Cebu,303007,Doong NHS,HS,134,126,100,85,70,73,82,62
VII (Central Visayas),Cebu,Tabogon,Cebu,303005,Do_a Liling Neis Negapatan MNHS,HS,74,61,64,53,50,48,50,39
VII (Central Visayas),Cebu,Borbon,Cebu,303108,Do_a Milagros MNHS,HS,37,41,42,32,34,36,25,23
VII (Central Visayas),Bohol,Tagbilaran City (Capital),Tagbilaran City,302846,Dr. Cecilio Putong NHS (Bohol NHS),HS,521,653,414,540,355,530,304,490
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,312504,Dr. Emilio Osmena HS,HS,28,30,33,35,26,26,14,21
VII (Central Visayas),Bohol,Duero,Bohol,302847,Duero NHS,HS,36,29,36,17,23,19,24,20
VII (Central Visayas),Negros Oriental,Dumaguete City (Capital),Dumaguete City,303168,Dumaguete City HS,HS,251,204,267,217,243,217,219,224
VII (Central Visayas),Cebu,Dumanjug,Cebu,302941,Dumanjug NHS,HS,167,170,174,156,125,134,115,101
VII (Central Visayas),Bohol,Sierra Bullones,Bohol,302848,Dusita HS,HS,79,84,84,71,84,74,71,57
VII (Central Visayas),Cebu,Danao City,Danao City,302958,Eduardo Gorre Memo. Integrated School,HS,43,44,40,53,44,39,44,40
VII (Central Visayas),Cebu,Boljoon,Cebu,302943,El Pardo NHS,HS,29,24,39,30,22,28,26,32
VII (Central Visayas),Cebu,Danao City,Danao City,302959,Elpidio H. Perez Memorial Technical-Vocational High School,HS,106,68,52,57,43,38,43,66
VII (Central Visayas),Siquijor,Enrique Villanueva,Siquijor,303297,Enrique Villanueva National High School,HS,75,48,71,76,62,53,45,57
VII (Central Visayas),Cebu,Danao City,Danao City,302956,Estefa O. Monte MNHS (Cabungahan NHS),HS,81,84,66,70,64,86,71,64
VII (Central Visayas),Bohol,Sagbayan (Borja),Bohol,302888,Eugenio V. Amores MHS,HS,51,44,30,39,29,27,44,40
VII (Central Visayas),Bohol,Jagna,Bohol,302849,Faraon NHS,HS,55,58,72,66,75,62,86,58
VII (Central Visayas),Bohol,Cortes,Bohol,302850,Fatima NHS,HS,37,34,31,28,23,25,22,32
VII (Central Visayas),Cebu,Barili,Cebu,303045,Federico & Solidad MNHS,HS,61,48,48,36,36,46,23,34
VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,303190,Felipe F. Matbagon Memorial High School,HS,21,20,17,26,21,23,27,20
VII (Central Visayas),Bohol,Calape,Bohol,302851,Fermin Tayabas NHS,HS,33,35,35,18,17,26,29,24
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,303144,First High School for the Hearing Impaired,HS,8,3,6,9,10,7,4,8
VII (Central Visayas),Bohol,Danao,Bohol,302843,Francisco Dagohoy Mem. NHS,HS,32,30,29,28,25,18,22,29
VII (Central Visayas),Bohol,Carmen,Bohol,302861,Francisco L. Adlaon HS,HS,73,67,58,49,50,55,32,31
VII (Central Visayas),Negros Oriental,Dauin,Negros Oriental,312921,Froilan A. Alanano Mem. HS,HS,27,22,27,10,17,19,27,15
VII (Central Visayas),Cebu,Balamban,Cebu,302947,Gaas NHS,HS,36,34,17,21,16,27,18,24
VII (Central Visayas),Bohol,Garcia Hernandez,Bohol,302852,Garcia-Hernandez HS,HS,68,53,64,63,47,60,55,51
VII (Central Visayas),Cebu,Consolacion,Cebu,303010,Garing NHS,HS,43,32,37,29,35,26,29,24
VII (Central Visayas),Bohol,Pres. Carlos P. Garcia (Pitogo),Bohol,312325,Gaus HS,HS,24,14,28,17,18,18,36,15
VII (Central Visayas),Cebu,City of Carcar,Carcar City,303127,"Gelacio C. Babao, Sr. MNHS",HS,196,162,124,131,127,138,101,123
VII (Central Visayas),Cebu,Toledo City,Toledo City,303311,General Climaco NHS,HS,159,151,111,109,109,94,70,81
VII (Central Visayas),Cebu,Medellin,Cebu,312458,Gibitngil Integrated School,HS,27,27,18,10,0,0,0,0
VII (Central Visayas),Negros Oriental,Siaton,Negros Oriental,312941,Giligaon HS,HS,39,39,29,38,30,33,21,33
VII (Central Visayas),Cebu,Barili,Cebu,303012,Giloctog NHS,HS,31,30,30,35,32,29,23,23
VII (Central Visayas),Cebu,Balamban,Cebu,312415,Ginatilan NHS,HS,12,21,11,15,14,14,11,16
VII (Central Visayas),Bohol,Loon,Bohol,302853,Gov. Jacinto Borja MHS,HS,46,32,28,29,43,28,33,34
VII (Central Visayas),Negros Oriental,Bais City,Bais City,323003,Governor Julian L. Teves Memorial HS,HS,49,29,31,28,21,23,22,23
VII (Central Visayas),Negros Oriental,City of Tanjay,Tanjay City,322301,Graciano Banogon HS,HS,29,28,16,18,14,25,21,17
VII (Central Visayas),Cebu,San Fernando,Cebu,303015,Greenhills NHS,HS,40,38,36,28,27,30,22,33
VII (Central Visayas),Negros Oriental,Zamboanguita,Negros Oriental,312956,Gregorio Elmaga MHS,HS,14,16,30,18,0,0,0,0
VII (Central Visayas),Negros Oriental,Vallehermoso,Negros Oriental,312904,Guba HS,HS,36,59,42,48,43,32,26,29
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,303157,Guba NHS,HS,64,64,62,48,62,47,41,50
VII (Central Visayas),Cebu,Barili,Cebu,303070,Guibuangan NHS,HS,71,47,82,57,50,48,39,54
VII (Central Visayas),Negros Oriental,City of Guihulngan,Guihulngan City,303230,GUIHULNGAN NATIONAL AGRICULTURAL SCHOOL,HS,34,36,17,27,18,28,21,20
VII (Central Visayas),Negros Oriental,City of Guihulngan,Guihulngan City,324801,Guihulngan National High School - Magsaysay Annex,HS,43,54,41,47,0,0,0,0
VII (Central Visayas),Negros Oriental,City of Guihulngan,Guihulngan City,312952,Guihulngan National High School-Poblacion (Linantuyan Annex),HS,35,46,25,48,29,42,0,0
VII (Central Visayas),Negros Oriental,City of Guihulngan,Guihulngan City,303233,Guihulngan NHS - Hilaitan,HS,146,128,113,113,79,111,75,72
VII (Central Visayas),Negros Oriental,City of Guihulngan,Guihulngan City,303231,Guihulngan NHS - Poblacion,HS,405,452,405,393,249,296,214,268
VII (Central Visayas),Negros Oriental,City of Guihulngan,Guihulngan City,303232,Guihulngan NHS - Sandayao Annex,HS,30,49,34,49,26,24,16,27
VII (Central Visayas),Negros Oriental,City of Guihulngan,Guihulngan City,312910,"Guihulngan NHS, Hilaitan - Trinidad Annex",HS,93,87,64,76,67,67,56,62
VII (Central Visayas),Bohol,Guindulman,Bohol,302854,Guinacot NHS,HS,162,118,113,109,109,115,68,86
VII (Central Visayas),Cebu,Minglanilla,Cebu,303017,Guindaruhan NHS,HS,69,53,50,72,54,60,50,50
VII (Central Visayas),Cebu,Danao City,Danao City,322002,Guinsay National High School,HS,128,105,128,109,76,83,78,75
VII (Central Visayas),Bohol,Duero,Bohol,302855,Guinsularan High School,HS,103,94,72,79,61,58,46,57
VII (Central Visayas),Cebu,Ginatilan,Cebu,303018,Guiwanon NHS,HS,76,66,75,48,58,49,48,39
VII (Central Visayas),Bohol,Catigbian,Bohol,312319,Hagbuaya HS,HS,24,20,20,14,21,17,24,19
VII (Central Visayas),Bohol,Catigbian,Bohol,312320,Haguilanan HS,HS,32,28,12,15,16,21,18,29
VII (Central Visayas),Bohol,Ubay,Bohol,312354,Hambabauran HS,HS,19,23,16,8,0,0,0,0
VII (Central Visayas),Bohol,Jetafe,Bohol,302828,Handumon NHS,HS,56,43,35,48,29,35,32,33
VII (Central Visayas),Bohol,Balilihan,Bohol,302856,Hanopol NHS,HS,67,43,47,43,43,44,31,43
VII (Central Visayas),Negros Oriental,Dumaguete City (Capital),Dumaguete City,303170,Hermenegelda F. Gloria MHS,HS,41,29,38,32,32,20,26,31
VII (Central Visayas),Cebu,Santa Fe,Cebu,312420,Hilantagaan NHS Ext.,HS,44,47,48,37,31,39,42,50
VII (Central Visayas),Cebu,Bantayan,Cebu,312456,Hilotongan Integrated School,HS,17,17,14,19,36,27,0,0
VII (Central Visayas),Bohol,Loay,Bohol,302867,Hinawanan NHS,HS,59,45,25,37,36,39,29,37
VII (Central Visayas),Bohol,Bien Unido,Bohol,302857,Hingotanan NHS,HS,83,87,58,75,49,53,66,53
VII (Central Visayas),Bohol,Trinidad,Bohol,302858,Hinlayagan NHS,HS,97,96,86,72,68,78,53,44
VII (Central Visayas),Cebu,Dumanjug,Cebu,312403,Hipolito Boquecosa MNHS,HS,32,23,23,27,31,16,25,15
VII (Central Visayas),Cebu,Tabogon,Cebu,303004,Horacio Franco MNHS,HS,47,41,36,37,35,42,35,26
VII (Central Visayas),Negros Oriental,Pamplona,Negros Oriental,312911,Hunop HS,HS,30,40,27,37,25,20,25,19
VII (Central Visayas),Bohol,Inabanga,Bohol,302892,Inabanga HS- Nabuad,HS,165,123,130,148,98,111,106,119
VII (Central Visayas),Bohol,Inabanga,Bohol,312341,Inabanga North Integrated School,HS,40,33,21,27,23,22,0,0
VII (Central Visayas),Negros Oriental,Mabinay,Negros Oriental,303234,Inapoy HS,HS,40,33,29,35,30,25,25,19
VII (Central Visayas),Negros Oriental,Pamplona,Negros Oriental,312915,Inawasan PCHS,HS,23,23,13,16,19,15,19,14
VII (Central Visayas),Cebu,City of Naga,"City of Naga, Cebu",325305,Inayagan National High School,HS,36,18,31,16,20,22,30,15
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,303145,Inayawan NHS (Night),HS,199,135,161,122,145,115,91,107
VII (Central Visayas),Cebu,Tuburan,Cebu,312451,Ireneo V. Diamante NHS,HS,29,23,33,28,20,24,0,0
VII (Central Visayas),Bohol,Carmen,Bohol,312301,Isabel Gujol Memorial HS,HS,21,20,18,24,24,22,17,17
VII (Central Visayas),Negros Oriental,Pamplona,Negros Oriental,303274,Isidoro Salma MHS (Balayong ),HS,66,51,37,57,47,49,31,35
VII (Central Visayas),Cebu,City of Talisay,Talisay City,303019,Jaclupan NHS,HS,133,109,113,110,72,104,60,81
VII (Central Visayas),Bohol,Jagna,Bohol,312358,Jagna HS,HS,51,33,0,0,0,0,0,0
VII (Central Visayas),Cebu,Mandaue City,Mandaue City,303198,Jagobiao NHS,HS,158,129,82,65,88,75,54,68
VII (Central Visayas),Negros Oriental,Amlan (Ayuquitan),Negros Oriental,303208,Jantianon NHS,HS,42,44,39,24,29,31,19,35
VII (Central Visayas),Bohol,Sagbayan (Borja),Bohol,312309,JAPER Memorial High Shoool,HS,67,64,65,54,45,48,39,41
VII (Central Visayas),Negros Oriental,Bais City,Bais City,323002,Javier Laxina I Memorial HS,HS,47,41,39,33,37,36,17,30
VII (Central Visayas),Negros Oriental,Canlaon City,Negros Oriental,312916,JB Cardenas MHS - Uptown Annex,HS,92,98,73,85,88,70,62,87
VII (Central Visayas),Negros Oriental,Jimalalud,Negros Oriental,303235,Jimalalud NHS,HS,120,144,119,138,98,131,112,134
VII (Central Visayas),Negros Oriental,Jimalalud,Negros Oriental,312922,Jimalalud NHS - Tamao Ext.,HS,16,23,12,13,9,12,11,18
VII (Central Visayas),Negros Oriental,Canlaon City,Negros Oriental,303223,Jose B. Cardenas MHS (Canlaon City NHS),HS,314,306,198,265,212,260,214,236
VII (Central Visayas),Cebu,Balamban,Cebu,312404,Jose Chona Jo National High School,HS,130,136,108,101,81,80,69,75
VII (Central Visayas),Negros Oriental,Zamboanguita,Negros Oriental,303236,Jose Marie Locsin MHS (Mayabon HS),HS,83,96,79,73,79,78,39,58
VII (Central Visayas),Cebu,San Remigio,Cebu,303021,Jose R. Martinez,HS,23,22,23,21,22,15,22,22
VII (Central Visayas),Cebu,City of Bogo,Bogo City,302934,Jovencio N. Masong NHS,HS,85,79,82,79,59,69,55,61
VII (Central Visayas),Cebu,Tabuelan,Cebu,303103,Juan Pamplona NHS,HS,169,140,155,113,107,111,102,109
