particular,A002,A003,A004,A006,A007,A008,A009,A010,A014,A017,A018,A019,A021,A022,A029,A117,A118,A119,A121,A122,A123,A124,A126,A127,Total
          Information and Communications Technology Office,"23,423","27,289","35,402",361,"46,624","10,071",15,0,"72,273","186,025","2,040",0,"10,364",0,"85,421",777,"55,903",643,0,"1,076",50,13,0,0,"557,770"
          Metals Industry Research and Development Center,640,653,"2,440",141,"3,961",268,0,"19,036","12,273",287,323,0,415,0,"4,805",225,9,108,0,43,0,5,0,0,"45,632"
          National Academy of Science and Technology,168,261,"5,156",0,751,52,0,"4,099",715,37,99,0,24,0,"23,282",352,14,"1,641",0,6,0,25,0,0,"36,682"
          National Research Council of the Philippines,548,246,842,0,661,59,0,"10,331","1,059",265,121,0,133,0,"2,422",706,16,"4,809",0,9,0,94,0,279,"22,600"
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,,,,,,,,,,,,,
                Astronomical Services Administration,"14,889","12,728","18,265","1,506","122,841","1,898",290,0,"23,265","3,664",523,0,"1,900",0,"18,038",598,75,0,0,241,0,13,0,0,"220,734"
"          Philippine Council for Agriculture, Forestry",,,,,,,,,,,,,,,,,,,,,,,,,
                and Natural Resources Research and Development,"7,727","3,111","7,040",1,"7,705",0,0,"167,665","6,239","22,420",106,0,905,0,"11,663","2,351",10,"4,080",0,68,0,45,0,0,"241,136"
          Philippine Council for Aquatic and Marine,,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,640,279,280,23,"1,283",23,0,"76,520","1,475","1,749",70,0,199,0,975,131,0,50,0,16,0,0,0,0,"83,713"
          Philippine Council for Health Research and Development,872,834,298,0,574,117,0,"95,461","1,456",201,385,0,84,0,"1,417",381,90,893,0,21,0,0,0,0,"103,084"
"          Philippine Council for Industry, Energy and",,,,,,,,,,,,,,,,,,,,,,,,,
                Emerging Technology Research and Development,"1,735",977,982,0,"2,527",65,0,"223,897","4,369",401,115,0,310,0,"3,261",572,106,"1,171",0,47,0,0,0,0,"240,535"
          Philippine Institute of Volcanology and Seismology,"5,031","7,504","9,526",657,"8,327",228,0,0,"10,364",438,93,0,"4,006",0,"3,682",339,60,199,0,102,0,24,0,0,"50,580"
          Philippine Nuclear Research Institute,829,"3,412","4,596",197,"7,382",0,0,"26,056","11,833",67,6,0,784,0,"9,927",101,8,245,0,139,0,378,0,60,"66,020"
          Philippine Science High School,"6,251","7,206","9,038",177,"27,647","2,189",0,0,"22,833","98,991","1,199",0,"4,051",0,"30,919","2,041",775,"1,325",0,953,27,35,0,0,"215,657"
          Philippine Textile Research Institute,936,368,"8,023",43,"3,786",30,0,0,"5,784",281,133,0,732,0,"3,756",488,151,612,0,28,0,0,0,0,"25,151"
          Science Education Institute,271,447,125,0,"2,457",0,0,"3,000","2,429","689,085",192,0,226,0,"2,106",0,0,0,0,102,0,0,0,0,"700,440"
          Science and Technology Information Institute,304,819,"1,219",0,"1,278",145,0,"7,900","2,125",196,107,0,117,0,"6,272",877,0,582,0,190,0,0,0,0,"22,131"
          Technology Application and Promotion Institute,"1,211",452,594,100,958,0,0,"45,792","1,345",134,109,0,141,0,"2,579",229,0,467,0,20,0,25,0,0,"54,156"
,,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Social Welfare and Development,"133,139","47,533","42,080","6,762","235,545","12,775",0,"12,684,154","72,844","258,708","8,287",0,"8,726",0,"1,145,056","19,696","17,815","5,450",0,"1,238",0,0,141,0,"14,699,949"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"121,869","41,475","39,630","6,748","226,628","7,847",0,"12,683,774","67,514","254,098","4,297",0,"8,266",0,"1,122,182","17,137","17,652",27,0,"1,094",0,0,140,0,"14,620,378"
          Council for the Welfare of Children,914,644,646,0,953,184,0,0,"1,082",179,"1,026",0,82,0,"2,454","1,293",8,"1,241",0,24,0,0,0,0,"10,730"
          Inter-Country Adoption Board,"3,570","2,511",376,0,"3,385",321,0,42,819,894,"1,803",0,117,0,"6,128",266,0,238,0,0,0,0,0,0,"20,470"
          National Council on Disability Affairs,"1,074","1,020",940,0,"1,367",0,0,328,"1,167",299,347,0,152,0,"4,600",536,9,0,0,51,0,0,0,0,"11,890"
          National Youth Commission,"5,712","1,883",488,14,"3,212","4,423",0,10,"2,262","3,238",814,0,109,0,"9,692",464,146,"3,944",0,69,0,0,1,0,"36,481"
,,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Tourism,"116,886","32,608","39,094","16,102","55,631","149,643","2,027","40,612","42,226","7,554","2,426",0,"3,777",0,"357,646","24,766","187,913","55,152",432,"1,783",0,949,0,0,"1,137,227"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"116,264","31,484","21,373","16,102","49,034","149,360","2,027","40,612","23,150","7,041","2,243",0,"3,170",0,"319,500","24,674","187,637","54,760",432,"1,723",0,949,0,0,"1,051,535"
          Intramuros Administration,529,591,378,0,"1,552",114,0,0,"1,017",513,103,0,499,0,"10,425",15,225,189,0,53,0,0,0,0,"16,203"
          National Parks Development Committee,93,533,"17,343",0,"5,045",169,0,0,"18,059",0,80,0,108,0,"27,721",77,51,203,0,7,0,0,0,0,"69,489"
,,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Trade and Industry,"136,473","71,829","33,651","10,349","124,136","357,379",2,"24,771","83,613","98,569","8,077",0,"11,518",0,"523,212","32,514","50,570","37,614",203,"7,210",0,113,51,0,"1,611,854"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"129,694","63,675","27,262","10,089","104,258","316,715",0,"24,771","59,337","94,519","5,657",0,"9,775",0,"459,871","29,971","44,169","30,478",203,"2,711",0,110,51,0,"1,413,316"
          Board of Investments,"6,069","5,407","3,495",0,"14,220","23,907",0,0,"10,210","3,224","1,866",0,599,0,"40,909","2,006","6,284","6,620",0,"1,069",0,0,0,0,"125,885"
          Construction Industry Authority of the Philippines,82,521,21,0,"1,544","8,849",0,0,"2,534",90,219,0,67,0,"3,924",0,36,53,0,25,0,0,0,0,"17,965"
          Construction Manpower Development Foundation,179,326,941,250,"1,187","1,396",0,0,"1,289",189,120,0,647,0,"3,984",48,0,271,0,5,0,0,0,0,"10,832"
          Philippine Trade Training Center,310,695,911,0,762,41,0,0,"7,771",283,105,0,342,0,"5,993",76,43,135,0,39,0,3,0,0,"17,509"
          Product Development and Design Center of the Philippines,139,"1,205","1,021",10,"2,165","6,471",2,0,"2,472",264,110,0,88,0,"8,531",413,38,57,0,"3,361",0,0,0,0,"26,347"
,,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Transportation and Communications,"80,233","45,185","239,572","6,437","783,797","5,059,906",0,735,"534,690","36,703","9,155",0,"2,028,322",0,"1,462,906","61,098","2,733","24,363",0,"2,146",0,"5,919",0,0,"10,383,900"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"64,347","36,860","225,699","5,458","698,114","5,017,707",0,0,"508,059","26,138","7,382",0,"2,026,087",0,"1,414,372","4,461","1,980","15,519",0,"1,791",0,"5,899",0,0,"10,059,873"
          Civil Aeronautics Board,"3,300","1,600",480,0,800,0,0,0,"2,000",50,110,0,149,0,"5,750",0,300,"1,500",0,80,0,0,0,0,"16,119"
          Maritime Industry Authority,"9,670","4,850","2,345",925,"10,230","33,193",0,735,"19,857","9,793",634,0,584,0,"37,070","51,385",415,"6,428",0,186,0,20,0,0,"188,320"
          Office of Transportation Cooperatives,233,141,6,0,351,"1,848",0,0,426,77,45,0,11,0,269,0,0,17,0,17,0,0,0,0,"3,441"
          Office for Transportation Security,"2,671","1,605","11,026",54,"74,123","4,248",0,0,"3,852",629,928,0,"1,472",0,"5,337","5,252",38,899,0,72,0,0,0,0,"112,206"
          Toll Regulatory Board,12,129,16,0,179,"2,910",0,0,496,16,56,0,19,0,108,0,0,0,0,0,0,0,0,0,"3,941"
,,,,,,,,,,,,,,,,,,,,,,,,,
     National Economic and Development Authority,"410,818","37,263","33,263","7,257","163,988","162,707",56,5,"85,726","158,950","9,091",0,"7,764",0,"1,489,697","51,150","4,058","27,218",0,"1,050",0,"4,930",0,0,"2,654,991"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Director-General,"15,774","11,113","11,099",139,"27,414","8,996",0,0,"23,097","10,333","4,218",0,"2,887",0,"71,013","4,079",184,"19,934",0,724,0,80,0,0,"211,084"
          National Statistical Coordination Board,"1,860","2,560",432,94,"3,336","14,428",56,0,"5,340","3,608","2,226",0,215,0,"2,628","1,466",3,772,0,125,0,"4,642",0,0,"43,791"
          National Statistics Office,"387,739","22,279","21,312","7,024","130,933","129,558",0,0,"54,961","144,286","1,899",0,"4,474",0,"1,411,741","44,053","2,988","5,624",0,118,0,93,0,0,"2,369,082"
          Philippine National Volunteer Service,,,,,,,,,,,,,,,,,,,,,,,,,
                Coordinating Agency,233,182,115,0,441,44,0,0,785,75,110,0,43,0,"2,087",40,0,801,0,13,0,0,0,0,"4,969"
          Statistical Research and Training Center,207,227,143,0,403,"2,703",0,0,960,180,199,0,95,0,"2,228",0,0,0,0,31,0,108,0,0,"7,484"
          Tariff Commission,"5,005",902,162,0,"1,461","6,978",0,5,583,468,439,0,50,0,0,"1,512",883,87,0,39,0,7,0,0,"18,581"
,,,,,,,,,,,,,,,,,,,,,,,,,
     Presidential Communications Operations Office,"90,564","46,323","23,607","4,966","64,631","20,606",0,261,"72,071","3,285","2,543","5,000","4,346",0,"126,915","1,328","14,940","19,574",0,"4,700",0,615,0,0,"506,275"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Presidential Communications Operations Office (Proper),"33,139","8,439","3,899",273,"5,993","1,259",0,0,"7,178",174,"1,669",0,518,0,"27,102",0,0,"12,687",0,714,0,0,0,0,"103,044"
          Bureau of Broadcast Services,"4,874","13,543","4,244","1,222","15,939","6,822",0,261,"28,427","1,036",110,0,"1,440",0,"33,595",92,67,"2,529",0,229,0,601,0,0,"115,031"
          Bureau of Communications Services,98,942,108,0,"2,024","3,780",0,0,"1,345",423,110,0,36,0,"4,169",344,0,0,0,183,0,0,0,0,"13,562"
          National Printing Office,362,"1,007","8,075","1,792","3,153",0,0,0,"16,324",245,110,0,996,0,"4,365",0,85,0,0,23,0,0,0,0,"36,537"
          News and Information Bureau,"5,187","2,873","1,236",95,"7,530","2,327",0,0,"2,333",581,124,0,109,0,"13,000",17,450,0,0,"2,885",0,0,0,0,"38,747"
          Philippine Information Agency,"7,097","16,403","4,722","1,584","20,569","5,463",0,0,"15,887",826,420,"5,000",987,0,"36,661",799,"14,338","4,358",0,560,0,14,0,0,"135,688"
          Presidential Broadcast Staff (RTVM),"39,807","3,116","1,323",0,"9,423",955,0,0,577,0,0,0,260,0,"8,023",76,0,0,0,106,0,0,0,0,"63,666"
,,,,,,,,,,,,,,,,,,,,,,,,,
     Other Executive Offices,"250,317","95,787","75,615","2,973","321,351","219,081",0,"1,640,908","198,900","79,786","32,018","94,344","17,712",0,"775,273","23,801","31,709","95,872",2,"14,571","15,277","4,047",18,"45,310","4,034,672"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Anti-Money Laundering Council,"1,798",947,"2,621",0,508,490,0,0,"1,921",88,0,0,35,0,876,0,60,422,0,33,0,797,0,0,"10,596"
          Commission on Filipinos Overseas,"1,161","1,715",551,0,"2,542","6,800",0,0,"3,494",178,645,0,86,0,"7,253","1,178",3,57,0,0,0,0,0,0,"25,663"
          Commission on Higher Education,"16,468","7,733","2,754",35,"15,782","3,543",0,"1,227,864","12,082","8,588","3,482",0,"1,248",0,"77,602",927,"1,269","13,173",0,"1,632",0,131,18,0,"1,394,331"
          Commission on the Filipino Language,587,244,561,9,571,382,0,0,"1,092",100,400,0,46,0,"4,821","1,024",95,56,0,32,0,0,0,0,"10,020"
          Dangerous Drugs Board,"4,100","2,051","1,100",222,"15,518","1,857",0,"37,000","2,452","31,114",454,0,135,0,"1,000","4,916","2,949","2,922",0,12,0,20,0,0,"107,822"
          Energy Regulatory Commission,"7,111","4,044","2,498",0,"23,214","17,093",0,0,"6,606","3,832","1,708",0,371,0,"10,887",168,"2,997",0,0,431,0,33,0,0,"80,993"
          Film Development Council of the Philippines,"4,706","1,218",108,21,887,"7,030",0,"11,000",468,753,297,0,678,0,"17,500",21,"2,461","1,288",2,76,0,288,0,"45,310","94,112"
          Games and Amusements Board,"6,149","2,743","1,424",0,"1,824","1,254",0,0,"1,999",208,122,0,539,0,"2,242",86,25,350,0,112,0,2,0,0,"19,079"
          Housing and Land Use Regulatory Board,"4,926","3,845","1,362",0,"6,281","9,793",0,28,"6,710","2,772",200,0,"1,144",0,"24,259",786,365,"1,132",0,184,0,0,0,0,"63,787"
          Housing and Urban Development Coordinating Council,"2,377","3,273","4,889",369,"4,898","11,973",0,0,"4,240","2,605","1,284",0,332,0,"9,752",454,63,"1,671",0,244,"4,884",981,0,0,"54,289"
          Mindanao Development Authority,"5,833","2,358","1,686",0,"3,363","3,953",0,0,"1,160",70,711,0,377,0,"6,511",191,0,"2,608",0,101,0,"1,423",0,0,"30,345"
          Movie and Television Review and,,,,,,,,,,,,,,,,,,,,,,,,,
                Classification Board,"7,609",639,234,18,"1,413","1,005",0,0,"1,996",50,177,0,317,0,"4,558",87,0,891,0,73,0,0,0,0,"19,067"
          National Anti-Poverty Commission,"7,339","1,640",583,0,"3,314",0,0,0,"2,396",623,"1,682",0,111,0,"20,125",159,109,"6,179",0,61,0,0,0,0,"44,321"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,,,,,,,,,,,,,
                     Arts (Proper),"21,762","3,656",643,0,"5,891","3,788",0,"134,221","5,366","5,340",219,0,"1,018",0,"67,640",681,"1,108","7,575",0,386,0,69,0,0,"259,363"
               National Historical Commission of the,,,,,,,,,,,,,,,,,,,,,,,,,
                     Philippines (National Historical Institute),"1,121","1,145","3,828",0,"4,911","2,061",0,0,"4,828",112,100,0,88,0,"20,049","7,405",161,119,0,39,0,42,0,0,"46,009"
               The National Library of the Philippines,,,,,,,,,,,,,,,,,,,,,,,,,
                     (The National Library),648,"3,175","1,449",0,"3,067",13,0,0,"7,741",616,65,0,"1,066",0,"11,238",34,0,0,0,"7,100",0,171,0,0,"36,383"
               National Archives of the Philippines,,,,,,,,,,,,,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,,,,,,,,,,,,,
                     Archives Office),530,469,512,450,"2,268","10,061",0,0,"4,371",66,141,0,223,0,"5,790",300,70,19,0,50,0,80,0,0,"25,400"
          National Commission on Indigenous Peoples,"11,091","5,964","1,728",910,"12,225","12,542",0,"141,898","6,348","2,498","2,786",0,652,0,"21,183",544,0,330,0,159,"10,393",0,0,0,"231,251"
          National Intelligence Coordinating Agency,"16,464","11,482","6,531",623,"19,405","6,256",0,9,"18,906","3,915","3,325","43,544","1,916",0,"4,506",12,0,"5,058",0,835,0,0,0,0,"142,787"
          National Security Council,"4,902","3,567","1,589",0,"5,971",267,0,0,"3,448",154,"1,378","1,000",223,0,"5,235",0,0,"5,531",0,"1,157",0,0,0,0,"34,422"
          National Commission on Muslim Filipinos,,,,,,,,,,,,,,,,,,,,,,,,,
                (Office on Muslim Affairs),"17,407","4,240",645,147,"6,456","13,902",0,"16,838","5,072",969,"3,203",0,160,0,"13,875",680,382,"1,316",0,228,0,0,0,0,"85,520"
          National Telecommunications Commission,"7,836","5,778","5,187",17,"18,105","1,769",0,0,"15,893","1,561","1,160","1,000","3,100",0,"23,198",7,274,"1,263",0,332,0,10,0,0,"86,490"
          Office of the Presidential Adviser on the,,,,,,,,,,,,,,,,,,,,,,,,,
                Peace Process,"72,128","4,847","7,571",0,"31,351","18,042",0,"71,785","4,487",159,"1,955","6,000",103,0,"43,858",449,"18,232","38,564",0,210,0,0,0,0,"319,741"
          Optical Media Board,971,322,459,0,"1,318","5,272",0,0,"1,476",63,122,0,269,0,"2,748",76,13,0,0,36,0,0,0,0,"13,145"
          Philippine Commission on Women (National,,,,,,,,,,,,,,,,,,,,,,,,,
                Commission on the Role of Filipino Women),"7,137","1,779",502,0,"6,214",815,0,0,"2,446",545,70,0,283,0,"33,590","1,473",380,0,0,27,0,0,0,0,"55,261"
          Pasig River Rehabilitation Commission,216,628,424,0,"3,800","3,323",0,0,"2,734","3,290",110,0,462,0,"89,019",793,496,466,0,49,0,0,0,0,"105,810"
          Philippine Drug Enforcement Agency,"3,235","3,179","7,793",0,"91,055","55,032",0,0,"12,172","5,231",890,"42,800",68,0,"29,509","1,261",0,0,0,0,0,0,0,0,"252,225"
          Philippine Racing Commission,"1,915",553,"2,087",0,"1,399","1,240",0,0,947,270,712,0,162,0,"68,730",0,0,0,0,49,0,0,0,0,"78,064"
          Philippine Sports Commission,704,"1,491","4,084",152,"5,836",14,0,265,"39,621",30,870,0,352,0,"94,934",62,49,0,0,277,0,0,0,0,"148,741"
          Presidential Commission for the Urban Poor,"2,893","1,200",577,0,"2,908","3,743",0,0,"1,340","2,109",370,0,167,0,"3,400",0,0,0,0,54,0,0,0,0,"18,761"
          Presidential Communications Development and,,,,,,,,,,,,,,,,,,,,,,,,,
                Strategic Planning Office,0,25,0,0,464,0,0,0,0,314,0,0,0,0,0,0,0,315,0,9,0,0,0,0,"1,127"
          Presidential Legislative Liaison Office,81,644,497,0,"1,324",135,0,0,0,605,648,0,146,0,"1,660",0,0,"2,217",0,63,0,0,0,0,"8,020"
          Presidential Management Staff,"9,112","9,193","9,138",0,"17,268","15,633",0,0,"15,088",958,"2,732",0,"1,835",0,"47,725",27,148,"2,350",0,520,0,0,0,0,"131,727"
,,,,,,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,"52,418","19,537","222,235","11,317","347,402","21,314",135,"805,651","36,882","74,784","9,844",0,"2,266",0,"294,769","1,977","3,271","2,479",0,838,"1,147",428,"9,046",120,"1,917,860"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Autonomous Regional Government in Muslim Mindanao,"52,418","19,537","222,235","11,317","347,402","21,314",135,"805,651","36,882","74,784","9,844",0,"2,266",0,"294,769","1,977","3,271","2,479",0,838,"1,147",428,"9,046",120,"1,917,860"
,,,,,,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,2,20,88,0,81,0,0,0,0,137,10,0,3,0,0,0,0,8,0,23,0,0,0,0,372
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Legislative-Executive Development Advisory Council,2,20,88,0,81,0,0,0,0,137,10,0,3,0,0,0,0,8,0,23,0,0,0,0,372
,,,,,,,,,,,,,,,,,,,,,,,,,
     The Judiciary,"157,827","161,594","666,527","8,506","536,233","210,360",0,"59,875","370,970","97,613","254,629","2,689","75,213",0,"673,527","7,725","11,538","1,136",0,"21,127",0,160,146,0,"3,317,395"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,,,,,,,
                Lower Courts,"126,222","135,381","622,129","6,489","432,230","189,641",0,"59,875","274,613","70,546","228,672","2,689","65,480",0,"600,949","6,833","8,411",0,0,"1,891",0,0,0,0,"2,832,051"
               Presidential Electoral Tribunal,0,250,50,21,178,500,0,0,100,0,"1,445",0,25,0,"10,478",0,170,0,0,0,0,0,0,0,"13,217"
          Sandiganbayan,"10,918","3,550","24,032",85,"15,423",885,0,0,"25,289","16,275","5,576",0,"2,435",0,"6,139",50,221,0,0,307,0,0,146,0,"111,331"
          Court of Appeals,"16,148","19,110","18,918",706,"80,573","16,902",0,0,"64,674","10,398","15,822",0,"5,044",0,"32,047",750,"1,788",0,0,"18,731",0,57,0,0,"301,668"
          Court of Tax Appeals,"4,539","3,303","1,398","1,205","7,829","2,432",0,0,"6,294",394,"3,114",0,"2,229",0,"23,914",92,948,"1,136",0,198,0,103,0,0,"59,128"
,,,,,,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,"13,539","9,212","4,700",201,"15,182",699,0,"29,859","20,948","3,990","4,319",0,"2,440",0,"21,127","1,241",947,"4,210",0,431,0,85,0,"2,905","136,035"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Civil Service Commission,"11,744","8,036","4,191",201,"13,876",699,0,"29,859","19,308","2,178","4,039",0,"2,138",0,"13,704",618,614,"3,296",0,400,0,85,0,"2,905","117,891"
               Career Executive Service Board,"1,795","1,176",509,0,"1,306",0,0,0,"1,640","1,812",280,0,302,0,"7,423",623,333,914,0,31,0,0,0,0,"18,144"
,,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,"59,296","18,259","11,187",0,"48,459","1,003",0,0,"51,438","24,426","5,776",0,"6,713",0,"66,713",452,347,"16,508",0,"1,245",0,84,0,0,"311,906"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,"166,023","28,441","15,555","1,568,505","1,988,736","76,830",49,0,"56,233","1,251,065","3,493","30,000","5,961",0,"1,666,768",0,"14,351","9,650",0,514,0,0,0,0,"6,882,174"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,"12,410","14,285","4,254",216,"27,431","6,179",0,0,"32,326","2,885","7,475","19,000","2,847",0,"60,359","1,109","2,774","2,313",0,"1,576",0,44,0,0,"197,483"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,"18,882","4,804","2,076",50,"9,705","8,925",365,"12,000","6,795","8,573","1,563",0,407,0,"6,853",770,87,442,0,311,0,364,0,0,"82,972"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
SPECIAL PURPOSE FUNDS,0,"12,138","53,034",0,"48,408","2,543","294,244,000","347,170,754","53,139",0,0,0,"1,088,691",0,"911,940",0,37,0,0,0,0,0,0,0,"643,584,684"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,0,0,0,0,0,0,0,"61,423,293",0,0,0,0,"1,088,647",0,0,0,0,0,0,0,0,0,0,0,"62,511,940"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Department of Agrarian Reform,0,0,0,0,0,0,0,"3,988,841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,988,841"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Land Bank of the Philippines,0,0,0,0,0,0,0,"3,988,841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,988,841"
,,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Agriculture,0,0,0,0,0,0,0,"42,023,428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,023,428"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
"               Food Terminal, Incorporated",0,0,0,0,0,0,0,"40,898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,898"
               National Dairy Authority,0,0,0,0,0,0,0,"52,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,200"
               National Food Authority,0,0,0,0,0,0,0,"38,394,086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,394,086"
               National Tobacco Administration,0,0,0,0,0,0,0,"478,990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"478,990"
               Philippine Coconut Authority,0,0,0,0,0,0,0,"593,086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"593,086"
               Philippine Crop Insurance Corporation,0,0,0,0,0,0,0,"113,771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"113,771"
               Philippine Rice Research Institute,0,0,0,0,0,0,0,"418,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"418,000"
               National Livelihood Development Corporation,0,0,0,0,0,0,0,"1,912,397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,912,397"
               National Agribusiness Corporation,0,0,0,0,0,0,0,"20,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,000"
,,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Energy,0,0,0,0,0,0,0,"1,046,162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,046,162"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               National Electrification Administration,0,0,0,0,0,0,0,"21,599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,599"
               National Transmission Corporation,0,0,0,0,0,0,0,"1,024,563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,024,563"
,,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Environment and Natural Resources,0,0,0,0,0,0,0,"95,857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"95,857"
