215,Immediate agricultural assistance to Flood Affected Farming Communities due to Tropical Storm Ketsana and Typhoon Parma in region I and Cordillera Administrative Region (CAR) and support to the agriculture emergency and rehabilitation coordination,FAO,,GOP,DA,DA,1.43,1.43,,0.49,0.34,0.95,31-Dec-09,31-Mar-11,0.80,0.46,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,TA,Group Training Course
216,Immediate Restoration of Food Security in Flood-Affected Region IV-A (CALABARZON) through the Provision of Agriculture and Fisheries Inputs and Technical Support” ,FAO,,GOP,DA,DA,0.86,0.86,,0.09,0.10,0.77,17-May-10,31-Jan-11,0.88,0.78,"Agriculture, Agrarian Reform and Natural Resources",Region-specific,,,TA,Group Training Course
217,Immediate Support to Conflict Affected Populations in Mindanao,WFP,,GOP,DSWD,DSWD,,2.60,,2.60,1.00,0.00,1-Jan-06,31-Dec-10,1.00,0.00,Social Reform and Community Development,Multi-Regional,"Region X, XII and ARMM","Lanao del Norte, Sultan Kudarat,  North Cotabato, Maguindanao, and Lanao del Norte",Emergency/Relief,Group Training Course
218,Improved Access to Water Services in Metro Manila Project,WB,,GOP,To be verified,To be verified,1.05,1.05,,0.40,0.38,0.65,19-Jun-07,31-Dec-11,0.78,0.40,Infrastructure Development,Unspecified,,,Others,Group Training Course
219,"Improved Occupational Training through the Creation of a School Workshop in the Intramuros Area, Manila, Philippines, Phase 3",Spain,,GOP,NCCA,NCCA,,0.00,,0.00,#DIV/0!,0.00,1-Sep-10,30-Sep-11,0.31,#DIV/0!,Social Reform and Community Development,Region-specific,NCR,,Mixed,Group Training Course
220,Improvement of Housing and Living Environments,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,17-Oct-10,27-Nov-10,1.85,0.85,Social Reform and Community Development,Unspecified,,,TCP,Group Training Course
221,Improvement of Quality Management for Highway and Bridge Construction and Maintenance,JICA,,GOP,DPWH,DPWH,,5.67,,5.67,1.00,0.00,17-Feb-07,16-Feb-10,1.29,0.29,Infrastructure Development,Multi-Regional,"Region CAR, Region7, Region 11",,TCP,Group Training Course
222,Improvement of Social Insurance System -Pension and Health Insurance-,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,4-Oct-10,24-Oct-10,4.35,3.35,Social Reform and Community Development,Unspecified,,,TCP,Group Training Course
223,Improvement of the Flood Forecasting and Warning System for Magat Dam and Downstream Communities,NoRAD,,GOP,DOST,DOST-PAGASA,10.70,1.90,,0.00,0.00,1.90,,,#DIV/0!,#DIV/0!,Infrastructure Development,Multi-Regional,,,Others,Group Training Course
224,"Improvement of the Quality of Primary Education in the Bicol and Caraga Regions of the Republic of the Philippines, Phase  3",Spain,,GOP,DepEd,DepEd,0.91,1.24,,0.00,0.00,1.24,1-Jun-09,1-Dec-10,1.06,1.06,Social Reform and Community Development,Multi-Regional,,,Others,Group Training Course
225,Improvement of the Social Welfare System,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,19-Jul-10,12-Aug-10,7.04,6.04,Social Reform and Community Development,Unspecified,,,TCP,Group Training Course
226,Improving Disease Prevention and Control in Cavite through the Construction of a Public Health Collaboration Center,KOICA,KOICA,GOP,Provincial Government of Cavite,Provincial Government of Cavite,,3.00,,0.01,0.00,2.99,1-Jan-10,31-Dec-12,0.33,0.33,Social Reform and Community Development,Region-specific,,,Mixed,Group Training Course
227,Improving Public Expenditure Management,ADB,,GOP,DBM,DBM,0.80,0.80,0.80,0.71,0.89,0.09,18-Dec-08,30-Mar-12,0.62,-0.27,Governance and Institutions Development,Region-specific,,,Emergency/Relief,Group Training Course
228,Improving Public Expenditure Management 2,ADB,,GOP,DBM,DBM,0.80,0.80,0.80,0.22,0.27,0.58,15-Jan-10,30-Sep-11,0.56,0.29,Governance and Institutions Development,Nationwide,,,TA,Group Training Course
229,Improving the Quality and Responsiveness of Public Spending in Poor Communities (KALAHI-CIDSS),WB,,GOP,DSWD,DSWD/GPPB/TAN,0.96,0.96,,0.16,0.17,0.80,28-May-09,28-Nov-13,0.35,0.19,Social Reform and Community Development,Unspecified,,,TA,Group Training Course
230,Improving the Quality and Usefulness of the Philippine System of National Accounts,WB,,GOP,DOF,NSCB,0.40,0.40,,0.16,0.41,0.24,13-Apr-09,13-Oct-12,0.49,0.09,Governance and Institutions Development,Nationwide,,,TA,Group Training Course
231,In-Country Training Program Phase 2: Empowering Farmers Through Capacity Development in Operation and Maintenance System and Technology in Agrarian Reform Communities,JICA,,GOP,,,,0.11,,0.11,1.00,0.00,1-Dec-09,31-Mar-14,0.25,-0.75,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Group Training Course
232,Increasing Rice Supply in Regions VIII and X by Improving Farmers’ Capability through TA Trainings and Demonstration of Rice Production Technologies cum Small-Scale Irrigation Facilities,FAO,,GOP,DA-BSWM,DA-BSWM,0.50,0.50,,0.43,0.85,0.07,1-Dec-08,30-Apr-11,0.86,0.01,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,TCP,Group Training Course
233,Increasing Rice Yield and Productivity through the Promotion of Small-Scale Irrigation and Integrated Crop Management Systems in Rainfed Areas  (EC Food Facility),FAO,,GOP,DA,DA,5.98,5.98,,3.73,0.62,2.25,29-Mar-10,30-Jun-11,0.60,-0.02,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,TA,Group Training Course
234,Indigenous Peoples,UNDP,,GOP,NCIP,NCIP,,0.05,,0.03,0.65,0.02,1-Jan-10,31-Dec-11,0.50,-0.15,Governance and Institutions Development,Nationwide,,,Others,Group Training Course
235,Information Security for E-Government Promotion,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,6-Aug-10,4-Dec-10,1.23,0.23,Social Reform and Community Development,Unspecified,,,TCP,Group Training Course
236,Initial Investigation,JICA,,GOP,PNP,PNP,,0.08,,0.08,1.00,0.00,14-Mar-10,13-Mar-12,0.40,-0.60,Governance and Institutions Development,Region-specific,Manila,,TCP,Group Training Course
237,Installation method of small-scale hydro-power generation and wind power generation in rural area,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,26-Jan-10,2-Mar-10,9.31,8.31,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Country- focused Training
238,Installation Method of Small-scale Hydro-power Generation and Wind Power Generation in Rural Area,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,7-Jul-10,9-Aug-10,5.44,4.44,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Training Prog. for Young Leaders
239,Institutional Support to Public Sector Biotech Crops R&D in the Phils.,USAID,,Mixture,Various Agencies,"DA, BFAD, DOST, U.P...",0.50,0.50,,0.18,0.36,0.32,1-Oct-09,30-Sep-12,0.42,0.06,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,,,TA,Training Prog. for Young Leaders
240,Integrated Coastal Resources Management,ADB,,GOP,DENR,DENR,9.00,9.00,9.00,1.77,0.20,7.23,29-Jun-07,30-Jun-13,0.58,0.39,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,,,TA,Training Prog. for Young Leaders
241,Integrated Natural Resources and Environmental Management Sector Development Program,ADB,,GOP,DENR,DENR,1.14,1.14,1.14,0.95,0.83,0.19,10-Sep-08,30-Apr-11,0.87,0.04,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,,,TA,Training Prog. for Young Leaders
242,Integrated Solid Waste Management II,GIZ,German Government /BMZ,GOP,EMB,EMB,2.00,2.49,1.99,2.64,1.06,-0.15,1-Jan-05,31-Dec-10,1.00,-0.06,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,TCP,Training Prog. for Young Leaders
243,Integrated Sustainable Wood Pellet Manufacturing and Industrial Tree Plantation Development in the Philippines,KOICA,KOICA,GOP,DENR-FMB,DENR-FMB,,3.40,,0.02,0.01,3.38,1-Jan-10,31-Dec-12,0.33,0.33,"Agriculture, Agrarian Reform and Natural Resources",Region-specific,,,Mixed,Individual Expert
244,Integrated Transport Policy,JICA,,GOP,DOTC,DOTC,,0.30,,0.30,1.00,0.00,15-Mar-07,14-Mar-10,1.27,0.27,Infrastructure Development,Region-specific,NCR,,TCP,Country- focused Training
245,Integrated Water Resources Management,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,25-Jul-10,7-Aug-10,13.00,12.00,Infrastructure Development,Unspecified,,,TCP,Country- focused Training
246,Integrating DRR and CCA in Local Development Planning and Decision Making Processes,UNDP,,GOP,NEDA,NEDA,,2.02,,0.76,0.37,1.26,1-Jan-09,31-Dec-12,0.50,0.13,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,,,Others,Country- focused Training
247,"Inter-agency programme for nurturing peace, security and decent work through community development in conflict areas of the Philippines (Bondoc Peninsula) ",FAO,,GOP,OPAPP,OPAPP,0.99,0.99,,0.09,0.09,0.91,8-Apr-10,28-Feb-13,0.25,0.17,"Agriculture, Agrarian Reform and Natural Resources",Region-specific,,,TCP,TCP
248,Interim Caraga Project,GIZ,German Government /BMZ,GOP,NEDA,NEDA,1.75,2.44,1.53,2.03,0.83,0.40,1-Aug-09,31-Dec-10,1.00,0.17,Governance and Institutions Development,Multi-Regional,,,TCP,TCP
249,International Maritime Convention and Ship Safety Inspection,JICA,,GOP,,,,0.02,,0.02,1.00,0.00,10-Aug-10,20-Nov-10,1.41,0.41,Infrastructure Development,Unspecified,,,TCP,Individual Expert
250,International Seminar on Taxation (General Course),JICA,,GOP,,,,0.01,,0.01,1.00,0.00,22-Aug-10,21-Oct-10,2.19,1.19,Governance and Institutions Development,Unspecified,,,TCP,Individual Expert
251,International Seminar on Taxation (Senior Course),JICA,,GOP,,,,0.01,,0.01,1.00,0.00,30-Aug-10,22-Sep-10,5.45,4.45,Governance and Institutions Development,Unspecified,,,TCP,Group Training Course
252,International taxation for Asian Countries,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,26-May-10,16-Jun-10,10.75,9.75,Governance and Institutions Development,Unspecified,,,TCP,Group Training Course
253,International Terrorism Investigation,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,28-Nov-10,11-Dec-10,2.54,1.54,Governance and Institutions Development,Unspecified,,,TCP,Group Training Course
254,Internationally harmonized Plant Variety Protection System (PVP System),JICA,,GOP,,,,0.01,,0.01,1.00,0.00,23-Aug-10,29-Oct-10,1.94,0.94,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Group Training Course
255,Intra-African Training and Dissemination of Technical know-how for Sustainable Agriculture and Rural Development with Africa-ASEAN Country Cooperation within the Framework of South-south Cooperation ,FAO,,Unspecified,Unspecified,Unspecified,6.27,6.27,,3.90,0.62,2.37,1-Oct-07,30-Nov-13,0.53,-0.09,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TA,Group Training Course
256,Introduction to Solar Power Generation System for Asian Countries,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,1-Feb-10,26-Feb-10,13.20,12.20,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Group Training Course
257,Investment Adviser,JICA,,GOP,BOI,BOI,,0.26,,0.26,1.00,0.00,1-Apr-08,31-Mar-10,1.38,0.38,Governance and Institutions Development,Region-specific,NCR,,TCP,Group Training Course
258,IP-EIPSDADS,UNDP,,GOP,NCIP,NCIP,,0.97,,0.93,0.96,0.04,1-Jan-05,31-Dec-10,1.00,0.04,Social Reform and Community Development,Nationwide,,,Others,Group Training Course
259,Irrigation Development Planning and Implementation,JICA,,GOP,NIA,NIA,,0.28,,0.28,1.00,0.00,7-Jul-08,6-Jul-10,1.24,0.24,"Agriculture, Agrarian Reform and Natural Resources",Region-specific,Manila,,TCP,Group Training Course
260,Irrigation System Operation Efficiency Improvement,ADB,,GOP,NIA,NIA,1.00,1.00,1.00,0.90,0.90,0.10,6-Nov-08,31-Mar-11,0.90,0.00,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,,,TA,Group Training Course
261,Irrigators Association Strengthening Support Technical Cooperation Project,JICA,,GOP,NIA,NIA,,1.94,,1.94,1.00,0.00,1-Oct-07,30-Sep-11,0.81,-0.19,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,"La Union, Zambales, Iloilo, Capiz, Davao del Norte, Davao del Sur",,TCP,Group Training Course
262,Japanese ODA Loan Seminar,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,28-Nov-10,11-Dec-10,2.54,1.54,Governance and Institutions Development,Unspecified,,,TCP,Group Training Course
263,JSDF-Philippines: NGO Sector Efficiency and Accountability to Strengthen Service Delivery to the Poor,WB,,GOP,To be verified,To be verified,0.36,0.36,,0.35,0.96,0.01,31-May-06,30-Sep-11,0.86,-0.10,Social Reform and Community Development,Unspecified,,,Others,Group Training Course
264,Judicial Reform,USAID,,Mixture,Government and NGOs,Government and NGOs,1.70,1.70,,1.70,1.00,0.00,1-Oct-07,31-Mar-10,1.30,0.30,Governance and Institutions Development,Region-specific,,,TA,Group Training Course
265,Justice Reform Initiatives Support (JURIS),CIDA,CIDA,GOP,National Judicial Institute,National Judicial Institute,0.08,0.05,,0.08,1.40,-0.02,30-Oct-02,31-Dec-09,1.14,-0.26,Governance and Institutions Development,Unspecified,,,Others,Group Training Course
266,KALAHI-CIDSS,MCC,,GOP,DSWD,DSWD,120.00,120.00,,0.00,0.00,120.00,24-Sep-10,,0.00,0.00,Social Reform and Community Development,Multi-Regional,,,TA,Group Training Course
267,Knowledge and Management ability for the International Welding Qualification,JICA,,GOP,,,,0.04,,0.04,1.00,0.00,1-Sep-09,31-Jan-10,3.20,2.20,"Industry, Trade and Tourism",Unspecified,,,TCP,Group Training Course
268,Knowledge Management,UNDP,,GOP,NEDA - Public Investment Staff,NEDA - Public Investment Staff,,0.16,,0.15,0.96,0.01,1-Jan-07,31-Dec-10,1.00,0.04,Governance and Institutions Development,Region-specific,NCR,,Others,Group Training Course
269,"Knowledge, Communication, and Advocacy on HIV and AIDS",UNDP,,GOP,PNAC,PNAC,,0.24,,0.10,0.41,0.14,1-Jan-09,31-Dec-10,1.00,0.59,Social Reform and Community Development,Multi-Regional,,,Others,Group Training Course
270,Knowledge-based Management for ASEAN,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,12-Nov-10,23-Nov-10,4.45,3.45,Governance and Institutions Development,Unspecified,,,TCP,Group Training Course
271,KOICA-JICA JOINT TRAINING PROGRAM Environmental Protection Technology & Management for Air Pollution Control,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,6-Sep-10,17-Sep-10,10.45,9.45,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Group Training Course
272,KOICA-JICA JOINT TRAINING PROGRAM Policy and Technology for Energy Conservation and Environmental Protection in East Asia,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,16-Oct-10,29-Oct-10,5.77,4.77,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Group Training Course
273,Korea Overseas Volunteers,KOICA,KOICA,GOP,NEDA-PNVSCA,NEDA-PNVSCA,,6.71,,6.71,1.00,0.00,1-Jan-09,31-Dec-10,1.00,0.00,Unspecified,Unspecified,,,Mixed,Group Training Course
274,Land Administration and Management Project Phase II,AusAID,,GOP,,,,28.90,,17.81,0.62,11.09,19-Feb-04,30-Jun-11,0.93,0.32,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,Mixed,Group Training Course
275,Leadership for Effective and Sustained Responses to HIV and AIDS,UNDP,,GOP,DILG,DILG,,0.45,,0.22,0.50,0.23,1-Jan-09,31-Dec-10,1.00,0.50,Social Reform and Community Development,Nationwide,,,Others,Group Training Course
276,Leadership Training Program for Future Leaders in Sports for Persons with Disability,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,28-Sep-10,12-Nov-10,2.11,1.11,Social Reform and Community Development,Unspecified,,,TCP,Group Training Course
277,Lifestyle-Related Diseases Prevention,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,17-Aug-10,18-Sep-10,4.32,3.32,Social Reform and Community Development,Unspecified,,,TCP,Group Training Course
278,LINC-EG (Local Implementation of National Competitiveness for Economic Growth) Project,USAID,,GOP,Various Agencies,Various Agencies,7.00,7.00,,4.10,0.59,2.90,1-Oct-08,30-Sep-12,0.56,-0.02,"Industry, Trade and Tourism",Multi-Regional,,,TA,Group Training Course
279,Linking communities in Southeast Asia to forestry-related voluntary carbon markets      ,FAO,,GOP,DENR-FMB,DENR-FMB,0.47,0.47,,0.08,0.16,0.40,7/1/2009,30-Jun-11,0.75,0.59,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Group Training Course
280,Literacy for Peace and Development,USAID,,Mixture,DepEd/ARMM/NGOS,DepEd/ARMM/NGOS,0.25,0.25,,,0.00,0.25,9-Nov-10,8-Nov-13,0.05,0.05,Social Reform and Community Development,Multi-Regional,,,TA,Group Training Course
281,Livelihood Restoration and Improved Food Security of Internally Displaced People in Conflict Affected Communities of Mindanao ,FAO,,GOP,DAF-ARMM,DAF-ARMM,0.21,0.21,,0.15,0.70,0.06,28-Jun-10,1-Dec-10,1.20,0.49,"Agriculture, Agrarian Reform and Natural Resources",Region-specific,,,TA,Group Training Course
282,Local Governance,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,1-Jun-10,17-Jul-10,4.57,3.57,Governance and Institutions Development,Unspecified,,,TCP,Group Training Course
283,Local Governance and Fiscal,ADB,,GOP,To be verified,To be verified,1.72,1.72,1.72,1.72,1.00,0.00,13-Nov-06,16-Mar-10,1.24,0.24,Governance and Institutions Development,Nationwide,,,TA,Group Training Course
284,Local Governance and Rural Empowerment Project for Davao Region,JICA,,GOP,DIDP,DIDP,,3.36,,3.36,1.00,0.00,1-Aug-07,21-Jul-10,1.15,0.15,Governance and Institutions Development,Region-specific,DIDP(RegionXI),,TCP,Group Training Course
285,Local Governance Support for LED,CIDA,CIDA,GOP,Canadian Urban Institute,Canadian Urban Institute,0.37,0.31,,0.32,1.05,-0.02,30-Mar-05,31-Jul-10,1.08,0.02,Social Reform and Community Development,Nationwide,,,Others,Group Training Course
286,Local Government Financing and Budget Reform,ADB,,GOP,DILG,DILG,0.74,0.74,0.74,0.74,1.00,0.00,14-Mar-08,25-Aug-10,1.14,0.14,Governance and Institutions Development,Region-specific,,,Mixed,Group Training Course
287,Local Government Support Program - ARMM (LGSPA),CIDA,CIDA,GOP,Agriteam Canada,Agriteam Canada,15.51,11.10,,13.66,1.23,-2.56,1-Apr-03,30-Jun-10,1.07,-0.16,Governance and Institutions Development,Unspecified,,,Others,Group Training Course
288,Long-term Training(International Development Studies(IDS) Program by GRIPS),JICA,,GOP,,,,0.04,,0.04,1.00,0.00,1-Apr-09,31-Mar-11,0.88,-0.13,Social Reform and Community Development,Unspecified,,,TCP,Group Training Course
289,LTTP,JICA,,GOP,Training Program,Training Program,,0.07,,0.07,1.00,0.00,1-Oct-07,30-Sep-10,1.08,0.08,Social Reform and Community Development,Unspecified,,,TCP,Group Training Course
290,LTTP,JICA,,GOP,Training Program,Training Program,,0.10,,0.10,1.00,0.00,21-Sep-07,21-Sep-10,1.09,0.09,Social Reform and Community Development,Unspecified,,,TCP,Group Training Course
291,M&E,MCC,,GOP,MCC,MCC,45.20,45.20,,0.00,0.00,45.20,27-Sep-10,,0.00,0.00,Unspecified,Multi-Regional,,,Others,Group Training Course
292,Making forestry work for the poor: Adopting forest policies to poverty alleviation strategies in Asia and the Pacific  ,FAO,,GOP,DENR,DENR,0.34,0.34,,0.12,0.35,0.22,3/1/2010,3/31/2011,0.77,0.42,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TA,Group Training Course
293,Manufacturing Technology and Production Management System for Southeast Asian Countries,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,26-Jan-10,13-Mar-10,7.13,6.13,"Industry, Trade and Tourism",Unspecified,,,TCP,Group Training Course
294,Maritime Communication System,JICA,,GOP,PCG,PCG,,0.01,,0.01,1.00,0.00,11-Oct-09,31-Mar-10,2.59,1.59,Infrastructure Development,Nationwide,nation wide,,TCP,Group Training Course
295,Maritime Law Enforcement for Asia and Middle East,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,19-Oct-10,13-Nov-10,3.00,2.00,Governance and Institutions Development,Unspecified,,,TCP,Group Training Course
296,Maritime Safety Management for Engineering Instructors,JICA,,GOP,,,,0.02,,0.02,1.00,0.00,25-May-10,3-Dec-10,1.15,0.15,Infrastructure Development,Unspecified,,,TCP,Group Training Course
297,Maritime Search and Rescue and Disaster Prevention for Policy Planners,JICA,,GOP,,,,0.03,,0.03,1.00,0.00,17-Aug-10,12-Nov-10,1.58,0.58,Governance and Institutions Development,Unspecified,,,TCP,Group Training Course
298,Master Plan for the Assets and Liabilities Management of PSALM and the Administration of Universal Charge Funds Counterpart Trainings,JICA,,GOP,,,,0.07,,0.07,1.00,0.00,7-Mar-10,13-Mar-10,49.00,48.00,Governance and Institutions Development,Unspecified,,,TCP,Group Training Course
299,Master Plan Study on Flood Mitigation and Enhancement of River Environment ,JICA,,GOP,DENR-EMB,DENR-EMB,,0.26,,0.26,1.00,0.00,5-Jun-07,4-Jun-10,1.19,0.19,Infrastructure Development,Region-Specific,Cavite,,TCP,Group Training Course
300,Maternal Health (Assistance for Improvment of Regional Level Maternity Care),JICA,,GOP,,,,0.00,,0.00,1.00,0.00,27-Sep-10,3-Dec-10,1.42,0.42,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Group Training Course
301,Measures Ensuring Reliable and Sustainable Drinking Water Supply for Metro Manila After Damages Caused by Catastrophic Typhoon Project,Czech Republic,,GOP,MWSS,MWSS,39.20,1.81,,1.12,0.62,0.69,1-Aug-06,31-Dec-11,0.82,0.19,Infrastructure Development,Multi-Regional,,,Emergency/Relief,Group Training Course
302,Mentoring and Monitoring with the Regional Commission on Bangsamoro Women and the National Commission for Indigenous Peoples and Lumad and Moro Rights in ARMM ,UN Women,,GOP,PCW (formerly NCRFW),PCW (formerly NCRFW),,0.01,,0.01,1.01,0.00,1-Jan-08,31-Dec-10,1.00,-0.01,Social Reform and Community Development,Region-specific,ARMM,"Basilan, Lanao del Sur, Maguidanao, Sulu, Tawi-tawi",TA,Group Training Course
303,Metro Manila Urban Services for the Poor,ADB,,GOP,HUDCC,HUDCC,1.15,1.15,1.15,1.15,1.00,0.00,19-Sep-05,23-Apr-10,1.15,0.15,Infrastructure Development,Nationwide,,,TA,Group Training Course
304,Micro insurance Innovation Program,GIZ,German Government /BMZ,GOP,"DoF/NCC, DoH","DoF/NCC, DoH",3.00,4.40,1.40,1.85,0.42,2.54,1-Oct-08,31-Dec-12,0.53,0.11,"Industry, Trade and Tourism",Multi-Regional,,,TCP,Group Training Course
305,Microenterprise Access to Banking Services Program IV,USAID,,GOP,MEDCO,MEDCO,5.70,5.70,,4.00,0.70,1.70,1-May-08,1-Mar-13,0.55,-0.15,"Industry, Trade and Tourism",Multi-Regional,,,TA,Group Training Course
306,Micronutrient Program,USAID,,GOP,DOH,DOH-ARMM,1.25,1.25,,0.42,0.34,0.83,30-Sep-05,29-Sep-10,1.05,0.71,Social Reform and Community Development,Multi-Regional,,,TA,Group Training Course
307,Midwifery Course for Safe Motherhood,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,2-Feb-11,11-Mar-11,-0.79,-1.79,Social Reform and Community Development,Unspecified,,,TCP,Group Training Course
308,Mindanao Health Sector Policy Support Programme,EU,,Mixture,"DOH, WB","DOH, WB",10.62,15.62,,12.92,0.83,2.69,1-Jan-08,1-Jan-12,0.75,-0.08,Social Reform and Community Development,Region-specific,,,Mixed,Group Training Course
309,Mindanao Initiatives for Peace,USAID,,GOP,Various Agencies,LGU,0.50,0.50,,0.45,0.90,0.05,1-Oct-07,26-Sep-10,1.09,0.19,Governance and Institutions Development,Multi-Regional,,,TA,Group Training Course
310,Mindanao Reconstruction,USAID,,GOP,Unspecified,Unspecified,0.10,0.10,,,0.00,0.10,9-Sep-04,30-Oct-12,0.78,0.78,Social Reform and Community Development,Multi-Regional,,,TA,Group Training Course
311,Mindanao Reconstruction and Development Fund (MRDF) - Recipient Executed Part of Grant,WB,,GOP,Community and Family Services Inc.,Community and Family Services Inc.,,1.40,,1.40,1.00,0.00,25-Nov-05,28-Feb-11,0.97,-0.03,Social Reform and Community Development,Multi-Regional,,,TA,Group Training Course
312,Mindanao Reconstruction and Development Project,WB,,GOP,CSFI,CSFI,1.11,1.11,,0.25,0.23,0.86,18-Nov-09,30-Mar-13,0.33,0.11,Infrastructure Development,Unspecified,,,Others,Group Training Course
313,Mindanao Reconstruction and Development Project,WB,,GOP,Others,Others,0.61,0.61,,0.54,0.89,0.06,21-Apr-08,30-Apr-11,0.89,0.00,Infrastructure Development,Unspecified,,,Others,Group Training Course
314,Mindanao Reconstruction and Development Project-MinLand,WB,,GOP,Mindanao Land Foundation,Mindanao Land Foundation,,2.60,,0.48,0.18,2.12,11-Jan-10,30-Oct-11,0.54,0.35,Social Reform and Community Development,Multi-Regional,,,TA,Group Training Course
315,Mindanao Rural Development Program Phase II - Natural Resource Management Project,WB,,GOP,DOF,DA,6.35,6.35,,0.70,0.11,5.65,16-Oct-09,30-Jun-15,0.21,0.10,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,TA,Group Training Course
316,Mindanao Trust Fund,CIDA,CIDA,GOP,World Bank,World Bank,0.55,0.45,,0.45,0.99,0.00,17-Jun-05,1-Sep-12,0.77,-0.22,Social Reform and Community Development,Unspecified,,,Others,Group Training Course
317,Mindanao Trust Fund - Reconstruction and Development Program - TFR 2,WB,,GOP,DOF,DOF,1.40,1.40,,0.71,0.51,0.69,17-Mar-09,31-Dec-11,0.64,0.14,Infrastructure Development,Unspecified,,,TA,Group Training Course
318,Mindanao Trust Fund - Reconstruction & Development Programme 2007+2009+2010,EU,,Others,World Bank,World Bank,5.00,7.35,,3.85,0.52,3.50,1-Jan-08,1-Jan-10,1.50,0.98,Social Reform and Community Development,Nationwide,,,Capital Grant,Group Training Course
319,Mitigating Localized Conflict in Mindanao and Sulu,USAID,,GOP,Various Agencies,LGUs,0.60,0.60,,0.60,1.00,0.00,1-Oct-08,30-Sep-10,1.13,0.13,Governance and Institutions Development,Multi-Regional,,,TA,Group Training Course
320,Mitigating the Economic and Psychosocial Impacts of HIV and AIDS,UNDP,,GOP,DSWD,DSWD,,0.15,,0.06,0.39,0.09,1-Jan-09,31-Dec-10,1.00,0.61,Social Reform and Community Development,Region-specific,NCR,,Others,Group Training Course
321,Mitigation of Climate Change in the Southeast Asia and Oceania Region,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,19-Jul-10,21-Aug-10,5.06,4.06,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Group Training Course
322,Mitigation of Climate Change through Increased Energy Efficiency and Use of Clean Energy,ADB,,GOP,To be verified,To be verified,0.93,0.93,0.93,0.00,0.00,0.93,16-Dec-10,30-Sep-11,0.05,0.05,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,,,TA,Group Training Course
323,Mobile Clinic,China,China,GOP,To be verified,To be verified,,1.94,,1.94,1.00,0.00,1-May-09,30-Nov-10,1.05,0.05,Social Reform and Community Development,Multi-Regional,,,TCP,Group Training Course
324,Modules on Fundamental Official Statistics,JICA,,GOP,,,,0.03,,0.03,1.00,0.00,23-Sep-09,12-Mar-10,2.71,1.71,Governance and Institutions Development,Unspecified,,,TCP,Group Training Course
325,Mycotoxin Inspection in Food,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,25-Jan-10,8-May-10,3.26,2.26,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Group Training Course
326,National and Regional Development Policy,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,8-Sep-10,22-Oct-10,2.57,1.57,Governance and Institutions Development,Unspecified,,,TCP,Group Training Course
