psgc_brgy,own_house_and_lot_or_owner_like_possession_of_house_and_lot,rented_house_or_room_including_lot,own_house_but_rented_lot,own_house_rent_free_ lot_with_consent_of_owner,own_house_rent_free_lot_without_consent_of_owner,rent_free_house_and_lot_with_consent_of_owner,rent_free_house_and_lot_without_consent_of_owner
175212007,103,3,3,122,2,45,0
175212008,59,1,1,59,3,9,0
175212009,277,13,4,175,80,167,6
175212010,360,34,4,344,20,195,5
175212011,253,16,13,220,70,163,3
175212012,105,2,7,230,8,80,0
175212013,193,6,29,270,9,96,5
175212014,362,42,21,270,17,154,1
175212015,103,3,0,106,6,58,1
175212016,98,1,4,80,6,66,1
175212017,453,8,3,161,8,47,0
175212018,46,1,0,84,9,57,0
175212019,184,3,2,158,11,57,1
175212020,102,2,3,62,2,27,0
175213001,197,9,6,108,35,20,0
175213002,156,3,4,242,8,39,0
175213003,183,14,79,166,3,25,4
175213004,106,2,4,180,6,26,7
175213005,213,14,3,229,11,89,1
175213006,192,0,4,164,2,41,0
175213007,174,37,0,89,12,74,0
175213008,179,7,4,134,11,50,1
175214001,264,8,2,71,5,45,2
175214002,88,0,2,29,4,3,0
175214003,206,7,0,293,4,36,0
175214005,156,6,0,135,3,28,2
175214006,258,10,10,140,3,34,0
175214007,105,0,0,19,0,31,0
175214008,241,4,4,306,11,29,1
175214009,59,2,2,68,18,25,0
175214010,151,0,0,79,4,5,0
175214012,239,6,1,123,3,17,0
175214013,232,8,3,117,11,39,1
175214014,102,4,8,70,12,41,1
175214015,102,0,0,28,1,17,0
175214016,307,2,4,297,3,25,0
175214017,62,2,5,67,13,15,1
175214018,44,0,0,117,0,6,0
175214019,60,6,11,121,1,15,0
175214020,141,19,1,41,0,15,3
175214021,59,8,0,30,2,14,0
175214022,128,7,0,37,15,32,1
175214023,259,77,1,68,0,58,1
175214024,236,0,1,143,2,29,0
175214025,228,5,49,176,16,43,0
175214027,155,0,0,3,1,0,0
175214028,175,1,9,137,21,19,1
175214029,17,0,3,58,0,11,0
175215001,381,11,3,213,11,63,6
175215002,226,14,2,69,6,33,0
175215003,92,0,2,124,26,11,0
175215004,142,1,0,46,7,25,1
175215005,48,5,2,157,0,64,1
175215006,189,0,0,4,0,3,0
175215007,149,4,1,18,0,13,0
175215008,114,0,5,36,6,26,1
175215009,99,4,44,48,19,26,5
175215010,202,13,2,86,11,23,2
175215011,89,5,28,82,7,13,1
175215012,590,14,2,12,0,15,1
175215013,315,4,0,15,6,61,0
175215015,48,3,2,31,0,16,2
175215016,193,11,1,91,8,30,0
175215017,271,10,3,173,16,43,0
175215018,278,124,6,123,8,135,1
175215019,163,9,0,25,3,9,0
175215020,302,55,15,235,15,140,5
175215021,252,17,4,39,5,42,1
175215027,86,4,1,86,5,33,0
175215028,157,4,3,47,4,23,0
175215029,132,2,0,135,5,5,0
175215030,58,2,0,1,0,14,0
175215031,295,5,3,28,2,14,4
175215032,119,0,2,71,2,16,0
175215033,164,0,20,129,6,21,0
175215034,188,3,3,89,1,5,0
175215035,402,13,0,36,10,91,4
175215036,260,10,0,7,1,52,1
175215037,128,17,3,0,4,15,0
175215038,91,7,26,72,6,11,0
175301001,147,3,0,73,5,16,0
175301002,182,6,1,36,4,30,0
175301003,284,13,7,246,9,49,8
175301004,106,3,4,70,3,11,0
175301005,298,2,2,56,2,21,0
175301006,53,3,2,43,0,10,0
175301007,255,7,2,87,10,57,2
175301008,273,4,1,116,6,41,9
175301009,226,1,1,26,4,23,0
175301010,115,10,8,37,2,27,0
175301011,224,3,0,37,0,19,0
175301012,352,24,11,135,18,76,4
175301014,363,7,22,88,9,36,1
175301015,214,0,1,32,6,12,5
175301016,272,22,24,226,58,49,1
175301017,118,1,3,78,2,14,1
175301018,175,1,8,119,4,34,3
175301019,104,9,2,270,23,33,0
175301020,167,2,2,59,0,22,2
175302002,243,15,376,265,65,38,1
175302003,262,17,177,207,13,32,0
175302004,192,6,15,24,2,21,0
175302005,11,0,1,43,3,2,0
175302006,43,1,3,24,2,0,0
175302007,79,2,6,11,1,4,0
175302008,31,0,2,10,0,6,0
175302009,65,1,2,14,1,1,0
175302010,118,1,1,16,0,2,0
175302011,185,0,2,23,1,3,0
175303001,96,0,1,40,3,7,0
175303004,102,0,1,50,1,16,0
175303005,67,0,1,33,2,4,0
175303006,96,3,4,25,3,6,0
175303007,81,1,1,58,13,7,0
175303008,93,0,2,62,16,10,1
175303009,106,1,5,54,9,14,0
175303010,86,0,0,40,2,5,0
175303011,87,0,0,24,3,0,0
175303012,91,1,2,23,0,6,0
175303013,240,1,8,90,18,23,0
175303014,334,14,4,77,24,40,2
175303015,250,18,6,125,81,63,2
175304001,104,2,0,14,6,4,0
175304002,52,0,0,42,2,7,0
175304003,612,8,13,762,82,116,29
175304005,229,0,3,42,3,7,0
175304006,279,4,5,168,19,22,0
175304007,127,1,2,78,4,13,0
175304008,419,16,226,655,45,51,34
175304009,197,4,2,52,2,2,0
175304011,14,0,8,136,11,1,0
175304012,29,0,0,8,0,0,2
175304019,78,1,1,11,6,2,1
175304020,219,1,0,111,3,6,0
175304021,330,1,0,136,3,15,1
175304022,40,0,2,166,10,20,0
175304024,29,11,3,16,7,11,0
175304025,57,7,8,14,5,10,0
175304026,42,4,2,23,3,12,2
175304027,38,14,4,24,11,10,11
175304028,70,7,2,30,7,16,0
175304029,102,5,5,81,8,62,2
175305001,396,7,6,99,5,25,1
175305002,225,11,8,71,6,11,0
175305003,244,0,0,45,3,14,0
175305004,466,12,3,190,12,12,0
175305005,170,0,2,72,2,2,0
175305006,354,4,13,156,19,41,1
175305007,285,13,5,55,1,29,0
175305008,227,0,2,146,6,21,6
175305009,113,2,4,40,1,35,0
175305010,778,67,23,296,38,139,4
175305011,285,4,2,99,1,14,0
175305012,210,2,0,51,4,19,0
175305013,827,592,132,501,27,501,5
175305014,237,5,20,117,8,77,0
175305015,242,7,9,74,3,15,0
175305016,287,2,0,36,4,9,0
175305017,481,25,15,72,4,54,0
175305018,144,1,0,40,4,18,0
175305019,170,3,2,47,18,23,0
175305020,113,6,4,21,6,25,0
175305021,173,1,28,89,1,17,0
175305022,534,6,12,225,6,23,0
175306001,215,2,0,89,6,11,0
175306002,496,4,3,161,27,26,6
175306003,444,11,8,267,14,20,1
175306004,358,4,18,125,5,70,3
175306005,381,1,0,73,20,4,0
175306006,672,15,4,273,49,34,1
175306010,413,19,3,169,53,31,9
175306011,395,2,1,135,11,19,1
175306012,284,9,2,149,17,9,0
175306013,295,6,4,204,2,39,0
175306014,169,1,0,91,9,44,0
175306015,687,37,21,386,57,71,15
175306017,230,76,9,203,72,47,4
175306018,196,50,30,71,14,40,4
175306023,406,7,3,143,32,35,2
175306024,326,9,12,95,9,31,1
175306025,246,2,6,175,10,28,1
175306026,88,0,1,97,7,9,0
175307001,104,2,7,60,8,8,0
175307002,352,10,6,77,46,18,0
175307004,270,7,13,87,29,25,1
175307005,123,1,6,92,9,37,1
175307006,149,1,0,43,27,13,1
175307007,147,3,1,105,10,16,0
175307008,115,1,1,57,0,4,0
175307009,127,16,0,39,403,28,0
175307010,102,2,0,27,6,3,0
175307011,212,3,1,25,0,1,0
175307012,363,25,50,142,10,35,3
175307013,133,4,0,36,1,4,0
175307014,69,1,5,46,2,15,0
175307015,143,1,2,76,4,20,1
175308001,59,0,2,7,2,3,0
175308002,29,1,0,0,0,1,0
175308003,50,1,0,3,0,2,1
175308004,24,1,0,9,0,1,0
175308005,22,0,0,2,0,0,0
175308006,137,1,6,86,5,14,0
175308007,96,0,0,10,0,0,0
175308008,68,14,0,1,0,0,0
175308009,177,3,2,15,0,1,0
175308010,50,1,0,4,1,0,0
175308011,185,2,2,16,0,1,0
175308012,42,0,0,6,0,0,0
175309001,106,0,0,31,1,2,0
175309002,208,6,7,183,10,9,1
175309003,494,11,4,28,6,11,0
175309004,175,0,0,18,2,3,0
175309005,204,10,2,333,1,16,2
175309006,217,0,122,18,39,1,0
175309008,180,1,1,44,11,22,0
175309009,146,3,2,91,14,61,0
175309010,338,6,2,96,10,16,2
175309011,260,1,2,79,1,11,1
175309012,153,0,0,10,0,0,0
175309013,161,6,0,93,5,10,1
175309016,351,61,27,232,6,72,0
175309017,102,37,1,24,2,12,1
175309018,117,45,0,3,1,11,0
175309019,76,11,17,25,0,8,0
175309020,290,74,13,60,24,59,0
175309022,173,13,0,98,8,31,0
175309023,234,3,3,128,25,75,3
175309024,400,104,92,550,17,28,0
175309025,275,3,2,3,1,7,0
175309026,420,11,0,65,1,20,1
175309032,223,13,25,91,8,13,0
175310001,136,1,0,38,2,13,0
175310002,66,4,8,17,2,10,0
175310003,48,40,40,146,27,20,3
175310004,79,0,0,36,1,17,0
175310005,171,3,1,75,8,16,0
175310006,95,7,44,15,3,3,0
175310007,92,6,1,16,2,19,0
175310008,121,2,2,47,2,11,0
175310009,141,1,9,36,5,12,2
175310010,157,16,5,239,11,14,1
175310011,218,4,0,87,4,21,0
175310012,169,4,1,44,3,12,0
175310014,179,7,0,132,4,15,4
175310015,183,6,1,124,7,22,3
175310016,179,24,154,203,44,24,1
175310017,51,14,2,28,2,25,2
175310018,40,1,0,43,0,3,0
175311001,176,3,4,152,3,19,0
175311002,234,3,0,49,1,10,1
175311003,45,0,0,14,0,7,0
175311004,200,5,1,37,0,9,0
175311005,143,0,0,48,1,14,0
175311006,138,0,3,11,0,4,0
175311007,290,1,4,48,7,22,0
175311008,263,18,7,94,9,29,0
175311009,272,2,1,115,3,38,0
175311010,288,6,0,96,1,11,0
175311011,252,4,0,60,3,19,0
175311012,138,3,0,36,2,21,1
175311013,366,20,19,91,12,36,0
175311014,214,0,1,35,0,8,0
175311015,245,5,3,28,2,35,1
175311016,143,3,3,15,3,10,0
175312001,115,3,2,66,2,53,12
175312002,234,79,7,118,9,56,8
175312003,374,8,18,54,9,9,4
175312004,168,9,3,200,9,23,1
175312005,108,29,31,51,7,22,1
175312006,205,39,2,33,6,8,0
175312007,264,5,5,100,4,37,0
175312008,168,48,10,58,11,26,1
175312009,364,76,27,85,18,20,0
175312010,157,1,4,137,9,18,6
175312011,103,34,18,14,2,23,0
175312012,323,8,0,66,4,3,0
175312013,220,4,2,72,1,17,0
175312014,490,10,20,227,55,38,1
175312015,206,12,8,101,16,27,2
175312016,124,16,6,57,32,4,0
175312017,422,16,85,227,53,24,1
175312018,150,2,1,92,0,10,0
175313001,182,4,0,20,3,9,0
175313002,127,0,3,47,3,4,0
175313003,180,0,5,30,3,9,0
175313004,69,0,3,35,2,0,0
175313006,236,5,9,93,6,17,2
175313007,200,4,14,249,9,18,0
175313008,193,4,7,46,6,8,0
175313009,193,8,5,61,5,27,0
175313010,576,24,22,200,15,46,2
175313011,176,7,2,39,3,7,0
175314001,70,9,0,12,25,1,0
175314002,293,2,3,50,26,6,0
175314003,196,2,1,36,1,8,0
175314004,125,3,18,40,24,24,2
175314005,124,2,2,9,2,2,0
175314006,122,0,1,12,0,2,0
175314007,187,2,0,11,2,2,5
175314008,93,0,0,12,0,0,0
175314009,195,2,0,22,1,12,1
175314010,321,3,2,34,3,13,0
175314011,388,14,1,29,0,6,0
175315001,456,45,9,307,91,105,7
175315002,662,10,9,174,22,108,6
175315003,173,1,7,59,12,54,2
175315004,126,15,14,111,47,90,7
175315005,321,19,8,135,33,57,1
175315006,152,4,5,106,12,23,0
175315007,422,22,10,324,69,114,29
175315008,482,22,19,142,31,77,1
175315009,80,0,1,59,4,16,0
175315010,156,1,0,73,18,25,4
175315011,286,2,1,113,23,26,0
175315012,338,15,9,131,9,37,0
175315013,322,5,6,213,22,103,4
175315014,704,99,23,292,35,173,6
175315015,474,59,34,375,74,75,24
175315016,762,43,7,212,36,107,1
175315017,268,12,6,112,21,104,1
175315018,46,2,0,51,7,34,2
175315019,271,9,1,71,22,49,0
175315020,190,7,0,81,40,32,1
175315021,88,4,3,64,6,8,0
175315022,260,3,15,129,8,36,1
175315023,254,36,30,271,66,61,1
175316001,301,11,15,172,79,47,1
175316002,322,25,15,242,63,94,6
175316003,91,4,5,48,15,10,3
175316004,4,15,1,1,4,10,13
175316005,85,52,61,137,408,116,24
175316006,14,36,3,80,291,102,36
175316008,161,55,16,118,53,66,1
175316009,85,49,22,217,167,60,2
175316010,152,6,5,94,11,49,1
175316011,101,7,14,154,9,52,1
175316012,315,22,35,182,34,59,4
175316013,156,2,1,104,4,34,1
175316014,222,4,4,129,20,49,4
175316015,544,44,10,200,19,134,1
175316016,15,2,3,59,13,31,5
175316017,6,1,5,14,6,4,0
175316018,221,8,2,142,16,48,1
175316019,214,12,41,172,23,45,4
175316020,5,12,1,8,21,28,1
175316021,175,3,1,146,10,30,3
175316022,18,19,2,53,94,31,25
175316023,123,7,9,93,58,26,0
175316025,0,0,0,0,0,2,0
175316026,204,2,3,87,42,42,14
175316027,8,20,24,25,31,7,4
175316028,8,16,2,1,4,21,0
175316029,146,2,3,118,36,40,4
175316030,80,0,0,54,2,4,0
175316031,251,5,3,68,9,28,3
175316032,3,3,2,4,14,6,2
175316033,8,13,2,14,2,8,4
175316034,27,35,31,21,10,22,9
175316035,111,84,31,72,277,53,30
175316036,5,11,0,21,14,17,1
175316037,41,25,18,51,59,88,18
175316038,20,20,6,17,13,15,0
175316039,23,17,5,35,9,2,0
175316040,0,0,0,7,1,13,0
175316041,249,12,9,136,32,18,2
175316042,73,2,0,41,0,5,0
175316043,26,7,1,111,177,21,23
175316044,62,23,38,41,3,19,1
175316045,140,2,2,83,12,75,4
175316046,290,55,57,165,49,125,6
175316047,192,128,35,265,165,98,8
175316048,172,108,60,293,43,152,3
175316049,198,3,2,87,14,28,0
175316050,83,3,1,57,25,47,0
175316051,426,46,20,440,111,61,4
175316052,3,1,0,10,27,3,0
175316053,281,72,20,208,20,103,5
175316054,1,1,0,5,0,0,0
175316055,268,29,38,71,22,52,3
175316056,91,2,3,85,19,15,2
175316057,153,4,15,111,30,35,1
175316058,230,29,12,318,6,43,2
175316059,17,23,14,19,13,11,1
175316060,70,1,1,83,3,13,0
175316061,36,8,2,14,3,3,0
175316062,326,163,6,105,33,132,10
175316063,328,4,3,195,32,101,6
175316064,300,18,9,209,82,177,25
175316065,114,60,10,91,256,109,9
175316066,250,71,39,109,12,64,10
175316067,118,58,32,96,20,77,4
175317001,1317,305,71,458,256,238,11
175317002,541,9,5,172,15,68,0
175317003,325,16,17,108,8,39,1
175317005,309,9,3,100,10,28,2
175317011,647,13,7,330,14,43,0
175317012,671,12,3,104,43,77,2
175317014,302,1,7,90,15,49,0
175317016,784,11,18,296,13,105,1
175317017,661,3,2,180,1,43,1
175317020,305,1,0,116,5,38,13
175317021,698,18,6,290,9,55,0
175317023,263,3,0,65,0,24,0
175317024,462,12,1,155,5,50,0
175317025,583,5,1,77,96,46,4
175318001,494,8,16,174,22,77,0
175318002,193,2,1,58,1,5,0
175318003,98,4,2,69,31,12,0
175318004,355,3,16,187,3,38,0
175318005,331,11,2,222,14,55,1
175318006,73,8,2,30,41,17,1
175318008,105,0,4,63,12,19,0
175318009,619,13,5,220,4,65,0
175318010,163,4,7,126,2,16,0
175318011,209,9,3,54,25,16,0
175318012,187,3,2,52,20,10,0
175318013,311,25,5,123,52,38,0
175318014,200,2,4,116,4,25,0
175318015,294,28,49,196,109,52,1
175318017,82,2,2,104,2,11,0
175318018,92,2,0,69,1,0,0
175318019,113,1,2,24,8,14,0
175318020,184,7,5,82,3,11,0
175318021,131,5,5,83,2,9,0
175318022,128,5,1,58,23,18,0
175318023,249,4,11,107,20,30,1
175318024,317,7,16,140,16,27,0
175318025,135,6,2,94,14,8,1
175318026,176,7,8,177,35,21,0
175318028,294,14,7,430,70,58,3
175318029,133,19,5,21,3,32,0
175318030,224,32,44,253,86,41,0
175318031,418,60,163,293,58,92,5
175318032,2,0,0,0,2,0,0
175318033,23,0,0,90,40,1,0
175318034,246,5,22,119,4,17,0
175319001,439,23,21,305,125,63,13
175319002,158,5,11,132,30,36,3
175319003,360,13,14,308,49,99,1
175319004,102,2,0,68,1,30,0
175319005,365,10,16,177,15,73,1
175319006,124,1,2,119,5,25,0
175319007,528,39,60,487,29,184,4
175319008,563,84,86,300,17,103,1
175319009,162,7,0,29,2,24,0
175319010,82,1,115,65,2,1,0
175320001,429,11,26,244,18,68,2
175320002,188,8,4,105,8,42,0
175320003,236,4,1,129,8,26,0
175320004,136,5,4,62,4,10,0
175320005,344,12,8,152,15,63,2
175320006,143,7,15,136,19,10,3
175320007,176,2,6,39,3,22,0
175320008,660,19,19,209,67,101,3
175320009,401,28,26,263,13,26,1
175320010,113,0,2,29,7,19,0
175320011,89,6,18,129,6,4,1
175320012,175,1,2,39,6,11,1
175320013,492,66,46,284,59,144,3
175320014,172,0,0,32,1,11,1
175320015,315,17,5,185,25,77,0
175320016,112,4,3,72,7,14,0
175320017,212,1,3,33,9,39,1
175320018,315,7,12,171,8,33,0
175320019,133,11,152,174,24,10,3
175320020,1066,163,87,382,87,192,29
175320021,271,12,11,73,23,27,1
175320022,283,18,2,132,8,51,1
175320023,167,7,3,48,0,14,1
175320024,172,3,3,47,3,8,1
175320025,307,5,10,195,11,49,3
175320026,76,0,0,10,4,48,0
175320027,300,9,7,81,23,30,1
175320028,50,0,4,62,5,10,0
175320029,122,4,1,49,4,24,0
175320030,86,4,4,91,24,42,2
175320031,289,6,30,66,32,55,0
175322001,47,5,0,2,3,37,0
175322002,71,2,2,14,2,26,1
175322003,130,3,22,113,9,25,1
175322004,43,2,0,1,0,4,0
175322005,163,3,0,71,3,36,1
175322006,160,7,0,15,1,29,1
175322007,151,13,1,11,13,68,1
175322008,227,0,2,24,4,21,1
175322009,243,6,2,16,5,35,1
175322010,384,27,3,28,9,93,4
175322011,92,13,0,12,0,57,0
175322012,59,0,1,1,2,13,0
175322013,110,5,0,18,4,7,0
175322014,181,0,0,5,4,21,0
175323001,346,4,5,147,10,43,3
175323002,346,6,1,41,8,35,1
175323003,734,23,35,336,29,180,7
175323004,326,6,1,86,24,19,0
175323005,333,6,1,140,7,32,7
175323006,782,11,11,220,16,68,1
175323007,237,1,2,79,10,23,4
175323008,619,7,5,214,12,77,5
175323009,1066,69,32,399,31,253,4
175323010,754,4,5,99,20,68,1
175323011,457,9,4,158,29,35,4
175324001,416,6,3,145,27,23,0
175324002,270,0,6,235,36,17,0
175324003,277,3,10,155,9,11,0
175324004,561,4,2,120,13,16,0
175324005,846,7,1,196,31,19,1
175324006,804,30,3,336,7,95,2
175324007,340,1,1,64,4,28,0
175324008,504,8,2,244,8,40,1
175324009,428,6,1,172,5,17,1
175901001,225,17,1,62,1,8,0
175901002,171,0,0,76,3,6,0
175901003,243,1,1,115,4,9,0
175901004,41,4,0,129,1,4,0
175901005,227,1,2,74,10,8,0
175901006,66,6,3,37,2,22,0
175901007,207,5,0,29,0,10,0
175901008,340,4,0,89,5,17,1
175901009,142,0,0,77,1,1,0
175901010,178,5,2,87,2,13,1
175901011,92,0,0,43,1,9,0
175901012,178,0,0,65,0,13,1
175902001,106,1,0,6,2,5,0
175902002,95,0,0,10,0,2,0
175902004,47,0,0,13,1,0,0
175902005,11,0,0,6,0,0,0
175902006,40,0,0,20,0,5,0
175902007,67,0,0,16,1,6,0
175902008,21,0,1,5,0,2,0
175902009,59,0,0,22,0,5,0
175902010,206,5,0,27,3,32,2
175902011,72,0,0,14,0,8,0
175902012,95,1,0,3,0,5,0
175902013,25,0,0,8,0,2,0
175902014,23,0,0,2,0,0,0
175902015,63,0,0,22,0,7,0
175902016,115,1,1,11,2,8,0
175902017,87,1,0,13,1,2,0
175902018,60,0,0,27,1,5,0
175903001,80,0,0,46,1,14,0
175903002,317,2,3,107,5,38,0
175903003,245,2,2,124,3,9,0
175903004,197,3,3,131,4,26,0
175903005,185,3,0,78,1,15,0
175903006,333,0,0,236,2,14,1
175903007,184,2,2,64,3,13,0
175903008,75,0,0,52,3,5,0
175903009,104,3,0,37,6,3,0
175903010,203,0,1,84,0,14,2
175903011,151,1,5,185,13,34,0
175903012,168,15,13,57,73,40,8
175903013,110,1,3,180,4,30,0
175903014,226,0,2,66,4,10,0
175904001,202,2,0,143,2,6,0
175904002,163,4,1,85,4,25,1
175904003,267,12,1,17,3,29,0
175904004,58,0,3,75,1,19,1
175904005,175,2,0,80,5,21,0
175904006,176,4,1,61,1,9,0
175904007,111,0,2,111,8,4,0
175905002,73,1,0,43,0,15,0
175905003,68,1,0,58,1,21,0
175905004,63,0,0,20,0,6,0
175905005,70,1,0,35,0,6,0
175905006,121,3,1,74,0,36,0
175905007,64,1,0,16,0,14,0
175905008,46,0,0,27,0,7,0
175905009,44,0,0,42,0,0,0
175905010,33,0,0,23,0,4,0
175906001,280,1,0,35,0,27,1
175906002,64,0,0,27,2,7,0
175906003,107,0,0,37,0,6,0
175906004,120,0,0,17,1,17,0
175906005,64,1,0,2,0,4,0
175906006,173,0,0,20,0,14,0
175906007,135,0,0,13,0,11,0
175906008,50,3,0,11,0,7,0
175906009,178,0,0,0,0,3,1
175906010,218,0,1,9,0,8,1
175906011,110,9,1,9,1,7,0
175906013,95,0,0,30,2,6,3
175906014,200,0,0,7,3,1,0
175906015,73,1,0,25,1,4,0
175906016,89,2,1,2,0,3,0
175907001,154,3,2,181,14,11,0
175907002,152,0,0,57,2,13,0
175907003,179,1,15,77,0,39,0
175907004,65,1,1,120,1,17,1
175907005,114,8,0,49,2,24,0
175907006,149,3,0,187,1,11,0
175907007,220,8,0,285,2,39,1
175907008,175,1,2,84,2,12,0
175907009,84,0,0,115,1,16,0
175907011,391,28,4,209,6,65,0
175907012,382,4,1,202,3,55,1
175907013,30,0,0,76,3,5,0
175908001,116,11,0,48,1,8,1
175908002,173,0,0,109,3,25,0
175908003,59,1,0,121,45,14,3
175908004,114,1,1,100,8,34,0
175908005,164,2,0,124,1,16,5
175908006,104,1,0,72,5,15,0
175908007,257,14,4,119,40,36,1
175908008,49,1,3,37,2,14,0
175908009,226,1,2,178,5,95,0
175909002,85,2,0,143,0,5,0
175909003,44,0,1,49,0,30,0
175909004,158,5,2,100,12,4,0
175909005,69,3,0,28,0,21,1
175909006,57,4,1,57,1,10,0
175909008,159,1,1,114,9,16,1
175909010,118,7,5,91,1,7,0
175909012,396,9,0,136,4,27,0
175909014,311,3,2,82,5,26,0
175909015,46,0,0,115,2,4,0
175909016,47,0,0,45,0,0,0
175909017,320,38,1,102,6,41,0
175909018,243,28,3,254,3,14,0
175909020,6,4,0,8,1,6,0
175909021,11,3,3,20,2,10,0
175909022,91,0,0,53,0,3,0
175909023,66,0,2,94,53,1,0
175909024,42,0,2,62,12,2,0
175909025,204,11,1,129,4,4,0
175909026,16,6,1,17,0,7,0
175909027,54,0,1,86,0,0,0
175909029,93,2,10,100,6,7,0
175909030,283,1,1,163,4,28,0
175909031,6,4,0,2,0,9,0
175909032,330,3,0,59,3,18,0
175910001,59,0,4,67,0,11,0
175910002,111,0,2,69,5,9,1
175910003,173,0,0,40,1,16,0
175910004,127,0,0,49,0,7,1
175910005,90,0,3,53,3,13,0
175910006,145,13,4,50,1,15,0
175910007,136,8,3,88,3,9,0
175910008,203,2,29,144,2,10,0
175910009,9,1,3,79,3,19,0
175910010,226,16,4,220,14,40,0
175910011,101,9,2,59,3,7,0
175910012,318,29,50,267,90,66,2
175910013,84,1,0,65,0,13,0
175910014,102,0,0,27,1,8,0
175910015,172,3,4,112,4,19,0
175910016,101,4,1,71,1,18,0
175910017,147,5,9,80,0,23,0
175910018,87,11,6,58,4,5,0
175910019,63,3,4,68,1,7,0
175910020,118,18,56,64,4,13,0
175910021,148,7,3,56,0,8,0
175910022,90,2,0,57,1,13,1
175910023,121,3,19,63,1,7,0
175910024,83,1,1,37,0,6,1
175910025,17,4,7,4,0,7,0
175910026,10,8,10,6,1,11,1
175910027,144,42,4,26,0,21,0
175910028,37,17,0,8,0,19,1
175910029,160,1,4,108,3,18,1
175910030,219,6,2,71,1,22,0
175910031,53,5,4,46,0,12,0
175911001,204,3,1,94,8,18,0
175911002,240,1,0,133,2,19,0
175911004,137,2,0,36,1,10,0
175911005,138,2,0,111,27,19,1
175911006,188,3,0,108,0,12,0
175911007,245,3,4,218,2,27,0
175911008,118,0,0,46,1,9,0
175911011,156,2,0,282,2,9,0
175911012,174,8,30,210,5,16,1
175911013,72,2,0,83,2,13,0
175911015,75,0,0,112,2,7,0
175911016,251,10,0,130,2,24,2
175911017,244,19,30,22,4,24,1
175911018,189,2,0,92,6,26,0
175911019,53,0,0,39,0,9,0
175912001,160,0,5,89,6,13,1
175912002,201,2,8,106,3,17,0
175912003,86,2,0,40,7,7,2
175912004,250,3,0,116,4,16,0
175912005,206,0,0,81,0,15,0
175912006,155,0,4,44,1,20,1
175912007,143,1,3,88,2,12,1
175912008,154,2,9,113,0,14,0
175912009,179,2,0,62,3,22,0
175912010,136,11,1,107,1,25,0
175912011,242,2,16,126,1,9,1
175912012,103,2,0,49,0,4,0
175912013,68,1,0,30,2,4,0
175913001,116,3,0,79,1,12,0
175913002,213,4,0,167,5,32,1
175913003,254,0,0,61,0,12,0
175913004,166,12,7,99,8,33,3
175913005,202,7,2,158,2,34,0
175913006,132,3,3,104,4,5,0
175913007,210,1,0,123,5,12,0
175913008,273,1,0,79,4,21,0
175913009,91,8,0,100,1,11,0
175913010,135,0,0,91,0,6,0
175913011,177,4,0,63,0,21,1
175913012,486,20,4,240,4,22,0
175914001,290,3,0,42,2,9,0
175914002,131,1,0,35,2,4,0
175914003,424,2,0,52,3,17,0
175914004,227,3,0,47,1,5,0
175914005,559,13,3,60,5,20,0
175915001,203,0,1,155,5,12,0
175915002,218,1,0,131,3,7,0
175915003,127,1,1,135,0,9,0
175915004,132,0,0,46,0,10,0
175915005,217,4,0,129,4,26,0
175915006,89,0,0,69,9,11,0
175915007,190,0,1,110,3,12,1
175915008,99,0,1,162,7,7,0
175915009,109,0,1,195,6,6,0
175915010,264,11,1,246,2,21,0
175915011,268,1,1,156,6,23,0
175916001,88,0,0,45,2,6,1
175916002,87,1,2,88,2,10,0
175916003,53,0,1,30,0,67,0
175916004,253,3,0,82,4,22,1
175916005,75,1,1,137,1,2,0
175916006,106,9,3,112,6,87,0
175917001,156,2,0,58,6,30,0
175917002,386,5,7,94,1,83,0
175917003,280,3,2,94,7,62,1
175917004,116,0,0,29,4,28,0
175917005,234,0,0,39,2,29,0
175917006,109,0,0,35,1,15,0
160201001,207,6,6,164,6,44,1
160201002,138,7,41,98,0,17,0
160201003,284,5,13,213,3,73,3
160201004,201,8,62,371,6,40,1
160201007,151,9,5,174,4,26,0
160201008,167,0,11,78,2,18,0
160201009,69,3,9,152,6,21,0
160201010,375,49,36,378,6,106,2
160201011,297,27,32,295,4,88,0
160201013,225,8,19,126,0,49,0
160201014,69,14,6,116,1,33,1
160201015,258,34,67,107,11,57,0
160201016,165,11,13,60,4,33,0
160201017,136,16,1,53,0,13,0
160201018,151,29,70,43,0,33,1
160201019,100,10,19,56,0,15,0
160201020,68,7,16,75,1,37,0
160201021,47,14,14,237,1,13,0
160201022,126,29,46,246,11,39,0
160201023,264,4,19,244,4,49,0
160201024,166,10,29,212,9,49,0
160201025,246,6,57,253,14,44,0
160201026,196,7,2,145,2,49,0
160201027,148,0,3,94,1,29,0
160201028,392,9,18,169,17,61,0
160202002,94,14,5,30,3,14,0
160202003,258,23,98,229,15,106,15
160202004,794,251,117,226,27,181,13
160202006,103,10,80,116,49,73,0
160202007,51,27,33,158,8,54,1
160202008,268,12,29,369,24,72,1
160202009,22,2,1,31,5,3,0
160202010,169,1,13,146,6,31,0
160202012,563,100,66,342,7,259,1
160202013,178,1,12,98,1,20,0
160202014,328,52,117,344,66,59,5
160202016,18,5,30,149,23,58,28
160202017,212,33,38,372,3,66,0
160202018,101,4,23,143,13,30,4
