psgc_brgy,hearing,visual,speech,orthopedic,multiple_ disabilities,mental,other,no_ household_member_is_disabled
23114063,0,1,4,1,2,1,0,195
23114064,0,1,1,1,1,1,1,117
23114065,1,4,0,1,0,0,3,89
23114066,1,2,2,1,1,0,3,95
23114067,6,3,0,1,7,3,23,197
23114068,6,8,0,2,0,1,6,209
23114070,3,3,1,0,9,0,7,116
23114071,0,0,0,4,1,0,3,128
23114072,0,1,0,0,0,0,0,37
23114073,4,2,0,0,4,0,5,164
23114074,0,3,0,0,4,0,0,123
23114075,0,5,0,0,3,3,1,50
23114076,1,3,0,3,2,0,1,179
23114077,1,1,1,5,3,0,1,101
23114079,2,9,0,0,14,3,18,298
23114080,0,0,0,0,0,0,0,89
23114081,1,1,6,4,4,0,2,479
23114082,1,1,0,0,0,0,2,133
23114083,0,2,0,0,0,0,3,149
23114084,0,7,1,1,3,0,9,120
23114085,0,2,2,0,0,0,2,62
23114086,4,7,2,0,2,2,11,169
23114087,1,16,0,5,5,1,33,201
23114088,0,11,2,1,2,0,8,95
23114089,0,6,0,1,5,1,9,101
23114091,0,3,1,5,1,4,2,332
23114092,2,6,4,10,8,5,7,771
23114093,1,3,0,2,1,0,11,216
23114094,3,4,0,2,3,0,3,141
23114095,1,0,0,0,1,0,0,115
23114096,13,17,1,0,2,1,4,303
23114097,4,4,0,0,9,1,3,87
23114098,0,3,0,1,1,1,4,76
23114099,0,0,3,5,6,1,9,184
23114100,0,0,0,1,0,0,0,25
23114101,1,0,0,1,1,0,0,106
23114102,0,0,0,0,0,1,0,164
23114103,2,4,1,0,0,0,7,123
23114104,3,10,0,1,3,0,6,77
23115001,4,3,0,1,1,1,5,88
23115002,1,0,0,1,0,0,3,55
23115003,1,3,0,1,1,0,1,65
23115004,1,1,2,1,0,0,2,55
23115005,0,1,0,0,0,1,0,41
23115006,2,3,1,2,3,1,7,111
23115007,3,9,2,1,1,2,2,120
23115008,2,2,0,0,1,0,2,45
23115009,3,4,1,0,1,0,0,53
23115010,4,0,1,1,2,2,0,104
23115011,0,1,0,0,1,0,0,70
23115012,2,5,0,0,1,2,4,178
23115013,1,2,0,2,0,0,1,54
23115014,0,1,0,1,0,0,1,67
23115015,0,0,0,0,0,0,0,37
23115016,0,0,0,0,0,0,2,28
23115017,2,6,0,0,4,1,4,95
23115018,3,1,0,1,0,0,2,96
23115019,0,0,0,0,1,0,5,90
23115020,1,1,0,0,1,2,1,73
23115021,1,1,0,1,0,0,3,88
23115022,0,2,0,1,0,1,0,72
23115023,0,0,0,0,5,1,1,115
23115024,6,1,1,2,2,6,3,124
23115025,1,2,0,1,0,0,3,83
23115026,1,1,1,2,2,1,2,122
23115028,0,0,0,0,0,0,4,39
23115030,2,0,0,3,0,2,1,50
23115031,1,1,0,1,2,1,1,34
23115032,0,0,0,0,0,0,1,109
23115033,0,1,1,0,2,1,1,88
23115034,2,0,0,3,2,1,2,96
23115035,2,1,2,3,1,2,0,107
23115036,1,1,0,1,0,0,0,64
23115037,0,4,0,0,1,0,0,27
23115038,0,1,0,2,0,0,2,87
23115039,1,4,0,2,4,1,7,170
23115040,2,3,0,0,2,0,0,23
23115041,3,5,1,1,2,0,4,139
23115042,0,1,0,1,0,0,0,58
23115043,0,1,1,1,1,1,0,150
23115044,2,0,0,1,2,0,0,86
23116001,1,0,3,0,1,4,2,182
23116002,0,0,0,0,2,1,0,58
23116003,1,5,2,2,1,1,5,224
23116004,0,0,0,0,0,0,0,73
23116005,1,1,1,1,1,3,3,127
23116006,0,0,0,0,1,0,2,127
23116007,1,1,0,2,1,2,1,235
23116008,0,2,2,4,4,0,0,208
23116009,0,2,3,0,1,0,0,130
23116010,0,1,0,0,1,1,0,91
23116011,0,1,0,3,2,0,0,95
23116012,0,0,0,0,0,0,0,72
23116013,0,1,1,1,2,2,4,217
23116014,0,2,1,0,2,1,1,167
23116015,1,2,0,0,3,2,2,230
23116016,0,1,0,1,0,0,0,80
23116017,1,0,0,2,1,0,0,163
23116018,5,0,1,2,2,1,4,292
23116019,0,3,0,0,0,1,2,81
23117001,0,0,0,1,2,1,2,63
23117002,0,1,0,0,1,1,0,48
23117003,0,2,1,0,1,2,2,118
23117004,0,0,1,0,0,0,0,37
23117005,0,2,0,0,0,0,0,122
23117006,0,1,0,3,0,1,2,112
23117007,1,2,1,1,4,0,5,89
23117008,0,1,0,1,2,1,0,56
23117009,0,1,0,2,0,0,0,77
23117010,0,2,0,0,0,0,0,82
23118001,5,6,1,3,1,0,4,106
23118002,2,3,0,3,8,3,4,148
23118003,0,4,0,3,1,1,1,221
23118004,3,6,3,3,2,1,1,93
23118006,0,4,1,1,1,1,0,75
23118007,0,5,1,1,0,1,3,115
23118008,3,7,1,1,5,2,18,144
23118009,1,3,0,1,4,0,0,42
23118010,3,9,1,1,1,0,10,107
23118011,1,0,1,3,3,0,2,61
23118012,0,3,1,0,1,0,2,42
23118013,0,2,0,0,0,1,2,59
23118014,0,0,0,2,3,0,4,138
23118015,0,6,0,3,0,2,0,139
23118016,1,2,0,2,3,0,1,68
23118017,2,9,1,3,6,3,1,312
23118018,0,7,1,3,1,1,2,71
23118019,3,4,1,4,1,2,4,118
23118020,2,14,1,1,0,1,1,225
23118021,0,1,0,3,1,0,2,84
23118022,0,2,0,0,0,0,0,86
23118023,3,3,0,1,1,3,4,67
23118024,1,0,1,1,0,0,1,49
23118025,1,1,0,1,0,0,1,129
23118026,1,4,0,4,2,0,3,93
23118027,1,1,1,6,1,0,2,81
23118028,1,2,0,1,0,1,3,118
23118029,3,3,0,2,4,1,1,79
23118030,2,2,0,0,2,0,7,97
23119001,0,0,0,0,0,0,0,259
23119002,0,2,2,5,2,1,2,247
23119003,0,1,1,2,0,1,2,162
23119004,0,1,0,0,1,1,1,273
23119005,0,0,1,0,6,2,7,285
23119006,2,1,0,2,1,1,5,350
23119007,1,1,0,0,0,0,2,325
23119008,1,0,2,1,8,2,7,290
23119009,1,1,0,2,1,0,3,129
23119010,0,2,1,0,2,1,6,300
23119011,0,2,2,2,1,2,0,288
23119012,0,1,1,2,1,0,5,290
23119013,1,1,3,0,3,0,0,236
23119014,0,0,0,0,0,0,1,91
23119015,1,1,0,1,4,4,2,181
23119016,0,1,0,0,1,4,1,318
23119017,0,0,1,0,0,0,1,126
23119018,0,0,0,0,1,0,0,354
23120001,0,0,0,0,0,0,0,57
23120002,0,0,0,3,1,0,0,62
23120003,0,4,2,2,3,2,2,390
23120004,2,3,3,3,0,1,0,214
23120005,2,3,1,2,1,1,1,138
23120006,0,0,1,2,1,0,0,151
23120007,2,0,0,5,1,1,3,218
23120008,0,0,0,0,0,0,0,44
23120009,4,1,0,1,2,1,0,115
23120010,0,4,2,3,1,3,2,225
23120011,0,1,1,0,0,0,0,112
23120012,1,3,3,5,8,2,5,307
23120013,1,5,0,1,3,3,0,254
23120014,0,1,0,0,0,0,0,63
23120015,2,4,2,8,2,2,10,275
23120016,1,1,1,1,1,1,0,73
23120017,0,0,0,1,1,0,1,73
23120018,3,1,0,1,3,5,1,202
23120019,1,1,0,7,2,0,7,401
23120020,0,0,1,2,0,0,0,143
23120021,2,3,3,3,2,2,2,122
23120022,1,8,1,7,5,10,4,293
23120023,0,4,0,1,2,0,2,67
23120024,1,7,1,1,14,0,4,263
23120025,1,0,1,0,0,0,1,99
23121001,0,0,0,0,0,0,0,0
23121002,0,0,0,0,0,0,0,0
23121003,0,0,0,0,0,0,0,0
23121004,0,0,0,0,0,0,0,0
23121005,0,0,0,0,0,0,0,0
23121006,0,0,0,0,0,0,0,0
23121007,0,0,0,0,0,0,0,0
23121008,0,0,0,0,0,0,0,0
23121009,0,0,0,0,0,0,0,0
23121010,0,0,0,0,0,0,0,0
23121011,0,0,0,0,0,0,0,0
23121012,0,0,0,0,0,0,0,0
23121013,0,0,0,0,0,0,0,0
23121014,0,0,0,0,0,0,0,0
23121015,0,0,0,0,0,0,0,0
23121016,0,0,0,0,0,0,0,0
23121017,0,0,0,0,0,0,0,0
23122001,0,2,1,2,4,0,1,205
23122002,1,1,2,2,1,0,1,150
23122003,0,0,0,0,0,0,0,300
23122004,0,0,2,2,1,1,1,81
23122005,7,3,2,5,1,0,1,344
23122006,0,1,0,0,0,0,1,95
23122007,3,4,2,4,1,1,1,352
23122008,3,4,1,4,7,1,0,198
23122009,2,2,0,1,0,1,0,112
23122010,1,4,2,5,3,0,4,412
23122011,1,7,0,6,3,2,1,241
23122012,2,2,2,2,0,1,0,113
23122013,3,3,1,0,0,1,1,94
23122014,2,0,1,3,4,0,0,94
23122015,4,4,1,1,1,1,0,188
23123001,3,5,1,3,0,0,0,243
23123002,1,0,0,1,0,1,0,151
23123003,2,0,0,2,1,1,0,289
23123004,1,3,0,1,0,2,0,237
23123005,1,1,2,2,3,1,0,372
23123006,0,0,0,0,1,0,0,197
23123007,0,2,0,1,0,0,1,185
23123008,1,1,0,0,0,1,0,100
23123009,4,2,0,0,0,0,0,121
23123010,6,2,0,4,3,1,0,432
23123011,0,1,0,1,0,1,0,315
23123012,0,4,0,1,2,0,1,162
23123013,0,0,0,0,0,0,0,193
23123014,0,0,1,1,1,0,1,476
23123015,1,0,1,2,3,2,1,277
23123016,0,1,1,0,0,0,0,560
23123017,0,1,0,0,0,0,0,122
23123018,5,2,0,2,1,2,0,161
23123019,0,0,0,0,0,1,0,81
23123020,2,0,1,0,1,1,0,179
23123021,2,1,1,0,0,0,1,174
23124001,4,3,3,2,1,0,10,331
23124002,2,0,0,0,2,0,4,129
23124004,3,5,2,0,3,0,6,202
23124005,2,3,0,2,0,0,4,243
23124006,0,4,1,0,1,0,2,168
23124007,0,5,0,3,1,1,1,183
23124008,3,0,0,3,0,2,8,83
23124009,4,8,2,3,2,2,7,324
23124011,0,1,0,0,0,1,0,191
23124012,0,0,0,1,0,0,1,77
23124013,1,2,0,1,1,0,0,254
23124014,2,0,4,3,4,0,4,206
23124015,6,5,3,3,3,2,5,439
23124016,0,0,0,0,0,0,0,113
23124018,0,2,1,3,0,0,1,85
23124019,1,2,4,1,0,0,0,174
23124020,1,1,1,2,1,0,1,114
23124021,3,3,2,1,0,0,0,414
23124022,1,2,0,0,1,0,1,312
23125001,2,2,0,2,0,1,1,259
23125002,1,1,0,0,1,0,0,73
23125003,2,1,1,0,1,0,0,94
23125004,0,1,0,2,0,0,0,66
23125005,3,5,1,7,4,2,1,265
23125006,1,0,2,1,2,0,0,142
23125007,1,1,1,2,0,4,2,168
23125008,1,0,0,0,1,0,0,102
23125009,0,4,4,4,2,1,1,115
23125010,0,1,1,1,1,0,4,90
23125011,0,1,0,0,1,0,0,82
23125012,1,1,0,2,1,1,0,98
23125013,0,0,1,3,1,1,1,131
23125014,0,0,0,0,0,0,1,75
23125015,0,1,0,0,0,0,0,155
23125016,1,0,0,1,0,1,0,118
23125017,0,0,0,4,1,1,1,104
23125019,3,4,5,6,5,3,3,342
23125020,2,3,1,6,4,0,1,127
23125021,1,2,1,0,1,1,1,125
23126001,1,0,1,0,3,0,2,139
23126004,0,0,0,0,3,0,3,174
23126005,1,4,1,1,3,2,0,143
23126006,0,1,0,1,0,0,1,181
23126007,1,2,0,2,3,0,0,177
23126008,0,2,0,0,0,0,2,170
23126011,6,14,7,16,10,3,34,368
23126012,1,4,1,6,2,1,19,245
23126013,2,5,4,6,1,3,23,281
23126014,2,7,2,6,5,2,9,176
23126015,0,2,1,2,3,2,0,169
23126016,2,1,0,0,4,1,9,141
23126017,5,10,1,7,5,4,21,339
23126018,2,2,2,3,8,1,6,161
23126019,0,1,0,1,2,0,0,184
23126020,1,2,0,2,3,0,1,288
23126021,1,4,3,5,7,4,17,273
23126023,0,2,2,3,2,2,1,249
23126024,4,1,0,1,7,1,5,197
23126025,1,2,1,0,1,1,3,334
23126026,1,2,0,1,1,1,3,114
23126028,1,1,2,3,2,2,2,279
23126029,1,5,0,2,3,2,1,185
23126030,1,7,0,0,4,3,10,303
23126031,0,0,0,1,1,1,4,99
23126032,3,0,1,7,8,2,11,137
23127001,1,0,0,1,0,2,0,100
23127002,0,3,1,1,0,0,3,68
23127003,1,0,0,6,2,0,0,121
23127004,1,1,1,1,0,0,4,56
23127005,0,2,0,0,7,0,1,52
23127006,0,0,1,1,0,0,0,101
23127007,0,0,0,1,0,0,5,98
23127008,1,1,2,1,1,0,2,89
23127009,1,0,0,2,0,0,0,42
23127010,0,0,0,1,6,0,1,163
23127011,0,2,1,2,2,1,0,38
23127012,0,0,0,0,0,0,0,153
23127013,0,0,0,2,1,1,3,63
23127014,0,1,0,2,2,0,1,51
23127015,0,1,0,0,1,0,0,44
23127016,0,0,0,0,2,1,0,66
23127017,0,1,0,0,3,0,3,140
23127018,0,1,0,0,1,1,0,70
23127019,0,2,1,0,0,1,1,113
23127020,1,0,0,0,0,0,0,56
23127021,0,2,0,1,2,0,0,75
23127022,1,1,1,2,0,0,0,89
23127023,1,1,1,2,0,0,4,87
23128001,0,1,1,2,1,1,1,88
23128002,0,2,2,2,0,0,1,89
23128004,3,2,1,0,2,1,0,179
23128005,1,1,0,1,0,2,1,104
23128006,2,2,2,0,0,0,0,158
23128007,0,0,1,0,0,1,1,99
23128008,0,0,1,0,1,1,1,182
23128009,0,0,1,1,0,2,2,146
23128010,1,0,1,0,0,1,0,39
23128011,0,3,2,1,0,1,1,205
23128013,1,1,0,2,0,0,1,111
23128014,0,0,0,0,0,0,1,101
23128015,0,0,2,0,0,0,0,115
23128016,0,0,3,6,3,2,3,119
23128017,0,0,0,2,0,1,0,75
23128018,0,0,0,0,0,0,0,59
23128019,1,1,1,1,0,0,2,100
23128020,0,1,0,0,1,0,0,108
23128021,0,0,0,0,1,0,1,53
23128022,0,0,0,0,0,0,0,121
23128023,0,0,0,1,0,0,0,103
23128024,0,2,0,0,0,0,0,46
23128025,0,0,1,5,0,1,0,142
23128026,0,0,0,0,0,0,1,103
23128027,0,0,0,0,0,0,0,65
23128028,0,0,0,0,0,0,0,44
23129001,1,2,0,0,2,0,1,115
23129002,0,0,0,0,1,3,0,161
23129003,1,2,4,2,2,2,2,217
23129004,0,2,1,0,2,0,1,201
23129005,0,0,0,1,2,1,1,254
23129006,0,0,0,0,0,0,0,94
23129007,0,0,2,1,2,0,0,252
23129009,0,0,0,0,0,0,0,163
23129010,1,0,0,3,0,0,0,156
23129012,0,0,0,0,1,0,0,169
23129013,6,2,0,1,1,0,1,152
23129014,0,0,0,0,0,0,0,208
23129015,0,0,0,0,0,0,0,217
23130001,0,2,0,0,0,0,1,95
23130002,0,0,0,8,1,0,0,252
23130003,0,0,1,0,2,0,0,79
23130004,0,10,1,2,3,2,8,171
23130006,10,16,1,4,5,1,4,348
23130007,5,5,0,1,6,2,4,255
23130008,2,4,1,1,4,0,15,254
23130009,2,0,0,0,1,0,2,241
23130010,1,4,2,3,0,1,0,134
23130011,1,4,1,3,2,0,0,412
23130012,0,4,1,1,1,2,4,313
23130013,0,2,3,0,5,5,36,330
23130014,6,11,1,5,4,2,3,331
23130015,0,1,0,0,1,0,0,126
23130016,4,4,0,2,4,0,11,231
23130017,0,3,0,1,0,0,2,130
23130018,2,1,2,2,0,2,52,225
23130019,2,5,1,1,1,0,2,215
23130020,0,2,0,0,0,0,26,121
23131001,0,0,0,0,0,0,0,0
23131003,0,0,0,0,0,0,0,0
23131004,0,0,0,0,0,0,0,0
23131005,0,0,0,0,0,0,0,0
23131006,0,0,0,0,0,0,0,0
23131007,0,0,0,0,0,0,0,0
23131008,0,0,0,0,0,0,0,0
23131009,0,0,0,0,0,0,0,0
23131010,0,0,0,0,0,0,0,0
23131011,0,0,0,0,0,0,0,0
23131012,0,0,0,0,0,0,0,0
23131013,0,0,0,0,0,0,0,0
23131014,0,0,0,0,0,0,0,0
23131015,0,0,0,0,0,0,0,0
23131016,0,0,0,0,0,0,0,0
23131017,0,0,0,0,0,0,0,0
23131018,0,0,0,0,0,0,0,0
23131019,0,0,0,0,0,0,0,0
23131020,0,0,0,0,0,0,0,0
23131021,0,0,0,0,0,0,0,0
23131022,0,0,0,0,0,0,0,0
23131023,0,0,0,0,0,0,0,0
23131024,0,0,0,0,0,0,0,0
23131025,0,0,0,0,0,0,0,0
23131026,0,0,0,0,0,0,0,0
23131027,0,0,0,0,0,0,0,0
23131028,0,0,0,0,0,0,0,0
23131029,0,0,0,0,0,0,0,0
23131030,0,0,0,0,0,0,0,0
23131031,0,0,0,0,0,0,0,0
23131032,0,0,0,0,0,0,0,0
23131033,0,0,0,0,0,0,0,0
23131034,0,0,0,0,0,0,0,0
23131035,0,0,0,0,0,0,0,0
23131038,0,0,0,0,0,0,0,0
23131039,0,0,0,0,0,0,0,0
23132001,0,0,0,0,0,0,1,25
23132002,1,0,0,0,4,0,1,291
23132003,1,0,1,2,2,1,2,169
23132004,0,0,0,0,0,0,1,155
23132005,0,2,1,0,2,0,1,145
23132007,2,2,2,1,3,1,5,110
23132009,0,1,1,1,2,0,0,231
23132010,4,7,1,2,3,1,2,75
23132011,0,5,0,1,0,0,3,125
23132012,1,3,1,3,1,1,0,199
23132013,1,2,0,1,5,2,3,161
23132014,0,0,0,0,0,0,0,2
23132017,0,2,2,0,1,2,0,167
23132018,0,0,0,0,1,1,0,135
23132019,1,0,0,1,2,0,4,264
23132020,1,0,1,1,0,0,0,220
23132021,1,1,0,0,0,2,1,206
23132024,0,3,0,3,1,2,2,312
23132025,1,0,1,0,1,0,1,99
23132026,0,0,0,0,1,0,0,113
23132027,3,3,0,2,4,0,8,145
23132028,0,0,0,0,1,1,0,150
23132029,0,6,1,1,1,0,6,179
23132030,0,2,1,2,2,1,2,139
23132031,1,3,4,4,1,4,8,375
23132032,0,0,2,0,4,3,1,171
23132033,1,3,0,2,2,4,4,445
23132035,0,1,0,0,1,0,1,103
23132036,3,4,1,0,1,1,0,172
23132037,1,2,0,0,1,1,0,57
23132038,0,2,0,0,2,0,0,86
23132039,0,1,0,2,3,1,1,185
23132040,1,0,1,2,0,0,0,229
23133001,5,4,2,3,6,1,2,158
23133002,3,6,0,5,4,1,11,116
23133003,1,6,0,3,6,1,11,218
23133004,4,4,2,3,3,4,4,179
23133005,2,6,0,4,3,0,0,185
23133006,1,4,1,0,2,3,1,331
23133007,3,5,1,1,4,0,10,296
23133008,2,2,0,2,7,1,5,177
23133009,1,2,1,1,4,1,3,91
23133010,0,4,0,0,5,0,8,69
23133011,0,3,0,0,0,0,1,73
23133012,1,2,1,1,7,0,8,161
23133013,1,5,1,6,3,1,7,126
23133014,1,2,0,1,5,0,8,58
23133015,6,6,1,2,3,1,5,350
23133016,1,1,0,2,3,0,0,144
23133017,3,6,0,1,0,1,3,254
23134001,1,8,2,10,0,3,4,377
23134002,1,3,4,4,1,1,2,112
23134003,0,4,5,2,0,2,1,213
23134004,0,4,2,4,2,1,1,155
23134005,0,1,1,2,2,3,1,118
23134007,5,8,2,6,3,1,2,124
23134008,1,5,2,2,1,2,1,199
23134009,8,5,3,8,2,0,6,247
23134010,1,1,6,9,0,0,2,194
23134011,1,5,4,11,4,0,2,346
23134012,0,2,1,4,2,1,5,268
23134013,1,2,0,2,1,0,0,101
23134014,3,8,3,10,2,5,9,214
23134015,1,8,2,6,1,6,3,193
23134016,5,9,1,7,2,1,3,216
23134017,6,7,0,9,4,0,2,135
23134018,5,7,2,4,1,2,9,154
23134019,0,1,0,0,1,1,0,115
23134020,1,3,0,0,2,0,1,87
23134021,2,3,1,2,5,2,3,132
23135001,0,1,1,1,3,5,0,89
23135002,2,2,0,1,0,2,2,90
23135003,1,0,1,2,2,2,0,181
23135004,0,1,3,2,1,5,4,204
23135005,2,1,3,0,1,1,1,100
23135006,2,1,1,1,3,2,6,252
23135007,0,0,1,3,1,2,0,178
23135008,1,0,3,0,0,0,0,111
23135009,2,7,3,12,11,1,5,560
23135010,0,1,1,2,14,1,0,47
23135011,3,5,4,19,14,6,13,1071
23135012,0,0,2,1,3,2,0,94
23135013,1,0,1,0,1,0,1,32
23135014,0,0,0,0,1,1,1,26
23135015,0,1,3,1,2,4,1,134
23135016,0,0,0,0,0,1,1,101
23135017,2,0,2,1,5,3,1,176
23135018,0,0,0,0,0,0,0,49
23135019,6,22,8,45,15,21,24,1342
23135020,1,0,0,3,1,3,0,76
23135021,0,0,0,0,0,0,1,78
23135022,16,33,17,35,7,17,11,867
23135023,0,1,2,1,0,0,1,68
23135024,1,1,0,2,0,0,1,61
23135025,4,6,2,9,10,7,7,409
23135026,8,25,13,56,32,22,30,1847
23135027,0,0,0,0,1,0,1,69
23135028,1,0,0,0,1,2,0,82
23135029,0,0,0,0,1,1,1,80
23135030,1,0,0,0,0,1,0,22
23135031,0,0,0,3,0,0,0,70
23135032,0,0,0,0,0,0,0,70
23135033,2,1,1,1,5,0,1,101
23135034,0,0,1,1,0,0,1,59
23135035,0,2,3,1,3,2,2,102
23135036,0,1,2,2,1,3,3,105
23135037,1,2,1,6,0,1,2,53
23136001,2,2,1,0,2,0,3,82
23136002,1,5,0,3,0,0,0,72
23136003,1,3,0,3,3,0,1,101
23136004,3,6,1,1,4,0,4,159
23136005,1,2,1,3,0,1,2,175
23136006,0,4,1,1,1,0,7,254
23136008,3,1,2,0,0,0,0,129
23136009,3,4,0,2,2,2,3,201
23136010,0,3,2,0,1,0,2,89
23136013,4,2,0,2,1,0,2,88
23136015,6,5,1,3,0,1,1,74
23136016,2,4,0,7,7,0,2,82
23136017,0,3,0,1,0,1,2,96
23136018,4,8,0,3,1,3,3,80
23136019,9,8,3,6,7,4,5,243
23136020,3,4,0,2,5,2,4,175
23136021,3,3,0,0,0,0,3,62
23136022,3,4,0,0,1,0,1,68
23136023,3,3,0,0,1,1,2,87
23136024,4,1,0,0,1,0,0,144
23136025,6,8,0,4,4,1,2,188
23136026,0,0,0,0,0,0,0,41
23136029,2,3,1,2,0,2,2,135
23136030,1,2,1,0,2,0,4,79
23136031,2,1,0,1,0,0,0,53
23136032,4,1,0,0,3,0,1,68
23137001,0,2,1,0,2,0,3,251
23137002,1,6,3,7,5,4,6,573
23137003,1,5,0,1,1,4,12,308
23137005,1,2,0,2,0,0,0,276
23137007,1,0,0,1,3,1,1,197
23137008,0,2,0,1,2,1,0,202
23137009,1,1,0,3,1,1,3,208
23137010,4,0,0,3,2,3,7,393
23137012,1,2,1,1,0,0,1,277
23137013,7,7,5,3,1,4,7,384
23137014,1,4,0,1,3,1,1,102
23137015,4,0,3,0,2,0,3,127
23137016,7,5,4,4,4,3,10,486
23137018,2,4,2,1,1,0,4,154
23137019,0,0,1,1,1,2,0,137
23137020,0,0,0,0,1,0,0,42
23137021,6,11,3,8,3,0,6,422
23137022,0,2,0,0,0,0,1,168
23137023,3,6,3,6,3,4,3,487
23137024,0,1,1,2,0,0,7,292
23137025,2,3,1,4,0,0,2,189
23137026,3,1,0,1,1,1,2,297
23137027,2,4,0,3,3,1,4,184
23137029,3,3,2,0,2,1,6,187
23137030,1,6,2,1,4,0,3,162
23137031,0,1,1,3,0,1,1,222
23137032,3,1,1,2,0,0,2,74
23137033,4,1,0,0,3,3,19,361
23137035,1,1,0,0,2,0,11,130
23137036,0,0,0,1,1,0,2,123
23137037,0,1,0,2,0,2,3,68
23137038,0,0,0,2,1,2,4,60
23137039,0,2,0,0,0,0,0,115
23137040,2,0,1,2,1,1,1,117
23137041,2,4,3,3,3,3,1,299
23137042,0,2,1,1,0,0,2,357
23137044,1,2,0,2,4,5,1,246
23137045,3,4,4,4,0,0,4,221
23137046,2,1,1,0,2,0,3,121
23137047,0,0,0,1,0,0,1,235
23137048,0,0,0,1,0,0,0,32
23137050,0,0,0,1,0,0,0,18
23137051,2,1,2,3,1,0,0,165
23137053,1,2,1,5,1,4,2,150
23137054,7,17,2,8,11,3,8,469
23137055,2,14,1,4,4,5,4,201
25001001,4,1,3,8,3,2,0,449
25001004,3,0,1,1,1,3,0,320
25001005,1,2,2,1,2,3,0,385
25001006,2,2,0,2,1,5,0,338
25001007,10,5,3,5,3,2,4,467
25001008,0,1,2,1,1,0,0,286
25001009,0,3,1,4,5,0,1,523
25001010,0,4,2,4,2,2,0,327
25002001,0,3,1,0,0,0,1,165
25002002,2,4,1,1,5,1,1,263
25002003,0,1,0,1,0,0,1,190
25002004,3,5,2,5,1,1,4,329
25002005,0,3,0,2,1,0,4,239
25002006,0,2,1,7,3,2,15,250
25002007,2,4,0,0,2,0,10,165
25002008,0,0,0,0,0,0,2,157
25002009,2,5,3,3,1,0,6,311
25002010,3,1,1,3,1,2,8,112
25002011,4,7,2,6,4,7,9,258
25002012,4,3,1,3,4,0,3,121
25002013,0,0,0,0,0,0,1,74
25002014,0,6,4,2,0,2,8,98
25002016,1,2,0,0,0,0,2,73
25002017,2,2,0,1,1,0,0,94
25002018,0,0,0,0,0,0,0,141
25002019,1,3,0,2,2,1,2,86
25002020,2,0,0,3,0,0,0,72
25002021,0,0,0,0,1,0,0,77
25002022,2,1,1,3,0,1,5,128
25002023,0,0,0,0,0,0,0,111
25003001,2,3,0,1,0,1,1,70
25003002,3,4,4,11,5,5,11,533
25003003,2,3,2,1,2,4,6,176
25003004,2,1,1,6,5,1,4,232
25003005,2,2,1,1,3,3,4,199
25003006,0,2,2,1,3,1,1,135
25003007,1,0,0,8,2,0,1,140
25003008,2,3,1,8,1,2,3,181
25003009,1,2,2,5,1,2,2,119
25003010,2,2,4,5,0,2,2,192
25003011,0,0,2,3,2,1,1,83
25003012,1,3,1,7,7,2,2,155
25003014,3,5,0,8,3,1,4,134
25003015,0,3,0,3,2,0,3,210
25003016,1,1,1,5,1,0,2,150
25003017,0,0,1,4,1,2,3,175
25003018,0,5,0,5,1,1,1,206
25004001,0,1,0,1,3,0,0,122
25004002,1,3,4,0,9,3,0,146
25004003,4,1,1,4,6,4,5,249
25004005,0,0,0,3,3,1,1,206
25004006,1,0,0,8,2,1,2,223
25004007,0,6,1,1,8,1,3,159
25004008,3,0,0,9,3,0,0,165
25004009,2,8,1,6,9,6,10,172
25004010,1,2,1,5,4,1,5,171
25004011,1,2,2,4,0,0,1,170
25004012,2,6,2,6,8,1,9,128
25004013,1,6,3,3,10,3,6,339
25004014,1,3,0,10,6,3,1,220
25004015,0,2,1,5,2,0,2,162
25004016,0,1,0,3,3,1,3,148
25004017,1,1,1,1,0,1,1,164
25004018,1,6,3,4,4,3,2,318
25004020,0,3,1,1,2,2,1,166
25004021,1,1,0,2,1,0,1,215
25004022,0,1,2,6,6,3,1,220
25004023,0,5,3,3,8,2,4,287
25004024,2,2,1,6,6,3,5,295
25004025,2,0,0,1,1,0,1,288
25004026,1,3,1,3,2,0,0,211
25004027,0,1,0,1,0,1,3,312
25005001,0,0,0,3,1,1,24,89
25005002,1,3,1,8,2,0,32,133
25005003,1,3,3,5,1,4,3,130
25005004,1,3,1,2,1,1,1,55
25005005,0,1,0,0,0,0,0,100
25005006,2,3,1,6,4,0,13,146
25005008,0,1,0,0,0,0,0,29
25005009,1,1,2,5,1,2,12,94
25005010,2,6,1,4,1,3,13,244
25005011,0,4,0,1,0,0,2,72
25005012,4,9,1,3,5,1,8,150
25005014,0,1,0,0,0,1,0,32
25005015,1,0,0,0,1,1,0,40
25005016,0,0,0,0,0,0,0,2
25005017,0,0,2,4,1,0,12,111
25005019,0,1,0,0,0,1,0,120
25005020,0,0,2,0,1,0,0,27
25005021,3,2,1,3,5,1,4,59
25005022,0,0,0,0,0,0,0,32
25005023,0,0,0,0,0,0,0,15
25005024,1,3,0,1,2,0,2,53
25005025,0,1,2,0,4,0,3,65
25005026,3,5,1,0,0,2,3,69
25005027,0,2,1,2,0,3,1,96
25005028,2,8,1,6,6,4,13,271
25006001,0,0,0,0,1,0,1,102
25006002,2,4,4,11,4,0,2,171
25006003,0,1,0,4,0,0,1,184
25006004,0,1,2,2,2,0,1,104
