psgc_brgy,strong_materials_ tile_concrete_brick_stone_wood_plywood,light_ materials_cogon_nipa_anahaw_bamboo,salvaged_makeshift_materials,mixed_but_predominantly_strong_materials,mixed_but_predominantly_light_materials,mixed_but_predominantly_salvaged_materials
175301016,113,353,2,64,115,5
175301017,24,147,1,15,29,1
175301018,62,151,1,33,93,4
175301019,97,230,4,43,64,3
175301020,18,189,2,13,31,1
175302002,173,654,23,77,61,15
175302003,142,241,39,95,135,56
175302004,55,117,2,37,49,0
175302005,7,47,0,5,1,0
175302006,10,59,2,1,1,0
175302007,33,51,0,12,6,1
175302008,22,18,0,8,1,0
175302009,23,34,0,23,4,0
175302010,43,86,1,6,2,0
175302011,80,97,1,9,19,8
175303001,4,118,15,2,8,0
175303004,9,114,11,11,24,1
175303005,15,85,5,1,1,0
175303006,6,118,2,7,4,0
175303007,4,142,1,4,9,1
175303008,11,168,2,1,2,0
175303009,10,148,11,4,16,0
175303010,9,113,3,5,3,0
175303011,7,95,3,2,7,0
175303012,8,91,10,4,10,0
175303013,48,271,15,25,20,1
175303014,122,307,19,27,18,2
175303015,103,375,12,28,27,0
175304001,12,107,6,1,4,0
175304002,10,80,0,2,11,0
175304003,474,740,26,191,190,1
175304005,25,239,5,3,12,0
175304006,15,418,7,7,46,4
175304007,32,139,10,15,29,0
175304008,911,313,2,163,57,0
175304009,21,203,1,8,25,1
175304011,10,128,0,18,14,0
175304012,5,30,0,0,4,0
175304019,16,77,1,3,3,0
175304020,24,298,4,4,10,0
175304021,56,352,6,23,45,4
175304022,30,115,32,34,27,0
175304024,23,27,0,13,13,1
175304025,34,41,0,16,10,0
175304026,28,33,3,17,7,0
175304027,29,26,0,28,29,0
175304028,25,89,2,7,8,1
175304029,40,166,3,11,44,1
175305001,65,224,191,19,33,7
175305002,23,281,1,16,11,0
175305003,4,283,2,5,12,0
175305004,33,484,108,11,34,25
175305005,5,235,1,2,5,0
175305006,25,484,38,17,23,1
175305007,64,258,63,2,0,1
175305008,28,234,89,9,25,23
175305009,4,75,113,1,2,0
175305010,213,791,35,116,183,7
175305011,23,332,0,22,28,0
175305012,1,143,111,2,29,0
175305013,580,1719,101,105,75,5
175305014,40,298,98,9,11,8
175305015,25,294,3,11,17,0
175305016,9,309,3,12,5,0
175305017,64,384,193,8,1,1
175305018,17,91,78,7,9,5
175305019,6,185,11,9,52,0
175305020,20,63,79,9,4,0
175305021,2,274,5,10,18,0
175305022,23,722,7,28,26,0
175306001,18,196,3,27,79,0
175306002,112,409,38,120,44,0
175306003,108,431,35,156,35,0
175306004,60,426,3,48,45,1
175306005,6,422,0,7,43,1
175306006,150,651,36,126,83,2
175306010,72,423,85,84,31,2
175306011,35,454,3,30,41,1
175306012,38,361,2,35,34,0
175306013,79,350,0,70,51,0
175306014,22,219,1,44,28,0
175306015,241,779,29,121,104,0
175306017,168,248,9,136,79,1
175306018,152,142,7,68,36,0
175306023,73,427,33,51,43,1
175306024,60,338,0,51,34,0
175306025,20,375,1,45,26,1
175306026,17,149,2,15,19,0
175307001,29,147,0,0,10,3
175307002,20,392,4,15,78,0
175307004,22,184,62,35,58,71
175307005,23,150,1,42,42,11
175307006,38,149,0,1,46,0
175307007,32,157,1,50,41,1
175307008,9,129,1,6,32,1
175307009,60,422,12,43,59,17
175307010,7,96,0,6,22,9
175307011,8,223,0,3,8,0
175307012,98,440,5,43,38,4
175307013,18,102,0,32,26,0
175307014,8,105,12,7,6,0
175307015,14,184,1,44,4,0
175308001,29,34,0,8,2,0
175308002,19,6,0,0,6,0
175308003,30,21,0,1,5,0
175308004,15,15,0,0,5,0
175308005,3,8,0,10,3,0
175308006,30,166,1,26,26,0
175308007,30,43,0,18,15,0
175308008,38,27,1,8,9,0
175308009,53,109,0,23,13,0
175308010,15,21,0,12,8,0
175308011,57,100,1,22,26,0
175308012,15,14,0,11,8,0
175309001,3,46,78,5,5,3
175309002,38,312,20,17,37,0
175309003,166,365,10,6,5,2
175309004,7,137,27,5,18,4
175309005,89,246,104,35,85,9
175309006,13,248,78,11,16,31
175309008,60,139,24,1,15,20
175309009,58,225,3,28,3,0
175309010,37,338,3,35,57,0
175309011,23,174,148,2,5,3
175309012,3,100,33,3,21,3
175309013,29,194,39,6,8,0
175309016,147,497,59,31,13,2
175309017,50,95,2,10,21,1
175309018,107,61,0,8,1,0
175309019,55,62,1,11,8,0
175309020,108,172,22,60,156,2
175309022,43,253,14,2,11,0
175309023,68,298,11,34,55,5
175309024,159,802,58,66,86,20
175309025,9,168,6,3,104,1
175309026,82,397,27,5,3,4
175309032,79,224,10,32,25,3
175310001,45,77,0,31,37,0
175310002,41,42,0,7,17,0
175310003,61,175,0,24,64,0
175310004,40,50,0,19,24,0
175310005,53,155,2,12,47,5
175310006,23,92,2,7,43,0
175310007,62,44,0,8,22,0
175310008,76,70,0,17,22,0
175310009,32,133,4,21,15,1
175310010,105,204,2,31,98,3
175310011,115,111,1,39,68,0
175310012,86,93,2,21,30,1
175310014,104,123,2,41,69,2
175310015,137,107,0,31,69,2
175310016,90,412,3,39,79,6
175310017,53,30,0,10,30,1
175310018,24,44,0,8,11,0
175311001,39,276,3,32,7,0
175311002,33,223,1,29,9,3
175311003,5,49,1,6,5,0
175311004,21,199,2,25,5,0
175311005,24,156,0,19,7,0
175311006,10,136,1,1,7,1
175311007,46,292,1,23,10,0
175311008,53,303,1,18,43,2
175311009,60,318,3,29,21,0
175311010,44,307,6,28,17,0
175311011,24,284,1,4,24,1
175311012,23,152,0,19,6,1
175311013,94,354,5,54,36,1
175311014,35,187,0,26,10,0
175311015,35,261,1,15,6,1
175311016,10,145,1,11,10,0
175312001,20,132,9,29,60,3
175312002,189,208,1,49,59,5
175312003,58,250,10,142,11,5
175312004,34,247,4,28,98,2
175312005,36,150,1,14,28,20
175312006,22,247,0,18,6,0
175312007,83,284,3,20,25,0
175312008,105,161,1,8,36,11
175312009,102,432,8,34,14,0
175312010,24,191,1,31,41,44
175312011,67,60,1,37,17,12
175312012,13,99,1,51,233,7
175312013,21,31,2,32,227,3
175312014,133,682,6,10,10,0
175312015,63,189,0,47,73,0
175312016,11,211,0,12,5,0
175312017,158,590,1,15,18,46
175312018,19,175,5,14,40,2
175313001,9,170,24,4,9,2
175313002,20,146,3,7,7,1
175313003,9,188,0,7,23,0
175313004,2,95,2,10,0,0
175313006,37,292,4,9,23,3
175313007,87,326,15,19,35,12
175313008,27,164,51,5,17,0
175313009,17,239,11,6,25,1
175313010,84,462,147,67,114,11
175313011,13,174,27,4,16,0
175314001,8,68,22,4,15,0
175314002,85,177,11,26,64,17
175314003,46,125,8,25,34,6
175314004,18,115,15,21,18,49
175314005,50,53,0,26,10,2
175314006,24,40,4,33,33,3
175314007,53,54,2,34,59,7
175314008,27,28,3,17,28,2
175314009,107,45,5,47,28,1
175314010,137,166,3,39,29,2
175314011,194,126,5,72,41,0
175315001,82,616,8,135,168,11
175315002,59,799,10,41,78,4
175315003,32,217,1,21,30,7
175315004,41,293,18,20,36,2
175315005,46,451,12,36,29,0
175315006,22,195,2,39,41,3
175315007,45,765,4,74,99,3
175315008,65,486,0,98,123,2
175315009,15,111,2,14,17,1
175315010,26,207,0,23,20,1
175315011,16,386,6,13,30,0
175315012,69,329,5,81,53,2
175315013,76,415,3,87,91,3
175315014,263,629,19,211,186,24
175315015,95,573,12,155,254,26
175315016,162,706,25,140,126,9
175315017,86,289,2,51,87,9
175315018,10,126,0,0,6,0
175315019,59,261,3,46,52,2
175315020,42,221,3,61,24,0
175315021,14,128,2,17,12,0
175315022,69,263,5,60,53,2
175315023,52,359,8,77,209,14
175316001,98,347,9,60,92,20
175316002,68,607,5,32,49,6
175316003,18,136,3,10,9,0
175316004,29,13,1,2,2,1
175316005,86,509,35,89,111,53
175316006,9,234,65,52,148,54
175316008,123,262,1,21,59,4
175316009,28,349,53,57,101,14
175316010,32,217,7,32,26,4
175316011,10,270,12,11,28,7
175316012,54,487,6,33,64,7
175316013,48,187,7,40,19,1
175316014,31,332,5,19,42,3
175316015,242,509,43,91,63,4
175316016,28,73,9,10,7,1
175316017,2,26,2,5,1,0
175316018,49,290,1,49,45,4
175316019,34,397,8,45,25,2
175316020,0,69,0,0,4,3
175316021,44,215,6,43,43,17
175316022,13,186,4,9,27,3
175316023,23,225,17,22,27,2
175316025,0,0,0,0,2,0
175316026,19,303,13,23,31,5
175316027,3,96,1,2,17,0
175316028,11,27,7,2,4,1
175316029,30,255,8,30,18,8
175316030,4,114,1,4,14,3
175316031,43,263,3,24,34,0
175316032,3,22,4,4,1,0
175316033,1,19,6,16,9,0
175316034,27,87,3,5,28,5
175316035,62,357,29,46,134,30
175316036,3,49,6,1,10,0
175316037,58,125,41,16,54,6
175316038,13,40,15,8,15,0
175316039,23,51,0,12,5,0
175316040,1,13,1,4,2,0
175316041,31,324,10,35,58,0
175316042,16,84,0,12,8,1
175316043,10,226,68,9,41,12
175316044,51,62,7,38,28,1
175316045,23,195,9,37,44,10
175316046,83,458,22,80,75,29
175316047,54,519,17,153,121,27
175316048,89,485,31,84,134,8
175316049,58,211,6,26,29,2
175316050,16,168,6,14,11,1
175316051,114,731,57,80,119,7
175316052,2,41,1,0,0,0
175316053,72,328,23,95,179,12
175316054,2,1,4,0,0,0
175316055,91,237,12,66,71,6
175316056,11,175,2,23,4,2
175316057,22,270,9,19,24,5
175316058,56,425,46,71,42,0
175316059,6,63,3,21,5,0
175316060,15,147,6,2,1,0
175316061,23,20,1,18,4,0
175316062,367,292,30,40,45,1
175316063,24,605,5,11,24,0
175316064,163,499,15,49,80,14
175316065,30,364,55,61,92,47
175316066,36,288,19,104,92,16
175316067,46,260,9,34,50,6
175317001,671,1436,18,309,215,7
175317002,46,685,2,55,21,1
175317003,28,424,1,37,23,1
175317005,41,368,1,36,15,0
175317011,56,900,9,58,31,0
175317012,126,684,5,43,54,0
175317014,28,400,5,25,5,1
175317016,127,973,3,68,56,1
175317017,84,709,2,57,38,1
175317020,41,388,2,28,19,0
175317021,100,877,6,59,32,2
175317023,13,309,3,13,17,0
175317024,68,546,4,42,25,0
175317025,72,651,3,51,34,1
175318001,128,485,12,86,79,1
175318002,20,227,0,11,2,0
175318003,14,179,5,12,5,1
175318004,121,376,5,42,58,0
175318005,85,455,25,48,23,0
175318006,15,123,15,13,6,0
175318008,15,168,3,9,8,0
175318009,97,689,21,47,68,4
175318010,38,231,11,14,22,2
175318011,42,235,13,17,8,1
175318012,38,180,6,31,17,2
175318013,136,296,15,43,60,4
175318014,51,238,10,32,20,0
175318015,163,417,32,62,55,0
175318017,14,159,1,15,14,0
175318018,22,128,1,10,2,1
175318019,20,98,6,25,13,0
175318020,50,203,1,24,13,1
175318021,38,161,9,16,11,0
175318022,16,172,11,17,16,1
175318023,36,314,8,37,22,5
175318024,66,402,11,33,11,0
175318025,38,198,5,12,7,0
175318026,31,323,4,15,49,2
175318028,144,616,16,60,35,5
175318029,97,79,1,24,12,0
175318030,165,407,4,57,42,5
175318031,191,712,28,96,58,4
175318032,1,2,0,0,1,0
175318033,11,129,4,5,5,0
175318034,62,291,3,36,21,0
175319001,206,482,45,123,102,31
175319002,54,225,10,22,49,15
175319003,102,542,18,85,82,15
175319004,30,112,8,28,19,6
175319005,229,309,20,55,28,16
175319006,38,192,4,23,16,3
175319007,158,702,87,84,237,63
175319008,225,708,14,90,99,18
175319009,71,74,3,50,20,6
175319010,36,187,7,2,6,28
175320001,138,581,4,48,20,7
175320002,40,291,1,11,11,1
175320003,53,323,4,13,10,1
175320004,8,162,4,8,38,1
175320005,63,453,4,40,30,6
175320006,31,276,6,9,8,3
175320007,38,135,6,34,34,1
175320008,108,768,20,20,132,30
175320009,95,577,33,30,23,0
175320010,16,124,3,17,10,0
175320011,44,181,10,7,10,1
175320012,44,156,1,6,28,0
175320013,207,631,60,90,89,17
175320014,14,158,0,12,32,1
175320015,98,394,15,35,58,24
175320016,31,157,4,8,8,4
175320017,33,206,3,34,20,2
175320018,46,404,14,44,37,1
175320019,117,285,6,60,34,5
175320020,396,1172,43,170,194,31
175320021,31,282,7,51,41,6
175320022,53,386,13,26,12,5
175320023,34,144,0,20,41,1
175320024,11,189,16,16,3,2
175320025,90,428,9,30,19,4
175320026,3,133,0,1,1,0
175320027,53,361,1,11,23,2
175320028,4,113,7,2,2,3
175320029,33,158,1,3,9,0
175320030,34,146,15,25,28,5
175320031,35,414,1,15,12,1
175322001,54,22,0,13,5,0
175322002,5,79,13,3,9,9
175322003,41,188,2,11,40,21
175322004,15,13,0,8,11,3
175322005,15,207,1,11,23,20
175322006,38,151,1,15,6,2
175322007,64,70,21,25,46,32
175322008,5,218,17,9,19,11
175322009,23,235,8,18,15,9
175322010,84,315,7,46,75,21
175322011,55,70,5,26,16,2
175322012,10,56,0,2,4,4
175322013,20,102,1,12,6,3
175322014,22,117,7,3,10,52
175323001,41,410,3,33,70,1
175323002,24,303,2,21,88,0
175323003,154,1075,7,71,35,2
175323004,19,351,5,13,73,1
175323005,20,492,1,10,3,0
175323006,133,804,10,78,80,4
175323007,21,310,2,6,17,0
175323008,57,866,1,10,5,0
175323009,278,1318,4,143,110,1
175323010,34,622,9,30,253,3
175323011,16,531,21,7,120,1
175324001,52,476,0,40,52,0
175324002,45,447,0,25,45,2
175324003,15,357,1,35,57,0
175324004,31,598,0,19,68,0
175324005,27,902,1,74,95,2
175324006,274,720,1,134,147,1
175324007,10,363,0,38,27,0
175324008,90,546,1,96,72,2
175324009,34,525,2,36,33,0
175901001,127,135,2,33,16,1
175901002,94,107,8,32,15,0
175901003,97,218,19,23,15,1
175901004,54,69,1,40,15,0
175901005,133,121,9,45,13,1
175901006,45,51,0,30,9,1
175901007,119,86,13,24,9,0
175901008,215,146,10,56,26,3
175901009,34,139,14,16,18,0
175901010,104,128,6,25,21,4
175901011,51,72,3,11,8,0
175901012,89,107,7,36,18,0
175902001,35,35,1,30,18,1
175902002,52,33,0,16,6,0
175902004,23,20,1,7,10,0
175902005,4,12,0,1,0,0
175902006,34,24,0,4,3,0
175902007,25,29,1,22,13,0
175902008,7,11,0,5,5,1
175902009,47,30,1,6,2,0
175902010,157,37,0,40,41,0
175902011,38,43,0,5,8,0
175902012,27,18,1,40,17,1
175902013,10,13,0,5,4,3
175902014,7,12,0,3,3,0
175902015,45,28,2,13,4,0
175902016,42,27,0,34,33,2
175902017,51,20,0,25,8,0
175902018,50,39,2,2,0,0
175903001,63,47,6,12,13,0
175903002,189,177,16,28,54,8
175903003,138,171,8,48,20,0
175903004,159,137,17,26,23,2
175903005,140,89,3,32,16,2
175903006,248,242,10,52,26,8
175903007,122,106,3,23,14,0
175903008,60,57,1,15,2,0
175903009,85,33,3,19,13,0
175903010,108,173,2,14,6,1
175903011,107,201,4,37,36,4
175903012,197,96,10,42,28,1
175903013,103,182,18,10,11,4
175903014,136,119,10,23,20,0
175904001,163,171,1,17,3,0
175904002,107,123,14,29,9,1
175904003,259,57,2,10,1,0
175904004,47,88,0,19,3,0
175904005,109,144,7,15,7,1
175904006,152,72,2,22,4,0
175904007,74,114,13,27,8,0
175905002,60,47,1,9,15,0
175905003,65,44,3,12,23,2
175905004,41,30,0,10,7,1
175905005,44,40,1,12,15,0
175905006,121,56,8,20,28,2
175905007,52,28,0,5,9,1
175905008,20,47,1,5,7,0
175905009,36,38,3,4,5,0
175905010,21,29,0,8,2,0
175906001,118,121,1,48,54,2
175906002,24,47,1,20,8,0
175906003,23,85,0,25,17,0
175906004,69,43,0,29,14,0
175906005,15,39,0,4,13,0
175906006,39,116,1,35,14,2
175906007,29,97,1,5,27,0
175906008,35,14,0,8,14,0
175906009,27,112,0,17,26,0
175906010,66,106,3,43,17,2
175906011,111,9,0,12,5,0
175906013,40,41,4,32,14,5
175906014,71,53,4,36,40,7
175906015,35,42,3,17,7,0
175906016,2,57,0,22,16,0
175907001,131,149,0,52,21,12
175907002,85,104,1,19,15,0
175907003,143,97,2,31,36,2
175907004,74,69,11,26,18,8
175907005,55,73,3,28,25,13
175907006,155,166,2,21,6,1
175907007,251,198,16,41,38,11
175907008,123,119,3,19,12,0
175907009,97,74,14,20,10,1
175907011,356,191,15,77,46,18
175907012,273,253,17,78,22,5
175907013,12,64,4,14,17,3
175908001,76,40,1,50,18,0
175908002,119,76,4,51,53,7
175908003,103,51,4,44,39,2
175908004,76,72,2,60,47,1
175908005,132,74,3,65,33,5
175908006,96,22,0,38,33,8
175908007,288,80,6,65,27,5
175908008,64,11,1,19,10,1
175908009,217,64,5,133,78,10
175909002,76,131,0,20,7,1
175909003,21,87,8,2,2,4
175909004,61,32,3,86,86,13
175909005,46,35,0,16,14,11
175909006,22,61,32,6,5,4
175909008,119,100,6,28,27,21
175909010,88,69,1,31,31,9
175909012,340,90,1,99,41,1
175909014,212,98,0,56,53,10
175909015,57,59,1,34,14,2
175909016,36,42,5,3,5,1
175909017,195,147,4,74,59,29
175909018,199,261,5,48,31,1
175909020,6,5,1,10,3,0
175909021,13,15,4,12,5,0
175909022,23,43,0,19,41,21
175909023,59,93,7,22,33,2
175909024,35,43,3,17,18,4
175909025,110,111,0,89,42,1
175909026,17,9,2,14,5,0
175909027,46,79,2,3,8,3
175909029,54,67,4,49,26,18
175909030,255,154,5,41,20,5
175909031,10,3,1,5,2,0
175909032,223,80,0,57,39,14
175910001,54,57,7,14,7,2
175910002,79,81,8,18,9,2
175910003,79,73,20,29,19,10
175910004,67,75,2,31,9,0
175910005,67,48,8,25,8,6
175910006,133,76,5,10,3,1
175910007,91,85,2,37,30,2
175910008,151,102,27,60,37,13
175910009,4,13,49,12,6,30
175910010,178,156,17,97,66,6
175910011,73,59,7,24,18,0
175910012,433,172,69,74,40,34
175910013,75,59,10,13,6,0
175910014,44,45,1,28,19,1
175910015,132,108,26,29,18,1
175910016,81,73,3,28,9,2
175910017,96,76,15,56,19,2
175910018,84,61,2,15,8,1
175910019,75,56,0,10,5,0
175910020,132,59,8,47,25,2
175910021,104,78,6,17,11,6
175910022,83,40,3,13,9,16
175910023,80,55,21,26,22,10
175910024,52,55,2,10,7,3
175910025,31,3,2,2,0,1
175910026,20,5,14,5,3,0
175910027,137,42,5,39,12,2
175910028,38,15,13,8,8,0
175910029,89,116,17,44,27,2
175910030,179,79,8,34,13,8
175910031,64,36,5,8,4,3
175911001,141,124,5,26,30,2
175911002,158,181,2,29,25,0
175911004,84,64,1,21,16,0
175911005,131,101,5,35,26,0
175911006,157,93,1,42,18,0
175911007,216,202,1,44,35,1
175911008,71,56,0,29,18,0
175911011,147,185,1,70,48,0
175911012,214,131,5,68,25,1
175911013,74,59,0,20,18,1
175911015,56,80,3,40,16,1
175911016,195,129,3,62,30,0
175911017,280,31,3,21,9,0
175911018,127,118,8,36,26,0
175911019,35,35,1,15,15,0
175912001,61,148,2,46,16,1
175912002,103,175,0,42,17,0
175912003,45,82,0,13,3,1
175912004,117,200,3,50,17,2
175912005,116,117,10,48,9,2
175912006,41,116,18,34,7,9
175912007,69,128,4,32,17,0
175912008,62,168,3,36,20,3
175912009,98,99,12,48,11,0
175912010,148,91,0,21,15,6
175912011,87,247,2,36,25,0
175912012,32,94,3,27,2,0
175912013,43,40,5,12,5,0
175913001,62,61,20,39,20,9
175913002,137,123,15,30,90,27
175913003,125,118,8,43,29,4
175913004,115,117,8,38,36,14
175913005,128,147,13,70,43,4
175913006,79,81,13,51,24,3
175913007,97,115,9,58,59,13
175913008,94,140,15,44,63,22
175913009,49,80,17,28,26,11
175913010,53,90,12,24,36,17
175913011,129,72,8,35,18,4
175913012,182,375,32,83,58,46
175914001,98,214,3,13,16,2
175914002,22,125,2,18,6,0
175914003,165,251,8,31,40,3
175914004,91,138,18,20,14,2
175914005,254,352,1,28,24,1
175915001,98,194,18,35,29,2
175915002,68,232,14,19,26,1
175915003,72,138,5,20,37,1
175915004,55,80,5,29,18,1
175915005,135,162,15,35,27,6
175915006,61,61,17,16,23,0
175915007,117,124,14,37,25,0
175915008,72,116,17,14,50,7
175915009,88,164,18,20,25,2
175915010,209,200,64,42,26,4
175915011,139,181,38,26,70,1
175916001,41,47,17,17,18,2
175916002,54,46,30,31,28,1
175916003,32,49,7,42,19,2
175916004,123,72,30,70,54,16
175916005,48,113,23,24,9,0
175916006,77,120,18,51,42,15
175917001,83,114,13,12,22,8
175917002,173,261,16,59,66,1
175917003,77,231,17,53,60,11
175917004,63,89,4,6,15,0
175917005,109,129,2,13,49,2
175917006,6,133,0,9,12,0
160201001,244,120,5,37,23,5
160201002,136,31,1,64,68,1
160201003,252,186,17,77,61,1
160201004,260,123,2,118,177,9
160201007,192,125,9,34,7,2
160201008,136,97,4,28,10,1
160201009,148,72,2,28,6,4
160201010,471,250,27,130,74,0
160201011,370,191,17,78,83,4
160201013,226,100,16,57,22,6
160201014,131,75,1,27,5,1
160201015,363,97,2,55,14,3
160201016,143,36,1,54,51,1
160201017,146,28,0,22,22,1
160201018,198,40,1,35,46,7
160201019,132,32,1,26,9,0
160201020,114,39,2,41,5,3
160201021,144,38,2,54,79,9
160201022,314,119,4,45,11,4
160201023,278,130,10,59,97,10
160201024,194,161,10,73,33,4
160201025,205,196,1,64,149,5
160201026,178,137,18,37,30,1
160201027,122,75,12,33,33,0
160201028,371,223,17,31,15,9
160202002,119,23,1,6,11,0
160202003,497,144,5,52,37,9
160202004,936,164,29,291,182,7
160202006,203,117,2,37,68,4
160202007,44,138,13,37,98,2
160202008,249,351,10,51,112,2
160202009,16,16,1,3,28,0
160202010,156,102,2,34,67,5
160202012,758,292,16,124,117,31
160202013,161,68,3,18,53,7
160202014,560,270,5,48,80,8
160202016,57,112,15,20,100,7
160202017,137,355,11,42,160,19
160202018,115,87,12,29,73,2
160202019,182,233,16,131,130,6
160202020,36,51,0,0,1,0
160202021,79,91,2,22,18,0
160202022,210,94,8,33,107,2
160202023,91,151,7,11,34,3
160202024,47,105,5,20,66,20
160202025,353,245,11,77,120,4
160202026,64,118,1,30,27,0
160202027,319,164,24,168,125,15
160202029,245,73,2,13,8,1
160202031,56,147,13,28,48,4
160202033,564,248,9,167,54,5
160202036,153,34,0,18,18,1
160202037,44,30,0,1,3,0
160202038,22,0,1,0,4,0
160202039,927,624,75,166,192,26
160202040,182,143,6,38,85,0
160202043,40,33,9,4,18,0
160202045,68,9,7,27,38,3
160202047,546,353,38,42,226,2
160202048,2,7,0,1,0,0
160202049,114,68,14,116,81,10
160202051,143,50,3,37,19,1
160202052,195,72,1,23,25,5
160202053,6,7,1,0,0,0
160202054,48,115,18,15,46,3
160202055,119,58,9,25,10,4
160202056,449,296,22,47,69,5
160202057,220,174,27,231,138,14
160202060,133,207,3,72,48,4
160202061,174,97,8,139,104,15
160202062,619,181,16,28,83,8
160202063,63,82,4,13,38,4
160202064,79,101,1,14,20,4
160202065,186,228,10,204,131,15
160202066,35,50,6,8,9,0
160202067,86,86,12,102,42,9
160202068,147,276,28,21,89,16
160202069,506,144,7,142,91,18
160202070,57,9,1,1,5,1
160202071,537,273,46,48,159,13
160202072,116,113,6,101,70,3
160202073,129,115,16,106,75,4
160202074,1,0,0,0,0,0
160202075,54,51,5,12,26,2
160202076,96,277,4,32,91,2
160202077,43,171,11,23,65,1
160202078,0,2,0,0,0,0
160202079,62,3,0,7,3,7
160202080,91,108,9,22,35,11
160202082,186,121,6,52,105,3
160202083,231,215,8,116,147,15
160202084,78,144,2,22,85,6
160202085,21,18,7,19,52,2
160202086,198,101,0,65,84,9
160202087,315,351,15,173,232,2
160202089,6,0,0,0,0,1
160202090,64,22,1,14,3,3
160202091,749,473,36,216,168,5
160202092,38,77,0,20,40,2
160202093,95,109,8,71,85,6
160202094,179,102,4,27,35,5
160202095,295,152,8,28,40,3
160202096,97,102,4,15,39,0
160202097,621,100,7,76,58,14
160202098,324,51,7,52,61,1
160202099,50,96,4,14,40,2
160202100,279,127,10,42,79,2
160202101,118,151,2,32,43,0
160202102,27,40,0,12,48,5
160202103,101,103,8,124,99,19
160203002,95,76,7,36,32,5
160203005,84,75,3,24,38,3
160203006,94,41,1,16,39,2
160203007,88,63,12,39,21,1
160203009,155,59,17,48,73,18
160203010,222,129,10,96,42,2
160203011,319,186,13,59,75,7
160203012,271,167,7,86,50,9
160203013,84,70,4,26,23,1
160203014,311,192,11,146,78,12
160203016,109,48,1,75,31,0
160203017,184,78,12,75,67,7
160203018,476,220,18,205,156,25
160203019,382,124,4,222,84,3
160203021,90,73,2,19,32,1
160203022,12,13,0,4,3,2
160203023,11,8,0,1,2,0
160203024,118,89,14,40,29,7
160203025,47,27,3,24,7,4
160203026,165,66,6,74,57,5
160203027,55,30,0,18,7,0
160203028,32,4,0,7,25,0
160203029,90,15,0,22,24,0
160203030,180,44,9,43,22,8
160203031,10,7,0,20,1,0
160203032,156,145,15,46,80,17
160203033,146,87,3,100,52,1
160203037,159,155,30,65,101,15
160203038,136,34,8,58,26,3
160203040,439,105,9,122,71,9
160203041,94,83,11,20,48,3
160204001,177,233,9,94,56,6
160204002,124,190,4,45,44,3
160204004,66,203,24,30,36,6
160204009,282,436,66,62,61,24
160204010,108,317,9,22,67,5
160204011,102,147,6,24,6,2
160204012,232,340,9,68,50,2
160204014,135,262,6,33,36,2
160205001,119,134,0,37,133,17
160205002,128,134,17,140,86,29
160205003,78,74,0,18,52,2
160205004,48,72,8,23,9,1
160205005,79,217,12,25,63,4
160205006,109,107,9,75,66,11
160205007,118,49,4,108,46,2
160205008,116,90,15,40,30,6
160205009,47,112,10,25,36,5
160205010,12,37,0,2,28,6
160205011,231,255,20,80,88,10
160205012,84,79,16,17,33,6
160205013,34,109,6,11,52,2
160205014,152,120,6,38,28,14
160205015,61,94,2,27,39,2
160206001,100,122,5,24,32,1
160206002,100,105,20,14,16,3
160206003,6,14,4,9,13,2
160206004,117,104,9,36,32,11
160206005,152,121,27,88,73,12
160206006,238,108,16,52,36,6
160206007,72,88,4,43,25,4
160206008,144,113,14,60,45,5
160206009,83,41,7,41,21,1
160206010,216,156,18,138,88,3
160206011,229,64,12,40,28,2
160207001,71,84,2,25,26,3
160207002,81,104,2,23,29,8
160207003,118,74,1,32,49,7
160207004,51,97,7,13,20,3
160207005,110,199,9,71,153,4
160207006,65,75,4,35,22,4
160207007,109,126,0,28,53,3
160207008,69,83,2,23,28,2
160207009,143,125,1,65,52,9
160207010,75,141,3,27,25,7
160207011,107,30,7,25,28,4
160207013,68,86,4,50,22,0
160207014,72,71,9,23,25,2
160207015,39,53,2,17,19,3
160207016,80,90,3,35,22,3
160207017,167,57,1,13,62,3
160207018,85,115,1,24,53,7
160207019,114,108,2,27,17,2
160207020,12,61,1,10,15,1
160207021,205,81,4,33,78,3
160208001,311,96,24,88,54,24
160208002,361,186,33,154,86,14
160208003,84,87,40,30,20,0
160208005,154,50,12,36,44,6
160208008,78,59,27,44,27,13
160208009,270,44,13,98,49,4
160208010,156,32,15,66,41,9
160208011,343,22,19,93,18,8
