psgc_brgy,water_sealed,closed_pit,open_pit,others_ pails_etc,none
175311012,98,39,20,1,43
175311013,357,72,13,3,99
175311014,150,58,18,0,32
175311015,65,162,3,1,88
175311016,89,19,2,0,67
175312001,90,77,28,1,57
175312002,409,13,10,3,76
175312003,182,7,218,2,67
175312004,187,80,30,28,88
175312005,197,12,36,0,4
175312006,67,129,10,85,2
175312007,184,116,28,0,87
175312008,283,10,17,1,11
175312009,264,193,50,56,27
175312010,79,41,133,2,77
175312011,191,2,0,1,0
175312012,29,303,67,1,4
175312013,26,258,27,1,4
175312014,409,122,14,12,284
175312015,149,132,28,27,36
175312016,123,58,42,5,11
175312017,407,166,50,12,193
175312018,82,110,38,1,24
175313001,114,36,11,2,55
175313002,153,10,3,1,17
175313003,181,14,1,2,29
175313004,45,4,2,0,58
175313006,154,12,2,14,186
175313007,93,11,72,63,255
175313008,116,18,8,4,118
175313009,152,55,7,2,83
175313010,295,18,7,15,550
175313011,76,9,2,4,143
175314001,18,64,4,0,31
175314002,99,179,32,1,69
175314003,49,137,22,0,36
175314004,29,125,39,3,40
175314005,85,42,4,6,4
175314006,65,54,14,0,4
175314007,66,106,28,0,9
175314008,28,61,11,0,5
175314009,175,32,3,0,23
175314010,174,136,23,12,31
175314011,286,111,20,0,21
175315001,486,301,176,5,52
175315002,285,201,360,17,128
175315003,89,59,123,3,34
175315004,230,88,48,2,42
175315005,148,111,189,11,115
175315006,98,78,112,2,12
175315007,425,175,133,9,248
175315008,269,203,232,6,64
175315009,59,30,57,0,14
175315010,85,79,76,1,36
175315011,43,47,151,2,208
175315012,184,201,138,1,15
175315013,289,164,155,20,47
175315014,837,278,153,10,54
175315015,503,304,167,7,134
175315016,547,251,272,14,84
175315017,254,73,157,3,37
175315018,54,59,8,4,17
175315019,187,110,112,0,14
175315020,139,84,105,0,23
175315021,46,66,50,0,11
175315022,228,133,75,2,14
175315023,381,119,118,15,86
175316001,323,96,33,26,148
175316002,378,155,39,0,195
175316003,67,41,2,3,63
175316004,40,6,0,1,1
175316005,426,122,71,17,247
175316006,71,36,268,8,179
175316008,286,53,26,6,99
175316009,305,109,24,51,113
175316010,175,81,6,7,49
175316011,87,79,24,10,138
175316012,325,98,47,5,176
175316013,167,41,5,0,89
175316014,193,95,33,17,94
175316015,636,136,37,3,140
175316016,69,23,4,6,26
175316017,32,0,0,0,4
175316018,212,111,46,12,57
175316019,138,210,40,14,109
175316020,4,6,59,7,0
175316021,163,75,39,7,84
175316022,47,18,100,26,51
175316023,193,50,33,1,39
175316025,0,2,0,0,0
175316026,125,118,45,19,87
175316027,94,17,1,1,6
175316028,40,5,1,0,6
175316029,171,98,29,9,42
175316030,23,16,15,1,85
175316031,138,137,39,22,31
175316032,28,0,3,0,3
175316033,42,4,0,0,5
175316034,134,5,2,2,12
175316035,228,56,225,3,146
175316036,53,10,0,1,5
175316037,233,38,12,8,9
175316038,84,4,0,0,3
175316039,83,1,0,0,7
175316040,21,0,0,0,0
175316041,163,74,53,2,166
175316042,55,21,4,0,41
175316043,58,33,167,14,94
175316044,169,10,0,0,8
175316045,185,27,35,3,68
175316046,431,156,53,13,94
175316047,780,56,5,27,23
175316048,485,93,99,15,139
175316049,197,71,11,3,50
175316050,134,31,10,0,41
175316051,623,177,61,6,241
175316052,7,35,0,0,2
175316053,571,49,19,6,64
175316054,4,3,0,0,0
175316055,383,32,15,0,53
175316056,68,96,3,7,43
175316057,109,42,41,8,149
175316058,306,62,102,7,163
175316059,73,4,7,0,14
175316060,40,61,9,4,57
175316061,65,0,0,0,1
175316062,492,112,42,18,111
175316063,157,165,62,16,269
175316064,455,175,66,13,111
175316065,200,92,168,13,176
175316066,334,125,42,11,43
175316067,302,47,10,0,46
175317001,1897,309,207,55,188
175317002,148,391,190,18,63
175317003,203,187,99,2,23
175317005,116,177,40,2,126
175317011,163,485,293,10,103
175317012,281,336,48,9,238
175317014,76,205,134,2,47
175317016,377,408,138,2,303
175317017,107,267,353,9,155
175317020,110,192,34,16,126
175317021,193,273,360,6,244
175317023,18,133,151,3,50
175317024,181,189,184,3,128
175317025,254,290,67,97,104
175318001,395,229,12,13,142
175318002,40,74,61,0,85
175318003,36,67,47,0,66
175318004,286,201,42,0,73
175318005,61,159,224,5,187
175318006,25,45,34,0,68
175318008,20,122,9,16,36
175318009,144,538,27,84,133
175318010,131,96,7,6,78
175318011,55,130,71,1,59
175318012,69,124,31,0,50
175318013,266,139,43,5,101
175318014,164,116,8,3,60
175318015,331,174,59,3,162
175318017,54,105,2,1,41
175318018,27,127,3,3,4
175318019,27,75,42,0,18
175318020,169,75,10,5,33
175318021,68,114,34,0,19
175318022,29,101,52,0,51
175318023,63,166,98,2,93
175318024,111,291,8,25,88
175318025,38,79,64,12,67
175318026,49,256,6,34,79
175318028,174,240,181,10,271
175318029,159,33,6,0,15
175318030,399,182,45,2,52
175318031,629,118,77,14,251
175318032,2,1,0,0,1
175318033,31,47,0,7,69
175318034,140,183,36,7,47
175319001,414,178,160,17,220
175319002,117,56,56,15,131
175319003,267,162,219,9,187
175319004,53,10,69,2,69
175319005,341,77,123,5,111
175319006,84,23,137,5,27
175319007,592,113,139,14,473
175319008,732,131,121,37,133
175319009,82,78,31,1,32
175319010,64,30,33,0,139
175320001,324,178,139,13,144
175320002,64,93,83,4,111
175320003,57,49,15,32,251
175320004,77,15,31,1,97
175320005,254,99,58,3,182
175320006,56,14,18,1,244
175320007,131,28,26,7,56
175320008,266,103,73,48,588
175320009,339,158,108,1,152
175320010,57,33,12,1,67
175320011,91,16,5,4,137
175320012,90,29,32,13,71
175320013,523,157,37,10,367
175320014,40,20,10,4,143
175320015,379,58,21,2,164
175320016,67,26,11,1,107
175320017,102,111,26,0,59
175320018,155,122,69,3,197
175320019,113,12,5,13,364
175320020,1097,261,202,72,374
175320021,146,45,45,5,177
175320022,84,106,105,20,180
175320023,108,22,37,9,64
175320024,54,51,24,2,106
175320025,132,85,87,6,270
175320026,19,4,0,0,115
175320027,203,113,32,8,95
175320028,15,28,18,1,69
175320029,43,84,34,1,42
175320030,105,27,6,1,114
175320031,218,73,58,2,127
175322001,80,6,4,1,3
175322002,28,8,12,9,61
175322003,70,7,12,34,180
175322004,41,0,1,2,6
175322005,45,16,36,36,144
175322006,135,10,28,8,32
175322007,105,19,20,6,108
175322008,50,22,24,28,155
175322009,77,22,33,27,149
175322010,216,17,107,44,164
175322011,143,6,5,4,16
175322012,15,1,16,5,39
175322013,45,11,7,13,68
175322014,5,6,14,18,168
175323001,115,115,99,17,212
175323002,86,77,150,7,118
175323003,408,380,96,33,427
175323004,51,43,113,3,252
175323005,62,122,51,11,280
175323006,243,160,229,23,454
175323007,16,26,43,10,261
175323008,97,139,80,23,600
175323009,738,234,517,24,341
175323010,120,97,266,19,449
175323011,51,47,144,6,448
175324001,167,51,13,4,385
175324002,94,114,19,38,299
175324003,114,71,10,16,254
175324004,102,143,31,22,418
175324005,120,132,36,35,778
175324006,674,164,80,54,305
175324007,101,10,11,10,306
175324008,234,114,28,34,397
175324009,92,169,29,26,314
175901001,208,23,2,0,81
175901002,148,1,0,0,107
175901003,228,20,9,1,115
175901004,110,9,0,1,59
175901005,196,8,0,0,118
175901006,110,4,0,1,21
175901007,176,4,4,0,67
175901008,299,2,0,1,154
175901009,99,4,5,0,113
175901010,162,14,3,1,108
175901011,95,0,1,0,49
175901012,172,3,1,0,81
175902001,83,1,0,6,30
175902002,72,2,2,0,31
175902004,53,1,0,3,4
175902005,10,1,0,3,3
175902006,55,0,2,2,6
175902007,63,2,1,1,23
175902008,18,0,0,0,11
175902009,73,1,0,3,9
175902010,254,11,4,0,6
175902011,59,3,2,0,30
175902012,71,5,0,3,25
175902013,28,1,0,0,6
175902014,17,2,0,0,6
175902015,72,0,0,0,20
175902016,102,14,9,3,10
175902017,84,1,1,7,11
175902018,69,2,1,15,6
175903001,61,13,28,4,35
175903002,168,56,76,26,146
175903003,203,42,78,3,59
175903004,151,47,31,3,132
175903005,144,40,35,16,47
175903006,216,64,158,5,143
175903007,88,37,79,9,55
175903008,43,6,56,5,25
175903009,107,15,21,0,10
175903010,94,7,101,13,89
175903011,106,25,147,12,99
175903012,238,29,32,20,55
175903013,125,13,37,8,145
175903014,205,28,28,6,41
175904001,233,3,1,0,118
175904002,169,0,0,1,113
175904003,310,0,0,0,19
175904004,89,3,0,1,64
175904005,167,0,3,0,113
175904006,205,3,0,0,44
175904007,92,3,1,9,131
175905002,115,0,0,0,17
175905003,134,1,0,0,14
175905004,81,0,0,0,8
175905005,105,1,0,0,6
175905006,214,0,0,2,19
175905007,92,1,0,0,2
175905008,59,1,0,0,20
175905009,78,1,0,0,7
175905010,50,0,0,0,10
175906001,188,1,1,0,154
175906002,49,1,0,0,50
175906003,93,0,1,0,56
175906004,105,1,0,0,49
175906005,53,0,0,0,18
175906006,127,1,0,1,78
175906007,88,0,0,1,70
175906008,61,0,0,0,10
175906009,134,1,0,0,47
175906010,117,0,0,6,114
175906011,132,0,0,0,5
175906013,83,0,0,1,52
175906014,76,2,0,0,133
175906015,70,3,0,1,30
175906016,69,0,0,0,28
175907001,178,4,9,9,165
175907002,162,5,3,0,54
175907003,237,4,0,2,68
175907004,125,1,2,5,73
175907005,118,21,2,1,55
175907006,219,4,2,2,124
175907007,397,7,6,3,142
175907008,201,6,12,0,57
175907009,134,2,1,0,79
175907011,520,62,3,4,114
175907012,467,1,4,1,175
175907013,61,3,3,13,34
175908001,123,3,11,0,48
175908002,149,1,30,1,129
175908003,155,1,24,1,62
175908004,160,5,9,2,82
175908005,189,5,40,0,78
175908006,141,6,18,0,32
175908007,355,5,12,0,99
175908008,67,4,7,0,28
175908009,330,6,55,1,115
175909002,110,11,3,4,107
175909003,80,2,2,0,40
175909004,170,6,2,3,100
175909005,79,3,7,0,33
175909006,53,12,6,0,59
175909008,156,20,17,1,107
175909010,169,12,4,2,42
175909012,368,89,1,4,110
175909014,283,21,2,3,120
175909015,141,4,1,1,20
175909016,46,1,1,26,18
175909017,307,48,8,0,145
175909018,257,73,4,13,198
175909020,21,4,0,0,0
175909021,41,2,0,0,6
175909022,59,11,52,0,25
175909023,129,5,2,3,77
175909024,59,14,3,0,44
175909025,178,67,6,3,99
175909026,42,0,0,0,5
175909027,80,4,2,26,29
175909029,108,30,36,12,32
175909030,320,12,6,2,140
175909031,20,1,0,0,0
175909032,293,24,8,1,87
175910001,78,3,7,0,53
175910002,117,6,0,2,72
175910003,86,26,9,0,109
175910004,93,0,1,0,90
175910005,103,6,13,0,40
175910006,164,22,1,1,40
175910007,110,19,3,0,115
175910008,247,9,3,0,131
175910009,36,4,6,8,60
175910010,275,15,16,4,210
175910011,98,16,0,1,66
175910012,577,10,1,4,230
175910013,126,2,0,0,35
175910014,106,1,1,0,30
175910015,190,3,1,2,118
175910016,118,2,1,0,75
175910017,158,5,5,0,96
175910018,88,23,0,0,60
175910019,104,1,0,1,40
175910020,195,27,3,2,46
175910021,170,9,1,0,42
175910022,132,2,2,9,19
175910023,121,4,2,0,87
175910024,94,3,0,4,28
175910025,35,0,0,1,3
175910026,29,0,1,0,17
175910027,230,0,0,0,7
175910028,78,0,0,1,3
175910029,164,4,1,3,123
175910030,262,1,6,2,50
175910031,77,1,2,0,40
175911001,168,4,13,10,133
175911002,178,4,2,7,204
175911004,117,0,0,2,67
175911005,198,0,1,2,97
175911006,188,5,2,2,114
175911007,310,17,5,3,164
175911008,91,2,0,0,81
175911011,184,26,16,4,221
175911012,264,12,5,12,151
175911013,107,9,1,1,54
175911015,124,4,0,2,66
175911016,265,32,0,2,120
175911017,316,9,5,1,13
175911018,193,1,3,0,118
175911019,53,3,0,5,40
175912001,97,22,18,0,137
175912002,200,11,30,0,96
175912003,64,34,18,1,27
175912004,210,18,12,2,147
175912005,198,20,0,2,82
175912006,81,13,6,0,125
175912007,143,24,5,0,78
175912008,105,19,28,0,140
175912009,147,52,8,0,61
175912010,216,10,8,0,47
175912011,185,20,47,0,145
175912012,80,13,12,0,53
175912013,75,6,0,1,23
175913001,90,19,23,24,55
175913002,158,45,28,32,159
175913003,159,62,29,14,63
175913004,145,29,12,14,128
175913005,188,55,33,18,111
175913006,96,25,19,22,89
175913007,115,27,18,37,154
175913008,157,42,22,41,116
175913009,66,32,17,8,88
175913010,75,26,25,18,88
175913011,154,49,31,4,28
175913012,255,110,92,40,279
175914001,144,0,2,7,193
175914002,54,8,0,2,109
175914003,296,25,8,1,168
175914004,106,3,0,1,173
175914005,409,4,0,4,243
175915001,228,4,6,1,137
175915002,156,0,11,1,192
175915003,149,3,16,2,103
175915004,124,3,6,1,54
175915005,277,1,0,0,102
175915006,126,1,3,1,47
175915007,254,2,0,2,59
175915008,150,3,2,0,121
175915009,212,0,12,2,91
175915010,309,21,36,4,175
175915011,294,4,32,0,125
175916001,76,5,21,1,39
175916002,98,12,17,0,63
175916003,35,11,74,1,30
175916004,215,17,53,0,80
175916005,122,29,9,2,55
175916006,107,46,59,0,111
175917001,124,0,10,1,117
175917002,403,5,23,9,136
175917003,295,2,10,12,130
175917004,133,1,3,0,40
175917005,202,0,5,1,96
175917006,56,4,0,0,100
160201001,323,6,9,2,94
160201002,255,1,0,15,30
160201003,381,36,25,7,145
160201004,409,21,13,54,192
160201007,285,10,16,6,52
160201008,167,10,20,0,79
160201009,188,15,7,5,45
160201010,736,17,5,11,183
160201011,581,10,0,1,151
160201013,345,9,4,1,68
160201014,203,1,6,1,29
160201015,490,3,0,2,39
160201016,250,3,0,8,25
160201017,203,3,0,2,11
160201018,286,1,1,8,31
160201019,167,3,3,0,27
160201020,141,30,1,0,32
160201021,176,45,0,44,61
160201022,251,0,22,6,218
160201023,398,7,1,55,123
160201024,342,25,8,1,99
160201025,322,39,11,59,189
160201026,317,8,2,2,72
160201027,101,12,9,2,151
160201028,260,77,108,14,207
160202002,149,0,0,6,5
160202003,649,3,0,25,67
160202004,1361,140,17,20,71
160202006,262,53,24,4,88
160202007,241,11,1,4,75
160202008,277,246,61,52,139
160202009,51,0,1,0,12
160202010,288,25,12,0,41
160202012,1128,68,27,28,87
160202013,268,9,3,2,28
160202014,810,8,4,2,147
160202016,193,16,8,14,80
160202017,476,114,26,19,89
160202018,245,3,6,11,53
160202019,510,63,21,5,99
160202020,76,0,0,5,7
160202021,110,75,17,0,10
160202022,342,23,25,3,61
160202023,156,69,26,14,32
160202024,163,42,14,3,41
160202025,592,110,31,9,68
160202026,114,26,25,7,68
160202027,681,7,4,10,113
160202029,306,3,2,3,28
160202031,139,84,19,14,40
160202033,950,15,3,1,78
160202036,146,35,10,2,31
160202037,65,0,0,0,13
160202038,23,0,0,0,4
160202039,1607,34,27,31,311
160202040,374,8,5,3,64
160202043,91,0,0,2,11
160202045,134,1,0,8,9
160202047,1017,5,2,29,154
160202048,10,0,0,0,0
160202049,332,21,7,2,41
160202051,224,18,0,2,9
160202052,268,4,0,9,40
160202053,13,0,1,0,0
160202054,176,4,3,11,51
160202055,164,3,0,8,50
160202056,718,16,25,15,114
160202057,611,46,12,23,112
160202060,217,112,77,1,60
160202061,461,20,7,4,45
160202062,829,15,12,8,71
160202063,124,12,12,1,55
160202064,155,21,3,0,40
160202065,503,82,35,9,145
160202066,89,0,0,4,15
160202067,240,22,6,8,61
160202068,372,40,32,15,118
160202069,724,1,0,48,135
160202070,64,0,1,0,9
160202071,864,2,2,23,185
160202072,291,15,7,22,74
160202073,282,90,21,8,44
160202074,1,0,0,0,0
160202075,112,6,4,4,24
160202076,181,212,30,13,66
160202077,270,9,2,1,32
160202078,2,0,0,0,0
160202079,72,0,0,0,10
160202080,190,4,8,15,59
160202082,386,21,15,4,47
160202083,529,60,30,4,109
160202084,254,14,5,13,51
160202085,80,21,4,9,5
160202086,395,7,3,9,43
160202087,591,275,33,67,122
160202089,7,0,0,0,0
160202090,83,1,1,0,22
160202091,1316,43,35,19,234
160202092,45,57,23,8,44
160202093,256,40,11,2,65
160202094,251,23,24,17,37
160202095,314,41,26,11,134
160202096,124,38,10,13,72
160202097,766,3,1,16,90
160202098,411,5,2,14,64
160202099,78,85,23,1,19
160202100,442,11,4,21,61
160202101,81,154,79,3,29
160202102,101,4,8,0,19
160202103,398,16,1,1,38
160203002,238,0,2,4,7
160203005,168,1,3,4,51
160203006,151,3,0,2,37
160203007,157,8,20,11,28
160203009,308,11,7,9,35
160203010,411,11,1,6,72
160203011,519,7,9,25,99
160203012,526,14,10,2,38
160203013,156,4,3,1,44
160203014,516,5,4,11,214
160203016,195,31,8,2,28
160203017,359,12,14,4,34
160203018,731,32,22,7,308
160203019,636,58,41,11,73
160203021,155,1,8,38,15
160203022,29,0,0,4,1
160203023,22,0,0,0,0
160203024,242,2,0,8,45
160203025,100,1,0,1,10
160203026,304,10,5,2,52
160203027,92,3,0,4,11
160203028,65,0,0,0,3
160203029,119,10,4,1,17
160203030,238,1,1,4,62
160203031,35,0,0,0,3
160203032,368,3,1,1,86
160203033,205,27,53,2,102
160203037,416,11,6,33,59
160203038,209,22,9,2,23
160203040,581,24,13,6,131
160203041,164,10,2,8,75
160204001,442,26,7,1,99
160204002,207,45,9,23,126
160204004,87,22,50,19,187
160204009,623,63,12,20,213
160204010,245,41,47,3,192
160204011,189,25,7,1,65
160204012,493,51,6,9,142
160204014,178,72,32,4,188
160205001,382,7,16,2,33
160205002,339,56,16,7,116
160205003,172,8,5,4,35
160205004,97,11,10,4,39
160205005,203,47,6,7,137
160205006,261,24,14,5,73
160205007,261,33,3,2,28
160205008,201,42,17,2,35
160205009,139,17,20,8,51
160205010,62,0,2,2,19
160205011,529,43,1,10,101
160205012,173,12,16,4,30
160205013,104,24,22,2,62
160205014,239,24,17,20,58
160205015,169,26,7,5,18
160206001,190,2,0,0,92
160206002,168,5,6,7,72
160206003,30,2,0,2,14
160206004,259,6,6,2,36
160206005,332,14,7,8,112
160206006,397,5,5,6,43
160206007,196,5,1,0,34
160206008,336,9,4,1,31
160206009,175,2,2,0,15
160206010,525,15,15,3,61
160206011,335,4,2,2,32
160207001,159,22,6,1,23
160207002,114,24,42,4,63
160207003,195,31,13,0,42
160207004,116,14,21,1,39
160207005,314,103,55,3,71
160207006,144,17,15,1,28
160207007,236,33,17,2,31
160207008,139,25,17,2,24
160207009,263,32,42,0,58
160207010,171,47,32,1,27
160207011,156,21,8,4,12
160207013,164,19,13,2,32
160207014,113,33,30,4,22
160207015,70,23,13,1,26
160207016,184,12,14,0,23
160207017,74,96,83,3,47
160207018,106,87,70,4,18
160207019,207,25,19,2,17
160207020,60,10,20,0,10
160207021,157,83,93,1,70
160208001,488,11,9,15,74
160208002,574,27,13,10,210
160208003,128,39,7,8,79
160208005,216,22,10,4,50
160208008,102,47,5,7,87
160208009,369,29,5,29,46
160208010,260,13,1,2,43
160208011,412,52,4,4,31
160209001,346,10,7,27,80
160209002,305,6,4,20,43
160209004,245,5,0,15,48
160209005,558,38,52,94,209
160209006,216,3,1,7,14
160209007,424,6,2,49,85
160209008,91,12,7,36,121
160209009,221,2,2,1,45
160209010,252,2,1,15,13
160209011,65,0,0,0,2
160209012,94,2,1,17,17
160209013,61,0,0,0,7
160209014,160,0,0,6,13
160209015,208,2,0,3,7
160209016,138,3,0,9,24
160209017,510,9,7,24,29
160209018,258,3,9,24,122
160209019,376,7,32,33,55
160209020,259,1,1,9,71
160210002,200,8,0,3,112
160210003,271,6,1,6,71
160210005,185,4,1,9,49
160210007,521,126,5,34,297
160210008,275,8,3,18,122
160210009,287,0,1,2,67
160210010,174,3,0,5,44
160210011,333,57,6,8,47
160211001,118,5,13,0,28
160211002,192,5,20,0,19
160211003,352,8,48,1,27
160211004,298,2,45,0,44
160211005,92,4,9,0,6
160211006,272,8,26,2,40
160211007,258,4,47,1,44
160211008,347,9,29,0,69
160211009,268,5,29,1,33
160211010,62,6,14,0,5
160211011,118,4,14,0,17
160211012,138,2,14,0,10
160211013,297,16,45,11,26
160212001,445,3,2,2,43
160212002,430,7,3,0,67
160212003,353,8,0,1,80
160212004,273,6,11,1,42
160212005,194,7,1,2,31
160212006,279,13,5,5,107
160212007,364,14,4,2,58
160212008,301,1,2,2,29
160301001,238,46,13,30,59
160301002,279,8,2,4,14
160301003,405,23,23,22,36
160301004,231,17,12,2,72
160301006,116,30,16,3,26
160301007,269,6,7,9,48
160301009,403,32,26,8,72
160301010,662,43,32,8,54
160301011,624,21,5,34,34
160301013,219,37,24,8,46
160301014,80,31,6,5,13
160301016,2241,215,82,70,74
160301017,129,20,13,7,38
160301018,334,13,6,19,43
160301019,865,45,19,5,128
160301020,163,11,6,0,34
160301023,446,41,7,16,61
160301024,1536,101,44,100,175
160301025,207,20,20,2,48
160301027,282,28,2,6,42
160301028,213,98,40,2,22
160301029,472,46,19,14,40
160301030,294,22,17,0,54
160301031,175,1,2,12,24
160301032,90,13,3,23,29
160301033,196,9,2,9,15
160301034,28,12,3,18,16
160301035,145,7,1,8,15
160301036,298,22,15,1,36
160301037,67,19,5,3,17
160301038,78,10,6,0,40
160301039,86,28,12,0,23
160301040,239,67,34,3,34
160301041,292,12,19,11,26
160301042,47,23,4,3,15
160301043,137,41,11,5,42
160301044,81,35,5,1,25
160301045,270,96,43,3,155
160301046,188,38,29,12,29
160301047,92,49,13,21,88
160301048,61,10,1,0,15
160301049,131,13,4,4,19
160301050,187,40,12,16,31
160302001,776,59,144,13,107
160302002,819,77,75,30,175
160302003,1244,173,138,10,52
160302004,306,57,63,8,89
160302005,735,74,93,24,137
160302006,482,49,32,19,61
160302007,52,26,21,21,83
160302008,211,20,40,7,28
160302009,134,34,22,5,35
160302010,1087,39,82,8,104
160303001,147,65,17,1,25
160303002,63,1,4,0,1
160303003,121,11,8,9,33
160303004,65,13,21,9,38
160303006,154,25,25,0,28
160303007,31,27,15,0,30
160303008,411,17,33,7,16
160303009,220,16,10,4,22
160303010,19,8,2,8,3
160303011,260,136,51,4,75
160303013,111,5,3,4,2
160303014,55,21,25,0,48
160303015,70,13,24,2,24
160303016,47,32,8,2,35
160303017,171,25,31,2,69
160303018,110,42,30,5,53
160303019,478,92,21,7,38
160303021,76,14,19,2,46
160303022,278,22,27,4,23
160303023,129,49,16,2,43
160303024,12,2,0,0,15
160303026,77,5,4,0,16
160303027,45,4,4,0,6
160303028,29,1,11,0,29
160303029,35,17,11,0,39
160303030,57,12,9,6,19
160303031,25,10,4,0,38
160303032,76,2,7,0,20
160303033,32,1,5,1,59
160303034,47,3,2,0,6
160303035,171,8,6,1,14
160303036,0,1,0,0,0
160303037,0,0,60,0,21
160303038,0,2,0,0,61
160303039,8,6,6,0,51
160303041,10,4,2,0,14
160303042,51,2,3,1,7
160303043,23,7,14,3,17
160303045,23,6,11,2,4
160303046,7,0,15,0,4
160303047,13,0,9,0,20
160303048,2,0,0,0,34
160303049,20,4,11,4,11
160304001,71,13,5,0,82
160304002,66,11,6,0,106
160304003,39,2,1,0,12
160304004,31,19,3,1,44
160304005,79,12,25,2,90
160304006,260,51,25,2,100
160304007,144,22,21,0,56
160304008,112,10,29,1,47
160304009,2,0,0,0,104
160304010,9,2,4,1,41
160304011,30,10,11,4,131
160304012,237,44,37,2,69
160304013,18,1,15,13,127
160304014,22,6,18,1,25
160304015,40,15,18,0,74
160305001,157,44,75,0,53
160305002,93,19,23,2,58
160305003,220,28,59,2,65
160305004,132,41,36,1,70
160305005,389,52,37,4,87
160305006,104,33,37,1,29
160305007,66,88,84,2,55
160305008,133,32,22,11,24
160305009,65,25,30,1,54
160305010,261,70,72,9,54
160305011,72,34,21,2,20
160305012,144,9,27,3,43
160305013,75,5,8,2,62
160305014,1,2,4,0,62
160305015,128,79,224,3,81
160305016,33,21,11,0,15
160305017,16,13,25,0,44
160306001,360,126,84,9,49
160306002,276,17,8,9,35
160306003,232,14,15,16,35
160306004,1800,85,66,20,138
160306006,247,44,20,1,28
160306007,282,26,10,1,36
160306008,160,61,52,7,35
160306009,248,21,12,0,38
160306010,128,12,5,3,43
160306011,359,39,42,16,32
160306012,539,30,33,3,83
160306013,228,26,15,13,83
160306014,303,27,24,11,72
160306015,181,37,24,1,28
160306016,183,18,34,11,45
160306017,161,23,8,2,32
160306018,1249,82,50,8,116
160306020,116,8,18,4,29
160306021,401,48,19,5,56
160306022,177,46,31,6,70
160306023,444,25,19,3,43
160306024,141,31,44,15,54
160306025,300,14,28,18,54
