psgc_brgy,own_use_faucet_community_water_system,shared_faucet_commmunity_water_system,own_use_tubed_or_piped_well,shared_tubed_or_piped_well,dug_well,spring_river_streat_etc,collected_rainfall,peddler
175209018,40,14,180,196,3,0,0,1
175209019,34,8,198,159,3,0,0,2
175209020,48,9,3,95,37,9,0,0
175209021,66,157,48,88,71,0,0,124
175209022,30,16,217,266,21,9,1,877
175209023,401,140,14,29,3,21,0,29
175209024,59,6,30,24,2,0,0,388
175209025,217,16,143,61,2,0,0,55
175209026,142,13,26,14,0,0,0,14
175209027,6,3,5,49,2,4,0,369
175209028,7,25,5,0,0,134,0,0
175209029,34,51,42,159,2,7,0,0
175209030,10,60,69,108,54,390,3,0
175209031,235,206,1,9,0,23,0,49
175209032,95,159,3,2,0,0,0,4
175209033,33,12,112,123,4,3,0,279
175209034,360,148,37,67,7,1,1,295
175209035,107,38,13,64,9,1,0,485
175209036,7,21,69,157,6,1,0,0
175209037,178,158,17,50,0,25,0,0
175210001,17,144,2,4,11,92,0,2
175210002,0,0,0,0,34,1,0,0
175210004,260,187,17,46,17,16,10,10
175210005,184,60,7,15,6,10,1,1
175210006,3,187,1,0,0,3,0,0
175210007,62,98,3,22,5,30,27,0
175210008,24,76,8,10,12,129,0,21
175210009,149,139,1,1,8,86,0,1
175210010,33,129,48,79,6,38,4,8
175210011,39,24,61,71,2,2,0,0
175210012,61,55,228,237,21,18,0,1
175210013,23,104,26,62,146,328,9,44
175210014,14,160,11,36,13,125,1,15
175210015,12,97,5,78,21,96,0,1
175210017,48,47,9,0,1,2,0,1
175210018,52,65,0,2,0,1,0,3
175210019,22,53,21,44,18,2,0,11
175210020,7,22,3,0,32,97,1,1
175210021,28,195,2,12,1,39,0,0
175210022,13,37,1,6,2,125,3,0
175210023,26,22,2,10,9,63,6,24
175210024,31,71,1,0,0,2,0,0
175210025,50,74,0,1,10,37,1,1
175211001,273,104,18,14,6,86,0,2
175211002,548,164,1,15,25,29,0,1
175211003,390,87,0,5,8,18,0,11
175211004,241,15,0,1,0,1,0,0
175211005,414,152,22,16,4,0,0,1
175211006,107,47,0,3,0,0,0,0
175211007,343,164,31,32,6,20,0,1
175211008,306,31,4,4,0,0,0,1
175211009,65,39,161,50,6,0,0,0
175211010,442,74,2,14,0,7,0,1
175211011,30,101,15,43,34,12,0,38
175211012,543,167,3,3,1,5,0,4
175211013,20,17,11,3,1,74,0,0
175212001,99,327,294,459,15,119,0,0
175212002,37,88,254,200,1,0,0,0
175212003,104,312,112,264,73,1,1,1
175212004,40,50,10,9,6,168,1,1
175212005,68,26,129,83,66,2,0,4
175212006,77,30,158,101,70,1,0,13
175212007,5,6,141,109,9,0,0,8
175212008,20,5,36,47,20,0,0,4
175212009,109,108,224,226,36,1,0,18
175212010,123,419,236,160,13,1,1,9
175212011,86,37,201,235,177,2,0,0
175212012,15,181,127,90,9,8,0,2
175212013,63,351,42,146,2,0,0,4
175212014,16,33,341,315,136,26,0,0
175212015,24,14,98,123,18,0,0,0
175212016,5,15,96,124,4,11,0,1
175212017,9,20,8,41,45,553,1,3
175212018,1,7,102,73,13,1,0,0
175212019,4,2,217,174,18,1,0,0
175212020,7,2,132,55,0,0,0,2
175213001,130,62,27,33,80,43,0,0
175213002,18,34,24,41,24,310,1,0
175213003,47,44,15,242,39,87,0,0
175213004,2,24,106,141,12,46,0,0
175213005,29,43,32,162,66,228,0,0
175213006,14,26,107,186,24,46,0,0
175213007,237,66,11,62,0,10,0,0
175213008,57,131,8,4,1,185,0,0
175214001,39,51,167,131,5,0,0,4
175214002,26,19,5,28,39,7,2,0
175214003,24,80,35,353,40,7,0,7
175214005,16,18,51,116,61,10,0,58
175214006,23,25,85,264,2,0,0,56
175214007,11,3,75,52,1,0,0,13
175214008,91,23,3,16,164,297,2,0
175214009,5,8,1,40,13,107,0,0
175214010,11,0,65,126,2,35,0,0
175214012,55,46,96,132,44,16,0,0
175214013,80,86,104,109,32,0,0,0
175214014,9,27,25,37,30,92,10,8
175214015,1,74,17,23,16,5,0,12
175214016,19,14,281,282,28,14,0,0
175214017,8,17,13,28,29,50,1,19
175214018,3,28,12,111,7,6,0,0
175214019,11,69,33,99,0,0,0,2
175214020,56,100,7,56,0,0,0,1
175214021,43,17,20,7,0,0,0,26
175214022,63,35,24,42,3,3,1,49
175214023,259,134,34,7,15,0,0,15
175214024,18,2,64,323,3,1,0,0
175214025,22,8,235,204,36,12,0,0
175214027,1,0,0,0,1,157,0,0
175214028,14,29,44,127,68,63,9,9
175214029,0,10,0,2,26,51,0,0
175215001,85,101,65,377,27,32,1,0
175215002,172,26,62,55,2,33,0,0
175215003,118,117,16,2,0,2,0,0
175215004,10,11,137,64,0,0,0,0
175215005,11,139,13,86,3,23,2,0
175215006,27,1,132,15,20,0,0,1
175215007,26,1,111,35,0,12,0,0
175215008,4,17,0,8,80,72,7,0
175215009,83,160,0,2,0,0,0,0
175215010,178,57,3,33,3,64,0,1
175215011,114,93,7,10,0,1,0,0
175215012,195,6,400,30,1,1,0,1
175215013,148,208,25,8,0,12,0,0
175215015,68,18,0,0,0,16,0,0
175215016,100,85,25,15,99,5,5,0
175215017,198,184,25,86,7,16,0,0
175215018,40,5,294,277,55,3,0,1
175215019,146,48,6,6,0,3,0,0
175215020,44,65,289,318,1,6,0,44
175215021,277,47,4,25,1,5,0,1
175215027,16,120,59,13,0,4,3,0
175215028,97,124,1,10,0,2,0,4
175215029,208,42,20,9,0,0,0,0
175215030,59,16,0,0,0,0,0,0
175215031,168,35,119,28,0,0,0,1
175215032,143,31,9,24,1,1,0,1
175215033,24,18,98,190,9,1,0,0
175215034,98,167,1,14,9,0,0,0
175215035,107,275,4,2,0,167,0,1
175215036,305,23,0,1,1,1,0,0
175215037,43,34,4,3,10,73,0,0
175215038,72,130,3,1,2,5,0,0
175301001,13,15,62,124,25,3,0,2
175301002,42,48,11,46,110,1,1,0
175301003,24,14,84,299,117,76,2,0
175301004,6,33,11,59,70,12,1,5
175301005,56,69,21,162,20,53,0,0
175301006,14,22,14,28,30,3,0,0
175301007,76,56,45,86,140,11,0,6
175301008,28,146,32,158,75,10,0,1
175301009,189,50,5,23,14,0,0,0
175301010,75,50,12,36,24,2,0,0
175301011,86,18,25,120,15,19,0,0
175301012,103,76,173,251,11,2,1,3
175301014,35,50,123,232,73,10,0,3
175301015,6,60,29,68,91,15,0,1
175301016,330,148,40,73,52,5,0,4
175301017,46,52,38,72,6,2,0,1
175301018,82,63,61,113,20,2,0,3
175301019,152,69,23,87,92,5,6,7
175301020,5,3,24,65,112,45,0,0
175302002,8,50,0,178,763,1,0,3
175302003,4,9,3,7,674,1,1,9
175302004,22,175,0,1,62,0,0,0
175302005,0,4,0,2,54,0,0,0
175302006,0,0,0,1,72,0,0,0
175302007,4,41,0,3,55,0,0,0
175302008,2,14,0,5,28,0,0,0
175302009,0,16,2,2,64,0,0,0
175302010,0,2,0,89,47,0,0,0
175302011,2,18,0,36,158,0,0,0
175303001,0,1,0,0,143,3,0,0
175303004,1,2,0,0,166,0,1,0
175303005,0,0,0,3,104,0,0,0
175303006,1,0,0,1,134,0,1,0
175303007,8,34,2,2,112,1,2,0
175303008,0,0,0,2,179,2,1,0
175303009,2,0,0,1,184,0,2,0
175303010,0,2,2,0,126,0,3,0
175303011,0,0,0,0,111,1,2,0
175303012,0,5,0,3,106,2,7,0
175303013,1,1,4,1,371,0,2,0
175303014,64,123,0,2,299,6,1,0
175303015,5,3,2,3,314,3,58,157
175304001,1,3,0,2,121,1,2,0
175304002,1,1,0,1,94,0,6,0
175304003,17,15,5,63,1500,3,3,16
175304005,0,1,0,8,267,6,2,0
175304006,13,15,1,20,264,175,9,0
175304007,2,1,1,12,135,74,0,0
175304008,13,55,3,39,1314,5,17,0
175304009,3,2,0,1,248,0,4,1
175304011,1,0,1,7,160,1,0,0
175304012,0,0,0,0,39,0,0,0
175304019,0,1,0,0,96,1,2,0
175304020,0,3,1,4,331,1,0,0
175304021,1,2,7,19,451,4,0,2
175304022,1,2,2,9,221,2,1,0
175304024,20,21,2,10,16,1,7,0
175304025,26,6,10,31,23,0,4,1
175304026,14,8,5,23,34,0,4,0
175304027,33,21,2,16,28,7,5,0
175304028,6,4,1,6,115,0,0,0
175304029,28,60,2,22,95,57,1,0
175305001,50,43,35,82,159,167,0,3
175305002,17,76,32,66,43,97,0,1
175305003,0,2,5,72,224,1,2,0
175305004,18,29,41,115,285,206,1,0
175305005,7,26,3,172,39,1,0,0
175305006,48,113,89,191,68,79,0,0
175305007,24,96,9,111,92,51,1,4
175305008,4,11,48,95,104,136,4,6
175305009,1,0,1,15,87,91,0,0
175305010,96,104,388,499,196,53,0,9
175305011,6,29,22,180,69,99,0,0
175305012,1,2,1,19,243,19,1,0
175305013,427,1004,123,687,208,9,0,127
175305014,7,36,25,183,90,122,0,1
175305015,4,22,8,98,196,22,0,0
175305016,5,17,12,187,97,20,0,0
175305017,56,20,32,188,214,139,2,0
175305018,1,0,0,12,162,32,0,0
175305019,10,6,3,19,163,59,2,1
175305020,9,0,0,1,128,37,0,0
175305021,5,45,25,105,103,14,6,6
175305022,21,82,23,189,273,217,0,1
175306001,20,58,11,28,45,159,0,2
175306002,21,27,173,262,181,59,0,0
175306003,7,18,223,388,120,4,1,4
175306004,14,38,116,363,40,12,0,0
175306005,4,10,13,114,39,299,0,0
175306006,22,27,282,418,158,141,0,0
175306010,11,27,247,327,37,47,1,0
175306011,7,21,98,145,24,269,0,0
175306012,33,60,59,167,66,84,0,1
175306013,8,14,205,291,15,17,0,0
175306014,8,9,145,133,14,5,0,0
175306015,140,82,386,537,62,63,0,4
175306017,328,181,45,68,7,0,0,12
175306018,265,53,38,35,14,0,0,0
175306023,12,25,168,199,143,81,0,0
175306024,19,60,94,139,119,52,0,0
175306025,11,64,77,156,54,95,0,11
175306026,4,12,36,96,17,37,0,0
175307001,18,114,0,4,4,49,0,0
175307002,116,127,3,12,196,51,2,2
175307004,124,134,8,45,49,70,0,2
175307005,21,148,4,28,41,9,14,4
175307006,0,3,0,0,208,0,6,17
175307007,94,121,0,1,57,9,0,0
175307008,92,41,0,2,29,14,0,0
175307009,8,19,10,126,245,200,2,3
175307010,19,76,0,5,23,17,0,0
175307011,47,162,5,1,9,18,0,0
175307012,456,115,4,5,30,17,1,0
175307013,7,41,0,4,124,2,0,0
175307014,51,50,4,1,19,13,0,0
175307015,99,66,0,1,37,44,0,0
175308001,2,3,0,2,34,0,32,0
175308002,0,0,0,0,27,0,4,0
175308003,0,0,0,0,16,0,41,0
175308004,0,2,0,0,24,0,9,0
175308005,0,0,0,0,4,0,20,0
175308006,2,0,0,2,183,4,58,0
175308007,1,1,0,0,0,2,102,0
175308008,16,11,0,0,1,0,55,0
175308009,1,0,0,0,1,0,196,0
175308010,1,1,0,0,32,0,22,0
175308011,5,1,0,0,23,1,176,0
175308012,0,0,0,0,37,1,10,0
175309001,5,0,1,95,36,2,1,0
175309002,44,288,2,1,63,26,0,0
175309003,47,246,7,19,130,101,1,3
175309004,6,52,0,8,125,7,0,0
175309005,23,299,0,34,197,10,0,5
175309006,2,5,0,3,351,1,35,0
175309008,11,140,0,18,72,18,0,0
175309009,52,140,4,5,97,12,0,7
175309010,38,192,14,9,122,91,0,4
175309011,10,256,7,19,53,5,1,4
175309012,2,49,0,15,87,10,0,0
175309013,40,42,11,50,114,16,0,3
175309016,285,363,3,52,14,2,1,29
175309017,124,47,0,7,1,0,0,0
175309018,122,16,17,21,1,0,0,0
175309019,111,17,0,1,5,1,1,1
175309020,373,93,0,3,37,10,1,3
175309022,46,33,9,5,130,7,0,93
175309023,190,66,0,3,106,100,0,6
175309024,269,128,37,65,626,17,1,48
175309025,25,71,2,3,187,1,0,2
175309026,25,272,6,20,119,70,0,6
175309032,187,72,8,7,69,30,0,0
175310001,5,1,0,3,180,1,0,0
175310002,1,9,1,0,95,1,0,0
175310003,17,57,2,11,235,2,0,0
175310004,0,3,0,2,125,2,1,0
175310005,3,8,0,2,259,2,0,0
175310006,5,4,1,2,148,1,0,6
175310007,5,4,0,3,122,1,1,0
175310008,6,1,0,1,171,4,0,2
175310009,1,0,0,4,199,2,0,0
175310010,8,1,0,4,428,2,0,0
175310011,5,41,0,5,282,1,0,0
175310012,7,16,1,4,190,1,0,14
175310014,2,3,1,2,327,2,0,4
175310015,4,3,1,3,334,1,0,0
175310016,16,56,3,4,457,3,1,89
175310017,5,23,1,0,89,0,1,5
175310018,0,62,0,1,24,0,0,0
175311001,2,10,11,139,195,0,0,0
175311002,1,1,0,1,273,9,13,0
175311003,1,1,1,0,54,0,9,0
175311004,79,42,0,6,123,2,0,0
175311005,1,29,1,5,165,0,5,0
175311006,8,36,0,2,107,3,0,0
175311007,4,7,1,1,350,0,9,0
175311008,7,77,5,0,311,0,19,1
175311009,4,8,4,0,411,3,0,1
175311010,104,92,0,5,193,7,1,0
175311011,6,66,0,2,261,3,0,0
175311012,3,1,1,1,192,0,1,2
175311013,154,141,1,2,242,2,1,1
175311014,1,0,0,2,247,1,7,0
175311015,7,7,2,3,298,0,2,0
175311016,38,52,0,0,87,0,0,0
175312001,33,44,22,16,86,50,0,2
175312002,16,10,45,88,349,3,0,0
175312003,11,9,42,25,344,45,0,0
175312004,39,150,3,8,129,59,16,9
175312005,20,105,3,7,90,23,0,1
175312006,2,20,8,7,256,0,0,0
175312007,19,44,18,80,167,86,0,1
175312008,69,87,7,15,121,20,0,3
175312009,5,9,2,10,499,64,0,1
175312010,9,10,16,30,241,26,0,0
175312011,16,28,6,133,11,0,0,0
175312012,2,19,1,2,379,0,0,1
175312013,10,39,1,5,261,0,0,0
175312014,12,126,24,35,622,20,1,1
175312015,16,169,21,11,138,16,0,1
175312016,1,7,9,36,181,5,0,0
175312017,262,220,1,25,317,3,0,0
175312018,15,38,10,7,178,7,0,0
175313001,8,18,1,3,188,0,0,0
175313002,4,121,0,23,26,10,0,0
175313003,5,6,0,0,214,2,0,0
175313004,0,9,1,1,97,1,0,0
175313006,9,46,0,5,307,1,0,0
175313007,7,52,1,123,305,6,0,0
175313008,3,11,0,2,247,1,0,0
175313009,4,26,0,2,262,4,1,0
175313010,62,202,2,22,558,15,24,0
175313011,1,135,0,41,56,1,0,0
175314001,0,0,1,1,115,0,0,0
175314002,3,3,2,1,298,5,0,68
175314003,0,0,0,2,240,0,0,2
175314004,1,3,0,1,220,11,0,0
175314005,3,22,0,0,103,0,0,13
175314006,2,0,0,1,133,1,0,0
175314007,3,0,0,0,202,4,0,0
175314008,0,0,0,0,102,1,0,2
175314009,3,1,0,0,227,2,0,0
175314010,7,1,4,7,356,1,0,0
175314011,12,1,0,3,419,2,0,1
175315001,90,14,206,271,422,7,0,10
175315002,70,80,152,393,149,145,1,1
175315003,40,16,107,129,5,11,0,0
175315004,27,39,144,189,6,5,0,0
175315005,47,22,97,203,185,20,0,0
175315006,4,9,57,91,140,0,0,1
175315007,92,322,52,82,415,20,1,6
175315008,24,113,138,278,170,50,0,1
175315009,12,3,64,72,4,5,0,0
175315010,27,5,66,95,47,37,0,0
175315011,7,6,54,133,232,19,0,0
175315012,66,21,152,139,154,3,0,4
175315013,57,34,164,210,197,13,0,0
175315014,276,120,288,449,168,23,0,8
175315015,321,245,111,224,183,2,7,22
175315016,344,158,139,235,202,90,0,0
175315017,17,20,196,222,64,5,0,0
175315018,2,30,11,90,5,4,0,0
175315019,3,2,181,142,95,0,0,0
175315020,29,9,86,94,132,1,0,0
175315021,17,8,36,55,52,4,1,0
175315022,239,88,29,37,44,15,0,0
175315023,89,102,117,200,201,1,1,8
175316001,40,173,24,197,128,64,0,0
175316002,62,271,52,105,178,71,0,28
175316003,23,34,3,6,32,77,1,0
175316004,31,8,1,4,1,1,0,2
175316005,347,276,60,125,12,24,1,38
175316006,171,330,1,25,12,0,7,16
175316008,23,100,27,77,99,123,1,20
175316009,146,253,34,94,56,10,0,9
175316010,48,93,2,19,35,121,0,0
175316011,5,77,5,50,110,88,1,2
175316012,66,129,25,129,96,206,0,0
175316013,26,41,23,139,31,41,0,1
175316014,43,53,35,169,87,41,0,4
175316015,382,270,48,86,117,28,5,16
175316016,20,37,2,32,9,28,0,0
175316017,10,25,0,1,0,0,0,0
175316018,12,26,147,197,38,2,0,16
175316019,89,146,3,9,67,197,0,0
175316020,30,45,0,0,0,0,0,1
175316021,1,9,6,61,275,8,0,8
175316022,83,115,1,22,4,6,0,11
175316023,25,51,9,114,65,37,0,15
175316025,0,2,0,0,0,0,0,0
175316026,42,95,8,48,169,24,0,8
175316027,53,43,2,17,4,0,0,0
175316028,29,19,0,0,3,0,1,0
175316029,12,48,22,119,110,38,0,0
175316030,5,9,7,6,84,29,0,0
175316031,7,3,4,6,330,4,13,0
175316032,7,14,2,7,0,0,4,0
175316033,22,11,3,11,1,0,0,3
175316034,76,50,2,15,7,4,0,1
175316035,240,343,4,35,15,11,0,10
175316036,23,31,0,3,4,0,1,7
175316037,112,135,3,28,7,3,2,10
175316038,32,44,1,11,3,0,0,0
175316039,52,26,2,7,3,0,0,1
175316040,0,1,3,10,6,1,0,0
175316041,15,90,32,85,106,128,1,1
175316042,15,46,2,1,30,27,0,0
175316043,136,182,3,23,8,13,0,1
175316044,132,34,1,9,4,0,0,7
175316045,5,71,9,63,64,74,6,26
175316046,190,207,93,187,20,20,0,30
175316047,360,303,28,145,49,5,0,1
175316048,262,259,32,183,51,3,0,41
175316049,93,139,15,36,12,37,0,0
175316050,21,46,24,58,38,28,0,1
175316051,270,369,65,103,128,124,1,48
175316052,0,0,4,34,3,3,0,0
175316053,348,166,22,59,63,20,2,29
175316054,2,3,0,2,0,0,0,0
175316055,257,145,6,27,34,3,1,10
175316056,0,12,1,19,38,147,0,0
175316057,32,119,5,5,57,129,1,1
175316058,233,220,60,92,30,0,0,5
175316059,48,32,2,9,2,0,1,4
175316060,16,30,2,53,10,60,0,0
175316061,49,15,1,0,0,0,0,1
175316062,5,16,89,496,155,0,1,13
175316063,11,51,64,211,266,54,1,11
175316064,26,85,86,450,124,36,2,11
175316065,240,236,40,102,15,2,1,13
175316066,109,105,77,180,36,17,0,31
175316067,191,147,8,35,11,0,0,13
175317001,795,780,374,546,126,17,4,14
175317002,41,120,109,304,183,52,0,1
175317003,26,40,56,179,187,25,0,1
175317005,4,17,25,148,211,54,2,0
175317011,15,34,39,151,772,39,3,1
175317012,3,13,122,217,479,75,3,0
175317014,6,16,12,74,323,32,1,0
175317016,17,49,108,389,455,196,12,2
175317017,8,107,26,229,410,105,0,6
175317020,3,22,75,238,109,31,0,0
175317021,17,122,42,424,348,114,7,2
175317023,4,11,8,70,232,28,1,1
175317024,113,127,33,191,175,44,1,1
175317025,6,21,104,222,416,42,0,1
175318001,206,68,17,41,437,19,1,2
175318002,29,111,3,2,102,11,1,1
175318003,67,46,0,3,69,30,0,1
175318004,436,107,3,2,43,9,1,1
175318005,70,91,3,11,432,26,2,1
175318006,7,7,1,4,131,22,0,0
175318008,9,16,6,2,146,23,0,1
175318009,271,209,58,18,332,37,1,0
175318010,7,4,4,15,271,3,13,1
175318011,21,27,11,23,230,3,1,0
175318012,31,24,9,34,159,12,4,1
175318013,89,57,45,92,254,0,2,15
175318014,4,3,13,11,316,4,0,0
175318015,287,280,11,13,69,0,1,68
175318017,1,3,2,2,182,3,10,0
175318018,2,5,1,48,106,2,0,0
175318019,1,18,22,34,86,0,1,0
175318020,4,4,4,15,263,1,0,1
175318021,3,2,4,60,150,13,3,0
175318022,2,3,7,18,197,5,1,0
175318023,64,77,1,8,266,3,1,2
175318024,192,115,5,6,197,8,0,0
175318025,55,52,0,3,129,20,1,0
175318026,11,25,18,28,205,131,6,0
175318028,93,138,6,16,568,7,10,38
175318029,115,45,1,2,36,2,1,11
175318030,202,119,39,30,197,3,4,86
175318031,363,231,7,38,320,10,5,115
175318032,1,1,0,0,2,0,0,0
175318033,14,7,0,1,36,2,47,47
175318034,99,34,1,24,196,59,0,0
175319001,390,270,56,99,142,29,0,3
175319002,136,121,4,14,50,42,0,8
175319003,340,180,26,55,152,84,4,3
175319004,81,42,9,10,50,9,2,0
175319005,337,157,39,37,67,13,2,5
175319006,149,67,2,1,52,5,0,0
175319007,385,226,5,18,197,488,5,7
175319008,674,202,2,4,216,48,2,6
175319009,21,60,49,74,9,1,2,8
175319010,3,21,14,206,8,13,0,1
175320001,3,6,25,44,712,3,3,2
175320002,34,76,0,5,208,31,1,0
175320003,55,180,1,2,139,25,1,1
175320004,17,80,1,12,75,36,0,0
175320005,1,14,6,32,524,19,0,0
175320006,0,8,0,3,293,9,4,16
175320007,52,35,6,12,122,13,4,4
175320008,165,323,13,80,461,28,7,1
175320009,82,168,3,9,486,9,0,1
175320010,21,49,1,21,55,23,0,0
175320011,53,64,11,25,99,1,0,0
175320012,37,81,1,4,96,15,1,0
175320013,420,331,3,39,175,118,2,6
175320014,7,54,0,0,102,54,0,0
175320015,247,150,2,33,173,18,0,1
175320016,22,118,1,3,62,6,0,0
175320017,23,73,9,28,155,10,0,0
175320018,39,240,1,11,228,27,0,0
175320019,1,43,9,32,153,6,1,262
175320020,365,286,71,148,960,131,5,40
175320021,34,104,11,33,213,21,1,1
175320022,24,282,16,27,93,52,1,0
175320023,4,10,2,11,203,9,0,1
175320024,53,34,1,0,144,4,0,1
175320025,40,6,7,30,479,12,6,0
175320026,1,6,1,28,100,0,2,0
175320027,13,8,7,38,381,2,1,1
175320028,14,58,0,4,36,19,0,0
175320029,4,68,5,1,119,7,0,0
175320030,12,19,1,29,163,28,0,1
175320031,5,34,8,5,422,4,0,0
175322001,64,25,1,1,0,3,0,0
175322002,27,6,0,2,32,51,0,0
175322003,21,47,7,16,182,24,0,6
175322004,38,12,0,0,0,0,0,0
175322005,13,23,15,10,192,23,1,0
175322006,110,64,16,4,14,5,0,0
175322007,105,54,0,4,75,13,0,7
175322008,32,54,6,1,117,69,0,0
175322009,42,39,11,6,135,74,0,1
175322010,241,90,3,11,173,29,1,0
175322011,82,61,0,3,1,24,1,2
175322012,10,13,0,0,36,17,0,0
175322013,8,40,11,10,42,33,0,0
175322014,2,5,0,2,159,43,0,0
175323001,12,57,22,98,284,61,0,24
175323002,11,17,9,48,265,71,0,17
175323003,9,25,185,522,428,159,16,0
175323004,7,15,4,53,317,53,2,11
175323005,2,6,11,105,240,151,11,0
175323006,43,64,115,385,217,199,3,83
175323007,1,12,0,4,114,225,0,0
175323008,13,110,10,32,460,308,6,0
175323009,120,101,276,606,440,70,4,237
175323010,9,26,43,117,488,221,3,44
175323011,8,35,4,13,196,432,1,7
175324001,24,60,63,168,230,75,0,0
175324002,10,10,19,399,117,8,1,0
175324003,24,160,23,111,86,61,0,0
175324004,15,180,10,57,251,201,2,0
175324005,35,134,36,235,432,225,3,1
175324006,207,384,173,312,161,38,0,2
175324007,28,83,18,31,211,67,0,0
175324008,33,58,166,419,126,4,1,0
175324009,5,107,40,289,121,68,0,0
175901001,122,79,53,50,2,8,0,0
175901002,160,43,2,13,14,24,0,0
175901003,199,42,5,21,8,98,0,0
175901004,27,48,22,58,16,8,0,0
175901005,35,14,96,139,22,16,0,0
175901006,64,36,21,15,0,0,0,0
175901007,108,48,27,51,15,2,0,0
175901008,88,58,144,98,43,25,0,0
175901009,103,44,1,11,48,14,0,0
175901010,63,25,49,126,22,3,0,0
175901011,69,31,15,29,0,1,0,0
175901012,93,53,35,45,19,12,0,0
175902001,0,7,0,1,0,16,96,0
175902002,1,0,0,1,0,54,51,0
175902004,0,0,3,43,0,1,14,0
175902005,1,0,0,0,0,0,16,0
175902006,0,0,0,0,0,11,54,0
175902007,0,2,1,5,0,34,46,2
175902008,0,0,0,6,0,1,22,0
175902009,0,2,0,2,0,56,25,1
175902010,3,5,0,252,6,0,8,1
175902011,0,0,0,0,1,9,83,1
175902012,1,0,0,1,0,10,92,0
175902013,0,0,0,8,0,9,18,0
175902014,0,0,0,14,0,1,10,0
175902015,1,0,0,0,0,44,47,0
175902016,0,2,0,0,3,3,130,0
175902017,3,5,7,55,3,2,29,0
175902018,1,1,0,0,2,7,82,0
175903001,33,30,2,5,1,69,1,0
175903002,93,91,15,10,39,224,0,0
175903003,107,58,15,12,70,120,0,3
175903004,93,88,0,4,6,173,0,0
175903005,63,119,8,9,37,46,0,0
175903006,99,143,22,7,50,265,0,0
175903007,29,59,5,5,41,128,1,0
175903008,32,49,2,3,13,36,0,0
175903009,54,13,5,14,35,32,0,0
175903010,16,15,9,11,56,197,0,0
175903011,69,180,6,13,5,116,0,0
175903012,47,55,11,140,115,6,0,0
175903013,35,64,5,34,96,93,1,0
175903014,121,67,5,11,26,78,0,0
175904001,221,47,11,7,6,62,1,0
175904002,111,90,2,20,3,54,0,3
175904003,312,15,0,1,1,0,0,0
175904004,65,34,0,4,2,51,1,0
175904005,146,40,0,2,3,92,0,0
175904006,215,27,0,2,0,8,0,0
175904007,92,62,10,9,10,47,2,4
175905002,0,1,0,6,19,84,22,0
175905003,5,9,0,18,4,106,7,0
175905004,1,0,0,10,0,15,63,0
175905005,0,0,1,42,16,42,11,0
175905006,13,3,1,31,1,178,8,0
175905007,0,1,0,28,1,55,10,0
175905008,4,1,0,54,10,11,0,0
175905009,0,0,0,18,21,11,36,0
175905010,0,0,0,32,3,9,16,0
175906001,8,0,1,280,4,2,49,0
175906002,0,0,1,6,66,19,8,0
175906003,0,0,3,114,29,2,2,0
175906004,0,0,0,52,16,1,86,0
175906005,1,1,0,33,7,9,20,0
175906006,3,1,1,41,49,10,102,0
175906007,2,1,0,13,5,9,128,1
175906008,0,16,3,18,3,2,29,0
175906009,7,1,0,160,3,1,10,0
175906010,1,27,3,183,2,1,20,0
175906011,26,14,12,67,3,5,8,2
175906013,4,1,0,40,51,0,40,0
175906014,3,16,1,187,0,0,4,0
175906015,2,0,0,45,15,1,41,0
175906016,0,0,0,23,47,1,25,1
175907001,9,8,88,245,15,0,0,0
175907002,106,39,31,32,16,0,0,0
175907003,52,34,32,187,5,0,0,1
175907004,27,44,33,93,9,0,0,0
175907005,2,2,33,145,15,0,0,0
175907006,112,103,10,11,33,80,2,0
175907007,252,71,82,68,46,35,0,1
175907008,24,11,61,167,11,2,0,0
175907009,73,23,43,42,27,8,0,0
175907011,475,103,24,44,38,16,2,1
175907012,427,141,22,34,24,0,0,0
175907013,22,42,7,25,15,3,0,0
175908001,130,43,2,9,0,1,0,0
175908002,161,72,2,15,6,54,0,0
175908003,55,55,17,36,3,77,0,0
175908004,78,33,6,6,18,117,0,0
175908005,105,80,11,71,3,42,0,0
175908006,91,52,1,8,4,41,0,0
175908007,185,80,98,108,0,0,0,0
175908008,50,41,0,5,1,9,0,0
175908009,150,75,45,130,37,70,0,0
175909002,3,4,48,141,10,29,0,0
175909003,3,2,22,96,0,1,0,0
175909004,53,30,54,130,12,1,0,1
175909005,1,1,32,80,6,0,0,2
175909006,13,28,0,4,75,10,0,0
175909008,76,25,10,143,43,1,2,1
175909010,60,43,40,84,2,0,0,0
175909012,9,10,259,284,6,2,0,2
175909014,8,5,157,221,24,14,0,0
175909015,2,2,51,103,2,7,0,0
175909016,32,19,6,25,3,7,0,0
175909017,71,37,120,193,28,59,0,0
175909018,162,60,47,102,27,146,1,0
175909020,15,8,2,0,0,0,0,0
175909021,32,13,1,1,0,2,0,0
175909022,6,3,18,105,12,1,0,2
175909023,26,19,23,38,29,81,0,0
175909024,27,26,3,19,16,29,0,0
175909025,119,78,6,37,8,105,0,0
175909026,31,15,0,1,0,0,0,0
175909027,35,36,18,42,7,3,0,0
175909029,57,73,23,64,1,0,0,0
175909030,39,5,172,190,47,27,0,0
175909031,12,6,2,1,0,0,0,0
175909032,230,49,41,76,10,7,0,0
175910001,56,50,2,9,2,18,0,4
175910002,92,54,0,0,1,45,2,3
