psgc_brgy,single_house,duplex,apartment_or_condominiums_or_townhouses,commercial_or_industrial_or_agricultural_building_or_house,other_housing_cave_or_boat_or_under_a_bridge_etc.
60413016,442,8,0,1,1
60413017,214,0,0,0,0
60413018,193,4,0,1,0
60413019,310,10,0,0,0
60413020,131,2,0,0,0
60413021,108,3,0,0,0
60413022,294,2,0,0,0
60413023,83,2,0,0,0
60414001,213,1,1,0,1
60414002,375,1,0,1,0
60414003,229,0,0,0,0
60414004,303,1,0,0,0
60414005,512,5,0,3,0
60414006,201,8,2,0,1
60414007,448,10,0,2,1
60414008,205,28,3,2,1
60414009,143,2,0,0,0
60414010,152,1,0,0,0
60414012,470,4,0,1,2
60414013,48,1,0,0,0
60414014,157,3,0,0,0
60414015,371,0,2,0,0
60414016,229,5,0,0,1
60414017,303,8,1,0,0
60414018,164,0,0,0,0
60414019,440,2,0,0,1
60414020,436,8,0,0,0
60414021,426,6,0,3,0
60415001,292,0,0,1,2
60415002,574,5,0,0,1
60415003,447,3,0,1,1
60415004,182,2,0,0,0
60415005,494,0,0,0,0
60415006,267,2,0,2,0
60415007,410,1,0,0,1
60415008,251,2,0,0,2
60415009,462,2,0,2,0
60415010,262,1,0,0,1
60415011,492,5,0,1,1
60415012,442,13,1,1,3
60415013,796,15,1,0,1
60415014,546,2,1,0,0
60415015,455,10,0,1,0
60415017,551,5,2,1,3
60416001,174,0,2,0,0
60416002,438,5,1,2,0
60416003,229,5,0,0,0
60416004,209,5,1,1,0
60416006,439,8,2,0,0
60416007,234,4,1,0,1
60416008,137,4,0,3,0
60416009,242,3,0,1,0
60416010,278,3,0,1,1
60416011,210,1,0,1,0
60416012,171,9,1,11,5
60416013,144,0,0,0,0
60416014,127,1,0,0,0
60416015,187,4,0,0,2
60416016,136,3,0,0,0
60416017,182,3,0,0,0
60416018,98,0,0,0,0
60417001,318,4,0,0,0
60417002,305,2,0,0,0
60417003,203,0,0,1,0
60417004,201,1,0,0,0
60417005,309,2,0,0,0
60417006,63,0,0,0,0
60417007,48,1,0,0,0
60417008,603,3,0,1,1
60417009,181,6,0,1,0
60417010,337,4,0,1,0
60417011,414,7,0,2,0
60417012,431,10,0,1,0
60417013,40,0,0,0,0
60417014,333,3,0,4,0
60417015,124,1,0,0,0
60601001,140,9,0,0,0
60601002,113,4,0,0,0
60601004,209,3,0,0,0
60601005,171,25,0,0,1
60601006,67,1,0,0,0
60601007,164,3,0,0,1
60601008,72,3,0,0,0
60601009,104,7,0,0,0
60601010,86,3,0,0,0
60601011,152,0,0,0,0
60601012,160,0,0,0,0
60601013,226,5,0,0,0
60601014,289,7,0,0,0
60601015,140,4,0,0,0
60601016,158,5,0,0,0
60601017,127,14,0,0,0
60601018,196,14,0,0,0
60601019,156,1,0,0,0
60601020,163,2,0,0,0
60601021,68,1,0,0,0
60601022,176,9,0,0,0
60601023,61,1,0,0,0
60601024,214,5,0,0,0
60602002,0,0,0,0,0
60602003,0,0,0,0,0
60602004,0,0,0,0,0
60602005,0,0,0,0,0
60602006,0,0,0,0,0
60602007,0,0,0,0,0
60602008,0,0,0,0,0
60602009,0,0,0,0,0
60602010,0,0,0,0,0
60602011,0,0,0,0,0
60602012,0,0,0,0,0
60602013,0,0,0,0,0
60602014,0,0,0,0,0
60602015,0,0,0,0,0
60602016,0,0,0,0,0
60602017,0,0,0,0,0
60602018,0,0,0,0,0
60602019,0,0,0,0,0
60602020,0,0,0,0,0
60602021,0,0,0,0,0
60602022,0,0,0,0,0
60602023,0,0,0,0,0
60602024,0,0,0,0,0
60602025,0,0,0,0,0
60602026,0,0,0,0,0
60602027,0,0,0,0,0
60602028,0,0,0,0,0
60602029,0,0,0,0,0
60602030,0,0,0,0,0
60602031,0,0,0,0,0
60602032,0,0,0,0,0
60602033,0,0,0,0,0
60602034,0,0,0,0,0
60602035,0,0,0,0,0
60602036,0,0,0,0,0
60602037,0,0,0,0,0
60602038,0,0,0,0,0
60602039,0,0,0,0,0
60602040,0,0,0,0,0
60603001,188,7,0,0,0
60603002,86,1,0,0,0
60603003,127,7,0,2,0
60603004,109,0,0,3,0
60603005,80,0,0,1,0
60603006,158,1,0,2,0
60603007,75,4,0,0,0
60603008,421,10,0,6,0
60603009,145,7,0,3,0
60603010,71,0,0,0,0
60603011,76,3,0,0,0
60604001,0,0,0,0,0
60604002,0,0,0,0,0
60604003,0,0,0,0,0
60604004,0,0,0,0,0
60604005,0,0,0,0,0
60604006,0,0,0,0,0
60604009,0,0,0,0,0
60604010,0,0,0,0,0
60604011,0,0,0,0,0
60604012,0,0,0,0,0
60604013,0,0,0,0,0
60604014,0,0,0,0,0
60604015,0,0,0,0,0
60604016,0,0,0,0,0
60604017,0,0,0,0,0
60604018,0,0,0,0,0
60604019,0,0,0,0,0
60604020,0,0,0,0,0
60604021,0,0,0,0,0
60604022,0,0,0,0,0
60604023,0,0,0,0,0
60604024,0,0,0,0,0
60604025,0,0,0,0,0
60604026,0,0,0,0,0
60604027,0,0,0,0,0
60604028,0,0,0,0,0
60604029,0,0,0,0,0
60605001,308,0,0,0,0
60605002,83,0,0,0,0
60605003,170,0,0,0,1
60605004,112,0,0,0,0
60605005,113,2,0,0,0
60605006,44,0,0,0,0
60605007,576,0,1,0,1
60605008,193,0,0,0,0
60605009,142,0,0,0,1
60605010,129,1,0,0,0
60605011,127,0,1,0,0
60605012,115,1,0,0,0
60605013,179,0,0,0,0
60605014,970,24,2,2,0
60605015,158,0,0,0,0
60605016,132,0,0,0,0
60605017,223,0,0,0,0
60605018,461,1,1,0,2
60606001,80,0,0,0,0
60606002,229,5,0,1,0
60606003,101,3,0,0,0
60606004,113,0,0,1,0
60606005,394,2,0,0,0
60606007,101,1,0,0,0
60606008,139,3,0,0,0
60606009,75,0,0,0,0
60606010,196,3,0,0,0
60606011,394,2,0,0,0
60606012,141,1,0,1,0
60606013,84,1,0,0,0
60606014,301,0,0,0,0
60606015,114,0,0,1,0
60606016,93,0,0,1,0
60606017,66,1,0,0,0
60606018,167,4,0,0,0
60606019,101,1,0,0,0
60606020,200,1,0,0,0
60606021,256,7,0,0,0
60606022,52,1,0,0,0
60606023,101,1,0,0,0
60606024,219,3,0,0,0
60606025,239,5,1,0,1
60606026,125,1,0,0,0
60606027,143,0,0,0,0
60606028,179,2,0,0,0
60606029,85,1,0,0,0
60606030,66,13,0,0,0
60606031,191,8,0,0,1
60606032,321,6,0,2,0
60606033,236,9,0,1,0
60606034,39,0,0,0,1
60606036,120,0,0,0,0
60606037,75,0,0,0,0
60606038,116,0,0,1,0
60606039,130,1,1,0,0
60606040,66,0,0,0,0
60606041,87,0,0,0,0
60606042,60,0,0,0,0
60606043,91,1,0,0,0
60606044,33,0,0,0,0
60606045,134,11,0,0,0
60606046,183,1,0,0,0
60607001,197,6,0,1,0
60607002,172,1,0,0,1
60607003,93,2,0,0,0
60607004,102,2,0,0,0
60607005,89,1,0,0,1
60607006,51,1,0,0,0
60607007,102,1,0,0,0
60607008,92,0,0,0,0
60607009,94,0,0,0,0
60607010,79,1,0,0,0
60607011,67,1,0,0,0
60607012,35,0,0,0,0
60607013,74,0,0,0,0
60607014,174,3,0,0,0
60607015,85,2,0,0,0
60607016,95,0,0,0,0
60607017,150,0,0,1,0
60607018,77,0,0,0,0
60607019,84,1,0,0,0
60607020,88,0,0,0,0
60607021,82,1,0,0,0
60607022,72,1,0,0,0
60607023,41,0,0,0,0
60607024,127,0,0,0,0
60607025,79,0,0,0,0
60607026,37,0,0,0,0
60607027,43,0,0,0,0
60607028,202,4,0,0,0
60607029,127,4,0,0,0
60607030,88,0,0,0,1
60607031,38,7,0,0,0
60607032,53,0,0,0,0
60607033,55,0,0,0,0
60607034,165,0,0,0,0
60607035,19,1,0,0,0
60607036,160,0,0,1,1
60607037,192,2,0,0,0
60607038,130,3,0,0,0
60607039,38,0,0,0,0
60607040,58,0,0,0,0
60607041,75,1,0,0,0
60607042,109,1,0,0,0
60607043,77,0,0,0,0
60607044,124,0,0,0,0
60607045,37,0,0,0,0
60607046,45,0,0,0,0
60607047,165,9,0,0,0
60607048,112,3,1,0,1
60607049,85,1,0,0,0
60607050,63,2,0,0,0
60608001,136,5,1,0,0
60608002,350,7,0,1,0
60608003,160,3,0,0,0
60608005,156,4,0,0,0
60608006,110,1,0,0,0
60608008,86,3,0,0,0
60608009,69,1,0,0,0
60608010,145,10,0,0,0
60608011,256,16,0,2,0
60608012,110,11,0,0,0
60608013,125,9,0,1,0
60608014,136,11,0,1,0
60608015,35,0,0,0,0
60608016,262,28,0,1,0
60608017,123,2,0,0,0
60608018,84,0,0,0,0
60608019,72,6,0,1,0
60608020,58,0,0,0,0
60608021,125,0,0,0,0
60608022,252,17,0,0,0
60608023,133,4,0,0,0
60608024,245,14,0,0,0
60608025,88,1,0,0,0
60608026,116,1,0,0,0
60608027,145,0,0,0,1
60608028,143,2,0,0,0
60608029,312,54,0,0,1
60608030,293,2,1,2,0
60608031,253,2,0,0,0
60608033,211,49,0,0,0
60608034,317,17,0,0,1
60608035,125,1,0,0,0
60608036,49,0,0,0,0
60608037,30,0,0,0,0
60608038,30,0,0,0,0
60608039,201,5,0,1,0
60608040,90,0,0,0,0
60608041,158,6,0,1,0
60608042,53,0,0,0,0
60608045,110,2,0,0,0
60608046,87,5,0,0,0
60608047,35,15,0,1,0
60608048,79,8,0,0,0
60608049,150,7,0,3,0
60608050,128,7,0,0,0
60608051,13,0,0,0,0
60608053,218,9,0,0,0
60609002,0,0,0,0,0
60609003,0,0,0,0,0
60609004,0,0,0,0,0
60609005,0,0,0,0,0
60609006,0,0,0,0,0
60609007,0,0,0,0,0
60609008,0,0,0,0,0
60609009,0,0,0,0,0
60609010,0,0,0,0,0
60609011,0,0,0,0,0
60609012,0,0,0,0,0
60609013,0,0,0,0,0
60609014,0,0,0,0,0
60609015,0,0,0,0,0
60609016,0,0,0,0,0
60609017,0,0,0,0,0
60609018,0,0,0,0,0
60609019,0,0,0,0,0
60609020,0,0,0,0,0
60609021,0,0,0,0,0
60609022,0,0,0,0,0
60609023,0,0,0,0,0
60609024,0,0,0,0,0
60609025,0,0,0,0,0
60609026,0,0,0,0,0
60609027,0,0,0,0,0
60609028,0,0,0,0,0
60609029,0,0,0,0,0
60609030,0,0,0,0,0
60609031,0,0,0,0,0
60609032,0,0,0,0,0
60609034,0,0,0,0,0
60609035,0,0,0,0,0
60609036,0,0,0,0,0
60609038,0,0,0,0,0
60609039,0,0,0,0,0
60609040,0,0,0,0,0
60609041,0,0,0,0,0
60609042,0,0,0,0,0
60609043,0,0,0,0,0
60610001,178,6,0,0,0
60610002,59,3,0,0,0
60610003,173,7,0,0,0
60610004,85,4,0,0,0
60610005,117,5,0,0,0
60610006,62,14,0,0,0
60610007,120,4,0,0,0
60610008,55,0,0,0,0
60610009,120,1,0,0,1
60610010,111,3,0,0,0
60610011,75,4,0,0,0
60610012,119,7,0,0,0
60610013,159,18,0,1,0
60610014,150,8,0,0,0
60610015,191,12,0,0,0
60610016,154,5,0,0,0
60610017,72,1,0,0,0
60610018,224,10,1,2,0
60610019,499,24,0,0,0
60611001,31,0,0,0,0
60611002,84,0,0,0,1
60611003,252,0,0,0,0
60611004,74,0,0,0,0
60611005,131,0,0,0,0
60611007,53,0,0,0,2
60611008,92,1,0,0,0
60611009,96,1,0,0,0
60611010,59,0,0,0,0
60611011,119,0,0,0,0
60611012,98,0,1,0,0
60611013,116,1,0,0,0
60611014,121,1,0,0,0
60611015,245,1,0,0,1
60611016,128,0,0,1,0
60611017,177,1,0,0,0
60611018,101,0,0,0,0
60611019,79,1,0,0,0
60611020,30,0,0,0,0
60611021,211,1,0,0,0
60611022,49,2,0,0,0
60611023,315,0,0,1,0
60611024,313,0,0,0,0
60611025,42,0,0,0,0
60611026,21,0,0,0,0
60611027,220,1,0,0,1
60611028,109,0,0,0,0
60611029,92,0,0,0,0
60611030,103,1,0,0,3
60611031,200,0,0,0,0
60611032,198,0,0,0,0
60611033,230,2,0,0,0
60611034,113,0,0,1,0
60611035,134,2,0,1,0
60612001,59,0,0,0,0
60612002,116,1,0,0,0
60612003,285,0,0,0,0
60612004,305,0,0,0,0
60612005,123,0,0,0,0
60612006,102,0,0,1,0
60612007,313,1,0,1,0
60612008,196,1,0,1,0
60612009,93,1,0,0,0
60612010,70,0,0,0,0
60612011,269,13,0,2,0
60612012,104,0,0,0,0
60612013,225,0,0,0,0
60612014,409,13,0,0,1
60612015,226,0,0,0,0
60612016,130,0,0,3,0
60612017,85,0,0,0,0
60612018,274,2,0,0,1
60612019,319,0,0,0,0
60612020,153,6,0,0,1
60612021,67,1,0,0,1
60612022,937,2,0,2,0
60612023,70,0,0,0,0
60612024,118,0,0,0,0
60612025,131,0,0,0,0
60612026,214,0,0,0,0
60612027,62,0,0,0,0
60612028,239,1,0,0,0
60612029,120,1,0,0,0
60612030,90,1,0,0,0
60612031,92,0,0,0,0
60612032,33,0,0,0,0
60612033,82,1,0,0,0
60612034,63,0,0,0,0
60612035,83,2,0,0,0
60612036,83,0,0,0,0
60613001,68,2,0,2,0
60613002,259,3,1,1,1
60613003,204,1,0,0,0
60613004,106,1,0,1,0
60613005,221,8,0,5,1
60613006,224,3,0,0,0
60613007,73,1,0,1,0
60613008,33,0,0,0,0
60613009,15,0,0,0,0
60613010,304,4,0,1,1
60613011,166,1,0,0,1
60613014,154,2,1,0,0
60613015,123,1,0,1,0
60613016,117,0,0,0,1
60613017,339,3,0,0,1
60613018,174,0,0,0,1
60613019,147,2,0,1,1
60613020,126,2,0,0,1
60613021,83,0,0,0,0
60613022,140,0,0,1,0
60613023,244,1,0,0,0
60613024,184,0,0,0,0
60613025,78,1,0,0,0
60613026,113,0,0,1,2
60613027,169,1,0,0,0
60613028,106,0,0,1,0
60613029,335,6,0,0,0
60613030,153,1,0,0,0
60614001,0,0,0,0,0
60614002,0,0,0,0,0
60614003,0,0,0,0,0
60614004,0,0,0,0,0
60614005,0,0,0,0,0
60614006,0,0,0,0,0
60614007,0,0,0,0,0
60614008,0,0,0,0,0
60614009,0,0,0,0,0
60614010,0,0,0,0,0
60614011,0,0,0,0,0
60614012,0,0,0,0,0
60614013,0,0,0,0,0
60614014,0,0,0,0,0
60614015,0,0,0,0,0
60614016,0,0,0,0,0
60614017,0,0,0,0,0
60614018,0,0,0,0,0
60614019,0,0,0,0,0
60614020,0,0,0,0,0
60614021,0,0,0,0,0
60614022,0,0,0,0,0
60614023,0,0,0,0,0
60614024,0,0,0,0,0
60614025,0,0,0,0,0
60614026,0,0,0,0,0
60614027,0,0,0,0,0
60614028,0,0,0,0,0
60614029,0,0,0,0,0
60614030,0,0,0,0,0
60614031,0,0,0,0,0
60614033,0,0,0,0,0
60614034,0,0,0,0,0
60614035,0,0,0,0,0
60614036,0,0,0,0,0
60614037,0,0,0,0,0
60614039,0,0,0,0,0
60614040,0,0,0,0,0
60614041,0,0,0,0,0
60614042,0,0,0,0,0
60614043,0,0,0,0,0
60614044,0,0,0,0,0
60614045,0,0,0,0,0
60614046,0,0,0,0,0
60614047,0,0,0,0,0
60615001,459,8,0,0,0
60615002,204,8,0,0,0
60615003,107,0,0,0,0
60615004,266,6,0,0,0
60615005,352,14,0,1,0
60615006,266,4,0,1,0
60615007,149,3,0,0,0
60615008,62,0,0,0,0
60615009,523,7,0,3,0
60615010,310,15,1,0,0
60616002,117,3,0,0,1
60616003,78,0,0,0,0
60616004,111,4,0,1,0
60616005,71,2,0,1,0
60616006,93,1,0,0,0
60616007,106,0,0,0,0
60616008,68,3,0,0,0
60616009,146,0,0,0,0
60616010,43,2,0,0,0
60616011,74,0,0,1,0
60616012,51,0,0,0,0
60616013,109,3,0,1,0
60616014,164,1,0,0,0
60616015,105,1,0,0,0
60616016,43,0,0,0,0
60616017,74,0,0,0,0
60616018,140,1,0,0,0
60616019,70,2,0,0,0
60616020,37,0,0,0,0
60616021,93,6,0,0,0
60616022,185,8,0,0,0
60616023,164,2,0,1,0
60616024,277,3,2,0,0
60616025,49,1,0,0,0
60616026,94,0,0,0,0
60616027,70,6,0,1,0
60616028,119,1,0,0,1
60616029,186,2,0,1,0
60616030,55,1,0,0,0
60616031,115,1,0,0,0
60616032,67,0,0,0,0
60616033,50,1,0,0,0
60616034,88,0,0,0,0
60616035,231,2,0,0,0
60616036,91,0,0,0,0
60616037,109,0,0,0,0
60616038,77,0,0,0,0
60616039,87,1,0,0,0
60616040,104,0,0,0,0
60616041,173,2,0,0,0
60616042,64,0,1,0,0
60616043,95,0,0,0,0
60616044,56,1,0,0,0
60616045,84,0,0,0,0
60616046,94,2,0,0,0
60616047,131,2,0,0,0
60616048,68,0,0,0,0
60616049,67,1,0,0,0
60616050,198,0,0,0,0
60616051,122,2,0,0,0
60616053,98,0,1,0,0
60616054,100,4,0,1,0
60616055,51,0,0,0,0
60616056,107,2,0,0,0
60616057,78,0,0,0,1
60616058,46,1,0,0,0
60616059,146,1,0,0,2
60616060,254,0,0,0,0
60616061,79,1,0,3,0
60616062,149,2,0,0,0
60616063,361,2,0,3,1
60616064,243,4,0,0,0
60616065,76,1,0,0,0
60616066,54,0,0,0,0
60616067,198,1,0,0,0
60616068,137,0,0,2,0
60616069,160,1,1,0,0
60616070,73,0,0,0,1
60616071,100,0,0,0,0
60616073,76,2,0,1,0
60616074,65,1,0,0,0
60616075,141,2,0,0,0
60616076,80,0,0,0,0
60616077,104,0,1,0,0
60616078,103,7,0,0,0
60616079,38,0,0,0,0
60617001,43,0,0,0,0
60617002,158,0,0,0,0
60617003,140,0,0,0,0
60617004,38,0,0,0,0
60617005,91,0,0,0,0
60617006,205,1,0,0,0
60617007,200,4,0,0,0
60617008,507,4,0,1,0
60617009,338,0,0,1,0
60617010,166,0,0,1,0
60617011,172,1,0,0,0
60617012,483,3,3,4,0
60617013,105,1,0,0,0
60617014,294,2,0,0,0
60617015,225,6,0,0,0
60617016,187,0,0,0,0
60617017,73,0,0,0,0
60617018,273,1,0,0,0
60617019,151,0,0,1,0
60617020,56,20,0,0,0
60617021,236,2,0,0,0
60618001,0,0,0,0,0
60618002,0,0,0,0,0
60618003,0,0,0,0,0
60618004,0,0,0,0,0
60618005,0,0,0,0,0
60618006,0,0,0,0,0
60618007,0,0,0,0,0
60618008,0,0,0,0,0
60618009,0,0,0,0,0
60618010,0,0,0,0,0
60618011,0,0,0,0,0
60618012,0,0,0,0,0
60618013,0,0,0,0,0
60618014,0,0,0,0,0
60618015,0,0,0,0,0
60618016,0,0,0,0,0
60618017,0,0,0,0,0
60618018,0,0,0,0,0
60618019,0,0,0,0,0
60618020,0,0,0,0,0
60618021,0,0,0,0,0
60618022,0,0,0,0,0
61901001,153,0,0,0,0
61901002,398,3,0,1,0
61901003,146,0,0,0,0
61901004,207,1,0,0,0
61901005,160,2,0,0,0
61901007,204,7,0,0,0
61901008,227,3,0,1,0
61901009,152,0,0,0,0
61901010,245,6,0,0,0
61901011,119,0,0,0,0
61901012,219,1,0,0,0
61901013,171,1,0,0,0
61901014,178,3,0,0,0
61901015,332,5,1,0,0
61901016,234,1,0,1,1
61901017,131,10,0,0,0
61901018,120,18,0,0,0
61901019,219,9,0,0,0
61901020,201,3,1,2,0
61901021,235,7,0,0,0
61901022,164,0,0,0,0
61901023,136,2,1,0,0
61902001,111,1,0,0,0
61902002,185,2,0,0,0
61902003,235,1,0,1,0
61902004,403,11,0,0,0
61902005,100,1,0,0,0
61902006,175,0,0,0,1
61902007,173,1,0,0,0
61902008,347,1,1,0,0
61902009,248,5,0,0,2
61902012,260,5,0,1,0
61902013,242,2,0,0,0
61902014,285,6,0,0,0
61902015,117,0,0,0,0
61902016,498,2,0,0,0
61902017,396,1,0,1,0
61902018,87,3,0,0,0
61902019,132,5,0,0,1
61902020,212,3,0,0,0
61902021,212,1,3,0,0
61902022,272,0,0,1,0
61903001,223,0,0,0,0
61903002,398,1,0,1,0
61903003,207,18,0,0,0
61903004,443,4,0,1,0
61903007,88,0,0,0,0
61903008,198,2,1,0,0
61903009,61,0,0,0,0
61903010,180,3,1,0,0
61903011,286,3,0,0,0
61903012,243,4,0,0,1
61903013,150,0,0,0,0
61903014,271,15,0,0,1
61903015,78,2,0,0,0
61903016,104,2,0,0,0
61903017,126,3,1,0,0
61903018,326,3,1,3,0
61903019,311,6,0,3,0
61903020,113,0,0,0,0
61903021,220,3,10,4,1
61904001,129,0,0,0,0
61904002,181,1,0,0,0
61904003,254,0,0,0,1
61904006,188,2,0,0,0
61904007,80,0,0,0,1
61904008,400,12,0,0,1
61904009,31,0,0,0,0
61904010,697,3,0,2,0
61904011,146,3,0,0,0
61904012,109,0,0,0,0
61904013,317,1,0,2,0
61904014,205,0,0,2,1
61904015,375,3,0,0,0
61904016,199,3,0,1,0
61904017,113,1,0,0,0
61904018,89,0,0,0,0
61904019,245,1,0,0,0
61904021,308,4,1,0,0
61904023,144,0,0,1,0
61904024,169,2,0,0,0
61904026,95,2,0,0,1
61904027,130,0,1,0,1
61904028,124,1,0,0,0
61904029,121,0,0,0,0
61904030,346,0,0,1,0
61904031,300,2,0,1,0
61904032,187,0,0,0,0
61904033,206,4,1,0,0
61904034,107,1,0,0,0
61904035,184,2,0,0,0
61904036,204,5,0,0,0
61904037,163,5,1,0,0
61904038,166,2,0,0,0
61905001,203,3,0,0,0
61905002,158,4,0,0,0
61905003,210,3,0,1,1
61905004,417,6,2,2,0
61905005,266,2,0,1,0
61905006,200,3,0,1,0
61905007,441,9,0,2,1
61905008,385,7,0,0,1
61905009,261,2,0,1,0
61905010,155,5,0,1,0
61905011,265,2,0,2,0
61905012,253,1,0,0,1
61905013,270,19,1,2,0
61905014,284,5,0,1,0
61905015,207,2,0,1,0
61906001,429,8,0,0,0
61906002,154,0,0,0,0
61906003,224,0,0,0,0
61906004,101,1,0,0,0
61906005,133,1,0,0,0
61906006,283,3,0,1,1
61906007,113,1,0,0,0
61906008,131,4,0,0,0
61906009,111,2,0,0,0
61906010,152,0,0,1,0
61906011,245,2,0,0,0
61906012,104,0,0,0,0
61906013,654,1,63,0,0
61906014,221,1,0,0,0
61906015,281,3,2,0,0
61906016,227,3,0,1,0
61906017,277,3,1,0,0
61906018,344,1,0,0,0
61906019,154,3,0,1,0
61906020,46,1,0,0,0
61906021,335,0,0,1,0
61906022,76,1,0,0,0
61906023,356,4,0,3,1
61906024,357,6,0,1,0
61906025,158,6,0,0,0
61906026,217,13,1,4,0
61906027,183,2,1,0,0
61906028,180,3,0,0,0
61906029,210,2,0,0,0
61906030,214,1,1,0,0
61907001,219,12,0,0,0
61907002,135,9,0,0,1
61907003,83,5,0,0,0
61907004,245,3,0,1,0
61907005,223,2,0,0,0
61907006,167,7,0,2,0
61907007,202,2,0,0,0
61907008,284,3,0,0,0
61907009,181,0,0,0,0
61907010,105,3,0,0,0
61907011,265,4,0,1,0
61907012,131,0,0,0,0
61907013,114,4,0,0,0
61907014,201,4,0,0,0
61907015,124,0,0,0,0
61907016,133,1,0,0,0
61907017,191,4,0,0,0
61907018,193,0,0,0,0
61907019,249,3,0,0,0
61907020,149,9,0,1,0
61907021,159,2,0,1,1
61907022,129,2,0,0,0
61907023,163,0,0,0,0
61907024,249,9,0,0,0
61907025,265,20,0,0,0
61907026,238,12,1,2,1
61907028,158,8,0,0,0
61907029,170,0,0,0,0
61907030,236,2,0,0,0
61907031,231,4,0,1,0
61907032,349,2,0,0,0
61907034,234,1,0,0,0
61908001,295,5,0,0,0
61908002,180,2,0,0,0
61908003,192,1,0,1,0
61908004,156,6,0,1,0
61908005,228,8,1,0,0
61908006,328,7,0,0,1
61908007,193,5,0,0,0
61908008,200,2,0,1,0
61908009,154,2,0,0,0
61908010,350,7,0,1,1
61908011,124,0,0,1,0
61908012,635,28,0,3,6
61908013,248,5,0,0,0
61908014,185,3,0,4,1
61908015,105,1,0,0,0
61908016,227,4,0,0,0
61908017,221,0,0,0,0
61908018,216,2,0,0,0
61908019,168,2,0,0,0
61908020,123,3,0,0,0
61908021,190,3,0,0,0
61908022,393,23,2,0,0
61908023,261,14,0,0,0
61908024,120,2,0,0,0
61908025,220,0,1,0,0
61908026,224,1,0,0,0
61909001,189,3,0,0,0
61909002,155,2,0,0,0
61909003,300,3,1,0,0
61909004,170,11,0,0,0
61909005,85,1,0,0,0
61909006,177,2,0,1,0
61909007,162,2,0,1,0
61909008,77,3,0,0,0
61909009,198,6,0,1,1
61909010,266,1,0,1,0
61909011,102,2,0,0,0
61909012,136,3,0,2,0
61909013,274,2,0,1,0
61909014,179,3,0,2,0
61909015,212,7,0,1,0
61909016,249,1,1,0,0
61909017,107,1,0,0,0
61909018,223,4,0,1,0
61909019,196,0,0,0,0
61909020,190,2,1,0,0
61909021,147,2,0,0,0
61909022,282,1,1,0,0
61909023,44,0,0,1,0
61909024,173,7,0,0,0
61909025,189,6,0,0,0
61909026,119,3,0,2,0
61909027,187,1,0,0,0
61909028,168,3,0,1,0
61909029,184,2,0,0,0
61909030,131,0,0,0,0
61909031,160,0,0,1,1
61909032,172,4,0,2,0
61909033,267,5,0,1,1
61909034,498,6,1,3,0
61909035,70,0,0,0,0
61909036,49,5,0,0,0
61909037,170,6,0,0,0
61909038,94,5,0,0,0
61909039,46,0,0,0,0
61909040,262,4,0,0,0
61909041,186,24,0,0,1
61909042,206,2,0,0,0
61910001,70,2,0,0,1
61910002,164,2,0,0,0
61910003,166,0,0,0,0
61910004,265,3,0,0,1
61910005,202,0,0,0,0
61910006,311,3,0,1,1
61910007,186,2,0,0,0
61910008,157,1,0,0,1
61910009,163,1,0,0,0
61910010,160,1,0,0,0
61910011,218,2,0,1,0
61910012,422,2,0,0,0
61910013,589,12,1,7,3
61910014,248,3,0,0,0
61910015,147,3,0,0,0
61910016,405,4,0,0,0
61910017,203,1,0,0,0
61910018,68,1,0,0,0
61910019,234,6,0,0,0
61910020,202,0,0,2,0
61910021,228,7,0,0,0
61910022,113,1,0,0,0
61910023,159,1,0,0,0
61910024,497,5,0,2,1
61910025,231,2,0,0,0
61910026,261,1,0,0,1
61911001,257,4,0,2,0
61911002,179,10,1,0,0
61911003,100,2,0,1,0
61911004,584,4,1,3,1
61911005,298,2,0,0,0
61911006,260,2,0,8,0
61911007,1051,9,0,6,1
61911010,174,5,0,4,0
61911011,702,5,1,5,0
61911012,91,1,0,0,0
61911013,353,5,0,5,0
61911014,197,14,1,1,0
61911015,232,3,0,2,0
61911016,186,1,0,1,0
61911017,285,0,0,2,0
61911018,376,4,0,1,1
61911019,300,4,2,0,0
61911020,262,2,0,0,0
61911021,473,1,0,0,0
61911022,160,2,0,1,0
61911023,317,3,0,0,0
61911024,460,4,0,1,0
61911025,300,6,1,2,0
61911026,221,2,0,1,0
61912001,147,0,0,0,0
61912002,96,1,0,0,0
61912003,227,10,0,0,0
61912004,336,17,1,1,0
61912005,141,2,0,0,0
61912006,93,5,0,0,0
61912007,662,45,2,0,0
61912008,76,3,0,0,0
61912009,64,5,1,0,1
61912011,70,14,0,0,0
61912012,344,13,0,2,0
61912013,204,8,0,1,0
61912014,350,26,0,1,1
61912015,356,15,0,0,0
61912016,232,14,0,0,0
61912017,226,14,0,0,0
61912018,140,6,0,0,0
61912019,224,31,0,0,1
61912020,132,11,0,0,0
61912021,290,19,0,0,1
61912022,206,12,0,0,0
61912023,109,9,0,0,0
61912024,307,24,0,1,0
61912025,469,18,0,0,0
61912026,343,40,1,0,0
61912027,258,12,0,0,0
61913001,222,11,1,0,0
61913002,277,13,0,1,1
61913003,193,4,0,1,0
61913004,230,4,0,2,0
61913005,149,6,0,0,0
61913006,190,8,0,1,1
61913007,71,3,0,0,1
61913008,156,5,0,1,0
61913009,228,22,6,0,0
61913010,267,8,0,1,0
61913011,124,2,0,1,1
61913012,150,1,0,0,0
