particular,A002,A003,A004,A006,A007,A008,A009,A010,A014,A017,A018,A019,A021,A029,A117,A118,A119,A121,A122,A123,A124,A126,A127,Total
          National Council for the Welfare of Disabled Persons,"1,368",735,420,0,"1,104","1,803",0,102,673,207,98,0,60,"4,330",148,6,0,0,39,0,0,0,0,"11,093"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Tourism,"135,062","30,846","12,817","16,737","48,577","91,877",454,"13,389","40,496","7,551","2,808",0,"2,874","373,679","77,168","181,555","97,468",64,"1,470",0,444,0,0,"1,135,336"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"134,670","29,830","9,919","16,737","41,395","91,668",454,"13,389","19,905","7,132","2,625",0,"2,156","346,572","77,128","181,304","97,072",64,"1,421",0,444,0,0,"1,073,885"
          Intramuros Administration,281,411,821,0,829,77,0,0,612,419,103,0,510,"11,413",20,226,185,0,26,0,0,0,0,"15,933"
          National Parks Development Committee,111,605,"2,077",0,"6,353",132,0,0,"19,979",0,80,0,208,"15,694",20,25,211,0,23,0,0,0,0,"45,518"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Trade and Industry,"118,520","75,368","37,420","2,803","97,704","264,937","2,471","38,535","70,288","82,344","7,046",0,"7,473","305,149","24,367","18,449","119,725",25,"7,323",0,90,0,0,"1,280,037"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"111,621","67,528","28,725","2,794","84,422","214,283",25,"38,535","50,726","75,998","5,062",0,"5,591","255,606","23,080","17,815","117,411",25,"5,542",0,90,0,0,"1,104,879"
          Board of Investments,"5,757","5,428","7,143",0,"9,627","32,669",0,0,"7,251","3,745","1,534",0,403,"32,533","1,146",535,"2,046",0,398,0,0,0,0,"110,215"
          Construction Industry Authority of the Philippines,131,573,18,2,"1,352","5,668",0,0,"1,667",209,156,0,62,"4,984",0,99,182,0,32,0,0,0,0,"15,135"
          Construction Manpower Development Foundation,192,245,171,0,772,771,0,0,"1,183",175,85,0,723,"2,789",54,0,25,0,5,0,0,0,0,"7,190"
          Philippine Trade Training Center,155,837,620,7,596,41,0,0,"7,578",108,111,0,616,"4,971",22,0,61,0,31,0,0,0,0,"15,754"
          Product Development and Design Center of the Philippines,664,757,743,0,935,"11,505","2,446",0,"1,883","2,109",98,0,78,"4,266",65,0,0,0,"1,315",0,0,0,0,"26,864"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Transportation and Communications,"103,097","62,477","413,877","9,160","555,144","2,284,492",0,407,"532,465","63,186","8,888","13,000","3,113,837","1,342,715","39,228","11,849","21,906",0,"2,464",0,"4,552","4,134",0,"8,586,878"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"78,449","46,049","395,532","7,178","497,585","2,250,247",0,0,"503,685","52,273","6,132","2,775","3,109,455","1,303,869","5,231","9,374","13,460",0,"1,707",0,"4,508","4,134",0,"8,291,643"
          Civil Aeronautics Board,"1,845","1,564","2,370",0,895,0,0,0,"2,159",753,80,225,70,"4,730",0,"1,491",100,0,99,0,0,0,0,"16,381"
          Maritime Industry Authority,"11,483","6,220","2,753",761,"13,798","27,704",0,407,"11,356","6,103","1,193",0,779,"8,443","29,551",257,"4,372",0,332,0,44,0,0,"125,556"
          National Telecommunications Commission,"6,320","7,189","7,198",0,"12,095",746,0,0,"11,642","2,357","1,209",0,"2,925","18,280",67,518,"3,422",0,270,0,0,0,0,"74,238"
          Office of Transportation Cooperatives,391,128,45,0,527,"1,142",0,0,406,123,78,0,15,232,0,0,71,0,8,0,0,0,0,"3,166"
          Office for Transportation Security,"4,591","1,192","5,926","1,221","30,041","2,413",0,0,"2,622","1,577",144,"10,000",563,"7,081","4,379",209,481,0,48,0,0,0,0,"72,488"
          Toll Regulatory Board,18,135,53,0,203,"2,240",0,0,595,0,52,0,30,80,0,0,0,0,0,0,0,0,0,"3,406"
,,,,,,,,,,,,,,,,,,,,,,,,
     National Economic and Development Authority,"272,490","28,428","25,629","6,766","119,826","137,880",1,"9,942","70,415","70,823","7,179",0,"6,327","722,320","139,161","1,115","19,100",0,"1,421",0,701,0,0,"1,639,524"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Director-General,"12,690","11,542","13,333",38,"23,557","6,916",0,"9,932","21,268","7,532","3,512",0,"2,580","90,801","1,938",335,"9,722",0,952,0,57,0,0,"216,705"
          National Statistical Coordination Board,"1,063","2,370",495,84,"3,321","13,069",1,0,"4,640","3,801","1,128",0,166,"2,790","1,291",0,332,0,115,0,0,0,0,"34,666"
          National Statistics Office,"255,948","13,475","11,554","6,644","91,004","108,015",0,0,"42,754","58,828","1,897",0,"3,400","625,529","135,083",700,"8,308",0,160,0,562,0,0,"1,363,861"
          Philippine National Volunteer Service,,,,,,,,,,,,,,,,,,,,,,,,
                Coordinating Agency,289,271,77,0,536,42,0,0,554,314,94,0,46,"1,802",34,0,655,0,86,0,0,0,0,"4,800"
          Statistical Research and Training Center,127,263,50,0,873,"1,926",0,0,758,308,108,0,86,"1,398",0,0,8,0,28,0,72,0,0,"6,005"
          Tariff Commission,"2,373",507,120,0,535,"7,912",0,10,441,40,440,0,49,0,815,80,75,0,80,0,10,0,0,"13,487"
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Press Secretary,"128,387","38,751","14,415","4,182","65,755","25,734",0,59,"56,933","3,126","1,803","25,395","3,873","100,140","2,728","112,552","15,735",0,"3,032",0,745,0,0,"603,345"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Press Secretary (Proper),"33,729","5,157","3,729",445,"11,937","5,267",0,0,"5,275",389,912,0,367,"41,554",0,"2,948","12,251",0,656,0,0,0,0,"124,616"
          Bureau of Broadcast Services,"4,931","8,829","3,657",556,"12,967","5,185",0,59,"27,874",709,98,0,"1,009","23,699",89,55,"1,113",0,872,0,713,0,0,"92,415"
          Bureau of Communications Services,193,990,358,40,"2,004","4,184",0,0,"1,216",139,98,0,32,"2,035",233,0,0,0,148,0,0,0,0,"11,670"
          National Printing Office,170,"1,195",512,"2,048",828,0,0,0,"4,591",592,81,0,591,"4,149",0,92,0,0,11,0,0,0,0,"14,860"
          News and Information Bureau,"3,602","3,509","1,358",85,"7,315",634,0,0,"3,439",344,80,0,73,"4,474",10,0,0,0,820,0,4,0,0,"25,747"
          Philippine Information Agency,"5,301","15,491","2,374","1,008","6,266","4,761",0,0,"13,684",781,466,"25,395","1,674","18,698",232,"103,199","2,371",0,412,0,28,0,0,"202,141"
          Presidential Broadcast Staff (RTVM),"80,461","3,580","2,427",0,"24,438","5,703",0,0,854,172,68,0,127,"5,531","2,164","6,258",0,0,113,0,0,0,0,"131,896"
,,,,,,,,,,,,,,,,,,,,,,,,
     Other Executive Offices,"148,526","80,612","90,667","1,820","331,054","184,341",0,"1,045,743","190,408","309,581","20,448","152,402","15,490","512,043","16,258","8,615","53,268",684,"19,875",0,"3,209",10,"29,000","3,214,054"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Anti-Money Laundering Council,"3,190","1,139","1,998",0,710,0,0,0,0,500,0,0,563,370,0,282,552,0,87,0,609,0,0,"10,000"
          Commission on Filipinos Overseas,"1,272","2,173",109,0,"2,009","6,798",0,0,"2,718",25,0,0,91,"5,429","1,298",6,571,0,120,0,0,0,0,"22,619"
          Commission on Higher Education,"15,459","8,188","1,720",92,"15,486","20,435",0,"675,685","8,886","259,775","2,537",0,"1,668","35,752",878,"2,230","16,606",0,291,0,"1,195",10,0,"1,066,893"
          Commission on the Filipino Language,"1,056",429,249,17,429,862,0,0,808,80,337,0,48,"3,883",433,0,89,0,22,0,0,0,0,"8,742"
          Dangerous Drugs Board,"1,900",358,"1,025",12,"3,921",800,0,"112,363","1,744","1,570",500,0,135,"1,000",275,97,"1,051",0,12,0,0,0,0,"126,763"
          Energy Regulatory Commission,"4,933","3,286","2,055",0,"20,074","15,039",0,0,"3,909","1,276","1,344",0,655,"5,937",147,504,0,0,224,0,0,0,0,"59,383"
          Film Development Council of the Philippines,856,211,71,202,303,779,0,"89,529",165,44,210,0,144,"2,451",11,105,384,0,11,0,84,0,0,"95,560"
          Games and Amusements Board,"2,901","1,768",494,0,"13,655","1,045",0,0,"2,283",678,85,0,317,"1,473",69,16,146,0,71,0,26,0,0,"25,027"
          Housing and Land Use Regulatory Board,"3,597","3,764","2,886",93,"8,160","12,334",0,68,"4,631","1,634",98,0,824,"10,584",797,749,"1,078",0,526,0,0,0,0,"51,823"
          Housing and Urban Development Coordinating Council,"1,532","2,324","14,898",31,"3,684","14,999",0,0,845,"1,212",887,0,450,"6,999",30,48,632,0,85,0,0,0,0,"48,656"
          Movie and Television Review and,,,,,,,,,,,,,,,,,,,,,,,,
                Classification Board,"14,217",362,180,0,963,"4,184",0,0,"1,655",150,0,158,126,"1,068",200,200,237,0,72,0,0,0,0,"23,772"
          National Anti-Poverty Commission,"5,070","1,968",386,131,"3,373",0,0,0,"1,853",17,648,0,113,"10,598",0,0,"1,990",0,57,0,0,0,0,"26,204"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,,,,,,,,,,,,
                     Arts (Proper),"15,044","3,027",561,0,"7,865",725,0,"118,858","4,381","1,549",137,0,689,"25,281",381,515,"2,791",3,209,0,140,0,0,"182,156"
               National Historical Institute,"2,822",890,"3,452",0,"19,781","1,073",0,0,"5,845",178,58,0,134,"7,525","1,376",301,"1,317",0,32,0,180,0,0,"44,964"
               The National Library,866,989,"1,379",0,"5,849",0,0,0,"5,240","1,419",82,0,"1,184","11,843",22,12,0,0,"14,388",0,176,0,0,"43,449"
               National Museum,"1,277",885,530,0,"3,304",0,0,0,"17,531",22,97,0,190,"23,551",110,62,0,0,0,0,0,0,0,"47,559"
               National Archives of the Philippines,,,,,,,,,,,,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,,,,,,,,,,,,
                     Archives Office),399,447,910,101,"3,219","9,215",0,0,"3,528",9,141,0,517,"10,000",155,58,38,0,26,0,44,0,0,"28,807"
          National Commission on the Role of Filipino Women,"3,686","1,532",422,0,"11,586",652,0,0,"1,813",72,91,0,288,"10,088","1,394",214,0,0,24,0,0,0,0,"31,862"
          National Intelligence Coordinating Agency,"2,495","7,444","5,141",270,"14,169",986,0,6,"12,598","1,905",526,"31,244","1,198",833,2,0,761,0,689,0,100,0,0,"80,367"
          National Security Council,"13,077","2,535",612,0,"4,558",222,0,0,"6,312",107,842,"50,000",235,"5,207",0,0,"15,728",0,812,0,0,0,0,"100,247"
          National Water Resources Board,82,845,381,553,340,218,0,0,"1,292","1,002",78,0,234,"3,013",61,0,135,0,17,0,0,0,0,"8,251"
          National Youth Commission,"4,112","2,152",762,0,"3,475","4,320",0,0,"2,109","2,477",724,0,312,"3,489",728,"1,311","1,440",0,139,0,1,0,0,"27,551"
          Office on Muslim Affairs,"14,890","2,872",762,66,"10,412","13,762",0,"9,274","3,935",536,"1,631",0,85,"4,319",227,11,977,0,91,0,0,0,0,"63,850"
          Optical Media Board,882,331,444,0,"1,853","5,033",0,0,"1,077",2,85,"5,000",288,"1,529",0,114,0,0,37,0,0,0,0,"16,675"
          Palawan Council for Sustainable Development Staff,"4,068",418,874,40,"2,477",618,0,0,806,105,0,0,0,"35,905",0,0,0,0,24,0,0,0,0,"45,335"
          Philippine Drug Enforcement Agency,"5,367","3,565","16,466",0,"55,359","28,884",0,0,"8,000","27,774",566,"66,000",48,"40,890","7,352",0,0,0,0,0,0,0,"29,000","289,271"
          Philippine Racing Commission,599,487,"3,217",0,939,488,0,0,"1,042",199,472,0,156,"52,891",0,0,0,0,54,0,0,0,0,"60,544"
          Philippine Sports Commission,"5,354","3,865","9,607",33,"12,582",85,0,0,"41,473",58,619,0,100,"19,147",0,0,0,0,343,0,0,0,0,"93,266"
          Presidential Commission on Good Government,"2,859","3,220","1,432",13,"4,463","1,850",0,"39,050","2,628","2,668","1,229",0,539,"47,076",48,60,"1,633",0,412,0,0,0,0,"109,180"
          Presidential Commission for the Urban Poor,"1,142","1,151",583,0,"1,502","3,089",0,896,989,401,353,0,215,"3,094",0,0,0,0,48,0,0,0,0,"13,463"
          Presidential Legislative Liaison Office,111,680,437,0,"2,537",168,0,4,0,69,593,0,214,"1,911",0,0,"2,859",0,50,0,0,0,0,"9,633"
          Presidential Management Staff,"6,891","6,230","4,673",0,"19,986","15,845",0,0,"9,299",169,"2,371",0,795,"14,095",0,73,"1,372",0,436,0,5,0,0,"82,240"
          Professional Regulation Commission,"5,860","4,760","4,971",0,"62,044","8,955",0,0,"15,485",164,584,0,679,"87,165",0,515,789,27,179,0,0,0,0,"192,177"
          Securities and Exchange Commission,660,"6,317","6,980",166,"9,987","10,878",0,10,"15,528","1,735","2,523",0,"2,256","17,647",264,"1,132",92,654,287,0,649,0,0,"77,765"
,,,,,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,"62,865","19,639","488,720","8,728","309,626","19,328",354,"847,250","25,358","93,299","5,448",0,947,"201,911","1,458","2,320","1,999",165,703,185,428,0,120,"2,090,851"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Autonomous Regional Government in Muslim Mindanao,"62,865","19,639","488,720","8,728","309,626","19,328",354,"847,250","25,358","93,299","5,448",0,947,"201,911","1,458","2,320","1,999",165,703,185,428,0,120,"2,090,851"
,,,,,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,0,0,1,0,92,0,0,0,0,4,0,0,2,0,0,0,0,0,7,0,0,0,0,106
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Legislative-Executive Development Advisory Council,0,0,1,0,92,0,0,0,0,4,0,0,2,0,0,0,0,0,7,0,0,0,0,106
,,,,,,,,,,,,,,,,,,,,,,,,
     The Judiciary,"42,977","46,999","26,207","8,722","158,630","30,273",0,"42,209","274,934","39,798","176,658",0,"28,336","676,384","7,063","6,447","1,115",0,"21,443",0,34,187,0,"1,588,416"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,,,,,,
                Lower Courts,"28,327","32,842","14,133","8,049","97,210","15,496",0,"42,209","211,932","34,359","153,656",0,"22,671","648,829","6,800","5,825",0,0,"2,890",0,0,0,0,"1,325,228"
               Presidential Electoral Tribunal,0,51,1,0,3,22,0,0,"1,154",0,"2,516",0,24,"7,086",0,0,0,0,0,0,0,0,0,"10,857"
          Sandiganbayan,"2,472","1,783","4,440",50,"3,374",745,0,0,"14,992",249,"4,333",0,"1,574","5,882",0,0,0,0,60,0,0,187,0,"40,141"
          Court of Appeals,"12,006","11,040","6,741",190,"55,589","12,103",0,0,"43,505","4,951","14,716",0,"3,610","11,477",223,83,0,0,"18,398",0,8,0,0,"194,640"
          Court of Tax Appeals,172,"1,283",892,433,"2,454","1,907",0,0,"3,351",239,"1,437",0,457,"3,110",40,539,"1,115",0,95,0,26,0,0,"17,550"
,,,,,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,"10,402","9,369","5,277",129,"12,271","2,998",0,0,"20,972","20,337","4,958",0,"1,612","34,548",784,903,"2,829",0,561,0,138,0,"1,850","129,938"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Civil Service Commission,"9,526","8,666","4,306",129,"11,374","2,998",0,0,"19,649","18,890","4,673",0,"1,313","27,602",383,739,"1,779",0,561,0,115,0,"1,850","114,553"
               Career Executive Service Board,876,703,971,0,897,0,0,0,"1,323","1,447",285,0,299,"6,946",401,164,"1,050",0,0,0,23,0,0,"15,385"
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,"120,641","17,382","16,510",6,"59,684","1,464",1,0,"46,905","42,549","4,916",0,"5,736","50,248",189,"4,386","13,692",0,"2,047",0,579,0,0,"386,935"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,"192,790","42,822","12,069","1,715,251","4,117,243","42,626",0,"3,000","26,756","59,827","3,807","10,000","4,200","58,151",0,"36,472","6,083",0,722,0,0,0,0,"6,331,819"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,"16,889","7,786","3,354",7,"81,161","4,778",0,0,"22,480","2,884","7,463","8,240","2,271","51,569",409,149,242,0,963,0,46,0,0,"210,691"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,"11,094","4,607","1,984",64,"5,841","6,802",344,"4,777","6,334","5,868","1,332",0,523,"6,241",441,61,"1,137",0,344,0,0,0,0,"57,794"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
SPECIAL PURPOSE FUNDS,"406,610","71,431","141,252","11,877","2,763,854","39,331","267,800,000","246,573,475","86,142","346,798","2,728",0,"440,856","1,198,199","23,168","40,212","37,092",167,"2,497",528,"6,099",643,0,"519,992,959"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,0,0,0,0,0,0,0,"47,483,739",0,0,0,0,"414,443",0,0,0,0,0,0,0,0,0,0,"47,898,182"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Department of Agrarian Reform,0,0,0,0,0,0,0,"5,289,792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,289,792"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Land Bank of the Philippines,0,0,0,0,0,0,0,"5,289,792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,289,792"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Agriculture,0,0,0,0,0,0,0,"16,790,335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,790,335"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               National Dairy Authority,0,0,0,0,0,0,0,"52,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,200"
               National Food Authority,0,0,0,0,0,0,0,"15,525,534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,525,534"
               National Irrigation Administration,0,0,0,0,0,0,0,"172,479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"172,479"
               National Tobacco Administration,0,0,0,0,0,0,0,"412,322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"412,322"
               Philippine Coconut Authority,0,0,0,0,0,0,0,"239,047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"239,047"
               Philippine Rice Research Institute,0,0,0,0,0,0,0,"88,753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"88,753"
               Livelihood Corporation,0,0,0,0,0,0,0,"300,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"300,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Energy,0,0,0,0,0,0,0,"3,712,655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,712,655"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               National Electrification Administration,0,0,0,0,0,0,0,"2,727,267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,727,267"
               National Power Corporation,0,0,0,0,0,0,0,"985,388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"985,388"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Environment and Natural Resources,0,0,0,0,0,0,0,"49,373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"49,373"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Laguna Lake Development Authority,0,0,0,0,0,0,0,"24,373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,373"
               Natural Resources Development Corporation,0,0,0,0,0,0,0,"25,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Health,0,0,0,0,0,0,0,"3,128,342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,128,342"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Lung Center of the Philippines,0,0,0,0,0,0,0,"222,440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"222,440"
               National Kidney and Transplant Institute,0,0,0,0,0,0,0,"232,045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"232,045"
               Philippine Children`s Medical Center,0,0,0,0,0,0,0,"242,120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"242,120"
               Philippine Heart Center,0,0,0,0,0,0,0,"325,709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"325,709"
               Philippine Health Insurance Corporation,0,0,0,0,0,0,0,"2,066,028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,066,028"
               Philippine Institute of Alternative,,,,,,,,,,,,,,,,,,,,,,,,
                     Health Care,0,0,0,0,0,0,0,"40,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of the Interior and Local Government,0,0,0,0,0,0,0,0,0,0,0,0,"21,310",0,0,0,0,0,0,0,0,0,0,"21,310"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine National Police Service,,,,,,,,,,,,,,,,,,,,,,,,
                     Stores System,0,0,0,0,0,0,0,0,0,0,0,0,"21,310",0,0,0,0,0,0,0,0,0,0,"21,310"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of National Defense,0,0,0,0,0,0,0,0,0,0,0,0,"393,133",0,0,0,0,0,0,0,0,0,0,"393,133"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               AFP Commissary and Exchange Service,0,0,0,0,0,0,0,0,0,0,0,0,"393,133",0,0,0,0,0,0,0,0,0,0,"393,133"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Public Works and Highways,0,0,0,0,0,0,0,"300,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"300,400"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Local Water Utilities Administration,0,0,0,0,0,0,0,"300,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"300,400"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Tourism,0,0,0,0,0,0,0,"65,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,000"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Convention and Visitors Corporation,0,0,0,0,0,0,0,"65,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Trade and Industry,0,0,0,0,0,0,0,"1,968,047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,968,047"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Center for International Trade,,,,,,,,,,,,,,,,,,,,,,,,
                     Expositions and Missions,0,0,0,0,0,0,0,"93,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"93,000"
               Cottage Industry Technology Center,0,0,0,0,0,0,0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
               Philippine International Trading Corporation,0,0,0,0,0,0,0,"50,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50,000"
               Technology Resource Center,0,0,0,0,0,0,0,"1,815,047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,815,047"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Transportation and Communications,0,0,0,0,0,0,0,"3,619,727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,619,727"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Light Rail Transit Authority,0,0,0,0,0,0,0,"1,553,168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,553,168"
               Philippine National Railways,0,0,0,0,0,0,0,"1,652,867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,652,867"
