particular,A002,A003,A004,A006,A007,A008,A009,A010,A014,A017,A018,A019,A021,A029,A117,A118,A119,A121,A122,A123,A124,A126,A127,Total
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"77,545","78,285","53,698","2,451","212,495","2,118",0,"7,678,243","56,296","402,942","3,641",0,"8,543","349,554","5,179","6,257","1,953",2,816,0,40,12,0,"8,940,070"
          Council for the Welfare of Children,"2,586",509,468,0,"1,624",102,0,0,"1,152",275,166,0,250,"3,869",236,25,75,0,20,0,0,0,0,"11,357"
          Inter-Country Adoption Board,"2,400","3,488",450,0,"2,690",276,0,10,"1,000","1,142",98,0,140,"5,763",155,200,700,0,20,0,0,0,0,"18,532"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Tourism,"135,530","38,214","11,576","16,242","63,791","83,763",0,"82,475","44,170","12,224","3,628",0,"3,580","443,408","64,869","257,688","67,082",510,"1,748",0,947,0,0,"1,331,445"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"135,037","37,187","8,774","16,242","57,893","83,560",0,"82,475","22,846","11,784","3,398",0,"2,825","411,117","64,832","257,432","66,790",510,"1,704",0,947,0,0,"1,265,353"
          Intramuros Administration,295,432,862,0,952,81,0,0,643,440,150,0,536,"11,942",21,237,140,0,27,0,0,0,0,"16,758"
          National Parks Development Committee,198,595,"1,940",0,"4,946",122,0,0,"20,681",0,80,0,219,"20,349",16,19,152,0,17,0,0,0,0,"49,334"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Trade and Industry,"192,774","105,683","42,947","3,132","124,837","334,359",46,"4,715","92,423","80,755","8,774",0,"9,094","308,647","47,146","27,340","39,956",0,"9,690",0,"1,941",0,0,"1,434,259"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"176,004","96,783","36,180","2,523","112,343","282,041",46,"4,715","69,968","77,323","5,610",0,"6,617","253,425","42,576","25,530","35,400",0,"6,350",0,"1,938",0,0,"1,235,372"
          Board of Investments,"14,840","6,101","2,189",502,"6,906","33,507",0,0,"8,280","1,571","2,284",0,556,"36,657","3,500","1,500","3,906",0,700,0,0,0,0,"122,999"
          Construction Industry Authority of the Philippines,439,604,210,0,"1,365","8,716",0,0,"1,560",151,550,0,80,"2,112",180,290,470,0,91,0,0,0,0,"16,818"
          Construction Manpower Development Foundation,191,295,791,0,"1,098","1,183",0,0,"1,530",150,110,0,795,"4,551",50,0,60,0,6,0,0,0,0,"10,810"
          Philippine Trade Training Center,300,900,"1,077",7,625,42,0,0,"8,000",60,110,0,846,"4,867",40,20,60,0,35,0,3,0,0,"16,992"
          Product Development and Design Center of the Philippines,"1,000","1,000","2,500",100,"2,500","8,870",0,0,"3,085","1,500",110,0,200,"7,035",800,0,60,0,"2,508",0,0,0,0,"31,268"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Transportation and Communications,"139,111","100,321","464,372","9,239","780,404","1,264,877",0,100,"809,337","94,876","12,107","19,400","165,268","1,484,221","42,977","13,997","72,688",0,"3,531","1,197","6,027",1,165,"5,484,216"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"108,239","78,542","430,943","7,474","728,093","1,221,404",0,0,"778,164","87,754","8,901","3,100","160,696","1,450,687","7,011","11,516","65,529",0,"2,275","1,197","5,768",1,0,"5,157,294"
          Civil Aeronautics Board,"3,600","1,950",400,0,"1,000",0,0,0,"2,500",60,110,300,75,"2,169",0,500,"2,000",0,100,0,0,0,0,"14,764"
          Maritime Industry Authority,"14,869","10,599","4,183",875,"20,477","31,833",0,100,"13,202","3,032","1,062",0,"1,387","10,166","34,750",924,"4,068",0,610,0,154,0,0,"152,291"
          National Telecommunications Commission,"5,253","5,554","3,107",0,"10,750","1,774",0,0,"11,116","1,215","1,274","1,000","2,564","15,100",70,512,410,0,272,0,0,0,0,"59,971"
          Office of Transportation Cooperatives,500,250,200,0,281,"1,081",0,0,350,100,98,0,59,394,0,0,66,0,50,0,0,0,0,"3,429"
          Office for Transportation Security,"6,630","3,269","25,489",890,"19,478","6,168",0,0,"3,510","2,700",602,"15,000",457,"5,508","1,146",545,615,0,224,0,105,0,165,"92,501"
          Toll Regulatory Board,20,157,50,0,325,"2,617",0,0,495,15,60,0,30,197,0,0,0,0,0,0,0,0,0,"3,966"
,,,,,,,,,,,,,,,,,,,,,,,,
     National Economic and Development Authority,"182,134","37,761","15,614","9,740","93,340","154,794",28,25,"66,497","28,278","7,674",0,"5,404","178,339","317,218","16,725","15,793",5,"1,406",0,463,0,0,"1,131,238"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Director-General,"20,361","21,623","12,704",53,"31,308","10,090",0,0,"25,378","11,766","4,276",0,"3,506","94,995","4,742",410,"14,530",0,"1,071",0,438,0,0,"257,251"
          National Statistical Coordination Board,"1,574","2,382",481,84,"2,423","15,199",28,0,"5,375","1,124",504,0,309,"2,537","1,556",20,483,0,135,0,0,0,0,"34,214"
          National Statistics Office,"153,149","12,293","2,110","9,581","57,155","119,140",0,0,"34,138","14,478","2,250",0,"1,432","76,377","309,435","15,320",0,0,25,0,10,0,0,"806,893"
          Philippine National Volunteer Service,,,,,,,,,,,,,,,,,,,,,,,,
                Coordinating Agency,430,352,80,0,460,75,0,0,470,310,110,0,47,"1,775",120,0,700,0,19,0,0,0,0,"4,948"
          Statistical Research and Training Center,50,201,64,22,384,"2,120",0,15,586,90,94,0,60,"2,655",0,0,5,5,62,0,5,0,0,"6,418"
          Tariff Commission,"6,570",910,175,0,"1,610","8,170",0,10,550,510,440,0,50,0,"1,365",975,75,0,94,0,10,0,0,"21,514"
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Press Secretary,"44,643","46,708","16,182","5,041","67,489","22,009",0,0,"59,785","2,472","2,366",0,"4,788","89,254",941,291,"11,776",0,"3,590",0,804,0,0,"378,139"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Press Secretary (Proper),"10,581","7,676","4,485",175,"13,393","2,718",0,0,"6,695",959,"1,532",0,696,"25,865",0,70,"6,829",0,"1,184",0,0,0,0,"82,858"
          Bureau of Broadcast Services,"5,428","9,594","3,696",648,"15,500","7,444",0,0,"31,662",744,110,0,"1,586","22,856",120,120,"1,984",0,"1,051",0,798,0,0,"103,341"
          Bureau of Communications Services,617,"1,228",532,40,"2,535","4,184",0,0,"1,492",270,110,0,132,"1,399",290,0,0,0,187,0,0,0,0,"13,016"
          National Printing Office,112,"1,374",864,"2,700","1,215",0,0,0,"4,793",50,110,0,465,"4,383",0,100,0,0,6,0,0,0,0,"16,172"
          News and Information Bureau,"3,514","4,374",847,100,"10,196","2,007",0,0,"4,000",98,110,0,50,"6,000",15,1,0,0,600,0,6,0,0,"31,918"
          Philippine Information Agency,"7,271","18,631","3,276","1,378","13,750","4,803",0,0,"10,444",343,284,0,942,"22,711",506,0,"2,963",0,451,0,0,0,0,"87,753"
          Presidential Broadcast Staff (RTVM),"17,120","3,831","2,482",0,"10,900",853,0,0,699,8,110,0,917,"6,040",10,0,0,0,111,0,0,0,0,"43,081"
,,,,,,,,,,,,,,,,,,,,,,,,
     Other Executive Offices,"212,961","104,932","77,835","7,620","282,308","214,400",0,"1,021,272","173,586","541,097","52,253","84,544","20,065","391,801","38,057","18,144","68,724",2,"9,602","1,628","3,292",50,335,"3,324,508"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Anti-Money Laundering Council,"3,049","1,365","2,091",0,830,"5,689",0,0,0,500,0,0,287,515,0,282,350,0,87,0,609,0,0,"15,654"
          Commission on Filipinos Overseas,"2,519","2,378",194,0,"2,549","7,259",0,0,"2,441",250,576,0,210,"2,531","2,984",50,0,0,100,0,0,0,0,"24,041"
          Commission on Higher Education,"25,858","9,127","2,183",242,"12,260","25,580",0,"788,075","17,568","421,990","3,666",0,748,"52,843","2,664","1,977","29,428",0,558,0,115,0,0,"1,394,882"
          Commission on the Filipino Language,"1,300",500,320,50,606,840,0,0,900,150,460,0,25,"2,935","1,000",150,150,0,20,0,0,0,0,"9,406"
          Dangerous Drugs Board,"4,100","2,051","1,100",222,"15,018","1,857",0,"77,000","2,452","32,810",860,0,135,"1,000","3,916","1,938","2,922",0,12,0,20,0,0,"147,413"
          Energy Regulatory Commission,"5,000","3,725","2,180",0,"19,450","17,120",0,0,"4,630","1,435","1,614",0,700,"7,538",200,600,0,0,250,0,0,0,0,"64,442"
          Film Development Council of the Philippines,"4,398",700,180,380,705,"2,402",0,"15,320",500,"1,470",496,0,0,"1,671",130,"1,670",867,0,0,0,0,0,0,"30,889"
          Games and Amusements Board,"4,700","2,300","1,640",0,"1,800","1,345",0,0,"3,201",400,122,0,840,"2,080",370,70,400,0,120,0,60,0,0,"19,448"
          Housing and Land Use Regulatory Board,"8,092","4,725","2,772",516,"9,101","9,117",0,100,"5,439","4,669",98,0,"1,739","4,363","1,435","1,440","1,526",0,277,0,0,0,0,"55,409"
          Housing and Urban Development Coordinating Council,"3,110","3,904","4,092",229,"3,919","12,970",0,0,"4,380","3,025","1,486",0,470,"19,038",985,"1,080","1,531",0,372,0,"1,289",0,335,"62,215"
          Movie and Television Review and,,,,,,,,,,,,,,,,,,,,,,,,
                Classification Board,"9,420",392,936,0,986,0,0,0,"1,900",150,216,0,138,"2,550",200,200,241,0,72,0,0,0,0,"17,401"
          National Anti-Poverty Commission,"20,568","3,060",550,187,"3,530",0,0,0,"1,440","1,720",628,0,75,"9,431",200,0,"10,364",0,250,0,0,0,0,"52,003"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,,,,,,,,,,,,
                     Arts (Proper),"25,317","5,447",797,151,"10,490","1,285",0,"133,713","6,490","1,450",208,0,"1,380","34,498","2,130",950,"4,200",2,250,0,150,0,0,"228,908"
               National Historical Institute,"3,331",893,"2,087",50,"7,380",433,0,0,"5,769",458,80,0,541,"8,369","3,699","2,720","3,150",0,462,"1,628",115,0,0,"41,165"
               The National Library,"1,377","1,630","5,333",0,"5,400",0,0,0,"5,642",710,110,0,"1,225","7,638",0,0,0,0,"2,500",0,200,0,0,"31,765"
               National Archives of the Philippines,,,,,,,,,,,,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,,,,,,,,,,,,
                     Archives Office),530,468,830,80,"2,466","9,423",0,0,"3,667",66,110,0,593,"6,815",300,70,50,0,50,0,80,0,0,"25,598"
          National Commission on the Role of Filipino Women,"9,759","3,933",360,0,"14,367","3,272",0,0,"2,510",236,"25,094",0,363,"30,259","3,622",347,0,0,40,0,0,0,0,"94,162"
          National Council on Disability Affairs,"1,988",883,"1,100",0,"1,038",0,0,244,760,518,378,0,87,"3,907",385,0,0,0,50,0,0,0,0,"11,338"
          National Intelligence Coordinating Agency,"18,162","12,599","5,846",720,"19,476","8,053",0,10,"21,318","3,963","2,494","43,544","1,673","5,036",40,0,"3,600",0,786,0,0,0,0,"147,320"
          National Security Council,"3,700","3,152","1,550",0,"7,594",312,0,0,"2,634",400,"2,014","1,000",350,"4,655",0,0,"3,105",0,"1,280",0,0,0,0,"31,746"
          National Water Resources Board,"1,249","1,452",480,30,"1,128",300,0,0,"1,502",35,110,0,287,"1,817",120,100,145,0,45,0,0,0,0,"8,800"
          National Youth Commission,"5,765","2,914","1,150",0,"4,200","4,432",0,0,"1,830","4,300",908,0,230,"4,021","1,506",350,"1,622",0,100,0,0,0,0,"33,328"
          Office on Muslim Affairs,"9,944","4,000","1,045",100,"6,539","14,822",0,"6,760","4,896","1,850","2,410",0,163,"5,191","1,235",875,"1,867",0,375,0,0,0,0,"62,072"
          Optical Media Board,"1,468",398,240,0,"1,360","5,043",0,0,930,200,216,0,167,"1,936",24,50,0,0,0,0,0,0,0,"12,032"
          Philippine Drug Enforcement Agency,"4,754","2,556","17,889",0,"62,417","41,580",0,0,"8,973","19,818",275,"40,000",300,"33,220","10,120",0,0,0,0,0,0,0,0,"241,902"
          Philippine Racing Commission,"1,240","1,015","2,418",0,"1,420",960,0,0,"1,055",770,210,0,220,"67,910",20,0,0,0,46,0,0,0,0,"77,284"
          Philippine Sports Commission,"10,250","9,112","4,561","4,500","31,925","1,900",0,0,"28,188","32,500",660,0,0,"26,147",750,"1,200",0,0,700,0,0,0,0,"152,393"
          Presidential Commission for the Urban Poor,"3,181","1,998",767,0,"3,236","3,627",0,0,"1,131","2,259",426,0,179,"3,256",0,0,0,0,48,0,0,0,0,"20,108"
          Presidential Legislative Liaison Office,932,"1,010",650,0,"2,093",200,0,50,0,300,"1,064",0,235,"2,055",0,0,"1,781",0,112,0,0,50,0,"10,532"
          Presidential Management Staff,"16,730","10,130","10,119",0,"19,152","25,360",0,0,"12,604",0,"3,010",0,0,"20,808",22,50,"1,000",0,410,0,0,0,0,"119,395"
          Securities and Exchange Commission,"1,170","7,115","2,375",163,"9,873","9,219",0,0,"18,836","2,695","2,254",0,"6,705","17,768",0,"1,975",425,0,230,0,654,0,0,"81,457"
,,,,,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,"44,728","22,922","240,923","10,077","336,510","20,477",134,"808,538","34,889","49,015","10,226",0,"1,042","305,572","1,743","2,489","2,519",0,867,185,428,0,120,"1,893,404"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Autonomous Regional Government in Muslim Mindanao,"44,728","22,922","240,923","10,077","336,510","20,477",134,"808,538","34,889","49,015","10,226",0,"1,042","305,572","1,743","2,489","2,519",0,867,185,428,0,120,"1,893,404"
,,,,,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,15,58,40,0,372,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,500
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Legislative-Executive Development Advisory Council,15,58,40,0,372,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,500
,,,,,,,,,,,,,,,,,,,,,,,,
     The Judiciary,"127,312","130,248","476,381","4,961","616,080","196,483",0,"57,472","343,642","89,157","222,584","2,000","71,567","690,364",876,"9,445",721,0,"17,825",0,67,154,0,"3,057,339"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,,,,,,
                Lower Courts,"111,767","111,805","437,382","3,175","535,312","178,039",0,"57,472","277,817","82,932","204,898","2,000","64,569","660,760",0,"8,342",0,0,0,0,0,0,0,"2,736,270"
               Presidential Electoral Tribunal,0,508,60,21,180,559,0,0,222,0,260,0,25,"10,471",0,0,0,0,0,0,0,0,0,"12,306"
          Sandiganbayan,"2,764","2,934","23,595",103,"9,529","1,028",0,0,"15,437",646,"3,232",0,"2,135","4,440",103,206,0,0,309,0,0,154,0,"66,615"
          Court of Appeals,"12,606","13,662","14,403",558,"67,144","14,752",0,0,"46,170","5,369","12,420",0,"4,312","11,376",727,76,0,0,"17,474",0,40,0,0,"221,089"
          Court of Tax Appeals,175,"1,339",941,"1,104","3,915","2,105",0,0,"3,996",210,"1,774",0,526,"3,317",46,821,721,0,42,0,27,0,0,"21,059"
,,,,,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,"14,229","11,376","6,238","1,598","20,128","1,553",0,0,"18,401","22,610","4,604",0,797,"20,119",860,451,"3,680",0,216,0,0,0,571,"127,431"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Civil Service Commission,"12,035","10,585","5,896","1,598","18,569","1,553",0,0,"16,859","20,201","4,294",0,536,"11,704",120,54,"2,593",0,216,0,0,0,571,"107,384"
               Career Executive Service Board,"2,194",791,342,0,"1,559",0,0,0,"1,542","2,409",310,0,261,"8,415",740,397,"1,087",0,0,0,0,0,0,"20,047"
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,"65,054","10,407","4,669",196,"24,117",0,22,0,"21,789","13,560","4,613",0,"3,109","24,440",269,309,"1,449",0,348,0,0,0,0,"174,351"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,"37,110","14,700","5,199","8,285","2,139,636","42,211",0,"1,000","25,141","40,014","4,466",0,"2,884","168,172",60,"11,236",0,0,"1,030",0,0,0,0,"2,501,144"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,"15,515","17,823","8,355","2,266","19,944","16,874",0,0,"22,412","9,046","16,010","3,000","1,867","37,700","6,420","9,854","5,789",0,"1,922",0,69,0,0,"194,866"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,"8,264","5,573","2,845",725,"8,809","6,851",7,"2,000","4,067","3,813","1,612",0,108,"6,360",993,70,"2,179",0,256,0,0,0,0,"54,532"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
SPECIAL PURPOSE FUNDS,"669,107","360,823","629,584","61,290","10,874,066","91,903","302,650,000","287,028,555","133,285","687,328","10,890",0,"23,621,631","2,336,559","53,976","322,454","86,422",309,"54,441","9,133","8,240","5,809",987,"629,696,792"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,0,0,0,0,0,0,0,"10,567,936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,567,936"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Department of Agriculture,0,0,0,0,0,0,0,"4,502,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,502,200"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               National Dairy Authority,0,0,0,0,0,0,0,"52,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,200"
               National Food Authority,0,0,0,0,0,0,0,"4,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,000,000"
               National Tobacco Administration,0,0,0,0,0,0,0,"115,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"115,000"
               Philippine Coconut Authority,0,0,0,0,0,0,0,"240,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"240,000"
               Philippine Rice Research Institute,0,0,0,0,0,0,0,"95,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"95,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Energy,0,0,0,0,0,0,0,"500,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"500,000"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               National Electrification Administration,0,0,0,0,0,0,0,"500,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"500,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Health,0,0,0,0,0,0,0,"1,103,560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,103,560"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Local Water Utilities Administration,0,0,0,0,0,0,0,"300,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"300,000"
               Lung Center of the Philippines,0,0,0,0,0,0,0,"157,560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"157,560"
               National Kidney and Transplant Institute,0,0,0,0,0,0,0,"185,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"185,000"
               Philippine Children`s Medical Center,0,0,0,0,0,0,0,"236,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"236,000"
               Philippine Heart Center,0,0,0,0,0,0,0,"185,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"185,000"
               Philippine Institute of Alternative,,,,,,,,,,,,,,,,,,,,,,,,
                     Health Care,0,0,0,0,0,0,0,"40,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Tourism,0,0,0,0,0,0,0,"65,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,000"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Convention and Visitors Corporation,0,0,0,0,0,0,0,"65,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Trade and Industry,0,0,0,0,0,0,0,"77,831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"77,831"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Center for International Trade,,,,,,,,,,,,,,,,,,,,,,,,
                     Expositions and Missions,0,0,0,0,0,0,0,"67,831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67,831"
               Cottage Industry Technology Center,0,0,0,0,0,0,0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Transportation and Communications,0,0,0,0,0,0,0,"100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100,000"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine National Railways,0,0,0,0,0,0,0,"100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          National Economic and Development Authority,0,0,0,0,0,0,0,"67,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67,000"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Institute for Development Studies,0,0,0,0,0,0,0,"67,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Other Executive Offices,0,0,0,0,0,0,0,"4,138,735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,138,735"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Cultural Center of the Philippines,0,0,0,0,0,0,0,"226,792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"226,792"
               Development Academy of the Philippines,0,0,0,0,0,0,0,"70,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,000"
               National Home Mortgage Finance Corporation,0,0,0,0,0,0,0,"500,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"500,000"
               National Housing Authority,0,0,0,0,0,0,0,"3,200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,200,000"
               Southern Philippines Development Authority,0,0,0,0,0,0,0,"111,943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"111,943"
               Zamboanga City Special Economic Zone Authority,0,0,0,0,0,0,0,"30,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Budgetary Support to Government Corporations,,,,,,,,,,,,,,,,,,,,,,,,
                - Others,0,0,0,0,0,0,0,"13,610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,610"
,,,,,,,,,,,,,,,,,,,,,,,,
     Agriculture and Fisheries Modernization Program,"665,200","358,666","387,805","60,507","10,862,848","91,603",0,"2,957,261","118,969","687,020","10,792",0,"250,361","1,106,553","52,551","322,373","86,422",309,"10,633","9,133","8,240","5,809",987,"18,054,042"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Department of Agrarian Reform,"180,075","255,027","34,005","20,076","380,025","37,627",0,0,"21,536","194,977","1,514",0,"154,454","324,553","20,451",732,"25,792",0,"3,862",0,50,0,0,"1,654,756"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Office of the Secretary,"180,075","255,027","34,005","20,076","380,025","37,627",0,0,"21,536","194,977","1,514",0,"154,454","324,553","20,451",732,"25,792",0,"3,862",0,50,0,0,"1,654,756"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Agriculture,"485,125","103,639","353,800","40,431","10,482,823","53,976",0,"2,270,490","97,433","492,043","9,278",0,"95,907","782,000","32,100","321,641","60,630",309,"6,771","9,133","8,190","5,809",987,"15,712,515"
