particular,A002,A003,A004,A006,A007,A008,A009,A010,A014,A017,A018,A019,A021,A029,A117,A118,A119,A121,A122,A123,A124,A126,A127,Total
          Inter-Country Adoption Board,"2,400","3,488",350,0,"2,460",276,0,10,"1,000","1,000",98,0,140,"5,005",155,200,700,0,10,0,0,0,0,"17,292"
          National Council for the Welfare of Disabled Persons,"1,525",563,240,0,"3,421","1,983",0,240,760,568,80,0,87,0,695,0,0,0,176,0,0,0,0,"10,338"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Tourism,"136,741","33,366","13,347","12,253","77,104","94,521",30,"45,582","36,723","11,646","3,878",0,"3,061","433,286","73,968","206,288","66,977",507,"1,644",0,"1,272",0,0,"1,252,194"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"136,439","32,342","10,600","12,253","70,968","94,212",30,"45,582","22,242","11,485","3,648",0,"2,667","395,846","73,925","205,769","66,685",507,"1,587",0,"1,272",0,0,"1,188,059"
          Intramuros Administration,104,429,807,0,"1,190",270,0,0,729,161,150,0,175,"11,544",27,500,140,0,40,0,0,0,0,"16,266"
          National Parks Development Committee,198,595,"1,940",0,"4,946",39,0,0,"13,752",0,80,0,219,"25,896",16,19,152,0,17,0,0,0,0,"47,869"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Trade and Industry,"237,553","104,516","39,898","3,249","120,608","334,405",47,"4,715","84,525","69,773","7,114",0,"12,087","393,815","50,814","22,125","50,062",0,"8,439",0,13,0,0,"1,543,758"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"221,476","95,723","35,520","2,723","109,550","277,827",46,"4,715","62,456","67,402","4,542",0,"10,045","341,691","50,013","21,329","45,640",0,"6,400",0,10,0,0,"1,357,108"
          Board of Investments,"14,254","6,101","2,189",502,"6,906","33,256",0,0,"8,280","1,571","1,788",0,556,"36,657",500,500,"3,906",0,700,0,0,0,0,"117,666"
          Construction Industry Authority of the Philippines,424,571,188,0,"1,301","8,716",0,0,"1,472",146,490,0,80,"1,706",180,276,452,0,92,0,0,0,0,"16,094"
          Construction Manpower Development Foundation,121,251,620,0,998,965,0,0,"1,380",67,98,0,795,"3,648",50,0,18,0,6,0,0,0,0,"9,017"
          Philippine Trade Training Center,300,"1,020",153,4,613,40,0,0,"8,237",87,98,0,493,"4,413",51,20,46,0,41,0,3,0,0,"15,619"
          Product Development and Design Center of the Philippines,978,850,"1,228",20,"1,240","13,601",1,0,"2,700",500,98,0,118,"5,700",20,0,0,0,"1,200",0,0,0,0,"28,254"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Transportation and Communications,"116,238","87,506","439,634","8,916","669,740","2,572,876",0,100,"709,893","90,176","10,593","19,400","203,272","1,591,494","43,015","24,036","22,824",0,"3,415","1,197","5,505",50,150,"6,620,030"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"87,102","67,041","424,287","7,221","621,950","2,530,346",0,0,"681,005","83,711","7,367","3,100","198,739","1,560,092","7,149","21,895","16,581",0,"2,169","1,197","5,251",50,0,"6,326,253"
          Civil Aeronautics Board,"3,574","1,950",300,0,700,0,0,0,"2,300",60,98,300,75,"2,108",0,188,"1,087",0,100,0,0,0,0,"12,840"
          Maritime Industry Authority,"13,712","9,879","4,163",875,"17,831","31,120",0,100,"12,915","2,575",930,0,"1,383","9,004","34,750",931,"4,095",0,610,0,154,0,0,"145,027"
          National Telecommunications Commission,"4,930","5,183","3,107",0,"10,683","1,764",0,0,"9,861","1,215","1,192","1,000","2,564","15,011",70,512,410,0,272,0,0,0,0,"57,774"
          Office of Transportation Cooperatives,500,250,200,0,281,996,0,0,250,100,98,0,59,394,0,0,66,0,50,0,0,0,0,"3,244"
          Office for Transportation Security,"6,400","3,046","7,527",820,"17,970","6,168",0,0,"3,240","2,500",848,"15,000",422,"4,688","1,046",510,585,0,214,0,100,0,150,"71,234"
          Toll Regulatory Board,20,157,50,0,325,"2,482",0,0,322,15,60,0,30,197,0,0,0,0,0,0,0,0,0,"3,658"
,,,,,,,,,,,,,,,,,,,,,,,,
     National Economic and Development Authority,"161,424","27,745","13,404","9,018","53,829","132,648",10,"22,025","62,799","19,399","6,242",0,"5,047","124,428","38,116","1,050","13,407",5,"1,414",0,396,0,0,"692,406"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Director-General,"17,437","13,740","10,491",72,"29,269","7,158",0,"22,000","23,551","8,401","3,216",0,"3,277","55,253","4,578",405,"11,919",0,"1,079",0,371,0,0,"212,217"
          National Statistical Coordination Board,"1,199","2,231",549,71,"2,948","13,304",10,0,"5,539","1,091",480,0,249,"2,399","1,629",20,500,0,135,0,0,0,0,"32,354"
          National Statistics Office,"140,398","10,721","2,060","8,853","20,273","101,918",0,0,"32,244","9,467","1,926",0,"1,364","64,045","30,974",50,208,0,25,0,10,0,0,"424,536"
          Philippine National Volunteer Service,,,,,,,,,,,,,,,,,,,,,,,,
                Coordinating Agency,340,352,80,0,460,75,0,0,416,310,80,0,47,"1,775",120,0,700,0,19,0,0,0,0,"4,774"
          Statistical Research and Training Center,50,191,64,22,254,"2,023",0,15,558,90,100,0,60,956,0,0,5,5,62,0,5,0,0,"4,460"
          Tariff Commission,"2,000",510,160,0,625,"8,170",0,10,491,40,440,0,50,0,815,575,75,0,94,0,10,0,0,"14,065"
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Press Secretary,"42,285","45,398","14,318","5,041","58,471","23,801",0,0,"59,712","1,728","2,150",0,"3,470","81,645",875,326,"11,613",0,"3,539",0,899,0,0,"355,271"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Press Secretary (Proper),"10,844","7,463","4,454",175,"12,453","2,982",0,0,"6,475",959,"1,400",0,661,"25,865",0,70,"6,666",0,"1,150",0,0,0,0,"81,617"
          Bureau of Broadcast Services,"4,110","9,594","3,159",648,"15,027","9,972",0,0,"32,458",140,98,0,870,"20,369",84,155,"1,984",0,"1,051",0,893,0,0,"100,612"
          Bureau of Communications Services,314,"1,131",532,40,"2,599","4,184",0,0,"1,356",130,98,0,30,"1,362",260,0,0,0,170,0,0,0,0,"12,206"
          National Printing Office,112,"1,374",864,"2,700","1,149",0,0,0,"4,793",50,98,0,570,"4,183",0,100,0,0,6,0,0,0,0,"15,999"
          News and Information Bureau,"3,514","4,374",471,100,"7,453","2,007",0,0,"3,644",98,98,0,50,"4,063",15,1,0,0,600,0,6,0,0,"26,494"
          Philippine Information Agency,"6,271","17,631","3,276","1,378","11,750","3,803",0,0,"10,444",343,260,0,942,"21,506",506,0,"2,963",0,451,0,0,0,0,"81,524"
          Presidential Broadcast Staff (RTVM),"17,120","3,831","1,562",0,"8,040",853,0,0,542,8,98,0,347,"4,297",10,0,0,0,111,0,0,0,0,"36,819"
,,,,,,,,,,,,,,,,,,,,,,,,
     Other Executive Offices,"186,086","102,572","80,421","5,073","263,871","194,390",0,"1,041,672","174,633","522,438","24,047","106,244","21,442","461,411","30,473","19,950","60,858",2,"8,780","2,678","3,265",50,400,"3,310,756"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Anti-Money Laundering Council,"3,049","1,300","6,028",0,803,400,0,0,0,"1,500",0,0,287,515,0,282,350,0,87,0,609,0,0,"15,210"
          Commission on Filipinos Overseas,"1,203","1,962",279,0,"1,246","6,649",0,0,"2,274",150,430,0,210,"2,178","1,308",50,0,0,100,0,0,0,0,"18,039"
          Commission on Higher Education,"25,769","9,414","2,433",339,"13,249","24,281",0,"815,985","17,724","414,725","3,342",0,"1,763","56,464","2,095","2,525","27,387",0,560,0,117,0,0,"1,418,172"
          Commission on the Filipino Language,"1,425",550,320,50,651,840,0,0,800,150,460,0,25,"1,710","2,105",150,150,0,20,0,0,0,0,"9,406"
          Dangerous Drugs Board,"2,100","1,170","1,200",12,"6,354","1,157",0,"77,000","2,300","23,560",730,0,135,"28,150",775,297,"1,031",0,12,0,20,0,0,"146,003"
          Energy Regulatory Commission,"6,023","3,725","1,800",0,"19,054","14,000",0,0,"5,080",820,"1,470",0,455,"5,528",250,"2,975",0,0,250,0,0,0,0,"61,430"
          Film Development Council of the Philippines,"1,010",120,881,75,460,"1,850",0,200,170,150,264,0,23,"1,394",130,55,120,0,0,0,10,0,0,"6,912"
          Games and Amusements Board,"4,698","1,800","1,640",0,"1,339",629,0,0,"2,000",300,110,0,840,"1,900",345,70,400,0,100,0,60,0,0,"16,231"
          Housing and Land Use Regulatory Board,"7,027","4,725","3,682",516,"8,601","7,197",0,100,"5,439","4,669",98,0,"1,740","4,363","1,435","1,440","1,526",0,277,0,0,0,0,"52,835"
          Housing and Urban Development Coordinating Council,"3,315","4,219","4,664",95,"4,811","11,715",0,0,"3,152","3,332","1,676",0,490,"16,081",955,"1,265","1,381",0,360,0,"1,280",0,400,"59,191"
          Movie and Television Review and,,,,,,,,,,,,,,,,,,,,,,,,
                Classification Board,"9,420",392,184,0,"1,010","4,785",0,0,"1,900",150,192,0,138,"2,550",200,200,241,0,72,0,0,0,0,"21,434"
          National Anti-Poverty Commission,"18,988","3,060",550,258,"4,600",0,0,0,"1,440",650,628,0,75,"9,360",200,"1,580","10,364",0,250,0,0,0,0,"52,003"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,,,,,,,,,,,,
                     Arts (Proper),"19,955","5,877",647,151,"10,390","1,285",0,"129,790","6,490","11,450",196,0,"1,380","34,915","2,130",750,"3,200",2,150,0,150,0,0,"228,908"
               National Historical Institute,"3,331",893,"6,087",50,"7,380",433,0,0,"5,769",458,80,0,541,"18,369","3,699","2,720","3,150",0,719,"2,628",115,0,0,"56,422"
               The National Library,455,"1,460","1,732",34,"2,489",0,0,0,"5,652",500,98,0,"1,075","10,292",0,0,0,0,"1,100",0,170,0,0,"25,057"
               National Archives of the Philippines,,,,,,,,,,,,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,,,,,,,,,,,,
                     Archives Office),"1,030",468,600,80,"2,496","9,131",0,0,"2,860",442,98,0,600,"14,838",300,70,50,0,50,0,80,0,0,"33,193"
          National Commission on the Role of Filipino Women,"1,380","1,128",337,0,"1,723",371,0,0,"2,510",210,98,0,300,"6,280",724,150,0,0,40,0,0,0,0,"15,251"
          National Intelligence Coordinating Agency,"3,318","8,069","1,811",600,"11,647","2,553",0,10,"14,200","2,060","2,194","31,244","1,673","38,336",40,0,600,0,600,0,0,0,0,"118,955"
          National Security Council,"3,700","3,152","1,550",0,"6,994",312,0,0,"2,634",400,"1,155","1,000",350,"4,427",0,0,"3,105",0,"1,280",0,0,0,0,"30,059"
          National Water Resources Board,"1,188","1,452",480,30,928,300,0,0,"1,502",35,80,0,287,"1,817",120,100,145,0,45,0,0,0,0,"8,509"
          National Youth Commission,"5,765","2,931",950,0,"4,032","4,432",0,0,"1,725","11,708",908,0,180,"4,021","1,087",200,"2,120",0,100,0,0,0,0,"40,159"
          Office on Muslim Affairs,"7,437","5,051",890,200,"6,074","15,069",0,"6,537","5,056","1,660","2,158",0,163,"6,862","1,235","1,076","1,867",0,400,0,0,0,0,"61,735"
          Optical Media Board,"1,468",398,240,0,"1,220","5,043",0,0,930,200,85,0,167,"1,878",0,50,0,0,24,0,0,0,0,"11,703"
          Palawan Council for Sustainable Development Staff,"5,643",370,"1,073",170,"3,428",660,0,0,773,396,0,0,0,"15,115",0,0,0,0,50,0,0,0,0,"27,678"
          Philippine Drug Enforcement Agency,"4,754","2,434","17,889",0,"59,366","39,600",0,0,"8,546","13,200",275,"69,000",300,"14,476","10,120",0,0,0,0,0,0,0,0,"239,960"
          Philippine Racing Commission,"1,130",920,"3,342",0,"1,180",872,0,0,960,700,192,0,200,"67,380",0,0,0,0,42,0,0,0,0,"76,918"
          Philippine Sports Commission,"18,900","15,862","5,000","2,200","49,135","2,400",0,"12,000","38,450","24,200",660,0,0,"33,264","1,100","1,750",0,0,"1,050",0,0,0,0,"205,971"
          Presidential Commission on Good Government,"2,300","3,000","2,050",50,"3,560",500,0,0,"4,200",150,"1,174","5,000",500,"23,208",100,170,500,0,270,50,0,0,0,"46,782"
          Presidential Commission for the Urban Poor,"1,473","1,453",767,0,"1,678","3,147",0,0,"1,201",928,426,0,225,"3,256",0,0,0,0,52,0,0,0,0,"14,606"
          Presidential Legislative Liaison Office,932,"1,010",650,0,"1,890",200,0,50,0,300,922,0,235,"2,055",0,0,"1,746",0,80,0,0,50,0,"10,120"
          Presidential Management Staff,"16,730","7,430","8,290",0,"16,210","25,360",0,0,"10,960",590,"1,822",0,380,"13,479",20,50,"1,000",0,410,0,0,0,0,"102,731"
          Securities and Exchange Commission,"1,170","6,777","2,375",163,"9,873","9,219",0,0,"17,936","2,695","2,026",0,"6,705","16,950",0,"1,975",425,0,230,0,654,0,0,"79,173"
,,,,,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,"52,754","22,493","507,923","10,077","377,328","19,977",134,"826,870","34,513","94,006","6,450",0,"1,034","203,092","1,733","1,539","2,519",0,827,185,428,0,120,"2,164,002"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Autonomous Regional Government in Muslim Mindanao,"52,754","22,493","507,923","10,077","377,328","19,977",134,"826,870","34,513","94,006","6,450",0,"1,034","203,092","1,733","1,539","2,519",0,827,185,428,0,120,"2,164,002"
,,,,,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,15,58,40,0,372,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,500
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Legislative-Executive Development Advisory Council,15,58,40,0,372,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,500
,,,,,,,,,,,,,,,,,,,,,,,,
     The Judiciary,"74,475","77,494","466,864","4,942","324,524","59,154",0,"57,375","258,931","67,603","198,955","2,000","39,996","400,240","1,906","8,676",411,0,"17,306",0,64,150,0,"2,061,066"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,,,,,,
                Lower Courts,"60,548","62,831","456,188","3,207","261,391","40,710",0,"57,375","196,947","61,558","182,854","2,000","34,389","371,110","1,064","7,601",0,0,0,0,0,0,0,"1,799,773"
               Presidential Electoral Tribunal,0,508,60,21,155,559,0,0,222,0,260,0,50,"10,471",0,0,0,0,0,0,0,0,0,"12,306"
          Sandiganbayan,"1,518","1,534","4,084",100,"3,124","1,028",0,0,"15,889",628,"2,980",0,"1,014","4,468",100,200,0,0,300,0,0,150,0,"37,117"
          Court of Appeals,"12,239","11,321","5,618",542,"57,788","14,752",0,0,"42,397","5,213","11,472",0,"4,186","11,046",706,74,0,0,"16,965",0,38,0,0,"194,357"
          Court of Tax Appeals,170,"1,300",914,"1,072","2,066","2,105",0,0,"3,476",204,"1,389",0,357,"3,145",36,801,411,0,41,0,26,0,0,"17,513"
,,,,,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,"12,356","10,898","6,305","1,479","19,316","1,479",0,0,"17,784","22,236","4,252",0,795,"21,116",678,672,"3,395",0,215,0,0,0,568,"123,544"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Civil Service Commission,"11,372","10,101","5,658","1,479","17,881","1,479",0,0,"16,067","20,022","4,044",0,506,"11,629",50,540,"2,563",0,215,0,0,0,568,"104,174"
               Career Executive Service Board,984,797,647,0,"1,435",0,0,0,"1,717","2,214",208,0,289,"9,487",628,132,832,0,0,0,0,0,0,"19,370"
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,"65,054","20,807","4,669",196,"24,117",0,22,0,"21,789","13,560","4,613",0,"3,109","24,440",269,309,"1,449",0,348,0,0,0,0,"184,751"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,"34,345","7,371","4,971","38,050","106,320","37,135",0,"1,000","23,822","13,000","3,482",0,"2,800","166,320",0,"1,200",0,0,"1,000",0,0,0,0,"440,816"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,"11,487","17,211","8,170","2,090","19,414","16,171",0,0,"21,548","6,659","6,482","10,000","1,184","30,833","5,540","9,743",933,0,"1,774",0,64,0,0,"169,303"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,"7,842","4,775","1,890",260,"7,350","8,270",5,"2,000","5,095","5,409","1,540",0,562,"5,626",590,60,541,0,160,0,0,0,0,"51,975"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
SPECIAL PURPOSE FUNDS,"930,526","387,804","561,894","55,719","3,286,999","189,738","269,847,000","252,554,381","435,232","1,058,523","23,710",0,"12,343,847","1,904,544","55,366","77,944","82,957",121,"52,849","471,552","36,960","5,679",900,"544,364,245"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,0,0,0,0,0,0,0,"10,372,948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,372,948"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Department of Agriculture,0,0,0,0,0,0,0,"2,552,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,552,200"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               National Dairy Authority,0,0,0,0,0,0,0,"102,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"102,200"
               National Food Authority,0,0,0,0,0,0,0,"2,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000,000"
               National Tobacco Administration,0,0,0,0,0,0,0,"115,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"115,000"
               Philippine Coconut Authority,0,0,0,0,0,0,0,"240,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"240,000"
               Philippine Rice Research Institute,0,0,0,0,0,0,0,"95,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"95,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Energy,0,0,0,0,0,0,0,"922,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"922,400"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               National Electrification Administration,0,0,0,0,0,0,0,"922,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"922,400"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Health,0,0,0,0,0,0,0,"1,577,060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,577,060"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Lung Center of the Philippines,0,0,0,0,0,0,0,"272,560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"272,560"
               National Kidney and Transplant Institute,0,0,0,0,0,0,0,"493,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"493,000"
               Philippine Children`s Medical Center,0,0,0,0,0,0,0,"346,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"346,000"
               Philippine Heart Center,0,0,0,0,0,0,0,"435,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"435,500"
               Philippine Institute of Alternative,,,,,,,,,,,,,,,,,,,,,,,,
                     Health Care,0,0,0,0,0,0,0,"30,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Tourism,0,0,0,0,0,0,0,"65,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,000"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Convention and Visitors Corporation,0,0,0,0,0,0,0,"65,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Trade and Industry,0,0,0,0,0,0,0,"179,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"179,800"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Aurora Special Economic Zone Authority,0,0,0,0,0,0,0,"9,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,800"
               Center for International Trade,,,,,,,,,,,,,,,,,,,,,,,,
                     Expositions and Missions,0,0,0,0,0,0,0,"60,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,000"
               Cottage Industry Technology Center,0,0,0,0,0,0,0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
               Technology Resource Center,0,0,0,0,0,0,0,"100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Department of Transportation and Communications,0,0,0,0,0,0,0,"135,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"135,000"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine National Railways,0,0,0,0,0,0,0,"135,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"135,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          National Economic and Development Authority,0,0,0,0,0,0,0,"26,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,300"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Institute for Development Studies,0,0,0,0,0,0,0,"26,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,300"
,,,,,,,,,,,,,,,,,,,,,,,,
          Office of the Press Secretary,0,0,0,0,0,0,0,"345,355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"345,355"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
"               People`s Television Network, Incorporated",0,0,0,0,0,0,0,"345,355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"345,355"
,,,,,,,,,,,,,,,,,,,,,,,,
          Other Executive Offices,0,0,0,0,0,0,0,"4,556,223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,556,223"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Cagayan Economic Zone Authority,0,0,0,0,0,0,0,"136,280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"136,280"
               Cultural Center of the Philippines,0,0,0,0,0,0,0,"163,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"163,000"
               Development Academy of the Philippines,0,0,0,0,0,0,0,"70,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,000"
               National Home Mortgage Finance Corporation,0,0,0,0,0,0,0,"500,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"500,000"
               National Housing Authority,0,0,0,0,0,0,0,"3,500,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,500,000"
               Southern Philippines Development Authority,0,0,0,0,0,0,0,"156,943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"156,943"
               Zamboanga City Special Economic Zone Authority,0,0,0,0,0,0,0,"30,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,000"
,,,,,,,,,,,,,,,,,,,,,,,,
          Budgetary Support to Government Corporations,,,,,,,,,,,,,,,,,,,,,,,,
                - Others,0,0,0,0,0,0,0,"13,610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,610"
,,,,,,,,,,,,,,,,,,,,,,,,
     Agriculture and Fisheries Modernization Program,"478,293","116,930","240,402","31,338","2,854,420","53,124",0,"1,872,544","85,809","834,650","8,563",0,"63,650","808,745","34,717","12,245","51,206",121,"5,604","1,013","6,766","5,679",900,"7,566,719"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Department of Agrarian Reform,"106,063","35,473","27,127","9,097","64,695","20,673",0,0,"15,251","143,937","7,497",0,"12,097","76,704","9,557","2,564","3,809",0,"1,055",0,100,0,0,"535,699"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
