psgc_prov,pov_prov_year,pov_prov_type_of_poverty,pov_prov_measure,pov_prov_universe,estimate,coefficient_of_variation,standard_error,lower_limit,upper_limit
97200000,2006,Subsistence,Incidence,Among Families,39.4875,11.45331,4.52263,32.04777365,46.92722635
97300000,2006,Subsistence,Incidence,Among Families,13.89033,15.08635,2.09554,10.4431667,17.3374933
98300000,2006,Subsistence,Incidence,Among Families,15.33937,20.60972,3.1614,10.138867,20.539873
99700000,2006,Subsistence,Incidence,Among Families,19.89684,57.49192,11.43908,1.0795534,38.7141266
101300000,2006,Subsistence,Incidence,Among Families,16.91102,16.85806,2.85087,12.22133885,21.60070115
101800000,2006,Subsistence,Incidence,Among Families,12.31552,46.73871,5.75612,2.8467026,21.7843374
103500000,2006,Subsistence,Incidence,Among Families,17.06696,17.20578,2.9365,12.2364175,21.8975025
104200000,2006,Subsistence,Incidence,Among Families,17.56488,22.20378,3.90007,11.14926485,23.98049515
104300000,2006,Subsistence,Incidence,Among Families,14.36284,14.44745,2.07506,10.9493663,17.7763137
112300000,2006,Subsistence,Incidence,Among Families,12.28835,30.25447,3.71778,6.1726019,18.4040981
112400000,2006,Subsistence,Incidence,Among Families,9.76437,13.97804,1.36487,7.51915885,12.00958115
112500000,2006,Subsistence,Incidence,Among Families,17.75315,20.64862,3.66578,11.7229419,23.7833581
118200000,2006,Subsistence,Incidence,Among Families,13.41822,23.16566,3.10842,8.3048691,18.5315709
124700000,2006,Subsistence,Incidence,Among Families,10.57171,17.98246,1.90105,7.44448275,13.69893725
128000000,2006,Subsistence,Incidence,Among Families,20.81679,14.22099,2.96036,15.9469978,25.6865822
126300000,2006,Subsistence,Incidence,Among Families,10.89731,18.63307,2.0305,7.5571375,14.2374825
126500000,2006,Subsistence,Incidence,Among Families,21.08109,17.24585,3.63561,15.10051155,27.06166845
129800000,2006,Subsistence,Incidence,Among Families,13.52266,49.79984,6.73426,2.4448023,24.6005177
160200000,2006,Subsistence,Incidence,Among Families,20.28649,17.78522,3.608,14.35133,26.22165
160300000,2006,Subsistence,Incidence,Among Families,26.38502,18.70583,4.93554,18.2660567,34.5039833
166700000,2006,Subsistence,Incidence,Among Families,21.47825,12.27022,2.63543,17.14296765,25.81353235
166800000,2006,Subsistence,Incidence,Among Families,19.06754,16.37726,3.12274,13.9306327,24.2044473
150700000,2006,Subsistence,Incidence,Among Families,3.66221,78.32689,2.8685,-1.0564725,8.3808925
153600000,2006,Subsistence,Incidence,Among Families,14.05607,34.21655,4.8095,6.1444425,21.9676975
153800000,2006,Subsistence,Incidence,Among Families,19.14882,21.24155,4.06751,12.45776605,25.83987395
156600000,2006,Subsistence,Incidence,Among Families,7.46422,25.29662,1.88819,4.35814745,10.57029255
157000000,2006,Subsistence,Incidence,Among Families,21.27279,28.5876,6.08138,11.2689199,31.2766601
130000000,2009,Subsistence,Incidence,Among Families,0.30036,26.26084,0.07888,0.1706024,0.4301176
140100000,2009,Subsistence,Incidence,Among Families,22.0559,26.94701,5.9434,12.279007,31.832793
148100000,2009,Subsistence,Incidence,Among Families,22.98465,31.36638,7.20945,11.12510475,34.84419525
141100000,2009,Subsistence,Incidence,Among Families,1.19681,47.55828,0.56918,0.2605089,2.1331111
142700000,2009,Subsistence,Incidence,Among Families,6.6338,47.97764,3.18274,1.3981927,11.8694073
143200000,2009,Subsistence,Incidence,Among Families,12.25049,25.67595,3.14543,7.07625765,17.42472235
144400000,2009,Subsistence,Incidence,Among Families,17.97471,32.09111,5.76828,8.4858894,27.4635306
12800000,2009,Subsistence,Incidence,Among Families,2.56436,36.96316,0.94787,1.00511385,4.12360615
12900000,2009,Subsistence,Incidence,Among Families,2.84307,42.56022,1.21002,0.8525871,4.8335529
13300000,2009,Subsistence,Incidence,Among Families,9.48275,43.10214,4.08727,2.75919085,16.20630915
15500000,2009,Subsistence,Incidence,Among Families,5.32428,13.08972,0.69693,4.17783015,6.47072985
20900000,2009,Subsistence,Incidence,Among Families,0,0,0,0,0
21500000,2009,Subsistence,Incidence,Among Families,7.2552,19.108,1.38632,4.9747036,9.5356964
23100000,2009,Subsistence,Incidence,Among Families,6.9984,17.16543,1.20131,5.02224505,8.97455495
25000000,2009,Subsistence,Incidence,Among Families,2.74836,64.9241,1.78435,-0.18689575,5.68361575
25700000,2009,Subsistence,Incidence,Among Families,5.32062,45.7188,2.43252,1.3191246,9.3221154
37700000,2009,Subsistence,Incidence,Among Families,1.75437,91.20193,1.60002,-0.8776629,4.3864029
30800000,2009,Subsistence,Incidence,Among Families,0,0,0,0,0
31400000,2009,Subsistence,Incidence,Among Families,0.56524,38.97908,0.22032,0.2028136,0.9276664
34900000,2009,Subsistence,Incidence,Among Families,9.75614,16.9958,1.65813,7.02851615,12.48376385
35400000,2009,Subsistence,Incidence,Among Families,0.7385,48.25899,0.35639,0.15223845,1.32476155
36900000,2009,Subsistence,Incidence,Among Families,3.79855,28.19962,1.07118,2.0364589,5.5606411
37100000,2009,Subsistence,Incidence,Among Families,5.30104,27.51091,1.45836,2.9020378,7.7000422
41000000,2009,Subsistence,Incidence,Among Families,4.051,35.31749,1.43071,1.69748205,6.40451795
42100000,2009,Subsistence,Incidence,Among Families,0,0,0,0,0
43400000,2009,Subsistence,Incidence,Among Families,0.81813,47.77478,0.39086,0.1751653,1.4610947
45600000,2009,Subsistence,Incidence,Among Families,4.95146,30.47617,1.50902,2.4691221,7.4337979
45800000,2009,Subsistence,Incidence,Among Families,1.18655,40.85343,0.48475,0.38913625,1.98396375
174000000,2009,Subsistence,Incidence,Among Families,10.41726,26.02496,2.71109,5.95751695,14.87700305
175100000,2009,Subsistence,Incidence,Among Families,8.28366,21.1472,1.75176,5.4020148,11.1653052
175200000,2009,Subsistence,Incidence,Among Families,9.82499,22.5148,2.21208,6.1861184,13.4638616
175300000,2009,Subsistence,Incidence,Among Families,10.40193,38.76095,4.03189,3.76947095,17.03438905
175900000,2009,Subsistence,Incidence,Among Families,9.66318,21.10858,2.03976,6.3077748,13.0185852
50500000,2009,Subsistence,Incidence,Among Families,11.61102,21.26133,2.46866,7.5500743,15.6719657
51600000,2009,Subsistence,Incidence,Among Families,7.48775,19.42194,1.45427,5.09547585,9.88002415
51700000,2009,Subsistence,Incidence,Among Families,15.28939,12.72246,1.94519,12.08955245,18.48922755
52000000,2009,Subsistence,Incidence,Among Families,9.86401,77.5271,7.64728,-2.7157656,22.4437856
54100000,2009,Subsistence,Incidence,Among Families,17.40543,22.37593,3.89463,10.99876365,23.81209635
56200000,2009,Subsistence,Incidence,Among Families,8.57461,18.31113,1.57011,5.99177905,11.15744095
60400000,2009,Subsistence,Incidence,Among Families,16.61224,23.88034,3.96706,10.0864263,23.1380537
60600000,2009,Subsistence,Incidence,Among Families,13.61626,26.5561,3.61595,7.66802225,19.56449775
61900000,2009,Subsistence,Incidence,Among Families,10.12316,63.1711,6.39491,-0.39646695,20.64278695
67900000,2009,Subsistence,Incidence,Among Families,4.77343,53.84241,2.57013,0.54556615,9.00129385
63000000,2009,Subsistence,Incidence,Among Families,6.04014,19.60272,1.18403,4.09241065,7.98786935
64500000,2009,Subsistence,Incidence,Among Families,6.21545,21.95862,1.36483,3.97030465,8.46059535
71200000,2009,Subsistence,Incidence,Among Families,16.58213,18.9951,3.14979,11.40072545,21.76353455
72200000,2009,Subsistence,Incidence,Among Families,9.67668,15.13155,1.46423,7.26802165,12.08533835
74600000,2009,Subsistence,Incidence,Among Families,11.14132,19.13874,2.13231,7.63367005,14.64896995
76100000,2009,Subsistence,Incidence,Among Families,5.92584,63.01724,3.7343,-0.2170835,12.0687635
87800000,2009,Subsistence,Incidence,Among Families,9.94637,48.09518,4.78372,2.0771506,17.8155894
82600000,2009,Subsistence,Incidence,Among Families,28.2283,19.03505,5.37327,19.38927085,37.06732915
83700000,2009,Subsistence,Incidence,Among Families,10.46721,14.00904,1.46636,8.0550478,12.8793722
84800000,2009,Subsistence,Incidence,Among Families,20.52449,24.71488,5.0726,12.180063,28.868917
86400000,2009,Subsistence,Incidence,Among Families,9.58199,37.80765,3.62272,3.6226156,15.5413644
86000000,2009,Subsistence,Incidence,Among Families,17.24027,22.85034,3.93946,10.7598583,23.7206817
97200000,2009,Subsistence,Incidence,Among Families,38.71531,13.04061,5.04871,30.41018205,47.02043795
97300000,2009,Subsistence,Incidence,Among Families,11.94029,15.56755,1.85881,8.88254755,14.99803245
98300000,2009,Subsistence,Incidence,Among Families,22.41805,14.14321,3.17063,17.20236365,27.63373635
99700000,2009,Subsistence,Incidence,Among Families,2.02897,83.51617,1.69452,-0.7585154,4.8164554
101300000,2009,Subsistence,Incidence,Among Families,17.69844,16.62836,2.94296,12.8572708,22.5396092
101800000,2009,Subsistence,Incidence,Among Families,3.69451,91.96141,3.39752,-1.8944104,9.2834304
103500000,2009,Subsistence,Incidence,Among Families,19.73531,19.21771,3.79267,13.49636785,25.97425215
104200000,2009,Subsistence,Incidence,Among Families,17.92875,17.44594,3.12784,12.7834532,23.0740468
104300000,2009,Subsistence,Incidence,Among Families,12.33038,17.02168,2.09884,8.8777882,15.7829718
112300000,2009,Subsistence,Incidence,Among Families,12.82423,47.91128,6.14425,2.71693875,22.93152125
112400000,2009,Subsistence,Incidence,Among Families,8.87719,21.01964,1.86595,5.80770225,11.94667775
112500000,2009,Subsistence,Incidence,Among Families,18.60713,18.76435,3.49151,12.86359605,24.35066395
118200000,2009,Subsistence,Incidence,Among Families,10.60895,20.65333,2.1911,7.0045905,14.2133095
124700000,2009,Subsistence,Incidence,Among Families,8.96545,21.92083,1.9653,5.7325315,12.1983685
128000000,2009,Subsistence,Incidence,Among Families,20.29193,18.40962,3.73567,14.14675285,26.43710715
126300000,2009,Subsistence,Incidence,Among Families,11.95577,17.77884,2.1256,8.459158,15.452382
126500000,2009,Subsistence,Incidence,Among Families,13.2906,19.8156,2.63361,8.95831155,17.62288845
129800000,2009,Subsistence,Incidence,Among Families,9.58812,41.16631,3.94707,3.09518985,16.08105015
160200000,2009,Subsistence,Incidence,Among Families,18.57797,15.03195,2.79263,13.98409365,23.17184635
160300000,2009,Subsistence,Incidence,Among Families,33.12022,13.09663,4.33763,25.98481865,40.25562135
166700000,2009,Subsistence,Incidence,Among Families,25.36424,12.59185,3.19383,20.11038965,30.61809035
166800000,2009,Subsistence,Incidence,Among Families,20.68882,14.5549,3.01124,15.7353302,25.6423098
150700000,2009,Subsistence,Incidence,Among Families,1.7521,63.03102,1.10437,-0.06458865,3.56878865
153600000,2009,Subsistence,Incidence,Among Families,20.24886,23.42816,4.74394,12.4450787,28.0526413
153800000,2009,Subsistence,Incidence,Among Families,13.32544,25.46023,3.39269,7.74446495,18.90641505
156600000,2009,Subsistence,Incidence,Among Families,3.56606,27.13659,0.96771,1.97417705,5.15794295
157000000,2009,Subsistence,Incidence,Among Families,4.50581,60.79714,2.7394,-0.000503,9.012123
130000000,2012,Subsistence,Incidence,Among Families,0.30866,31.2806,0.09655,0.14983525,0.46748475
140100000,2012,Subsistence,Incidence,Among Families,8.65461,28.9435,2.50495,4.53396725,12.77525275
148100000,2012,Subsistence,Incidence,Among Families,27.91885,30.5556,8.53077,13.88573335,41.95196665
141100000,2012,Subsistence,Incidence,Among Families,0.45909,56.59593,0.25982,0.0316861,0.8864939
142700000,2012,Subsistence,Incidence,Among Families,17.65698,22.42345,3.9593,11.1439315,24.1700285
143200000,2012,Subsistence,Incidence,Among Families,8.79073,50.71592,4.4583,1.4568265,16.1246335
144400000,2012,Subsistence,Incidence,Among Families,10.0745,33.38173,3.36304,4.5422992,15.6067008
12800000,2012,Subsistence,Incidence,Among Families,1.32557,40.77341,0.54048,0.4364804,2.2146596
12900000,2012,Subsistence,Incidence,Among Families,5.95635,48.7382,2.90302,1.1808821,10.7318179
13300000,2012,Subsistence,Incidence,Among Families,5.16945,30.43927,1.57354,2.5809767,7.7579233
15500000,2012,Subsistence,Incidence,Among Families,3.66709,18.21934,0.66812,2.5680326,4.7661474
20900000,2012,Subsistence,Incidence,Among Families,9.09091,0.0260269,0.00237,9.08701135,9.09480865
21500000,2012,Subsistence,Incidence,Among Families,3.81523,25.298,0.96518,2.2275089,5.4029511
23100000,2012,Subsistence,Incidence,Among Families,4.42012,19.6632,0.86914,2.9903847,5.8498553
25000000,2012,Subsistence,Incidence,Among Families,6.6133,75.1459,4.96962,-1.5617249,14.7883249
25700000,2012,Subsistence,Incidence,Among Families,0.72749,94.14164,0.68487,-0.39912115,1.85410115
37700000,2012,Subsistence,Incidence,Among Families,8.5576,20.93884,1.79186,5.6099903,11.5052097
30800000,2012,Subsistence,Incidence,Among Families,1.85012,45.34115,0.83886,0.4701953,3.2300447
31400000,2012,Subsistence,Incidence,Among Families,1.40513,49.36118,0.69359,0.26417445,2.54608555
34900000,2012,Subsistence,Incidence,Among Families,5.05482,19.17289,0.96916,3.4605518,6.6490882
35400000,2012,Subsistence,Incidence,Among Families,0.90004,67.35572,0.60623,-0.09720835,1.89728835
36900000,2012,Subsistence,Incidence,Among Families,3.37843,24.8291,0.83883,1.99855465,4.75830535
37100000,2012,Subsistence,Incidence,Among Families,4.57608,51.6697,2.36445,0.68655975,8.46560025
41000000,2012,Subsistence,Incidence,Among Families,5.84096,23.74406,1.38688,3.5595424,8.1223776
42100000,2012,Subsistence,Incidence,Among Families,0.38267,87.50517,0.33485,-0.16815825,0.93349825
43400000,2012,Subsistence,Incidence,Among Families,1.21344,40.01183,0.48552,0.4147596,2.0121204
45600000,2012,Subsistence,Incidence,Among Families,4.57599,24.28301,1.11119,2.74808245,6.40389755
45800000,2012,Subsistence,Incidence,Among Families,1.30242,41.13422,0.53574,0.4211277,2.1837123
174000000,2012,Subsistence,Incidence,Among Families,6.17731,31.27333,1.93185,2.99941675,9.35520325
175100000,2012,Subsistence,Incidence,Among Families,13.57418,31.90152,4.33037,6.45072135,20.69763865
175200000,2012,Subsistence,Incidence,Among Families,8.12823,26.06478,2.1186,4.643133,11.613327
175300000,2012,Subsistence,Incidence,Among Families,6.66002,41.58692,2.7697,2.1038635,11.2161765
175900000,2012,Subsistence,Incidence,Among Families,9.04774,27.63398,2.50025,4.93482875,13.16065125
50500000,2012,Subsistence,Incidence,Among Families,15.1634,15.66889,2.37594,11.2549787,19.0718213
51600000,2012,Subsistence,Incidence,Among Families,6.55032,25.69967,1.68341,3.78111055,9.31952945
51700000,2012,Subsistence,Incidence,Among Families,10.06121,16.44732,1.6548,7.339064,12.783356
52000000,2012,Subsistence,Incidence,Among Families,19.71152,40.56132,7.99525,6.55933375,32.86370625
54100000,2012,Subsistence,Incidence,Among Families,14.67023,21.00178,3.08101,9.60196855,19.73849145
56200000,2012,Subsistence,Incidence,Among Families,10.31598,19.91394,2.05432,6.9366236,13.6953364
60400000,2012,Subsistence,Incidence,Among Families,4.70715,31.98925,1.50578,2.2301419,7.1841581
60600000,2012,Subsistence,Incidence,Among Families,10.01513,28.46978,2.85129,5.32475795,14.70550205
61900000,2012,Subsistence,Incidence,Among Families,9.13358,38.19882,3.48892,3.3943066,14.8728534
67900000,2012,Subsistence,Incidence,Among Families,5.56441,62.95169,3.50289,-0.19784405,11.32666405
63000000,2012,Subsistence,Incidence,Among Families,7.27491,19.61419,1.42692,4.9276266,9.6221934
64500000,2012,Subsistence,Incidence,Among Families,7.96136,16.11566,1.28303,5.85077565,10.07194435
71200000,2012,Subsistence,Incidence,Among Families,12.19548,15.74691,1.92041,9.03640555,15.35455445
72200000,2012,Subsistence,Incidence,Among Families,6.9537,15.43427,1.07325,5.18820375,8.71919625
74600000,2012,Subsistence,Incidence,Among Families,24.09392,15.15573,3.65161,18.08702155,30.10081845
76100000,2012,Subsistence,Incidence,Among Families,8.65239,96.28592,8.33103,-5.05215435,22.35693435
87800000,2012,Subsistence,Incidence,Among Families,6.12711,32.77899,2.00841,2.82327555,9.43094445
82600000,2012,Subsistence,Incidence,Among Families,30.86107,16.69169,5.15124,22.3872802,39.3348598
83700000,2012,Subsistence,Incidence,Among Families,10.32652,12.62263,1.30348,8.1822954,12.4707446
84800000,2012,Subsistence,Incidence,Among Families,18.77073,28.33212,5.31815,10.02237325,27.51908675
86400000,2012,Subsistence,Incidence,Among Families,16.2655,25.59795,4.16363,9.41632865,23.11467135
86000000,2012,Subsistence,Incidence,Among Families,17.70938,20.69215,3.66445,11.68135975,23.73740025
97200000,2012,Subsistence,Incidence,Among Families,27.84012,14.27394,3.97388,21.3030874,34.3771526
97300000,2012,Subsistence,Incidence,Among Families,8.29367,15.65246,1.29816,6.1581968,10.4291432
98300000,2012,Subsistence,Incidence,Among Families,14.96962,16.71494,2.50216,10.8535668,19.0856732
99700000,2012,Subsistence,Incidence,Among Families,2.59262,56.79725,1.47254,0.1702917,5.0149483
101300000,2012,Subsistence,Incidence,Among Families,20.17367,18.33022,3.69788,14.0906574,26.2566826
101800000,2012,Subsistence,Incidence,Among Families,21.00468,21.80078,4.57918,13.4719289,28.5374311
103500000,2012,Subsistence,Incidence,Among Families,23.03092,22.45954,5.17264,14.5219272,31.5399128
104200000,2012,Subsistence,Incidence,Among Families,14.08393,18.77999,2.64496,9.7329708,18.4348892
104300000,2012,Subsistence,Incidence,Among Families,8.4017,23.47803,1.97255,5.15685525,11.64654475
112300000,2012,Subsistence,Incidence,Among Families,9.52121,45.5937,4.34107,2.38014985,16.66227015
112400000,2012,Subsistence,Incidence,Among Families,8.00283,19.37136,1.55026,5.4526523,10.5530077
112500000,2012,Subsistence,Incidence,Among Families,16.91653,22.14815,3.7467,10.7532085,23.0798515
118200000,2012,Subsistence,Incidence,Among Families,13.20494,26.76553,3.53437,7.39090135,19.01897865
124700000,2012,Subsistence,Incidence,Among Families,27.28214,13.23508,3.61081,21.34235755,33.22192245
128000000,2012,Subsistence,Incidence,Among Families,22.13468,13.66951,3.0257,17.1574035,27.1119565
126300000,2012,Subsistence,Incidence,Among Families,10.88045,27.85697,3.03096,5.8945208,15.8663792
126500000,2012,Subsistence,Incidence,Among Families,15.75911,20.56122,3.24026,10.4288823,21.0893377
129800000,2012,Subsistence,Incidence,Among Families,7.62334,59.50351,4.53616,0.1613568,15.0853232
160200000,2012,Subsistence,Incidence,Among Families,11.09228,22.50526,2.49635,6.98578425,15.19877575
160300000,2012,Subsistence,Incidence,Among Families,18.04435,17.81583,3.21475,12.75608625,23.33261375
166700000,2012,Subsistence,Incidence,Among Families,12.64893,18.16518,2.2977,8.8692135,16.4286465
166800000,2012,Subsistence,Incidence,Among Families,9.57745,22.56212,2.16087,6.02281885,13.13208115
150700000,2012,Subsistence,Incidence,Among Families,2.16603,91.8204,1.98886,-1.1056447,5.4377047
153600000,2012,Subsistence,Incidence,Among Families,41.60379,15.81432,6.57935,30.78075925,52.42682075
153800000,2012,Subsistence,Incidence,Among Families,19.04725,17.03546,3.24479,13.70957045,24.38492955
156600000,2012,Subsistence,Incidence,Among Families,9.18692,26.20269,2.40722,5.2270431,13.1467969
157000000,2012,Subsistence,Incidence,Among Families,4.28964,43.17098,1.85188,1.2432974,7.3359826
130000000,1991,Subsistence,Magnitude,Among Families,17515.9,-,-,-,-
140100000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
148100000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
141100000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
142700000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
143200000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
144400000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
12800000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
12900000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
13300000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
15500000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
20900000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
21500000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
23100000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
25000000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
25700000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
37700000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
30800000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
31400000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
34900000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
35400000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
36900000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
37100000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
41000000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
42100000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
43400000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
45600000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
45800000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
174000000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
175100000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
175200000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
175300000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
175900000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
50500000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
51600000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
51700000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
52000000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
54100000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
56200000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
60400000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
60600000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
61900000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
67900000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
63000000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
64500000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
71200000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
72200000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
74600000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
76100000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
87800000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
82600000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
83700000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
84800000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
86400000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
86000000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
97200000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
97300000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
98300000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
99700000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
101300000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
101800000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
103500000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
104200000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
104300000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
112300000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
112400000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
112500000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
118200000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
124700000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
128000000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
126300000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
126500000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
129800000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
160200000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
160300000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
166700000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
166800000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
150700000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
153600000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
153800000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
156600000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
157000000,1991,Subsistence,Magnitude,Among Families,-,-,-,-,-
130000000,2006,Subsistence,Magnitude,Among Families,13260.89,-,3258.61938,7900.461119,18621.31888
140100000,2006,Subsistence,Magnitude,Among Families,8834.57,-,1572.041515,6248.561707,11420.57829
148100000,2006,Subsistence,Magnitude,Among Families,4874.748,-,1980.787437,1616.352666,8133.143334
141100000,2006,Subsistence,Magnitude,Among Families,1290.298,-,452.6888126,545.6249034,2034.971097
142700000,2006,Subsistence,Magnitude,Among Families,2453.573,-,1093.809433,654.2564835,4252.889517
143200000,2006,Subsistence,Magnitude,Among Families,7891.738,-,1507.877188,5411.280025,10372.19598
144400000,2006,Subsistence,Magnitude,Among Families,6778.969,-,2273.020546,3039.850202,10518.0878
12800000,2006,Subsistence,Magnitude,Among Families,6725.377,-,2375.413178,2817.822322,10632.93168
12900000,2006,Subsistence,Magnitude,Among Families,6146.957,-,2805.823024,1531.378126,10762.53587
13300000,2006,Subsistence,Magnitude,Among Families,11142,-,2790.786129,6551.156817,15732.84318
15500000,2006,Subsistence,Magnitude,Among Families,43055.48,-,5402.816754,34167.84644,51943.11356
20900000,2006,Subsistence,Magnitude,Among Families,0,-,0,0,0
21500000,2006,Subsistence,Magnitude,Among Families,20538.36,-,4356.979939,13371.128,27705.592
23100000,2006,Subsistence,Magnitude,Among Families,21821.09,-,3596.227949,15905.29502,27736.88498
25000000,2006,Subsistence,Magnitude,Among Families,2597.611,-,1174.945949,664.8249134,4530.397087
25700000,2006,Subsistence,Magnitude,Among Families,925.2213,-,635.0303494,-119.4036247,1969.846225
37700000,2006,Subsistence,Magnitude,Among Families,5220.431,-,3692.314851,-853.4269295,11294.28893
30800000,2006,Subsistence,Magnitude,Among Families,1176.788,-,900.1750065,-303.9998857,2657.575886
31400000,2006,Subsistence,Magnitude,Among Families,3787.767,-,2027.276209,452.8976363,7122.636364
34900000,2006,Subsistence,Magnitude,Among Families,25299.41,-,4321.345337,18190.79692,32408.02308
35400000,2006,Subsistence,Magnitude,Among Families,1221.487,-,965.2972366,-366.4269542,2809.400954
36900000,2006,Subsistence,Magnitude,Among Families,10146.68,-,2380.592206,6230.605821,14062.75418
37100000,2006,Subsistence,Magnitude,Among Families,8452.08,-,3280.831782,3055.111719,13849.04828
41000000,2006,Subsistence,Magnitude,Among Families,16954.63,-,3434.7755,11304.4243,22604.8357
42100000,2006,Subsistence,Magnitude,Among Families,1271.671,-,875.5064956,-168.5371853,2711.879185
43400000,2006,Subsistence,Magnitude,Among Families,6024.917,-,2305.453181,2232.446517,9817.387483
45600000,2006,Subsistence,Magnitude,Among Families,25954.34,-,4983.166849,17757.03053,34151.64947
45800000,2006,Subsistence,Magnitude,Among Families,5211.409,-,1920.767614,2051.746276,8371.071724
174000000,2006,Subsistence,Magnitude,Among Families,4010.658,-,1485.826622,1566.473206,6454.842794
175100000,2006,Subsistence,Magnitude,Among Families,14379.06,-,3542.16432,8552.199693,20205.92031
175200000,2006,Subsistence,Magnitude,Among Families,26017.95,-,3987.381178,19458.70796,32577.19204
175300000,2006,Subsistence,Magnitude,Among Families,21096.08,-,7156.02571,9324.417707,32867.74229
175900000,2006,Subsistence,Magnitude,Among Families,7876.732,-,1372.09333,5619.638472,10133.82553
