psgc_regn,pov_regn_year,pov_reign_sector,pov_regn_type_of_poverty,pov_regn_measure,pov_regn_universe,estimate,coefficient_of_variation,standard_error,lower_limit,upper_limit
130000000,2009,Fishermen,Poverty,Incidence,Among Population,-,-,-,-,-
140000000,2009,Fishermen,Poverty,Incidence,Among Population,-,-,-,-,-
10000000,2009,Fishermen,Poverty,Incidence,Among Population,39.45267,25.98687,-,22.58729105,56.31804895
20000000,2009,Fishermen,Poverty,Incidence,Among Population,-,-,-,-,-
30000000,2009,Fishermen,Poverty,Incidence,Among Population,-,-,-,-,-
40000000,2009,Fishermen,Poverty,Incidence,Among Population,27.13681,17.25794,-,19.43286375,34.84075625
170000000,2009,Fishermen,Poverty,Incidence,Among Population,38.70488,19.143,-,26.5166144,50.8931456
50000000,2009,Fishermen,Poverty,Incidence,Among Population,45.14701,12.02537,-,36.2161405,54.0778795
60000000,2009,Fishermen,Poverty,Incidence,Among Population,32.08861,22.8513,-,20.02636785,44.15085215
70000000,2009,Fishermen,Poverty,Incidence,Among Population,43.36301,15.42861,-,32.35745005,54.36856995
80000000,2009,Fishermen,Poverty,Incidence,Among Population,48.97719,11.73764,-,39.52046335,58.43391665
90000000,2009,Fishermen,Poverty,Incidence,Among Population,54.28286,11.5719,-,43.9496938,64.6160262
100000000,2009,Fishermen,Poverty,Incidence,Among Population,-,-,-,-,-
110000000,2009,Fishermen,Poverty,Incidence,Among Population,43.04796,17.16485,-,30.8928576,55.2030624
120000000,2009,Fishermen,Poverty,Incidence,Among Population,-,-,-,-,-
160000000,2009,Fishermen,Poverty,Incidence,Among Population,68.61184,11.08355,-,56.10222365,81.12145635
150000000,2009,Fishermen,Poverty,Incidence,Among Population,40.30377,23.7256,-,24.57377005,56.03376995
130000000,2012,Fishermen,Poverty,Incidence,Among Population,-,-,-,-,-
140000000,2012,Fishermen,Poverty,Incidence,Among Population,-,-,-,-,-
10000000,2012,Fishermen,Poverty,Incidence,Among Population,20.06081,34.79949,-,8.5769663,31.5446537
20000000,2012,Fishermen,Poverty,Incidence,Among Population,-,-,-,-,-
30000000,2012,Fishermen,Poverty,Incidence,Among Population,-,-,-,-,-
40000000,2012,Fishermen,Poverty,Incidence,Among Population,39.24132,20.66094,-,25.9042851,52.5783549
170000000,2012,Fishermen,Poverty,Incidence,Among Population,36.4983,27.00373,-,20.2853445,52.7112555
50000000,2012,Fishermen,Poverty,Incidence,Among Population,45.5605,13.22331,-,35.650033,55.470967
60000000,2012,Fishermen,Poverty,Incidence,Among Population,27.64272,17.11982,-,19.8579549,35.4274851
70000000,2012,Fishermen,Poverty,Incidence,Among Population,40.23834,19.41134,-,27.389574,53.087106
80000000,2012,Fishermen,Poverty,Incidence,Among Population,46.35347,12.5447,-,36.7879595,55.9189805
90000000,2012,Fishermen,Poverty,Incidence,Among Population,40.41771,27.72166,-,21.9863733,58.8490467
100000000,2012,Fishermen,Poverty,Incidence,Among Population,-,-,-,-,-
110000000,2012,Fishermen,Poverty,Incidence,Among Population,36.48051,30.72571,-,18.04188595,54.91913405
120000000,2012,Fishermen,Poverty,Incidence,Among Population,-,-,-,-,-
160000000,2012,Fishermen,Poverty,Incidence,Among Population,49.55383,15.29253,-,37.0879542,62.0197058
150000000,2012,Fishermen,Poverty,Incidence,Among Population,42.92714,18.02019,-,30.20216025,55.65211975
130000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,1.43702,22.62239,-,0.902247,1.971793
140000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,27.00382,11.2777,-,21.99412,32.01352
10000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,20.63692,10.88666,-,16.94115,24.33269
20000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,12.46051,16.6727,-,9.043023,15.878
30000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,8.13455,14.86597,-,6.145284,10.12382
40000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,13.06769,13.38388,-,10.19065,15.94473
170000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,35.06531,6.489008,-,31.32229,38.80833
50000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,41.61396,5.951706,-,37.53972,45.6882
60000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,26.02139,10.21734,-,21.64784,30.39494
70000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,44.03113,6.872471,-,39.05331,49.00895
80000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,33.3351,6.689334,-,29.66691,37.00329
90000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,54.8611,5.608328,-,49.79978,59.92242
100000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,43.06428,6.831004,-,38.22515,47.90341
110000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,31.63906,9.376396,-,26.759,36.51912
120000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,31.33816,8.282801,-,27.06827,35.60805
160000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,31.66943,10.28892,-,26.3093,37.02956
150000000,2003,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,43.25475,5.958797,-,39.01483,47.49467
130000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,4.76348,22.70515,-,2.98433025,6.54262975
140000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,36.04364,13.21514,-,28.2081431,43.8791369
10000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,24.02458,10.95438,-,19.6953677,28.3537923
20000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,20.55465,16.54848,-,14.9592154,26.1500846
30000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,9.55269,13.79683,-,7.38462935,11.72075065
40000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,13.5663,16.59284,-,9.8633392,17.2692608
170000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,36.58427,9.163491,-,31.069572,42.098968
50000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,39.49357,6.315133,-,35.39082485,43.59631515
60000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,28.1067,12.68131,-,22.2434265,33.9699735
70000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,39.62384,8.805634,-,33.88422115,45.36345885
80000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,38.34318,9.117687,-,32.59224355,44.09411645
90000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,53.1885,8.485812,-,45.7638254,60.6131746
100000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,40.81147,9.071206,-,34.72153195,46.90140805
110000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,35.4067,11.76936,-,28.5517547,42.2616453
120000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,35.56993,9.156762,-,30.21208275,40.92777725
160000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,49.20114,7.697632,-,42.9709986,55.4312814
150000000,2006,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,46.2472,8.844931,-,39.51827815,52.97612185
130000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,2.09178,31.71988,-,1.00030605,3.18325395
140000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,35.57072,12.16289,-,28.45374265,42.68769735
10000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,22.78502,14.3349,-,17.41210455,28.15793545
20000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,17.11083,17.23554,-,12.2594947,21.9621653
30000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,8.0916,14.20115,-,6.2013305,9.9818695
40000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,13.36859,14.992,-,10.0716481,16.6655319
170000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,29.91838,10.03759,-,24.9783134,34.8584466
50000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,37.13144,6.546724,-,33.13262595,41.13025405
60000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,25.74966,17.23276,-,18.4501699,33.0491501
70000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,36.64317,9.336879,-,31.01508215,42.27125785
80000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,39.40449,6.781653,-,35.0085894,43.8003906
90000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,52.96347,8.173018,-,45.84274205,60.08419795
100000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,45.8808,9.752275,-,38.5203791,53.2412209
110000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,34.87345,20.67727,-,23.0115524,46.7353476
120000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,38.38976,10.66066,-,31.657433,45.122087
160000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,54.62119,7.979391,-,47.4515562,61.7908238
150000000,2009,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,44.40622,9.045609,-,37.79856755,51.01387245
130000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,3.29542,31.20818,-,1.6036362,4.9872038
140000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,30.70858,18.72653,-,21.24876075,40.16839925
10000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,15.80815,20.22746,-,10.54811445,21.06818555
20000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,16.89736,38.81662,-,6.1078379,27.6868821
30000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,8.14651,15.38117,-,6.08527565,10.20774435
40000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,12.51765,15.52695,-,9.32041155,15.71488845
170000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,29.87047,12.05118,-,23.9488977,35.7920423
50000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,34.8323,8.49758,-,29.9632645,39.7013355
60000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,25.44335,13.369,-,19.8478496,31.0388504
70000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,37.19288,9.56109,-,31.3431942,43.0425658
80000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,40.41302,9.084664,-,34.37358345,46.45245655
90000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,44.63792,11.35568,-,36.2995137,52.9763263
100000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,44.53838,12.67941,-,35.248736,53.828024
110000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,34.94202,15.30694,-,26.1436388,43.7404012
120000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,41.47427,13.48802,-,32.2720413,50.6764987
160000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,37.36054,11.18739,-,30.48498285,44.23609715
150000000,2012,Self-employed and Unpaid Family Workers,Poverty,Incidence,Among Population,51.69762,7.180861,-,45.59083715,57.80440285
130000000,2003,Employed,Poverty,Incidence,Among Population,1.56384,14.02035,-,1.203157,1.924523
140000000,2003,Employed,Poverty,Incidence,Among Population,19.50128,12.34424,-,15.54129,23.46127
10000000,2003,Employed,Poverty,Incidence,Among Population,17.97853,9.434137,-,15.18841,20.76865
20000000,2003,Employed,Poverty,Incidence,Among Population,15.4656,10.2452,-,12.85913,18.07207
30000000,2003,Employed,Poverty,Incidence,Among Population,8.81443,10.33031,-,7.316559,10.3123
40000000,2003,Employed,Poverty,Incidence,Among Population,37.32964,5.895265,-,33.70952,40.94976
170000000,2003,Employed,Poverty,Incidence,Among Population,9.81885,10.85398,-,8.065708,11.57199
50000000,2003,Employed,Poverty,Incidence,Among Population,29.9606,7.351635,-,26.33734,33.58386
60000000,2003,Employed,Poverty,Incidence,Among Population,24.45913,8.119058,-,21.19241,27.72585
70000000,2003,Employed,Poverty,Incidence,Among Population,30.47948,8.21243,-,26.36186,34.5971
80000000,2003,Employed,Poverty,Incidence,Among Population,30.44726,6.330274,-,27.2767,33.61782
90000000,2003,Employed,Poverty,Incidence,Among Population,42.21382,7.684174,-,36.8778,47.54984
100000000,2003,Employed,Poverty,Incidence,Among Population,33.86931,7.809288,-,29.51837,38.22025
110000000,2003,Employed,Poverty,Incidence,Among Population,24.49206,9.984329,-,20.46943,28.51469
120000000,2003,Employed,Poverty,Incidence,Among Population,27.94166,8.197664,-,24.17369,31.70963
160000000,2003,Employed,Poverty,Incidence,Among Population,28.00247,10.45011,-,23.18872,32.81622
150000000,2003,Employed,Poverty,Incidence,Among Population,36.35432,6.939735,-,32.20417,40.50447
130000000,2006,Employed,Poverty,Incidence,Among Population,2.5346,19.61446,-,1.71678825,3.35241175
140000000,2006,Employed,Poverty,Incidence,Among Population,27.79889,11.8726,-,22.36964975,33.22813025
10000000,2006,Employed,Poverty,Incidence,Among Population,22.04536,9.206721,-,18.70658575,25.38413425
20000000,2006,Employed,Poverty,Incidence,Among Population,24.295,7.754645,-,21.19583645,27.39416355
30000000,2006,Employed,Poverty,Incidence,Among Population,11.20243,9.738207,-,9.4078666,12.9969934
40000000,2006,Employed,Poverty,Incidence,Among Population,8.62519,13.81201,-,6.66548505,10.58489495
170000000,2006,Employed,Poverty,Incidence,Among Population,33.4388,7.784667,-,29.1567005,37.7208995
50000000,2006,Employed,Poverty,Incidence,Among Population,36.99267,5.982027,-,33.35243305,40.63290695
60000000,2006,Employed,Poverty,Incidence,Among Population,24.39073,7.71823,-,21.29396815,27.48749185
70000000,2006,Employed,Poverty,Incidence,Among Population,29.8541,7.846581,-,26.00063815,33.70756185
80000000,2006,Employed,Poverty,Incidence,Among Population,33.6969,6.725556,-,29.9688365,37.4249635
90000000,2006,Employed,Poverty,Incidence,Among Population,42.73264,8.243692,-,36.93771625,48.52756375
100000000,2006,Employed,Poverty,Incidence,Among Population,34.29736,7.123891,-,30.27811505,38.31660495
110000000,2006,Employed,Poverty,Incidence,Among Population,25.44271,10.95471,-,20.85781535,30.02760465
120000000,2006,Employed,Poverty,Incidence,Among Population,32.08385,7.491536,-,28.12997735,36.03772265
160000000,2006,Employed,Poverty,Incidence,Among Population,42.5736,7.135955,-,37.57604065,47.57115935
150000000,2006,Employed,Poverty,Incidence,Among Population,42.68069,8.526703,-,36.6941073,48.6672727
130000000,2009,Employed,Poverty,Incidence,Among Population,1.97738,17.07068,-,1.42211025,2.53264975
140000000,2009,Employed,Poverty,Incidence,Among Population,25.59116,12.14513,-,20.4783684,30.7039516
10000000,2009,Employed,Poverty,Incidence,Among Population,19.12921,10.41131,-,15.853028,22.405392
20000000,2009,Employed,Poverty,Incidence,Among Population,22.77817,8.962835,-,19.41978735,26.13655265
30000000,2009,Employed,Poverty,Incidence,Among Population,11.92285,10.25267,-,9.91198555,13.93371445
40000000,2009,Employed,Poverty,Incidence,Among Population,9.40153,11.50134,-,7.6227915,11.1802685
170000000,2009,Employed,Poverty,Incidence,Among Population,28.55542,8.394706,-,24.6121247,32.4987153
50000000,2009,Employed,Poverty,Incidence,Among Population,36.16568,5.697484,-,32.77610815,39.55525185
60000000,2009,Employed,Poverty,Incidence,Among Population,25.83565,7.780889,-,22.5288052,29.1424948
70000000,2009,Employed,Poverty,Incidence,Among Population,26.48167,7.8802,-,23.04886755,29.91447245
80000000,2009,Employed,Poverty,Incidence,Among Population,36.40784,5.292542,-,33.2380895,39.5775905
90000000,2009,Employed,Poverty,Incidence,Among Population,42.2119,8.155305,-,36.54897105,47.87482895
100000000,2009,Employed,Poverty,Incidence,Among Population,36.77688,7.695047,-,32.12153,41.43223
110000000,2009,Employed,Poverty,Incidence,Among Population,25.71374,12.34505,-,20.49190135,30.93557865
120000000,2009,Employed,Poverty,Incidence,Among Population,32.35253,8.3641,-,27.90116,36.8039
160000000,2009,Employed,Poverty,Incidence,Among Population,46.94553,6.470622,-,41.94856285,51.94249715
150000000,2009,Employed,Poverty,Incidence,Among Population,41.67262,9.008098,-,35.49743805,47.84780195
130000000,2012,Employed,Poverty,Incidence,Among Population,2.1929,14.72108,-,1.6618611,2.7239389
140000000,2012,Employed,Poverty,Incidence,Among Population,22.411,14.41403,-,17.09710715,27.72489285
10000000,2012,Employed,Poverty,Incidence,Among Population,15.35211,13.10548,-,12.04241935,18.66180065
20000000,2012,Employed,Poverty,Incidence,Among Population,19.19958,13.69664,-,14.8737235,23.5254365
30000000,2012,Employed,Poverty,Incidence,Among Population,11.2941,10.98537,-,9.2531485,13.3350515
40000000,2012,Employed,Poverty,Incidence,Among Population,9.16171,9.968888,-,7.6592986,10.6641214
170000000,2012,Employed,Poverty,Incidence,Among Population,26.78117,10.34608,-,22.223204,31.339136
50000000,2012,Employed,Poverty,Incidence,Among Population,33.75347,6.84879,-,29.9507235,37.5562165
60000000,2012,Employed,Poverty,Incidence,Among Population,24.08771,6.993287,-,21.3166746,26.8587454
70000000,2012,Employed,Poverty,Incidence,Among Population,26.51563,8.782737,-,22.684754,30.346506
80000000,2012,Employed,Poverty,Incidence,Among Population,38.27046,6.427066,-,34.22430285,42.31661715
90000000,2012,Employed,Poverty,Incidence,Among Population,34.92444,8.578184,-,29.9962174,39.8526626
100000000,2012,Employed,Poverty,Incidence,Among Population,35.93812,8.987009,-,30.6251648,41.2510752
110000000,2012,Employed,Poverty,Incidence,Among Population,25.54967,11.91222,-,20.54306315,30.55627685
120000000,2012,Employed,Poverty,Incidence,Among Population,37.43693,7.872056,-,32.5890163,42.2848437
160000000,2012,Employed,Poverty,Incidence,Among Population,32.87782,7.916363,-,28.59632915,37.15931085
150000000,2012,Employed,Poverty,Incidence,Among Population,48.89231,6.66178,-,43.5343805,54.2502395
130000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
140000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
10000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
20000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
30000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
40000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
170000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
50000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
60000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
70000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
80000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
90000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
100000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
110000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
120000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
160000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
150000000,2003,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
130000000,2006,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
140000000,2006,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
10000000,2006,Unemployed,Poverty,Incidence,Among Population,21.62221,20.15341,-,14.45394155,28.79047845
20000000,2006,Unemployed,Poverty,Incidence,Among Population,17.99226,33.16035,-,8.1776965,27.8068235
30000000,2006,Unemployed,Poverty,Incidence,Among Population,8.72642,24.12256,-,5.2636292,12.1892108
40000000,2006,Unemployed,Poverty,Incidence,Among Population,4.98014,31.27779,-,2.4177564,7.5425236
170000000,2006,Unemployed,Poverty,Incidence,Among Population,26.96876,28.19371,-,14.46101895,39.47650105
50000000,2006,Unemployed,Poverty,Incidence,Among Population,36.33119,16.2863,-,26.59770855,46.06467145
60000000,2006,Unemployed,Poverty,Incidence,Among Population,14.38194,36.77855,-,5.68076185,23.08311815
70000000,2006,Unemployed,Poverty,Incidence,Among Population,30.30563,29.4338,-,15.6320655,44.9791945
80000000,2006,Unemployed,Poverty,Incidence,Among Population,33.03232,15.86409,-,24.4120594,41.6525806
90000000,2006,Unemployed,Poverty,Incidence,Among Population,25.54156,52.40688,-,3.52236315,47.56075685
100000000,2006,Unemployed,Poverty,Incidence,Among Population,34.09517,20.67594,-,22.4987425,45.6915975
110000000,2006,Unemployed,Poverty,Incidence,Among Population,24.28429,22.49549,-,15.29786885,33.27071115
120000000,2006,Unemployed,Poverty,Incidence,Among Population,30.64069,16.05981,-,22.5459082,38.7354718
160000000,2006,Unemployed,Poverty,Incidence,Among Population,34.7726,15.66442,-,25.81240015,43.73279985
150000000,2006,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
130000000,2009,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
140000000,2009,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
10000000,2009,Unemployed,Poverty,Incidence,Among Population,14.26733,26.46379,-,8.0563364,20.4783236
20000000,2009,Unemployed,Poverty,Incidence,Among Population,25.20887,31.5614,-,12.12080585,38.29693415
30000000,2009,Unemployed,Poverty,Incidence,Among Population,9.56601,33.69612,-,4.2635499,14.8684701
40000000,2009,Unemployed,Poverty,Incidence,Among Population,9.2393,22.81293,-,5.77205125,12.70654875
170000000,2009,Unemployed,Poverty,Incidence,Among Population,23.94467,25.50047,-,13.9003,33.98904
50000000,2009,Unemployed,Poverty,Incidence,Among Population,32.93549,21.2408,-,21.4274648,44.4435152
60000000,2009,Unemployed,Poverty,Incidence,Among Population,20.04097,19.34611,-,13.66305825,26.41888175
70000000,2009,Unemployed,Poverty,Incidence,Among Population,21.55141,22.52141,-,13.5671064,29.5357136
80000000,2009,Unemployed,Poverty,Incidence,Among Population,37.59524,16.37796,-,27.46643215,47.72404785
90000000,2009,Unemployed,Poverty,Incidence,Among Population,27.08581,24.27219,-,16.2710536,37.9005664
100000000,2009,Unemployed,Poverty,Incidence,Among Population,21.79515,24.20225,-,13.1179066,30.4723934
110000000,2009,Unemployed,Poverty,Incidence,Among Population,17.81367,24.30401,-,10.6917412,24.9355988
120000000,2009,Unemployed,Poverty,Incidence,Among Population,33.83224,25.87066,-,19.4341801,48.2302999
160000000,2009,Unemployed,Poverty,Incidence,Among Population,50.86595,8.918435,-,43.40348975,58.32841025
150000000,2009,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
130000000,2012,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
140000000,2012,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
10000000,2012,Unemployed,Poverty,Incidence,Among Population,11.96004,32.09852,-,5.64490145,18.27517855
20000000,2012,Unemployed,Poverty,Incidence,Among Population,12.40895,34.60344,-,5.3454516,19.4724484
30000000,2012,Unemployed,Poverty,Incidence,Among Population,10.47299,38.5516,-,3.83128605,17.11469395
40000000,2012,Unemployed,Poverty,Incidence,Among Population,7.67995,26.94266,-,4.2761489,11.0837511
170000000,2012,Unemployed,Poverty,Incidence,Among Population,27.77376,27.1312,-,15.37810925,40.16941075
50000000,2012,Unemployed,Poverty,Incidence,Among Population,34.28611,16.96915,-,24.7154013,43.8568187
60000000,2012,Unemployed,Poverty,Incidence,Among Population,23.08642,18.53672,-,16.0467083,30.1261317
70000000,2012,Unemployed,Poverty,Incidence,Among Population,19.44216,23.37735,-,11.9655363,26.9187837
80000000,2012,Unemployed,Poverty,Incidence,Among Population,40.37052,13.03644,-,31.7130824,49.0279576
90000000,2012,Unemployed,Poverty,Incidence,Among Population,27.27582,26.81149,-,15.2458363,39.3058037
100000000,2012,Unemployed,Poverty,Incidence,Among Population,35.03476,15.75621,-,25.95411325,44.11540675
110000000,2012,Unemployed,Poverty,Incidence,Among Population,27.29271,26.80151,-,15.2597653,39.3256547
120000000,2012,Unemployed,Poverty,Incidence,Among Population,33.20938,19.91012,-,22.33259065,44.08616935
160000000,2012,Unemployed,Poverty,Incidence,Among Population,41.63151,19.52498,-,28.2600617,55.0029583
150000000,2012,Unemployed,Poverty,Incidence,Among Population,-,-,-,-,-
130000000,2003,Women,Poverty,Magnitude,Among Population,158700.6,13.56149,-,157696.5,159704.7
140000000,2003,Women,Poverty,Magnitude,Among Population,148702.2,11.88563,-,142540.3,154864.1
10000000,2003,Women,Poverty,Magnitude,Among Population,464427.4,8.024221,-,450948.2,477906.6
20000000,2003,Women,Poverty,Magnitude,Among Population,250395,10.16551,-,242643.5,258146.5
30000000,2003,Women,Poverty,Magnitude,Among Population,541693.7,9.115769,-,531661.1,551726.3
40000000,2003,Women,Poverty,Magnitude,Among Population,649966.5,9.568658,-,637492.2,662440.8
170000000,2003,Women,Poverty,Magnitude,Among Population,411764.9,6.834785,-,395620,427909.8
50000000,2003,Women,Poverty,Magnitude,Among Population,1064976,5.234873,-,1024331,1105621
60000000,2003,Women,Poverty,Magnitude,Among Population,896175.3,7.200469,-,864661.6,927689
70000000,2003,Women,Poverty,Magnitude,Among Population,1042827,7.482193,-,997935.9,1087718
80000000,2003,Women,Poverty,Magnitude,Among Population,671065.1,6.013072,-,646672.4,695457.8
90000000,2003,Women,Poverty,Magnitude,Among Population,649270.2,7.395504,-,613316,685224.4
100000000,2003,Women,Poverty,Magnitude,Among Population,669503.3,7.427279,-,639127.2,699879.4
110000000,2003,Women,Poverty,Magnitude,Among Population,581192.4,8.915164,-,555432.6,606952.2
120000000,2003,Women,Poverty,Magnitude,Among Population,565996.9,7.720232,-,541774.4,590219.4
160000000,2003,Women,Poverty,Magnitude,Among Population,421916.5,6.925871,-,402003.6,441829.4
150000000,2003,Women,Poverty,Magnitude,Among Population,416464.1,9.809236,-,394750.9,438177.3
130000000,2006,Women,Poverty,Magnitude,Among Population,288325.2,10.98981,-,285785.02,290865.38
140000000,2006,Women,Poverty,Magnitude,Among Population,167398.2,13.0731,-,159139.63,175656.77
10000000,2006,Women,Poverty,Magnitude,Among Population,576927.2,7.757089,-,558230.15,595624.25
20000000,2006,Women,Poverty,Magnitude,Among Population,262851.8,8.749951,-,255772.91,269930.69
30000000,2006,Women,Poverty,Magnitude,Among Population,691293.6,8.599491,-,676972.55,705614.65
40000000,2006,Women,Poverty,Magnitude,Among Population,703001.5,11.53323,-,686083.86,719919.14
170000000,2006,Women,Poverty,Magnitude,Among Population,507994,7.023981,-,484313.43,531674.57
50000000,2006,Women,Poverty,Magnitude,Among Population,1125517,5.050611,-,1083966.56,1167067.44
60000000,2006,Women,Poverty,Magnitude,Among Population,882379,7.734611,-,851583.55,913174.45
70000000,2006,Women,Poverty,Magnitude,Among Population,1133773,7.369802,-,1084239.34,1183306.66
80000000,2006,Women,Poverty,Magnitude,Among Population,741272.5,5.724784,-,714879.22,767665.78
90000000,2006,Women,Poverty,Magnitude,Among Population,615654,7.833566,-,583623.32,647684.68
100000000,2006,Women,Poverty,Magnitude,Among Population,732277.3,6.616149,-,702649.9,761904.7
110000000,2006,Women,Poverty,Magnitude,Among Population,586363.2,9.384048,-,559323.19,613403.21
120000000,2006,Women,Poverty,Magnitude,Among Population,599905.4,7.106841,-,576499.33,623311.47
