psgc_regn,pov_sect_year,pov_sect_sector,pov_reign_measure,estimate,coefficient_of_variation,lower_limit,upper_limit
10000000,2003,Unemployed,Incidence,-,-,-,-
20000000,2003,Unemployed,Incidence,-,-,-,-
30000000,2003,Unemployed,Incidence,-,-,-,-
40000000,2003,Unemployed,Incidence,-,-,-,-
170000000,2003,Unemployed,Incidence,-,-,-,-
50000000,2003,Unemployed,Incidence,-,-,-,-
60000000,2003,Unemployed,Incidence,-,-,-,-
70000000,2003,Unemployed,Incidence,-,-,-,-
80000000,2003,Unemployed,Incidence,-,-,-,-
90000000,2003,Unemployed,Incidence,-,-,-,-
100000000,2003,Unemployed,Incidence,-,-,-,-
110000000,2003,Unemployed,Incidence,-,-,-,-
120000000,2003,Unemployed,Incidence,-,-,-,-
160000000,2003,Unemployed,Incidence,-,-,-,-
150000000,2003,Unemployed,Incidence,-,-,-,-
130000000,2006,Unemployed,Incidence,-,-,-,-
140000000,2006,Unemployed,Incidence,-,-,-,-
10000000,2006,Unemployed,Incidence,21.62221,20.15341,14.45394155,28.79047845
20000000,2006,Unemployed,Incidence,17.99226,33.16035,8.1776965,27.8068235
30000000,2006,Unemployed,Incidence,8.72642,24.12256,5.2636292,12.1892108
40000000,2006,Unemployed,Incidence,4.98014,31.27779,2.4177564,7.5425236
170000000,2006,Unemployed,Incidence,26.96876,28.19371,14.46101895,39.47650105
50000000,2006,Unemployed,Incidence,36.33119,16.2863,26.59770855,46.06467145
60000000,2006,Unemployed,Incidence,14.38194,36.77855,5.68076185,23.08311815
70000000,2006,Unemployed,Incidence,30.30563,29.4338,15.6320655,44.9791945
80000000,2006,Unemployed,Incidence,33.03232,15.86409,24.4120594,41.6525806
90000000,2006,Unemployed,Incidence,25.54156,52.40688,3.52236315,47.56075685
100000000,2006,Unemployed,Incidence,34.09517,20.67594,22.4987425,45.6915975
110000000,2006,Unemployed,Incidence,24.28429,22.49549,15.29786885,33.27071115
120000000,2006,Unemployed,Incidence,30.64069,16.05981,22.5459082,38.7354718
160000000,2006,Unemployed,Incidence,34.7726,15.66442,25.81240015,43.73279985
150000000,2006,Unemployed,Incidence,-,-,-,-
130000000,2009,Unemployed,Incidence,-,-,-,-
140000000,2009,Unemployed,Incidence,-,-,-,-
10000000,2009,Unemployed,Incidence,14.26733,26.46379,8.0563364,20.4783236
20000000,2009,Unemployed,Incidence,25.20887,31.5614,12.12080585,38.29693415
30000000,2009,Unemployed,Incidence,9.56601,33.69612,4.2635499,14.8684701
40000000,2009,Unemployed,Incidence,9.2393,22.81293,5.77205125,12.70654875
170000000,2009,Unemployed,Incidence,23.94467,25.50047,13.9003,33.98904
50000000,2009,Unemployed,Incidence,32.93549,21.2408,21.4274648,44.4435152
60000000,2009,Unemployed,Incidence,20.04097,19.34611,13.66305825,26.41888175
70000000,2009,Unemployed,Incidence,21.55141,22.52141,13.5671064,29.5357136
80000000,2009,Unemployed,Incidence,37.59524,16.37796,27.46643215,47.72404785
90000000,2009,Unemployed,Incidence,27.08581,24.27219,16.2710536,37.9005664
100000000,2009,Unemployed,Incidence,21.79515,24.20225,13.1179066,30.4723934
110000000,2009,Unemployed,Incidence,17.81367,24.30401,10.6917412,24.9355988
120000000,2009,Unemployed,Incidence,33.83224,25.87066,19.4341801,48.2302999
160000000,2009,Unemployed,Incidence,50.86595,8.918435,43.40348975,58.32841025
150000000,2009,Unemployed,Incidence,-,-,-,-
130000000,2012,Unemployed,Incidence,-,-,-,-
140000000,2012,Unemployed,Incidence,-,-,-,-
10000000,2012,Unemployed,Incidence,11.96004,32.09852,5.64490145,18.27517855
20000000,2012,Unemployed,Incidence,12.40895,34.60344,5.3454516,19.4724484
30000000,2012,Unemployed,Incidence,10.47299,38.5516,3.83128605,17.11469395
40000000,2012,Unemployed,Incidence,7.67995,26.94266,4.2761489,11.0837511
170000000,2012,Unemployed,Incidence,27.77376,27.1312,15.37810925,40.16941075
50000000,2012,Unemployed,Incidence,34.28611,16.96915,24.7154013,43.8568187
60000000,2012,Unemployed,Incidence,23.08642,18.53672,16.0467083,30.1261317
70000000,2012,Unemployed,Incidence,19.44216,23.37735,11.9655363,26.9187837
80000000,2012,Unemployed,Incidence,40.37052,13.03644,31.7130824,49.0279576
90000000,2012,Unemployed,Incidence,27.27582,26.81149,15.2458363,39.3058037
100000000,2012,Unemployed,Incidence,35.03476,15.75621,25.95411325,44.11540675
110000000,2012,Unemployed,Incidence,27.29271,26.80151,15.2597653,39.3256547
120000000,2012,Unemployed,Incidence,33.20938,19.91012,22.33259065,44.08616935
160000000,2012,Unemployed,Incidence,41.63151,19.52498,28.2600617,55.0029583
150000000,2012,Unemployed,Incidence,-,-,-,-
130000000,2003,Women,Magnitude,158700.6,13.56149,157696.5,159704.7
140000000,2003,Women,Magnitude,148702.2,11.88563,142540.3,154864.1
10000000,2003,Women,Magnitude,464427.4,8.024221,450948.2,477906.6
20000000,2003,Women,Magnitude,250395,10.16551,242643.5,258146.5
30000000,2003,Women,Magnitude,541693.7,9.115769,531661.1,551726.3
40000000,2003,Women,Magnitude,649966.5,9.568658,637492.2,662440.8
170000000,2003,Women,Magnitude,411764.9,6.834785,395620,427909.8
50000000,2003,Women,Magnitude,1064976,5.234873,1024331,1105621
60000000,2003,Women,Magnitude,896175.3,7.200469,864661.6,927689
70000000,2003,Women,Magnitude,1042827,7.482193,997935.9,1087718
80000000,2003,Women,Magnitude,671065.1,6.013072,646672.4,695457.8
90000000,2003,Women,Magnitude,649270.2,7.395504,613316,685224.4
100000000,2003,Women,Magnitude,669503.3,7.427279,639127.2,699879.4
110000000,2003,Women,Magnitude,581192.4,8.915164,555432.6,606952.2
120000000,2003,Women,Magnitude,565996.9,7.720232,541774.4,590219.4
160000000,2003,Women,Magnitude,421916.5,6.925871,402003.6,441829.4
150000000,2003,Women,Magnitude,416464.1,9.809236,394750.9,438177.3
130000000,2006,Women,Magnitude,288325.2,10.98981,285785.02,290865.38
140000000,2006,Women,Magnitude,167398.2,13.0731,159139.63,175656.77
10000000,2006,Women,Magnitude,576927.2,7.757089,558230.15,595624.25
20000000,2006,Women,Magnitude,262851.8,8.749951,255772.91,269930.69
30000000,2006,Women,Magnitude,691293.6,8.599491,676972.55,705614.65
40000000,2006,Women,Magnitude,703001.5,11.53323,686083.86,719919.14
170000000,2006,Women,Magnitude,507994,7.023981,484313.43,531674.57
50000000,2006,Women,Magnitude,1125517,5.050611,1083966.56,1167067.44
60000000,2006,Women,Magnitude,882379,7.734611,851583.55,913174.45
70000000,2006,Women,Magnitude,1133773,7.369802,1084239.34,1183306.66
80000000,2006,Women,Magnitude,741272.5,5.724784,714879.22,767665.78
90000000,2006,Women,Magnitude,615654,7.833566,583623.32,647684.68
100000000,2006,Women,Magnitude,732277.3,6.616149,702649.9,761904.7
110000000,2006,Women,Magnitude,586363.2,9.384048,559323.19,613403.21
120000000,2006,Women,Magnitude,599905.4,7.106841,576499.33,623311.47
160000000,2006,Women,Magnitude,465921.4,6.812491,443852.66,487990.14
150000000,2006,Women,Magnitude,610223.6,7.078092,580520.83,639926.37
130000000,2009,Women,Magnitude,225185.4,11.50284,223589.25,226781.55
140000000,2009,Women,Magnitude,171016.3,11.23916,163953.77,178078.83
10000000,2009,Women,Magnitude,540749.2,7.053888,526668.88,554829.52
20000000,2009,Women,Magnitude,267430.6,9.274583,259997.39,274863.81
30000000,2009,Women,Magnitude,699107.3,7.435268,686729.28,711485.32
40000000,2009,Women,Magnitude,768754.4,8.012179,755467.24,782041.56
170000000,2009,Women,Magnitude,473694.2,6.822713,455115.4,492273
50000000,2009,Women,Magnitude,1151491,4.140913,1117498.96,1185483.04
60000000,2009,Women,Magnitude,980517.1,6.117339,951900.78,1009133.42
70000000,2009,Women,Magnitude,1152659,6.375983,1111936.89,1193381.11
80000000,2009,Women,Magnitude,808542.6,5.37503,780200.78,836884.42
90000000,2009,Women,Magnitude,656667.8,6.705393,626554.22,686781.38
100000000,2009,Women,Magnitude,774512.6,6.075713,745142.66,803882.54
110000000,2009,Women,Magnitude,602119.5,7.945387,578458.16,625780.84
120000000,2009,Women,Magnitude,656426.5,6.354097,632469.36,680383.64
160000000,2009,Women,Magnitude,539196.7,5.294182,517652.7,560740.7
150000000,2009,Women,Magnitude,701674.4,5.809004,671305.39,732043.41
130000000,2012,Women,Magnitude,-,-,-,-
140000000,2012,Women,Magnitude,-,-,-,-
10000000,2012,Women,Magnitude,-,-,-,-
20000000,2012,Women,Magnitude,-,-,-,-
30000000,2012,Women,Magnitude,-,-,-,-
40000000,2012,Women,Magnitude,-,-,-,-
170000000,2012,Women,Magnitude,-,-,-,-
50000000,2012,Women,Magnitude,-,-,-,-
60000000,2012,Women,Magnitude,-,-,-,-
70000000,2012,Women,Magnitude,-,-,-,-
80000000,2012,Women,Magnitude,-,-,-,-
90000000,2012,Women,Magnitude,-,-,-,-
100000000,2012,Women,Magnitude,-,-,-,-
110000000,2012,Women,Magnitude,-,-,-,-
120000000,2012,Women,Magnitude,-,-,-,-
160000000,2012,Women,Magnitude,-,-,-,-
150000000,2012,Women,Magnitude,-,-,-,-
130000000,2003,Youth,Magnitude,77623.04,16.22514,77158.4,78087.68
140000000,2003,Youth,Magnitude,62814.41,13.6509,60606,65022.82
10000000,2003,Youth,Magnitude,190950.9,9.681401,185893.6,196008.2
20000000,2003,Youth,Magnitude,102802.9,12.35456,99873.58,105732.2
30000000,2003,Youth,Magnitude,224244.8,10.77205,220697.8,227791.8
40000000,2003,Youth,Magnitude,283829.9,11.41443,278924.9,288734.9
170000000,2003,Youth,Magnitude,176842.3,9.084705,169393.8,184290.8
50000000,2003,Youth,Magnitude,424310.3,5.995759,409376,439244.6
60000000,2003,Youth,Magnitude,406046.4,8.352043,392170.1,419922.7
70000000,2003,Youth,Magnitude,467219.7,8.261502,449112,485327.4
80000000,2003,Youth,Magnitude,255917.6,7.315772,247036.3,264798.9
90000000,2003,Youth,Magnitude,294050.6,8.87554,277008.2,311093
100000000,2003,Youth,Magnitude,308859.3,8.385234,295195.3,322523.3
110000000,2003,Youth,Magnitude,275285.2,10.16608,263969.8,286600.6
120000000,2003,Youth,Magnitude,289190.7,8.543059,277463.1,300918.3
160000000,2003,Youth,Magnitude,194954.3,8.027534,185558.7,204349.9
150000000,2003,Youth,Magnitude,245254.2,10.34037,233010.8,257497.6
130000000,2006,Youth,Magnitude,126704.1,12.37387,125773.76,127634.44
140000000,2006,Youth,Magnitude,89095.76,14.02311,84955.65,93235.87
10000000,2006,Youth,Magnitude,266769.4,8.488403,258494.28,275044.52
20000000,2006,Youth,Magnitude,122341.5,9.984681,119128.01,125554.99
30000000,2006,Youth,Magnitude,332465.4,10.1218,325599.93,339330.87
40000000,2006,Youth,Magnitude,278124.3,13.15184,272647.26,283601.34
170000000,2006,Youth,Magnitude,217879.6,9.440889,206291.6,229467.6
50000000,2006,Youth,Magnitude,475730.2,6.220957,456653.65,494806.75
60000000,2006,Youth,Magnitude,384694.9,8.549685,372372.82,397016.98
70000000,2006,Youth,Magnitude,495129,8.014329,475894.07,514363.93
80000000,2006,Youth,Magnitude,299736.4,6.155534,290622.41,308850.39
90000000,2006,Youth,Magnitude,277917,9.495193,263108.92,292725.08
100000000,2006,Youth,Magnitude,347273.8,7.504813,333431.47,361116.13
110000000,2006,Youth,Magnitude,266531.4,11.20662,254815.69,278247.11
120000000,2006,Youth,Magnitude,331501.6,7.468028,318923.3,344079.9
160000000,2006,Youth,Magnitude,216812.5,8.678862,204804.87,228820.13
150000000,2006,Youth,Magnitude,321900,7.867638,305614.23,338185.77
130000000,2009,Youth,Magnitude,103462.2,13.73101,102777.37,104147.03
140000000,2009,Youth,Magnitude,84770.99,12.28553,81474.92,88067.06
10000000,2009,Youth,Magnitude,256244.4,8.353022,249252.61,263236.19
20000000,2009,Youth,Magnitude,118976.9,11.23638,115564.18,122389.62
30000000,2009,Youth,Magnitude,346784.2,8.203344,340962.43,352605.97
40000000,2009,Youth,Magnitude,366421.4,9.055796,360375.93,372466.87
170000000,2009,Youth,Magnitude,181674.9,8.625033,174686.8,188663
50000000,2009,Youth,Magnitude,538823.4,5.048504,520933.91,556712.89
60000000,2009,Youth,Magnitude,493296.6,7.000095,478038.8,508554.4
70000000,2009,Youth,Magnitude,536502,7.262427,518475.65,554528.35
80000000,2009,Youth,Magnitude,398644.7,5.593212,385035.3,412254.1
90000000,2009,Youth,Magnitude,307273.8,7.538033,293165.45,321382.15
100000000,2009,Youth,Magnitude,392933.5,7.430637,375770.74,410096.26
110000000,2009,Youth,Magnitude,289217,9.739311,277871.36,300562.64
120000000,2009,Youth,Magnitude,328271.4,7.329244,316087.07,340455.73
160000000,2009,Youth,Magnitude,266433.8,6.406056,254643.45,278224.15
150000000,2009,Youth,Magnitude,357577,6.785971,341701.57,373452.43
130000000,2012,Youth,Magnitude,-,-,-,-
140000000,2012,Youth,Magnitude,-,-,-,-
10000000,2012,Youth,Magnitude,-,-,-,-
20000000,2012,Youth,Magnitude,-,-,-,-
30000000,2012,Youth,Magnitude,-,-,-,-
40000000,2012,Youth,Magnitude,-,-,-,-
170000000,2012,Youth,Magnitude,-,-,-,-
50000000,2012,Youth,Magnitude,-,-,-,-
60000000,2012,Youth,Magnitude,-,-,-,-
70000000,2012,Youth,Magnitude,-,-,-,-
80000000,2012,Youth,Magnitude,-,-,-,-
90000000,2012,Youth,Magnitude,-,-,-,-
100000000,2012,Youth,Magnitude,-,-,-,-
110000000,2012,Youth,Magnitude,-,-,-,-
120000000,2012,Youth,Magnitude,-,-,-,-
160000000,2012,Youth,Magnitude,-,-,-,-
150000000,2012,Youth,Magnitude,-,-,-,-
130000000,2003,Children,Magnitude,216745.9,12.60959,214424.9,219066.9
140000000,2003,Children,Magnitude,178570.6,10.78855,169650.6,187490.6
10000000,2003,Children,Magnitude,545587,6.969671,526101.6,565072.4
20000000,2003,Children,Magnitude,297183.2,9.237607,285456.2,308910.2
30000000,2003,Children,Magnitude,640315.1,8.160178,625239.5,655390.7
40000000,2003,Children,Magnitude,753798.6,8.900893,734512.4,773084.8
170000000,2003,Children,Magnitude,518487.5,5.511328,497594.9,539380.1
50000000,2003,Children,Magnitude,1321667,4.01757,1273029,1370305
60000000,2003,Children,Magnitude,1074153,6.167273,1029955,1118351
70000000,2003,Children,Magnitude,1158170,6.28851,1103076,1213264
80000000,2003,Children,Magnitude,865287.7,5.241493,830430.1,900145.3
90000000,2003,Children,Magnitude,748702.6,6.045265,707749.3,789655.9
100000000,2003,Children,Magnitude,766519.6,6.453684,728408.9,804630.3
110000000,2003,Children,Magnitude,662391.8,7.999086,628991.3,695792.3
120000000,2003,Children,Magnitude,669174,6.902349,637604.8,700743.2
160000000,2003,Children,Magnitude,494652.2,5.647344,471035.8,518268.6
150000000,2003,Children,Magnitude,452443.9,9.519831,425160.7,479727.1
130000000,2006,Children,Magnitude,335735.2,11.21059,330739.68,340730.72
140000000,2006,Children,Magnitude,186383.4,11.60386,175559.26,197207.54
10000000,2006,Children,Magnitude,636428,6.474463,612370.73,660485.27
20000000,2006,Children,Magnitude,302638.7,8.277568,291782.09,313495.31
30000000,2006,Children,Magnitude,765664.6,8.062036,744682.79,786646.41
40000000,2006,Children,Magnitude,800802.3,10.44843,774568.01,827036.59
170000000,2006,Children,Magnitude,624433.2,5.861308,594224.18,654642.22
50000000,2006,Children,Magnitude,1368777,3.998022,1318790.86,1418763.14
60000000,2006,Children,Magnitude,1040531,6.69439,996370.85,1084691.15
70000000,2006,Children,Magnitude,1251095,6.072387,1191284.12,1310905.88
80000000,2006,Children,Magnitude,904143.6,5.090261,867009.63,941277.57
90000000,2006,Children,Magnitude,707173.5,6.657527,667824.63,746522.37
100000000,2006,Children,Magnitude,807177.4,5.235122,774209.28,840145.52
110000000,2006,Children,Magnitude,679630.7,7.867951,644207.33,715054.07
120000000,2006,Children,Magnitude,667809.9,5.666803,641796.19,693823.61
160000000,2006,Children,Magnitude,520050.4,5.792514,494627.76,545473.04
150000000,2006,Children,Magnitude,674345.5,6.758878,638095.96,710595.04
130000000,2009,Children,Magnitude,270311.2,10.64768,267192.07,273430.33
140000000,2009,Children,Magnitude,183415.4,10.17232,174084.85,192745.95
10000000,2009,Children,Magnitude,549288.1,6.201585,531978.15,566598.05
20000000,2009,Children,Magnitude,288727.2,8.424553,278520.68,298933.72
30000000,2009,Children,Magnitude,761960.1,6.971617,743516.96,780403.24
40000000,2009,Children,Magnitude,865026.5,7.271611,844460.62,885592.38
170000000,2009,Children,Magnitude,570774.6,5.728999,546909.4,594639.8
50000000,2009,Children,Magnitude,1367774,3.401135,1325925.57,1409622.43
60000000,2009,Children,Magnitude,1124682,5.079448,1085391.76,1163972.24
70000000,2009,Children,Magnitude,1202629,5.655999,1152141.96,1253116.04
80000000,2009,Children,Magnitude,943877.3,4.636578,907315.77,980438.83
90000000,2009,Children,Magnitude,732227.9,5.669725,696583.65,767872.15
100000000,2009,Children,Magnitude,819433.1,5.106156,785888.12,852978.08
110000000,2009,Children,Magnitude,683294.6,6.967298,651369.75,715219.45
120000000,2009,Children,Magnitude,722579,5.366442,694015.8,751142.2
160000000,2009,Children,Magnitude,582151.2,4.343687,558324.96,605977.44
150000000,2009,Children,Magnitude,746659.7,5.190074,712113.67,781205.73
130000000,2012,Children,Magnitude,-,-,-,-
140000000,2012,Children,Magnitude,-,-,-,-
10000000,2012,Children,Magnitude,-,-,-,-
20000000,2012,Children,Magnitude,-,-,-,-
30000000,2012,Children,Magnitude,-,-,-,-
40000000,2012,Children,Magnitude,-,-,-,-
170000000,2012,Children,Magnitude,-,-,-,-
50000000,2012,Children,Magnitude,-,-,-,-
60000000,2012,Children,Magnitude,-,-,-,-
70000000,2012,Children,Magnitude,-,-,-,-
80000000,2012,Children,Magnitude,-,-,-,-
90000000,2012,Children,Magnitude,-,-,-,-
100000000,2012,Children,Magnitude,-,-,-,-
110000000,2012,Children,Magnitude,-,-,-,-
120000000,2012,Children,Magnitude,-,-,-,-
160000000,2012,Children,Magnitude,-,-,-,-
150000000,2012,Children,Magnitude,-,-,-,-
130000000,2003,Senior Citizens,Magnitude,5849.705,32.61102,5818.971,5880.439
140000000,2003,Senior Citizens,Magnitude,12256.53,16.98711,11836.64,12676.42
10000000,2003,Senior Citizens,Magnitude,33753.49,14.15775,32975.05,34531.93
20000000,2003,Senior Citizens,Magnitude,18907.95,15.88651,18469.55,19346.35
30000000,2003,Senior Citizens,Magnitude,39965.08,15.62462,39253.59,40676.57
40000000,2003,Senior Citizens,Magnitude,46258.62,14.78462,45417.18,47100.06
170000000,2003,Senior Citizens,Magnitude,32343.44,11.90692,30945.62,33741.26
50000000,2003,Senior Citizens,Magnitude,83792.49,8.916091,80872.82,86712.16
60000000,2003,Senior Citizens,Magnitude,71484.19,11.94758,69511.35,73457.03
70000000,2003,Senior Citizens,Magnitude,128598.8,9.031186,123340.9,133856.7
80000000,2003,Senior Citizens,Magnitude,59841.71,9.732944,57896.02,61787.4
90000000,2003,Senior Citizens,Magnitude,66142.76,9.174218,62600.59,69684.93
100000000,2003,Senior Citizens,Magnitude,52679.81,10.3992,50516.52,54843.1
110000000,2003,Senior Citizens,Magnitude,48471.82,12.10523,46493.26,50450.38
120000000,2003,Senior Citizens,Magnitude,35951.57,10.75128,34634.59,37268.55
160000000,2003,Senior Citizens,Magnitude,40586.79,7.906554,39110.31,42063.27
150000000,2003,Senior Citizens,Magnitude,16348.3,16.44613,15531.17,17165.43
130000000,2006,Senior Citizens,Magnitude,14219.44,20.01027,14128.84,14310.04
140000000,2006,Senior Citizens,Magnitude,18319.58,17.23465,17483.06,19156.1
10000000,2006,Senior Citizens,Magnitude,62694.28,13.14506,60787.95,64600.61
20000000,2006,Senior Citizens,Magnitude,19737.35,17.34333,19209.92,20264.78
30000000,2006,Senior Citizens,Magnitude,55017.42,13.99262,54047.28,55987.56
40000000,2006,Senior Citizens,Magnitude,46923.57,17.42008,46060.32,47786.82
170000000,2006,Senior Citizens,Magnitude,37117.29,12.60616,35572.09,38662.49
50000000,2006,Senior Citizens,Magnitude,105219.8,9.68926,101078.79,109360.81
60000000,2006,Senior Citizens,Magnitude,86502.29,12.6089,83923.07,89081.51
70000000,2006,Senior Citizens,Magnitude,169019,8.563702,161983.85,176054.15
80000000,2006,Senior Citizens,Magnitude,92819.49,9.551289,89269.86,96369.12
90000000,2006,Senior Citizens,Magnitude,68968.24,10.44639,65294.36,72642.12
100000000,2006,Senior Citizens,Magnitude,71830.59,11.59936,68338.73,75322.45
110000000,2006,Senior Citizens,Magnitude,55805.15,12.18247,53476.09,58134.21
120000000,2006,Senior Citizens,Magnitude,46841.95,11.08535,44963.93,48719.97
160000000,2006,Senior Citizens,Magnitude,46519.34,8.686836,44605.52,48433.16
150000000,2006,Senior Citizens,Magnitude,37534.01,11.75087,35042.67,40025.35
130000000,2009,Senior Citizens,Magnitude,8397.956,26.96049,8361.92,8433.99
140000000,2009,Senior Citizens,Magnitude,15504.79,15.82346,15029.09,15980.49
10000000,2009,Senior Citizens,Magnitude,74386.8,9.487994,72735.27,76038.33
20000000,2009,Senior Citizens,Magnitude,24069,14.2022,23553.94,24584.06
30000000,2009,Senior Citizens,Magnitude,70953.31,11.5482,69821.44,72085.18
40000000,2009,Senior Citizens,Magnitude,62897.76,13.2606,61956.46,63839.06
170000000,2009,Senior Citizens,Magnitude,45689.82,9.056175,44289.81,47089.83
50000000,2009,Senior Citizens,Magnitude,121769.3,6.773322,118411.31,125127.29
60000000,2009,Senior Citizens,Magnitude,104290.1,9.332937,102016.37,106563.83
70000000,2009,Senior Citizens,Magnitude,167822.8,7.491461,162181.95,173463.65
80000000,2009,Senior Citizens,Magnitude,95174.16,8.443879,92204.25,98144.07
90000000,2009,Senior Citizens,Magnitude,73460.4,9.002435,70181.15,76739.65
100000000,2009,Senior Citizens,Magnitude,94171.85,8.644835,90222.55,98121.15
110000000,2009,Senior Citizens,Magnitude,63380.48,11.40946,60880.9,65880.06
120000000,2009,Senior Citizens,Magnitude,53480.17,10.4189,51552.75,55407.59
160000000,2009,Senior Citizens,Magnitude,66585.06,7.5692,63905.31,69264.81
150000000,2009,Senior Citizens,Magnitude,39087.09,9.926103,37129.91,41044.27
130000000,2012,Senior Citizens,Magnitude,-,-,-,-
140000000,2012,Senior Citizens,Magnitude,-,-,-,-
10000000,2012,Senior Citizens,Magnitude,-,-,-,-
20000000,2012,Senior Citizens,Magnitude,-,-,-,-
30000000,2012,Senior Citizens,Magnitude,-,-,-,-
40000000,2012,Senior Citizens,Magnitude,-,-,-,-
170000000,2012,Senior Citizens,Magnitude,-,-,-,-
50000000,2012,Senior Citizens,Magnitude,-,-,-,-
60000000,2012,Senior Citizens,Magnitude,-,-,-,-
70000000,2012,Senior Citizens,Magnitude,-,-,-,-
80000000,2012,Senior Citizens,Magnitude,-,-,-,-
90000000,2012,Senior Citizens,Magnitude,-,-,-,-
100000000,2012,Senior Citizens,Magnitude,-,-,-,-
110000000,2012,Senior Citizens,Magnitude,-,-,-,-
120000000,2012,Senior Citizens,Magnitude,-,-,-,-
160000000,2012,Senior Citizens,Magnitude,-,-,-,-
150000000,2012,Senior Citizens,Magnitude,-,-,-,-
130000000,2003,Individuals Residing in Urban Areas,Magnitude,349251.9,12.29524,347027.9,351475.9
140000000,2003,Individuals Residing in Urban Areas,Magnitude,15002.02,45.20964,14620.88,15383.16
10000000,2003,Individuals Residing in Urban Areas,Magnitude,289195.9,16.11559,274987.3,303404.5
20000000,2003,Individuals Residing in Urban Areas,Magnitude,102223.1,20.85869,97402.14,107044.1
30000000,2003,Individuals Residing in Urban Areas,Magnitude,525156.8,12.76412,514639.5,535674.1
40000000,2003,Individuals Residing in Urban Areas,Magnitude,405781.4,11.2061,401443.7,410119.1
170000000,2003,Individuals Residing in Urban Areas,Magnitude,201776.2,10.38598,192572.1,210980.3
50000000,2003,Individuals Residing in Urban Areas,Magnitude,336638,11.65595,321031.3,352244.7
60000000,2003,Individuals Residing in Urban Areas,Magnitude,252691.8,14.638,244513.5,260870.1
70000000,2003,Individuals Residing in Urban Areas,Magnitude,552765.2,12.91182,530971.6,574558.8
80000000,2003,Individuals Residing in Urban Areas,Magnitude,202839.1,13.03103,192087.4,213590.8
90000000,2003,Individuals Residing in Urban Areas,Magnitude,114432.8,17.25911,108822.9,120042.7
100000000,2003,Individuals Residing in Urban Areas,Magnitude,322384.1,12.88315,307334.4,337433.8
110000000,2003,Individuals Residing in Urban Areas,Magnitude,247704.7,15.13684,238034.2,257375.2
120000000,2003,Individuals Residing in Urban Areas,Magnitude,224064.2,15.44445,211749.6,236378.8
160000000,2003,Individuals Residing in Urban Areas,Magnitude,192468.3,13.70973,180565.9,204370.7
150000000,2003,Individuals Residing in Urban Areas,Magnitude,95048.96,21.55939,87532.43,102565.5
130000000,2006,Individuals Residing in Urban Areas,Magnitude,580546.2,10.95637,575277.09,585815.31
140000000,2006,Individuals Residing in Urban Areas,Magnitude,18701.67,42.86905,18212.69,19190.65
10000000,2006,Individuals Residing in Urban Areas,Magnitude,357303,12.36329,342509.58,372096.42
20000000,2006,Individuals Residing in Urban Areas,Magnitude,98158.82,23.15964,93350.13,102967.51
30000000,2006,Individuals Residing in Urban Areas,Magnitude,691139,10.31479,677386.77,704891.23
40000000,2006,Individuals Residing in Urban Areas,Magnitude,403120.7,12.548,398525.52,407715.88
170000000,2006,Individuals Residing in Urban Areas,Magnitude,261858.3,15.92544,239357.37,284359.23
50000000,2006,Individuals Residing in Urban Areas,Magnitude,323958.8,10.52314,310042.92,337874.68
60000000,2006,Individuals Residing in Urban Areas,Magnitude,244388.1,15.35263,237151.81,251624.39
70000000,2006,Individuals Residing in Urban Areas,Magnitude,677079.7,11.09598,651377.41,702781.99
80000000,2006,Individuals Residing in Urban Areas,Magnitude,180284.1,17.7265,169527.22,191040.98
90000000,2006,Individuals Residing in Urban Areas,Magnitude,122113.9,17.21046,116739.04,127488.76
100000000,2006,Individuals Residing in Urban Areas,Magnitude,379771.5,10.97762,363794.62,395748.38
110000000,2006,Individuals Residing in Urban Areas,Magnitude,307592.7,14.90841,293464.35,321721.05
120000000,2006,Individuals Residing in Urban Areas,Magnitude,251423.5,16.41744,236015.18,266831.82
160000000,2006,Individuals Residing in Urban Areas,Magnitude,240490.2,12.14026,225065.98,255914.42
150000000,2006,Individuals Residing in Urban Areas,Magnitude,172601,17.57338,155191.83,190010.17
130000000,2009,Individuals Residing in Urban Areas,Magnitude,455001.1,11.2203,451772.69,458229.51
140000000,2009,Individuals Residing in Urban Areas,Magnitude,22687.95,36.18333,22155.72,23220.18
10000000,2009,Individuals Residing in Urban Areas,Magnitude,326806.6,10.68506,315899.19,337714.01
20000000,2009,Individuals Residing in Urban Areas,Magnitude,85473.94,21.85316,82249.5,88698.38
30000000,2009,Individuals Residing in Urban Areas,Magnitude,681053.6,10.39772,667957.13,694150.07
40000000,2009,Individuals Residing in Urban Areas,Magnitude,607215.6,10.77371,598843.27,615587.93
170000000,2009,Individuals Residing in Urban Areas,Magnitude,254974.5,14.96536,236716.24,273232.76
50000000,2009,Individuals Residing in Urban Areas,Magnitude,445532.8,9.826598,425443.53,465622.07
60000000,2009,Individuals Residing in Urban Areas,Magnitude,333875.9,12.80856,323315.66,344436.14
70000000,2009,Individuals Residing in Urban Areas,Magnitude,669162.2,10.40408,647416.78,690907.62
80000000,2009,Individuals Residing in Urban Areas,Magnitude,268471.2,11.52312,253890.13,283052.27
90000000,2009,Individuals Residing in Urban Areas,Magnitude,166363.9,19.14165,155632.18,177095.62
100000000,2009,Individuals Residing in Urban Areas,Magnitude,381398.8,12.15922,364333.93,398463.67
110000000,2009,Individuals Residing in Urban Areas,Magnitude,303302.8,15.19053,289956.29,316649.31
